posteam,season,week,punt_net_yards,field_goal_make_pct,kick_return_avg,punt_return_avg
DAL,2023,19,40.0,1.0,15.875,0.0
DAL,2024,1,35.285713,1.0,8.5,13.714286
DAL,2024,2,53.0,1.0,15.125,0.0
DAL,2024,3,52.25,1.0,11.6,0.0
DAL,2024,4,55.0,0.6666666666666666,0.0,0.0
DAL,2024,5,45.0,0.6666666666666666,9.5,0.0
DAL,2024,6,46.5,1.0,19.4,2.2842262
DAL,2024,8,45.25,1.0,16.428572,3.25
DAL,2024,9,38.93333,1.0,5.6,7.4
DAL,2024,10,50.666668,1.0,11.857142,0.0
DAL,2024,11,41.0,0.5,8.0,0.0
DAL,2024,12,40.0,0.5,44.4,-0.33333334
DAL,2024,13,47.8,1.0,0.0,-0.6
DAL,2024,14,42.833332,1.0,0.0,6.6666665
DAL,2024,15,55.25,0.75,21.333334,1.25
DAL,2024,16,44.2,1.0,0.0,5.0
DAL,2024,17,49.5,0.0,6.857143,0.0
DAL,2024,18,49.3,1.0,6.0,0.2
DAL,2025,1,43.5,1.0,20.2,0.0
DAL,2025,2,47.083332,1.0,23.222221,0.6666667
DAL,2025,3,44.0,1.0,15.5,7.0
DAL,2025,4,47.5,1.0,25.0,0.0
DAL,2025,5,43.6,1.0,10.666667,2.0
DAL,2025,6,38.166668,1.0,13.0,9.5
DAL,2025,7,41.86667,1.0,20.0,0.8
DAL,2025,8,50.4,1.0,10.75,0.0
DEN,2022,1,34.5,0.75,12.75,1.5
DEN,2022,2,31.0,1.0,4.25,11.8
DEN,2022,3,46.314285,0.5,3.5,1.2857143
DEN,2022,4,31.7,1.0,0.0,16.5
DEN,2022,5,44.942856,0.75,4.0,0.85714287
DEN,2022,6,46.142857,1.0,4.3333335,0.0
DEN,2022,7,39.75,0.5,0.0,0.25
DEN,2022,8,47.333332,0.8,8.75,3.6666667
DEN,2022,10,43.916668,1.0,4.5,1.75
DEN,2022,11,40.0,0.75,8.2,6.75
DEN,2022,12,52.42857,0.5,11.5,0.0
DEN,2022,13,37.97619,0.75,10.666667,3.1666667
DEN,2022,14,40.57143,0.8,4.142857,7.0
DEN,2022,15,40.966667,0.5,4.75,3.8333333
DEN,2022,16,50.0,1.0,2.9,4.10997
DEN,2022,17,44.0,1.0,4.0,7.4
DEN,2022,18,47.6,1.0,0.0,0.0
DEN,2023,1,40.0,0.5,13.75,0.0
DEN,2023,2,29.666668,1.0,0.0,15.0
DEN,2023,3,46.8,1.0,11.0,0.0
DEN,2023,4,28.25,1.0,0.0,12.5
DEN,2023,5,45.25,1.0,0.0,0.0
DEN,2023,6,34.8,0.85,0.0,10.0
DEN,2023,7,40.333332,1.0,0.0,3.6666667
DEN,2023,8,26.0,0.5,9.333333,15.5
DEN,2023,10,33.733334,1.0,7.75,14.666667
DEN,2023,11,54.25,1.0,0.0,0.0
DEN,2023,12,44.533333,1.0,0.0,0.6666667
DEN,2023,13,43.333332,1.0,7.3333335,1.0
DEN,2023,14,39.714287,1.0,0.0,5.0
DEN,2023,15,51.8,1.0,5.0,0.0
DEN,2023,16,34.571426,0.0,4.8333335,8.428572
DEN,2023,17,45.1,0.75,0.0,3.5
DEN,2023,18,47.35,0.85,9.166667,8.25
DEN,2024,1,39.225,1.0,8.625,9.4
DEN,2024,2,50.0,1.0,0.0,2.5
DEN,2024,3,41.25,1.0,0.0,6.75
DEN,2024,4,41.660713,0.5,0.0,0.71428573
DEN,2024,5,32.36667,1.0,20.333334,10.8
DEN,2024,6,44.1,1.0,5.1666665,2.5
DEN,2024,7,40.833332,1.0,30.0,2.1666667
DEN,2024,8,51.0,0.8529411764705882,0.0,0.0
DEN,2024,9,39.0,1.0,14.5,9.0
DEN,2024,10,40.2,0.0,0.0,7.0
DEN,2024,11,33.6,1.0,0.0,11.4
DEN,2024,12,42.5,1.0,0.0,5.5
DEN,2024,13,49.533333,1.0,0.0,1.6666666
DEN,2024,15,28.433332,1.0,0.0,19.4
DEN,2024,16,45.6,1.0,0.0,0.0
DEN,2024,17,41.5,1.0,5.4,0.0
DEN,2024,18,44.0,1.0,0.0,0.0
DEN,2024,19,48.0,0.0,2.2857144,0.0
DEN,2025,1,42.125,1.0,16.4,5.875
DEN,2025,2,44.666668,0.0,20.333334,5.3828235
DEN,2025,3,35.942856,1.0,28.2,11.2
DEN,2025,4,46.75,0.8571428571428571,29.0,3.0
DEN,2025,5,40.857143,1.0,20.75,6.0
DEN,2025,6,46.92857,1.0,26.0,1.5714285
DEN,2025,7,45.666668,1.0,16.0,4.8333335
DEN,2025,8,34.8,1.0,23.8,5.2
DET,2022,1,41.25,0.8452380952380952,0.0,5.0
DET,2022,2,54.06667,1.0,17.0,1.3333334
DET,2022,3,37.0,0.3333333333333333,12.0,7.6666665
DET,2022,4,48.5,1.0,6.888889,4.680357
DET,2022,5,36.0,0.8452380952380952,9.571428,8.0
DET,2022,7,45.4,1.0,0.0,2.6
DET,2022,8,54.5,1.0,2.8333333,4.0
DET,2022,9,45.333332,0.8452380952380952,22.0,0.0
DET,2022,10,46.25,1.0,6.5,0.0
DET,2022,11,48.2,1.0,20.666666,0.0
DET,2022,12,38.0,0.5,13.4,13.5
DET,2022,14,32.0,0.6666666666666666,5.25,16.0
DET,2022,15,36.666668,0.6666666666666666,8.333333,7.8333335
DET,2022,16,51.5,1.0,20.0,0.0
DET,2022,17,47.714287,1.0,0.0,2.2857144
DET,2022,18,47.0,0.6666666666666666,18.8,0.0
DET,2023,1,41.2,0.958974358974359,0.0,3.2
DET,2023,2,47.333332,1.0,0.0,5.6666665
DET,2023,3,43.5,1.0,0.0,2.1666667
DET,2023,4,39.6,1.0,5.6,5.4
DET,2023,5,44.0,0.958974358974359,5.5,0.0
DET,2023,6,39.5,0.6666666666666666,12.666667,5.5
DET,2023,7,30.0,0.958974358974359,5.857143,16.0
DET,2023,8,44.4,0.8,10.333333,3.6
DET,2023,10,23.0,1.0,0.0,6.0
DET,2023,11,48.5,0.958974358974359,3.875,0.0
DET,2023,12,41.5,0.958974358974359,16.333334,0.0
DET,2023,13,47.55,1.0,11.6,3.25
DET,2023,14,45.75,0.958974358974359,3.142857,6.0
DET,2023,15,33.65,0.958974358974359,8.666667,1.6
DET,2023,16,47.666668,1.0,0.0,0.0
DET,2023,17,40.0,1.0,0.0,8.75
DET,2023,18,31.349998,1.0,6.5,22.25
DET,2023,19,47.333332,1.0,0.0,2.0
DET,2023,20,39.1,1.0,0.0,4.5
DET,2023,21,44.0,1.0,0.0,10.0
DET,2024,1,51.5,1.0,0.0,6.0
DET,2024,2,27.1,1.0,16.2,6.4
DET,2024,3,41.4,0.9010416666666666,0.0,8.0
DET,2024,4,44.666668,0.9010416666666666,5.2,2.0
DET,2024,7,47.083332,1.0,0.0,7.6666665
DET,2024,8,29.333334,1.0,24.0,31.666666
DET,2024,9,49.75,1.0,16.5,0.0
DET,2024,10,44.0,1.0,0.0,3.0
DET,2024,12,40.5,1.0,0.0,7.5
DET,2024,13,39.5,0.75,5.75,10.5
DET,2024,14,46.0,1.0,0.0,0.0
DET,2024,15,55.666668,0.0,0.0,0.0
DET,2024,16,44.0,0.6666666666666666,20.75,3.0
DET,2024,18,43.333332,1.0,0.0,7.6666665
DET,2024,20,43.0,1.0,14.25,0.0
DET,2025,1,41.0,1.0,19.333334,6.3333335
DET,2025,2,44.25,0.5,16.0,4.75
DET,2025,3,48.666668,0.5,27.5,0.0
DET,2025,4,33.342857,1.0,27.0,10.857142
DET,2025,5,42.05,0.75,21.75,2.75
DET,2025,6,46.0,1.0,23.333334,0.0
DET,2025,7,51.2,0.5,27.0,0.0
GB,2022,1,42.35,0.875,2.3333333,2.4
GB,2022,2,56.0,1.0,8.0,5.0
GB,2022,3,44.92857,0.875,0.0,3.5
GB,2022,4,40.42857,1.0,11.0,1.5714285
GB,2022,5,35.833332,1.0,7.571429,5.5
GB,2022,6,37.0,0.5,5.3333335,3.6666667
GB,2022,7,37.6,0.875,0.0,4.0
GB,2022,8,43.0,0.5,13.4,1.5
GB,2022,9,27.666666,1.0,11.0,3.3333333
GB,2022,10,33.6,0.5,20.6,6.4
GB,2022,11,33.25,1.0,21.6,14.0
GB,2022,12,41.5,1.0,21.5,0.0
GB,2022,13,29.666668,1.0,20.4,15.0
GB,2022,15,28.0,1.0,23.75,9.0
GB,2022,16,44.0,1.0,30.4,2.0
GB,2022,17,14.5,1.0,26.25,12.5
GB,2022,18,27.5,0.75,19.75,9.5
GB,2023,1,36.3,1.0,13.75,13.5
GB,2023,2,49.75,1.0,7.857143,0.0
GB,2023,3,37.67857,1.0,6.0,0.5714286
GB,2023,4,43.3,1.0,16.571428,8.5
GB,2023,5,45.5,1.0,0.0,0.5
GB,2023,7,46.0,0.5,0.0,5.6666665
GB,2023,8,48.75,1.0,12.4,3.0
GB,2023,9,36.1,0.6666666666666666,25.5,7.4
GB,2023,10,42.35,1.0,23.166666,2.4
GB,2023,11,45.25,0.5,12.2,3.0
GB,2023,12,38.0,0.5,0.0,0.0
GB,2023,13,37.0,1.0,12.0,1.0
GB,2023,14,37.916668,0.75,6.25,1.75
GB,2023,15,47.0,1.0,4.0,0.0
GB,2023,16,45.333332,1.0,10.5,2.0
GB,2023,17,49.5,1.0,7.6666665,0.0
GB,2023,19,37.666668,0.837962962962963,0.0,0.0
GB,2023,20,38.0,0.6666666666666666,19.4,4.0
GB,2024,1,37.0,0.75,4.0,0.0
GB,2024,2,46.333332,0.75,0.0,0.0
GB,2024,3,45.05,1.0,0.0,3.75
GB,2024,4,59.8,0.0,0.0,0.2
GB,2024,5,37.2,1.0,0.0,0.0
GB,2024,6,34.25,0.6666666666666666,15.0,11.75
GB,2024,7,54.63333,1.0,9.666667,2.1666667
GB,2024,8,45.600002,1.0,0.0,2.6
GB,2024,9,40.25,0.6666666666666666,10.6,1.75
GB,2024,11,39.0,0.8431372549019608,10.2,8.0
GB,2024,12,42.083332,1.0,7.0,6.6666665
GB,2024,13,43.0,1.0,24.333334,0.0
GB,2024,14,41.666668,1.0,0.0,0.0
GB,2024,15,40.833332,1.0,24.5,1.6666666
GB,2024,16,46.5,1.0,38.0,0.0
GB,2024,17,42.25,1.0,0.0,0.0
GB,2024,18,41.666664,1.0,22.0,2.6666667
GB,2024,19,44.8,0.5,15.833333,5.2
GB,2025,1,44.0,1.0,9.75,10.666667
GB,2025,2,53.0,0.6666666666666666,19.0,0.25
GB,2025,3,51.666668,0.5,26.0,1.3333334
GB,2025,4,37.5,1.0,12.0,4.0
GB,2025,6,42.0,1.0,33.0,3.5
GB,2025,7,58.0,1.0,19.166666,0.0
GB,2025,8,46.416668,0.5,19.833334,4.25
HOU,2022,1,45.42857,1.0,0.0,0.0
HOU,2022,2,52.199997,1.0,4.4,1.4
HOU,2022,3,40.65,1.0,0.0,7.75
HOU,2022,4,50.0,0.5,4.0,2.0
HOU,2022,5,44.5,1.0,8.0,4.3333335
HOU,2022,7,54.5,0.6666666666666666,11.142858,0.5
HOU,2022,8,43.15,1.0,9.75,3.6
HOU,2022,9,52.666668,1.0,0.0,-0.6666667
HOU,2022,10,42.966667,1.0,6.4,2.8333333
HOU,2022,11,44.86667,1.0,0.0,2.8
HOU,2022,12,36.5,1.0,5.5,13.5
HOU,2022,13,43.57143,1.0,13.142858,7.0
HOU,2022,14,37.25,1.0,0.0,12.0
HOU,2022,15,41.05,1.0,0.0,5.75
HOU,2022,16,37.36667,1.0,17.0,6.8333335
HOU,2022,17,42.466667,1.0,16.5,3.2
HOU,2022,18,34.5,1.0,3.1666667,8.0
HOU,2023,1,39.2,1.0,0.0,4.8
HOU,2023,2,38.333332,0.6666666666666666,6.1666665,4.0
HOU,2023,3,43.25,1.0,24.75,0.0
HOU,2023,4,35.2,1.0,11.666667,2.8
HOU,2023,5,35.2,1.0,0.0,3.8
HOU,2023,6,47.4,1.0,4.5,0.0
HOU,2023,8,41.583332,0.8229166666666666,11.0,6.25
HOU,2023,9,56.25,1.0,6.5,1.75
HOU,2023,10,38.65,1.0,0.0,3.6
HOU,2023,11,39.0,0.0,0.0,8.0
HOU,2023,12,48.0,0.0,0.0,0.0
HOU,2023,13,49.404762,1.0,5.75,1.1666666
HOU,2023,14,46.225,0.8229166666666666,0.0,4.4
HOU,2023,15,42.541668,1.0,17.75,4.125
HOU,2023,16,39.333332,0.8229166666666666,30.5,5.0
HOU,2023,17,45.666668,1.0,21.0,6.0
HOU,2023,18,39.166668,1.0,6.0,10.5
HOU,2023,19,44.0,1.0,4.6666665,2.0
HOU,2023,20,26.650002,0.5,9.857142,16.75
HOU,2024,1,28.0,1.0,0.0,0.0
HOU,2024,2,42.666668,1.0,24.5,1.8333334
HOU,2024,3,43.0,0.0,3.857143,1.25
HOU,2024,4,40.033333,1.0,0.0,3.8
HOU,2024,5,35.95,1.0,6.2,8.25
HOU,2024,6,41.25,0.6666666666666666,6.25,5.0
HOU,2024,7,45.966667,1.0,10.5,5.2
HOU,2024,8,39.0,1.0,15.6,3.8333333
HOU,2024,9,51.333332,0.5,26.5,0.0
HOU,2024,10,44.25,0.75,0.0,10.75
HOU,2024,11,52.5,1.0,8.666667,0.0
HOU,2024,12,43.2,0.6666666666666666,24.5,4.8
HOU,2024,13,43.75,1.0,0.0,6.75
HOU,2024,15,35.0,1.0,0.0,15.0
HOU,2024,16,46.5,1.0,5.1666665,6.0
HOU,2024,17,48.166668,0.837962962962963,6.428571,0.0
HOU,2024,18,45.95,1.0,22.0,1.8
HOU,2024,19,43.75,1.0,7.0,2.0
HOU,2024,20,41.5,0.5,9.571428,0.0
HOU,2025,1,48.0,1.0,3.6666667,4.0
HOU,2025,2,37.35,1.0,26.75,13.4
HOU,2025,3,41.666668,0.5,13.25,1.8333334
HOU,2025,4,41.0,0.6666666666666666,26.0,3.0
HOU,2025,5,56.0,1.0,19.333334,3.0
HOU,2025,7,42.892857,1.0,25.666666,6.25
HOU,2025,8,45.8,1.0,23.333334,2.2
IND,2022,1,39.892857,0.6666666666666666,0.0,4.857143
IND,2022,2,41.600002,0.8177083333333334,11.6,3.8
IND,2022,3,48.0,1.0,14.25,3.3333333
IND,2022,4,28.5,0.5,0.0,5.0
IND,2022,5,39.88571,1.0,0.0,4.4
IND,2022,6,30.333334,1.0,13.6,6.3333335
IND,2022,7,19.533333,1.0,8.0,15.666667
IND,2022,8,53.583332,1.0,0.0,3.1666667
IND,2022,9,34.380955,0.5,6.571429,4.285714
IND,2022,10,42.266666,0.6666666666666666,5.25,5.4
IND,2022,11,45.75,0.75,0.0,6.25
IND,2022,12,50.0,0.5,37.5,0.0
IND,2022,13,38.666668,1.0,23.555555,1.0
IND,2022,15,43.57143,1.0,29.166666,0.0
IND,2022,16,48.666668,1.0,21.0,0.0
IND,2022,17,36.75,0.5,19.166666,0.0
IND,2022,18,55.25,1.0,14.666667,3.25
IND,2023,1,37.6,0.7510416666666666,3.1666667,4.0
IND,2023,2,44.0,1.0,0.0,0.0
IND,2023,3,39.571426,1.0,0.0,6.857143
IND,2023,4,43.916668,0.0,0.0,4.3333335
IND,2023,5,45.0,1.0,3.8,5.0
IND,2023,6,44.416668,1.0,0.0,3.25
IND,2023,7,44.4,0.5,4.75,7.6
IND,2023,8,49.85,1.0,0.0,1.75
IND,2023,9,45.45,1.0,0.0,2.75
IND,2023,10,42.05,0.5,14.0,2.75
IND,2023,12,43.75,0.6666666666666666,0.0,3.25
IND,2023,13,47.033333,1.0,6.0,4.1666665
IND,2023,14,48.5,0.0,2.4285715,0.0
IND,2023,15,19.0,0.6,0.0,9.5
IND,2023,16,48.25,1.0,0.0,0.0
IND,2023,17,49.666668,1.0,0.0,0.0
IND,2023,18,49.833332,0.75,3.6666667,4.1666665
IND,2024,1,50.666668,0.8533333333333333,15.571428,0.0
IND,2024,2,53.666668,0.5,0.0,0.0
IND,2024,3,42.666668,0.8533333333333333,7.5,6.3333335
IND,2024,4,40.833332,0.6666666666666666,0.0,1.6666666
IND,2024,5,47.0,1.0,3.625,5.5
IND,2024,6,40.800003,1.0,6.75,13.4
IND,2024,7,45.97619,1.0,6.6666665,2.1666667
IND,2024,8,45.166668,1.0,15.166667,2.0
IND,2024,9,43.333332,0.6666666666666666,0.0,6.0
IND,2024,10,54.0,1.0,0.0,0.0
IND,2024,11,42.6,1.0,19.0,7.4
IND,2024,12,51.833332,1.0,5.0,1.0
IND,2024,13,47.0,1.0,12.0,3.0
IND,2024,15,45.8,1.0,0.0,6.0
IND,2024,16,42.75,0.5,25.4,4.5
IND,2024,17,29.666666,0.6666666666666666,0.0,2.3333333
IND,2024,18,47.0,0.8,0.0,3.0
IND,2025,3,46.0,0.6666666666666666,20.8,0.0
IND,2025,4,44.5,1.0,15.166667,7.75
IND,2025,5,50.5,0.9523809523809523,24.666666,0.0
IND,2025,6,55.0,1.0,22.5,0.0
IND,2025,7,43.5,1.0,38.6,0.0
IND,2025,8,40.65,1.0,14.0,6.6
JAX,2022,1,49.333332,0.75,0.0,0.6666667
JAX,2022,2,44.199997,1.0,0.0,1.4
JAX,2022,3,51.5,1.0,0.0,4.5
JAX,2022,4,50.666664,0.9147058823529413,11.666667,2.6666667
JAX,2022,5,49.5,1.0,15.5,3.5
JAX,2022,6,47.666664,0.9147058823529413,11.142858,2.6666667
JAX,2022,7,53.0,1.0,11.333333,0.0
JAX,2022,8,43.666664,1.0,12.75,4.1666665
JAX,2022,9,50.333332,0.6666666666666666,12.4,4.0
JAX,2022,10,37.333332,0.3333333333333333,14.4,9.5
JAX,2022,12,68.666664,1.0,0.0,0.0
JAX,2022,13,45.666668,1.0,5.111111,3.7407408
JAX,2022,14,37.666664,1.0,10.5,6.6666665
JAX,2022,15,50.083332,1.0,0.0,3.25
JAX,2022,16,31.2,0.8,12.5,0.8
JAX,2022,17,37.4,1.0,10.0,6.0
JAX,2022,18,40.0,1.0,31.25,11.0
JAX,2022,19,40.533333,1.0,20.0,0.8
JAX,2022,20,42.0,1.0,21.833334,5.75
JAX,2023,1,33.0,1.0,5.0,11.6
JAX,2023,2,47.35,1.0,0.0,1.25
JAX,2023,3,47.0,0.3333333333333333,10.285714,0.0
JAX,2023,4,49.93333,1.0,0.0,3.4
JAX,2023,5,48.56667,1.0,2.5,0.8333333
JAX,2023,6,48.75,1.0,10.6,2.0
JAX,2023,7,42.55,1.0,0.0,2.25
JAX,2023,8,38.0,1.0,16.0,5.6666665
JAX,2023,10,48.6,1.0,7.3333335,5.0
JAX,2023,11,51.5,1.0,9.0,0.0
JAX,2023,12,33.0,0.75,5.0,5.5
JAX,2023,13,40.6,0.5,7.285714,0.0
JAX,2023,14,37.982143,0.7864583333333334,5.6666665,7.875
JAX,2023,15,43.666664,0.0,15.166667,5.6666665
JAX,2023,16,60.0,0.0,15.142858,5.0
JAX,2023,17,43.833336,1.0,22.0,2.8333333
JAX,2023,18,36.666668,1.0,19.8,6.3333335
JAX,2024,1,51.083332,1.0,11.0,0.75
JAX,2024,2,50.4,0.6666666666666666,2.4,1.6
JAX,2024,3,54.5,1.0,3.0,0.0
JAX,2024,4,50.266666,1.0,12.4,0.33333334
JAX,2024,5,34.0,1.0,0.0,17.0
JAX,2024,6,34.75,1.0,20.833334,13.5
JAX,2024,7,11.0,1.0,6.75,24.0
JAX,2024,8,56.199997,1.0,8.5,3.4
JAX,2024,9,43.93333,0.9523809523809524,11.5,3.6666667
JAX,2024,10,54.8,0.9523809523809524,4.8,0.0
JAX,2024,11,53.4,1.0,6.4444447,5.3177085
JAX,2024,13,46.5,0.6666666666666666,14.666667,1.25
JAX,2024,14,46.833332,1.0,11.333333,2.6666667
JAX,2024,15,43.0,1.0,10.5,4.0
JAX,2024,16,33.119045,0.9523809523809524,0.0,6.1666665
JAX,2024,17,40.333332,1.0,20.666666,3.0
JAX,2024,18,46.25,1.0,0.0,3.75
JAX,2025,1,52.0,1.0,16.0,3.5
JAX,2025,2,41.166668,1.0,16.833334,6.3333335
JAX,2025,3,46.0,0.5,16.0,2.8333333
JAX,2025,4,3.9000015,0.6666666666666666,20.6,43.5
JAX,2025,5,52.75,1.0,23.4,-0.25
JAX,2025,6,45.69643,0.0,19.2,3.4285715
JAX,2025,7,37.600002,0.0,10.0,3.8
KC,2022,1,45.2,1.0,11.25,8.8
KC,2022,2,54.5,1.0,0.0,1.0
KC,2022,3,52.666668,0.5,18.8,4.0
KC,2022,4,39.0,1.0,15.166667,4.0
KC,2022,5,44.833332,0.5,2.7142856,3.5
KC,2022,6,49.666668,0.6666666666666666,10.4,8.0
KC,2022,7,33.0,0.0,18.571428,0.0
KC,2022,9,39.791668,0.6666666666666666,7.8,7.375
KC,2022,10,43.666668,0.7280701754385965,6.6666665,1.8333334
KC,2022,11,43.666668,1.0,3.3333333,2.3333333
KC,2022,12,49.0,1.0,0.0,0.0
KC,2022,13,55.0,0.5,19.333334,0.0
KC,2022,14,63.19048,1.0,0.0,3.142857
KC,2022,15,46.65,0.5,7.8333335,1.6
KC,2022,16,37.4,1.0,19.0,3.6
KC,2022,17,49.8,0.0,0.0,2.8
KC,2022,18,46.5,1.0,0.0,2.5
KC,2022,20,45.0,1.0,0.0,5.75
KC,2022,21,27.5,1.0,15.75,10.25
KC,2022,22,10.5,0.5,0.0,38.5
KC,2023,1,46.2,1.0,0.0,3.2
KC,2023,2,46.65,1.0,4.6666665,1.6
KC,2023,3,48.4,1.0,0.0,6.6
KC,2023,4,47.0,1.0,0.0,2.0
KC,2023,5,38.666668,1.0,4.0,8.0
KC,2023,6,46.0,1.0,0.0,2.0
KC,2023,7,35.666668,1.0,0.0,10.0
KC,2023,8,41.75,1.0,2.8,-0.75
KC,2023,9,48.333332,0.9333333333333333,6.6666665,2.0
KC,2023,11,34.380955,1.0,0.0,8.285714
KC,2023,12,49.416668,1.0,7.25,3.3333333
KC,2023,13,57.0,1.0,8.833333,0.0
KC,2023,14,27.75,1.0,0.0,12.25
KC,2023,15,43.5,0.6666666666666666,0.0,5.5
KC,2023,16,37.916668,0.0,13.6,3.8333333
KC,2023,17,47.75,1.0,0.0,9.25
KC,2023,18,40.86667,1.0,5.75,4.8
KC,2023,19,44.083332,1.0,13.5,0.25
KC,2023,20,41.5,1.0,4.6,7.5
KC,2023,21,42.9,1.0,0.0,3.6
KC,2023,22,48.399998,1.0,0.0,2.4
KC,2024,1,48.0,1.0,11.4,0.0
KC,2024,2,49.5,1.0,0.0,6.5
KC,2024,3,44.333332,1.0,12.75,4.0
KC,2024,4,47.5,0.5,0.0,2.5
KC,2024,5,48.0,0.8,23.0,8.0
KC,2024,7,45.916668,0.8294117647058823,19.666666,13.75
KC,2024,8,43.5,1.0,3.5,3.0
KC,2024,9,36.75,1.0,0.0,6.0
KC,2024,10,47.65,1.0,8.333333,5.6
KC,2024,11,45.583332,0.8294117647058823,0.0,2.6666667
KC,2024,12,49.0,1.0,22.0,-2.0
KC,2024,13,40.733334,0.8,12.5,2.6666667
KC,2024,14,44.95,1.0,28.333334,6.8
KC,2024,15,40.5,0.0,0.0,3.8333333
KC,2024,16,40.5,1.0,25.8,4.5
KC,2024,17,45.3,1.0,26.0,8.5
KC,2024,18,47.0,0.0,5.142857,2.0
KC,2024,20,38.0,1.0,32.75,5.5
KC,2024,21,26.0,1.0,17.833334,20.5
KC,2024,22,49.333332,0.8294117647058823,9.333333,2.5
KC,2025,1,35.166668,1.0,24.5,3.5
KC,2025,2,50.933334,0.5,23.75,8.4
KC,2025,3,44.333332,0.75,21.0,2.0
KC,2025,4,22.0,0.75,33.0,15.0
KC,2025,5,40.0,0.8333333333333334,21.666666,1.0
KC,2025,6,39.0,1.0,26.25,7.0
KC,2025,7,32.833332,1.0,0.0,2.5
KC,2025,8,51.666668,0.8333333333333334,23.0,4.3333335
LA,2022,1,45.0,1.0,11.166667,3.0943453
LA,2022,2,1.0,1.0,3.0,-1.0
LA,2022,3,34.0,1.0,7.75,11.0
LA,2022,4,57.25,1.0,11.6,0.0
LA,2022,5,34.0,0.5,0.0,3.1666667
LA,2022,6,45.857143,1.0,7.3333335,2.142857
LA,2022,8,50.6,0.9375,8.333333,0.0
LA,2022,9,51.0,1.0,12.6,2.0
LA,2022,10,44.4,1.0,5.3333335,6.0
LA,2022,11,43.86667,1.0,5.6666665,3.8
LA,2022,12,45.0,1.0,11.142858,0.0
LA,2022,13,50.666668,1.0,2.8333333,4.0
LA,2022,14,52.0,0.5,14.6,0.0
LA,2022,15,29.75,1.0,19.8,8.0
LA,2022,17,44.4,1.0,0.0,0.0
LA,2022,18,43.266666,1.0,3.4,4.4
LA,2023,1,43.25,0.6,2.0,1.75
LA,2023,2,51.25,1.0,3.3333333,2.75
LA,2023,3,50.4,1.0,3.2,0.6
LA,2023,4,37.25,0.6,0.0,3.75
LA,2023,5,53.75,0.7744444444444445,0.0,0.0
LA,2023,6,36.5,1.0,0.0,10.0
LA,2023,7,52.0,0.3333333333333333,2.4,0.0
LA,2023,8,39.1,1.0,0.0,-2.5
LA,2023,9,35.55,0.5,11.2,9.25
LA,2023,11,45.1,1.0,0.0,7.5
LA,2023,12,32.1,0.5,0.0,4.4
LA,2023,13,55.6,0.6666666666666666,1.3333334,3.0
LA,2023,14,49.583332,1.0,2.75,2.25
LA,2023,15,43.86667,0.6666666666666666,0.0,0.8
LA,2023,16,23.0,0.75,1.0,0.0
LA,2023,17,57.4,0.7744444444444445,0.0,0.0
LA,2023,18,39.333332,0.7744444444444445,0.0,8.666667
LA,2023,19,46.5,1.0,4.8,0.0
LA,2024,1,47.0,1.0,4.0,0.0
LA,2024,2,41.75,1.0,5.125,12.0
LA,2024,3,23.333332,1.0,0.0,19.0
LA,2024,4,63.6,0.8,0.0,3.4
LA,2024,5,43.0,0.7895833333333333,18.5,0.0
LA,2024,7,41.5,0.0,0.0,2.0
LA,2024,8,41.333336,0.7895833333333333,0.0,1.3333334
LA,2024,9,32.69643,1.0,17.25,2.4285715
LA,2024,10,49.333332,0.8333333333333334,6.6666665,0.0
LA,2024,11,34.5,0.0,13.666667,0.0
LA,2024,12,28.75,0.0,7.75,11.0
LA,2024,13,38.666668,0.7895833333333333,25.0,0.0
LA,2024,14,43.5,1.0,13.666667,4.0
LA,2024,15,52.7381,1.0,17.0,1.4285715
LA,2024,16,39.5,1.0,19.0,4.08373
LA,2024,17,48.333332,1.0,11.0,1.5
LA,2024,18,44.0,1.0,17.0,7.5
LA,2024,19,47.533333,1.0,0.0,2.6666667
LA,2024,20,46.15,1.0,8.25,5.25
LA,2025,1,38.75,0.7333333333333333,20.0,5.25
LA,2025,2,45.533333,1.0,20.0,2.8
LA,2025,3,22.75,0.6666666666666666,23.0,13.25
LA,2025,4,52.75,1.0,24.4,0.0
LA,2025,5,49.75,0.5,20.333334,5.25
LA,2025,6,56.5,0.5,12.5,0.0
LA,2025,7,45.0,0.7333333333333333,32.0,3.4
LAC,2022,1,49.0,0.5,3.0,0.0
LAC,2022,2,37.666668,1.0,7.1666665,2.8333333
LAC,2022,3,37.75,1.0,5.125,6.0
LAC,2022,4,38.25,1.0,13.6,8.0
LAC,2022,5,31.0,1.0,7.8,6.0
LAC,2022,6,38.42857,1.0,11.25,5.571429
LAC,2022,7,45.6,0.9362745098039216,5.888889,0.0
LAC,2022,9,34.75,1.0,4.5,7.25
LAC,2022,10,40.0,1.0,5.0,0.0
LAC,2022,11,49.0,1.0,7.714286,0.0
LAC,2022,12,30.666668,1.0,0.0,8.333333
LAC,2022,13,39.916668,0.6666666666666666,14.833333,5.75
LAC,2022,14,40.714287,1.0,0.0,3.2857144
LAC,2022,15,34.0,1.0,5.6666665,7.571429
LAC,2022,16,29.916668,1.0,0.0,8.333333
LAC,2022,17,35.05,1.0,0.0,5.2
LAC,2022,18,48.399998,1.0,0.0,7.4
LAC,2022,19,40.6,0.75,10.2,0.0
