posteam,season,week,avg_plays_per_drive,total_drives
IND,2023,5,9.142857142857142,7
IND,2023,6,6.153846153846154,13
IND,2023,7,4.625,16
IND,2023,8,6.166666666666667,12
IND,2023,9,7.625,8
IND,2023,10,6.666666666666667,9
IND,2023,12,6.7272727272727275,11
IND,2023,13,5.846153846153846,13
IND,2023,14,6.4,10
IND,2023,15,6.454545454545454,11
IND,2023,16,7.2,10
IND,2023,17,6.444444444444445,9
IND,2023,18,6.454545454545454,11
IND,2024,1,5.222222222222222,9
IND,2024,2,5.7,10
IND,2024,3,4.666666666666667,12
IND,2024,4,7.0,10
IND,2024,5,6.166666666666667,12
IND,2024,6,7.3,10
IND,2024,7,5.833333333333333,12
IND,2024,8,5.75,12
IND,2024,9,6.0,9
IND,2024,10,5.909090909090909,11
IND,2024,11,6.333333333333333,12
IND,2024,12,6.222222222222222,9
IND,2024,13,7.625,8
IND,2024,15,5.266666666666667,15
IND,2024,16,5.666666666666667,12
IND,2024,17,6.5,12
IND,2024,18,7.166666666666667,12
IND,2025,1,10.571428571428571,7
IND,2025,2,7.2,10
IND,2025,3,6.0,9
IND,2025,4,5.545454545454546,11
IND,2025,5,7.875,8
IND,2025,6,6.0,10
IND,2025,7,6.444444444444445,9
IND,2025,8,5.181818181818182,11
JAX,2022,1,6.363636363636363,11
JAX,2022,2,7.2,10
JAX,2022,3,8.666666666666666,9
JAX,2022,4,4.454545454545454,11
JAX,2022,5,7.7,10
JAX,2022,6,6.888888888888889,9
JAX,2022,7,7.666666666666667,9
JAX,2022,8,6.545454545454546,11
JAX,2022,9,7.2,10
JAX,2022,10,6.363636363636363,11
JAX,2022,12,6.7,10
JAX,2022,13,6.777777777777778,9
JAX,2022,14,6.083333333333333,12
JAX,2022,15,5.769230769230769,13
JAX,2022,16,8.333333333333334,9
JAX,2022,17,5.5,12
JAX,2022,18,6.375,8
JAX,2022,19,6.25,12
JAX,2022,20,6.5,10
JAX,2023,1,4.933333333333334,15
JAX,2023,2,6.545454545454546,11
JAX,2023,3,6.7272727272727275,11
JAX,2023,4,7.444444444444445,9
JAX,2023,5,8.0,11
JAX,2023,6,5.416666666666667,12
JAX,2023,7,5.363636363636363,11
JAX,2023,8,6.636363636363637,11
JAX,2023,10,6.0,10
JAX,2023,11,8.11111111111111,9
JAX,2023,12,7.4,10
JAX,2023,13,6.818181818181818,11
JAX,2023,14,5.0625,16
JAX,2023,15,6.6,10
JAX,2023,16,6.5,10
JAX,2023,17,6.5,10
JAX,2023,18,6.9,10
JAX,2024,1,5.181818181818182,11
JAX,2024,2,6.0,10
JAX,2024,3,7.1,10
JAX,2024,4,5.818181818181818,11
JAX,2024,5,5.166666666666667,12
JAX,2024,6,7.222222222222222,9
JAX,2024,7,7.75,8
JAX,2024,8,5.25,12
JAX,2024,9,5.6,10
JAX,2024,10,4.8,10
JAX,2024,11,6.0,9
JAX,2024,13,7.6,10
JAX,2024,14,7.75,8
JAX,2024,15,8.4,10
JAX,2024,16,5.666666666666667,12
JAX,2024,17,8.714285714285714,7
JAX,2024,18,6.636363636363637,11
JAX,2025,1,7.333333333333333,9
JAX,2025,2,6.166666666666667,12
JAX,2025,3,6.083333333333333,12
JAX,2025,4,6.090909090909091,11
JAX,2025,5,6.333333333333333,9
JAX,2025,6,7.0,11
JAX,2025,7,7.2727272727272725,11
KC,2022,1,6.9,10
KC,2022,2,6.0,10
KC,2022,3,6.6,10
KC,2022,4,7.2727272727272725,11
KC,2022,5,8.222222222222221,9
KC,2022,6,6.7,10
KC,2022,7,6.333333333333333,9
KC,2022,9,7.769230769230769,13
KC,2022,10,7.0,9
KC,2022,11,6.6,10
KC,2022,12,9.625,8
KC,2022,13,7.125,8
KC,2022,14,5.75,12
KC,2022,15,6.916666666666667,12
KC,2022,16,5.2727272727272725,11
KC,2022,17,5.333333333333333,12
KC,2022,18,5.9,10
KC,2022,20,7.888888888888889,9
KC,2022,21,7.3,10
KC,2022,22,6.875,8
KC,2023,1,6.2727272727272725,11
KC,2023,2,6.6,10
KC,2023,3,6.909090909090909,11
KC,2023,4,6.2727272727272725,11
KC,2023,5,8.5,8
KC,2023,6,7.4,10
KC,2023,7,6.6,10
KC,2023,8,5.636363636363637,11
KC,2023,9,6.555555555555555,9
KC,2023,11,6.666666666666667,12
KC,2023,12,6.1,10
KC,2023,13,9.142857142857142,7
KC,2023,14,6.7,10
KC,2023,15,5.0,13
KC,2023,16,7.181818181818182,11
KC,2023,17,6.444444444444445,9
KC,2023,18,7.333333333333333,9
KC,2023,19,8.2,10
KC,2023,20,5.75,8
KC,2023,21,7.0,11
KC,2023,22,6.769230769230769,13
KC,2024,1,6.0,9
KC,2024,2,7.0,9
KC,2024,3,8.333333333333334,9
KC,2024,4,5.545454545454546,11
KC,2024,5,9.222222222222221,9
KC,2024,7,6.9,10
KC,2024,8,8.5,8
KC,2024,9,8.0,11
KC,2024,10,9.0,8
KC,2024,11,6.222222222222222,9
KC,2024,12,9.125,8
KC,2024,13,6.818181818181818,11
KC,2024,14,7.888888888888889,9
KC,2024,15,5.928571428571429,14
KC,2024,16,8.0,9
KC,2024,17,6.5,10
KC,2024,18,4.875,8
KC,2024,20,6.5,8
KC,2024,21,7.111111111111111,9
KC,2024,22,4.384615384615385,13
KC,2025,1,8.0,8
KC,2025,2,6.888888888888889,9
KC,2025,3,7.888888888888889,9
KC,2025,4,7.3,10
KC,2025,5,6.7,10
KC,2025,6,8.571428571428571,7
KC,2025,7,8.666666666666666,9
KC,2025,8,8.375,8
LA,2022,1,7.1,10
LA,2022,2,6.5,10
LA,2022,3,6.125,8
LA,2022,4,8.0,10
LA,2022,5,6.0,12
LA,2022,6,6.090909090909091,11
LA,2022,8,6.666666666666667,9
LA,2022,9,5.0,13
LA,2022,10,6.5,10
LA,2022,11,6.2727272727272725,11
LA,2022,12,6.555555555555555,9
LA,2022,13,6.9,10
LA,2022,14,7.111111111111111,9
LA,2022,15,6.125,8
LA,2022,16,8.25,8
LA,2022,17,5.888888888888889,9
LA,2022,18,6.090909090909091,11
LA,2023,1,9.333333333333334,9
LA,2023,2,8.2,10
LA,2023,3,5.083333333333333,12
LA,2023,4,7.166666666666667,12
LA,2023,5,7.375,8
LA,2023,6,6.1,10
LA,2023,7,7.0,10
LA,2023,8,6.090909090909091,11
LA,2023,9,5.636363636363637,11
LA,2023,11,6.4,10
LA,2023,12,7.0,10
LA,2023,13,5.75,12
LA,2023,14,6.833333333333333,12
LA,2023,15,6.666666666666667,12
LA,2023,16,7.2,10
LA,2023,17,5.0,13
LA,2023,18,8.0,8
LA,2023,19,7.5,8
LA,2024,1,7.9,10
LA,2024,2,5.7,10
LA,2024,3,6.666666666666667,9
LA,2024,4,7.111111111111111,9
LA,2024,5,8.88888888888889,9
LA,2024,7,5.181818181818182,11
LA,2024,8,8.25,8
LA,2024,9,6.0,13
LA,2024,10,6.909090909090909,11
LA,2024,11,5.888888888888889,9
LA,2024,12,6.5,10
LA,2024,13,7.0,8
LA,2024,14,8.333333333333334,9
LA,2024,15,6.818181818181818,11
LA,2024,16,7.285714285714286,7
LA,2024,17,6.1,10
LA,2024,18,7.2,10
LA,2024,19,6.222222222222222,9
LA,2024,20,6.416666666666667,12
LA,2025,1,6.666666666666667,9
LA,2025,2,5.636363636363637,11
LA,2025,3,6.545454545454546,11
LA,2025,4,6.083333333333333,12
LA,2025,5,6.7,10
LA,2025,6,6.625,8
LA,2025,7,5.7272727272727275,11
LAC,2022,1,6.2727272727272725,11
LAC,2022,2,7.2727272727272725,11
LAC,2022,3,6.3,10
LAC,2022,4,6.9,10
LAC,2022,5,7.888888888888889,9
LAC,2022,6,7.583333333333333,12
LAC,2022,7,6.166666666666667,12
LAC,2022,9,7.3,10
LAC,2022,10,5.818181818181818,11
LAC,2022,11,7.0,10
LAC,2022,12,7.1,10
LAC,2022,13,7.181818181818182,11
LAC,2022,14,8.3,10
LAC,2022,15,6.25,12
LAC,2022,16,7.0,10
LAC,2022,17,7.444444444444445,9
LAC,2022,18,6.166666666666667,12
LAC,2022,19,6.416666666666667,12
LAC,2023,1,8.1,10
LAC,2023,2,6.818181818181818,11
LAC,2023,3,6.7,10
LAC,2023,4,5.818181818181818,11
LAC,2023,6,6.7,10
LAC,2023,7,6.6,10
LAC,2023,8,7.0,10
LAC,2023,9,5.416666666666667,12
LAC,2023,10,7.888888888888889,9
LAC,2023,11,6.6,10
LAC,2023,12,6.363636363636363,11
LAC,2023,13,6.2727272727272725,11
LAC,2023,14,6.0,12
LAC,2023,15,4.533333333333333,15
LAC,2023,16,6.166666666666667,12
LAC,2023,17,7.0,10
LAC,2023,18,8.090909090909092,11
LAC,2024,1,5.166666666666667,12
LAC,2024,2,6.090909090909091,11
LAC,2024,3,5.3,10
LAC,2024,4,6.1,10
LAC,2024,6,8.777777777777779,9
LAC,2024,7,8.75,8
LAC,2024,8,5.916666666666667,12
LAC,2024,9,4.769230769230769,13
LAC,2024,10,7.5,8
LAC,2024,11,5.384615384615385,13
LAC,2024,12,7.444444444444445,9
LAC,2024,13,6.125,8
LAC,2024,14,7.0,9
LAC,2024,15,4.7272727272727275,11
LAC,2024,16,5.909090909090909,11
LAC,2024,17,8.3,10
LAC,2024,18,8.555555555555555,9
LAC,2024,19,4.6923076923076925,13
LAC,2025,1,7.875,8
LAC,2025,2,5.2727272727272725,11
LAC,2025,3,8.0,11
LAC,2025,4,5.7272727272727275,11
LAC,2025,5,8.25,8
LAC,2025,6,7.1,10
LAC,2025,7,9.5,8
LAC,2025,8,8.222222222222221,9
LV,2022,1,5.545454545454546,11
LV,2022,2,7.444444444444445,9
LV,2022,3,8.0,9
LV,2022,4,7.2727272727272725,11
LV,2022,5,6.888888888888889,9
LV,2022,7,8.0,7
LV,2022,8,7.5,8
LV,2022,9,6.3,10
LV,2022,10,7.0,10
LV,2022,11,7.0,10
LV,2022,12,5.857142857142857,14
LV,2022,13,5.5,12
LV,2022,14,7.111111111111111,9
LV,2022,15,6.0,12
LV,2022,16,5.8,10
LV,2022,17,6.363636363636363,11
LV,2022,18,7.888888888888889,9
LV,2023,1,8.833333333333334,6
LV,2023,2,4.777777777777778,9
LV,2023,3,6.166666666666667,12
LV,2023,4,6.818181818181818,11
LV,2023,5,6.8,10
LV,2023,6,8.5,8
LV,2023,7,7.333333333333333,9
LV,2023,8,4.545454545454546,11
LV,2023,9,5.583333333333333,12
LV,2023,10,6.363636363636363,11
LV,2023,11,5.153846153846154,13
LV,2023,12,6.3,10
LV,2023,14,5.083333333333333,12
LV,2023,15,5.3076923076923075,13
LV,2023,16,6.222222222222222,9
LV,2023,17,9.0,9
LV,2023,18,7.666666666666667,9
LV,2024,1,5.076923076923077,13
LV,2024,2,6.0,11
LV,2024,3,5.5,12
LV,2024,4,5.9,10
LV,2024,5,6.0,12
LV,2024,6,5.909090909090909,11
LV,2024,7,6.461538461538462,13
LV,2024,8,7.125,8
LV,2024,9,5.909090909090909,11
LV,2024,11,9.428571428571429,7
LV,2024,12,6.75,12
LV,2024,13,6.2727272727272725,11
LV,2024,14,6.9,10
LV,2024,15,5.833333333333333,12
LV,2024,16,6.166666666666667,12
LV,2024,17,8.0,10
LV,2024,18,5.777777777777778,9
LV,2025,1,6.181818181818182,11
LV,2025,2,7.0,10
LV,2025,3,5.916666666666667,12
LV,2025,4,4.909090909090909,11
LV,2025,5,7.777777777777778,9
LV,2025,6,6.666666666666667,9
LV,2025,7,3.6,10
MIA,2022,1,7.875,8
MIA,2022,2,6.454545454545454,11
MIA,2022,3,5.5,8
MIA,2022,4,6.090909090909091,11
MIA,2022,5,5.583333333333333,12
MIA,2022,6,5.857142857142857,14
MIA,2022,7,6.363636363636363,11
MIA,2022,8,7.875,8
MIA,2022,9,6.5,8
MIA,2022,10,7.333333333333333,9
MIA,2022,12,5.923076923076923,13
MIA,2022,13,4.166666666666667,12
MIA,2022,14,5.181818181818182,11
MIA,2022,15,6.5,10
MIA,2022,16,4.9,10
MIA,2022,17,6.7272727272727275,11
MIA,2022,18,7.888888888888889,9
MIA,2022,19,5.266666666666667,15
MIA,2023,1,6.7,10
MIA,2023,2,6.0,11
MIA,2023,3,5.071428571428571,14
MIA,2023,4,5.636363636363637,11
MIA,2023,5,5.0,11
MIA,2023,6,6.0,11
MIA,2023,7,6.5,8
MIA,2023,8,7.4,10
MIA,2023,9,5.909090909090909,11
MIA,2023,11,5.615384615384615,13
MIA,2023,12,7.0,10
MIA,2023,13,7.0,9
MIA,2023,14,6.416666666666667,12
MIA,2023,15,6.2,10
MIA,2023,16,7.666666666666667,9
MIA,2023,17,6.0,12
MIA,2023,18,5.888888888888889,9
MIA,2023,19,5.7272727272727275,11
MIA,2024,1,6.545454545454546,11
MIA,2024,2,7.7,10
MIA,2024,3,5.333333333333333,12
MIA,2024,4,4.769230769230769,13
MIA,2024,5,7.545454545454546,11
MIA,2024,7,6.25,12
MIA,2024,8,8.5,8
MIA,2024,9,7.75,8
MIA,2024,10,5.8,10
MIA,2024,11,9.285714285714286,7
MIA,2024,12,5.833333333333333,12
MIA,2024,13,7.888888888888889,9
MIA,2024,14,7.3,10
MIA,2024,15,6.7,10
MIA,2024,16,7.0,10
MIA,2024,17,5.333333333333333,12
MIA,2024,18,6.083333333333333,12
MIA,2025,1,6.857142857142857,7
MIA,2025,2,7.0,8
MIA,2025,3,7.0,9
MIA,2025,4,6.888888888888889,9
MIA,2025,5,6.0,10
MIA,2025,6,5.545454545454546,11
MIA,2025,7,5.7272727272727275,11
MIA,2025,8,7.0,10
MIN,2022,1,6.9,10
MIN,2022,2,6.4,10
MIN,2022,3,5.833333333333333,12
MIN,2022,4,6.818181818181818,11
MIN,2022,5,9.375,8
MIN,2022,6,4.285714285714286,14
MIN,2022,8,5.6923076923076925,13
MIN,2022,9,6.636363636363637,11
MIN,2022,10,6.916666666666667,12
MIN,2022,11,6.2,10
MIN,2022,12,7.777777777777778,9
MIN,2022,13,6.545454545454546,11
MIN,2022,14,6.090909090909091,11
MIN,2022,15,5.166666666666667,18
MIN,2022,16,6.416666666666667,12
MIN,2022,17,5.636363636363637,11
MIN,2022,18,7.5,10
MIN,2022,19,7.5,8
MIN,2023,1,6.2727272727272725,11
MIN,2023,2,5.2727272727272725,11
MIN,2023,3,7.454545454545454,11
MIN,2023,4,5.333333333333333,9
MIN,2023,5,8.75,8
MIN,2023,6,5.636363636363637,11
MIN,2023,7,8.625,8
MIN,2023,8,8.0,9
MIN,2023,9,6.583333333333333,12
MIN,2023,10,6.416666666666667,12
MIN,2023,11,7.4,10
MIN,2023,12,5.0,11
MIN,2023,14,7.454545454545454,11
MIN,2023,15,7.1,10
MIN,2023,16,5.3,10
MIN,2023,17,5.6,10
MIN,2023,18,6.909090909090909,11
MIN,2024,1,6.0,9
MIN,2024,2,5.7,10
MIN,2024,3,6.5,10
MIN,2024,4,5.153846153846154,13
MIN,2024,5,5.916666666666667,12
MIN,2024,7,5.2727272727272725,11
MIN,2024,8,6.0,9
MIN,2024,9,7.4,10
MIN,2024,10,8.6,10
MIN,2024,11,6.545454545454546,11
MIN,2024,12,6.0,12
MIN,2024,13,6.222222222222222,9
MIN,2024,14,6.222222222222222,9
MIN,2024,15,7.7,10
MIN,2024,16,6.090909090909091,11
MIN,2024,17,6.636363636363637,11
MIN,2024,18,6.8,10
MIN,2024,19,7.5,10
MIN,2025,1,4.615384615384615,13
MIN,2025,2,5.2,10
MIN,2025,3,5.416666666666667,12
MIN,2025,4,7.7,10
MIN,2025,5,6.0,11
MIN,2025,7,8.11111111111111,9
MIN,2025,8,5.3,10
NE,2022,1,7.0,8
NE,2022,2,6.9,10
NE,2022,3,5.666666666666667,12
NE,2022,4,6.0,11
NE,2022,5,6.777777777777778,9
NE,2022,6,5.230769230769231,13
NE,2022,7,5.1,10
NE,2022,8,6.75,12
NE,2022,9,5.538461538461538,13
NE,2022,11,6.2727272727272725,11
NE,2022,12,5.545454545454546,11
NE,2022,13,6.555555555555555,9
NE,2022,14,5.166666666666667,12
NE,2022,15,6.545454545454546,11
NE,2022,16,5.2727272727272725,11
NE,2022,17,6.1,10
NE,2022,18,5.75,12
NE,2023,1,6.461538461538462,13
NE,2023,2,7.5,10
NE,2023,3,6.230769230769231,13
NE,2023,4,5.636363636363637,11
NE,2023,5,4.285714285714286,14
NE,2023,6,7.375,8
NE,2023,7,6.777777777777778,9
NE,2023,8,5.6,10
NE,2023,9,6.2727272727272725,11
NE,2023,10,7.5,10
NE,2023,12,6.25,12
NE,2023,13,6.2727272727272725,11
NE,2023,14,4.923076923076923,13
NE,2023,15,4.214285714285714,14
NE,2023,16,5.0,13
NE,2023,17,4.75,12
NE,2023,18,4.533333333333333,15
NE,2024,1,6.9,10
NE,2024,2,6.818181818181818,11
NE,2024,3,6.0,9
NE,2024,4,5.666666666666667,12
NE,2024,5,5.636363636363637,11
NE,2024,6,4.928571428571429,14
NE,2024,7,6.666666666666667,9
NE,2024,8,7.0,10
NE,2024,9,6.363636363636363,11
NE,2024,10,6.2727272727272725,11
NE,2024,11,8.555555555555555,9
NE,2024,12,6.181818181818182,11
NE,2024,13,8.0,9
NE,2024,15,5.888888888888889,9
NE,2024,16,7.1,10
NE,2024,17,5.2,10
NE,2024,18,7.111111111111111,9
NE,2025,1,7.0,11
NE,2025,2,8.142857142857142,7
NE,2025,3,8.0,9
NE,2025,4,5.444444444444445,9
NE,2025,5,6.3,10
NE,2025,6,6.666666666666667,9
NE,2025,7,7.444444444444445,9
NE,2025,8,5.666666666666667,12
NO,2022,1,5.416666666666667,12
NO,2022,2,5.538461538461538,13
NO,2022,3,5.538461538461538,13
NO,2022,4,6.4,10
NO,2022,5,5.769230769230769,13
NO,2022,6,7.8,10
NO,2022,7,6.7272727272727275,11
NO,2022,8,8.375,8
NO,2022,9,5.6,10
NO,2022,10,5.1,10
NO,2022,11,6.1,10
NO,2022,12,6.444444444444445,9
NO,2022,13,5.909090909090909,11
NO,2022,15,6.444444444444445,9
NO,2022,16,6.0,10
NO,2022,17,6.545454545454546,11
NO,2022,18,6.5,10
NO,2023,1,6.363636363636363,11
NO,2023,2,7.090909090909091,11
NO,2023,3,6.9,10
NO,2023,4,6.7,10
NO,2023,5,6.25,12
NO,2023,6,8.5,10
NO,2023,7,6.857142857142857,14
NO,2023,8,6.363636363636363,11
NO,2023,9,5.583333333333333,12
NO,2023,10,5.384615384615385,13
NO,2023,12,8.11111111111111,9
NO,2023,13,6.363636363636363,11
NO,2023,14,5.090909090909091,11
NO,2023,15,7.5,8
NO,2023,16,6.0,10
NO,2023,17,6.909090909090909,11
NO,2023,18,6.0,12
NO,2024,1,6.181818181818182,11
NO,2024,2,5.5,10
NO,2024,3,6.777777777777778,9
NO,2024,4,8.222222222222221,9
NO,2024,5,6.111111111111111,9
NO,2024,6,5.285714285714286,14
NO,2024,7,6.0,12
NO,2024,8,6.153846153846154,13
NO,2024,9,7.454545454545454,11
NO,2024,10,5.8,10
NO,2024,11,5.9,10
NO,2024,13,9.375,8
NO,2024,14,5.6923076923076925,13
NO,2024,15,6.333333333333333,9
NO,2024,16,6.333333333333333,9
NO,2024,17,5.545454545454546,11
NO,2024,18,7.777777777777778,9
NO,2025,1,7.4,10
NO,2025,2,6.545454545454546,11
NO,2025,3,6.583333333333333,12
NO,2025,4,7.1,10
NO,2025,5,7.666666666666667,9
NO,2025,6,6.333333333333333,9
NO,2025,7,5.181818181818182,11
NO,2025,8,6.7272727272727275,11
NYG,2022,1,5.5,12
NYG,2022,2,6.416666666666667,12
NYG,2022,3,7.4,10
NYG,2022,4,6.2727272727272725,11
NYG,2022,5,7.5,8
NYG,2022,6,6.4,10
NYG,2022,7,9.375,8
NYG,2022,8,6.545454545454546,11
NYG,2022,10,6.636363636363637,11
NYG,2022,11,7.0,11
NYG,2022,12,6.2,10
NYG,2022,13,5.538461538461538,13
NYG,2022,14,6.2727272727272725,11
NYG,2022,15,8.25,8
NYG,2022,16,6.7272727272727275,11
NYG,2022,17,7.875,8
NYG,2022,18,7.1,10
NYG,2022,19,8.375,8
NYG,2022,20,5.7,10
NYG,2023,1,5.833333333333333,12
NYG,2023,2,7.1,10
NYG,2023,3,5.5,10
NYG,2023,4,6.666666666666667,12
NYG,2023,5,8.444444444444445,9
NYG,2023,6,7.8,10
NYG,2023,7,5.461538461538462,13
NYG,2023,8,5.0588235294117645,17
NYG,2023,9,5.583333333333333,12
NYG,2023,10,5.166666666666667,12
NYG,2023,11,5.166666666666667,12
NYG,2023,12,5.2727272727272725,11
NYG,2023,14,5.454545454545454,11
NYG,2023,15,7.444444444444445,9
NYG,2023,16,6.2,10
NYG,2023,17,5.6923076923076925,13
NYG,2023,18,6.166666666666667,12
NYG,2024,1,6.909090909090909,11
NYG,2024,2,7.857142857142857,7
NYG,2024,3,5.6923076923076925,13
NYG,2024,4,8.75,8
NYG,2024,5,7.6,10
NYG,2024,6,7.7,10
NYG,2024,7,5.076923076923077,13
NYG,2024,8,6.909090909090909,11
NYG,2024,9,9.142857142857142,7
NYG,2024,10,6.5,12
NYG,2024,12,6.555555555555555,9
NYG,2024,13,5.5,12
NYG,2024,14,6.461538461538462,13
NYG,2024,15,7.75,8
NYG,2024,16,5.454545454545454,11
NYG,2024,17,5.3,10
NYG,2024,18,6.555555555555555,9
NYG,2025,1,7.777777777777778,9
NYG,2025,2,5.916666666666667,12
NYG,2025,3,7.111111111111111,9
NYG,2025,4,7.0,11
NYG,2025,5,7.1,10
NYG,2025,6,6.8,10
NYG,2025,7,6.333333333333333,12
NYG,2025,8,6.875,8
NYJ,2022,1,7.25,12
NYJ,2022,2,7.1,10
NYJ,2022,3,6.916666666666667,12
NYJ,2022,4,6.636363636363637,11
NYJ,2022,5,5.2727272727272725,11
NYJ,2022,6,5.363636363636363,11
NYJ,2022,7,5.25,12
NYJ,2022,8,5.333333333333333,12
NYJ,2022,9,8.125,8
NYJ,2022,11,5.0,12
NYJ,2022,12,6.4,10
NYJ,2022,13,7.5,12
NYJ,2022,14,6.230769230769231,13
NYJ,2022,15,6.2727272727272725,11
NYJ,2022,16,6.2,10
NYJ,2022,17,6.083333333333333,12
NYJ,2022,18,6.777777777777778,9
NYJ,2023,1,6.444444444444445,9
NYJ,2023,2,4.636363636363637,11
NYJ,2023,3,5.3076923076923075,13
NYJ,2023,4,5.909090909090909,11
NYJ,2023,5,6.363636363636363,11
NYJ,2023,6,6.6,10
NYJ,2023,8,4.352941176470588,17
NYJ,2023,9,6.615384615384615,13
NYJ,2023,10,6.545454545454546,11
NYJ,2023,11,6.1,10
NYJ,2023,12,6.1,10
NYJ,2023,13,5.846153846153846,13
NYJ,2023,14,6.083333333333333,12
NYJ,2023,15,5.454545454545454,11
NYJ,2023,16,5.875,16
NYJ,2023,17,6.333333333333333,12
NYJ,2023,18,5.357142857142857,14
NYJ,2024,1,5.888888888888889,9
NYJ,2024,2,6.2,10
NYJ,2024,3,9.375,8
NYJ,2024,4,6.230769230769231,13
NYJ,2024,5,6.0,13
NYJ,2024,6,7.222222222222222,9
NYJ,2024,7,5.083333333333333,12
NYJ,2024,8,6.4,10
NYJ,2024,9,6.555555555555555,9
NYJ,2024,10,9.833333333333334,6
NYJ,2024,11,4.916666666666667,12
NYJ,2024,13,6.0,11
NYJ,2024,14,7.666666666666667,9
NYJ,2024,15,6.555555555555555,9
NYJ,2024,16,9.285714285714286,7
NYJ,2024,17,6.2,10
NYJ,2024,18,5.666666666666667,12
NYJ,2025,1,6.8,10
NYJ,2025,2,5.5,10
NYJ,2025,3,6.5,10
NYJ,2025,4,6.888888888888889,9
NYJ,2025,5,7.181818181818182,11
NYJ,2025,6,5.583333333333333,12
NYJ,2025,7,6.090909090909091,11
NYJ,2025,8,7.5,10
PHI,2022,1,7.5,10
PHI,2022,2,7.4,10
PHI,2022,3,5.615384615384615,13
PHI,2022,4,7.181818181818182,11
PHI,2022,5,9.5,8
PHI,2022,6,6.636363636363637,11
PHI,2022,8,5.6,10
PHI,2022,9,6.5,10
PHI,2022,10,5.0,10
PHI,2022,11,6.4,10
PHI,2022,12,7.363636363636363,11
PHI,2022,13,6.545454545454546,11
PHI,2022,14,6.2727272727272725,11
PHI,2022,15,6.166666666666667,12
PHI,2022,16,7.0,10
PHI,2022,17,5.0,12
PHI,2022,18,8.333333333333334,9
PHI,2022,20,8.0,9
PHI,2022,21,7.3,10
PHI,2022,22,7.7,10
PHI,2023,1,5.666666666666667,12
PHI,2023,2,6.833333333333333,12
PHI,2023,3,8.2,10
PHI,2023,4,7.5,10
PHI,2023,5,10.25,8
PHI,2023,6,7.2,10
PHI,2023,7,6.7,10
PHI,2023,8,6.3,10
PHI,2023,9,7.111111111111111,9
PHI,2023,11,5.2727272727272725,11
PHI,2023,12,5.384615384615385,13
PHI,2023,13,8.333333333333334,9
PHI,2023,14,6.111111111111111,9
PHI,2023,15,7.5,10
PHI,2023,16,8.0,10
PHI,2023,17,7.142857142857143,7
PHI,2023,18,5.384615384615385,13
PHI,2023,19,5.363636363636363,11
PHI,2024,1,7.0,11
PHI,2024,2,9.0,8
PHI,2024,3,7.555555555555555,9
PHI,2024,4,6.666666666666667,9
PHI,2024,6,7.111111111111111,9
PHI,2024,7,6.0,12
PHI,2024,8,7.875,8
PHI,2024,9,6.5,12
PHI,2024,10,5.384615384615385,13
PHI,2024,11,7.6,10
PHI,2024,12,7.777777777777778,9
PHI,2024,13,5.9,10
PHI,2024,14,7.625,8
PHI,2024,15,8.555555555555555,9
PHI,2024,16,6.153846153846154,13
PHI,2024,17,7.111111111111111,9
PHI,2024,18,8.11111111111111,9
PHI,2024,19,5.818181818181818,11
PHI,2024,20,5.583333333333333,12
PHI,2024,21,6.181818181818182,11
PHI,2024,22,6.083333333333333,12
PHI,2025,1,7.875,8
PHI,2025,2,6.3,10
PHI,2025,3,6.7,10
PHI,2025,4,5.5,12
PHI,2025,5,5.636363636363637,11
PHI,2025,6,6.1,10
PHI,2025,7,5.777777777777778,9
PHI,2025,8,6.333333333333333,9
PIT,2022,1,5.461538461538462,13
PIT,2022,2,7.222222222222222,9
PIT,2022,3,5.636363636363637,11
PIT,2022,4,5.5,12
PIT,2022,5,7.181818181818182,11
PIT,2022,6,6.6,10
PIT,2022,7,6.818181818181818,11
PIT,2022,8,7.6,10
PIT,2022,10,7.7272727272727275,11
PIT,2022,11,5.923076923076923,13
PIT,2022,12,8.222222222222221,9
PIT,2022,13,8.75,8
PIT,2022,14,6.333333333333333,9
PIT,2022,15,8.875,8
PIT,2022,16,7.3,10
PIT,2022,17,10.571428571428571,7
PIT,2022,18,8.11111111111111,9
PIT,2023,1,6.0,11
PIT,2023,2,5.0,12
PIT,2023,3,5.666666666666667,12
PIT,2023,4,6.3,10
PIT,2023,5,7.0,10
PIT,2023,7,5.8,10
PIT,2023,8,5.916666666666667,12
PIT,2023,9,8.125,8
PIT,2023,10,6.8,10
PIT,2023,11,5.5,12
PIT,2023,12,8.0,9
PIT,2023,13,7.0,9
PIT,2023,14,5.615384615384615,13
PIT,2023,15,4.833333333333333,12
PIT,2023,16,5.909090909090909,11
PIT,2023,17,7.4,10
PIT,2023,18,6.181818181818182,11
PIT,2023,19,6.090909090909091,11
PIT,2024,1,7.5,10
PIT,2024,2,6.181818181818182,11
PIT,2024,3,6.9,10
PIT,2024,4,6.454545454545454,11
PIT,2024,5,6.3,10
PIT,2024,6,6.181818181818182,11
PIT,2024,7,6.636363636363637,11
PIT,2024,8,6.8,10
PIT,2024,10,5.923076923076923,13
PIT,2024,11,6.3076923076923075,13
PIT,2024,12,6.545454545454546,11
PIT,2024,13,6.2727272727272725,11
PIT,2024,14,4.857142857142857,14
PIT,2024,15,5.333333333333333,9
PIT,2024,16,5.909090909090909,11
PIT,2024,17,7.090909090909091,11
