posteam,season,week,down,distance_bucket,score_diff_bucket,time_bucket,pass_count,run_count,total_plays,pass_rate,run_rate
JAX,2023,17,3.0,medium,up_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2023,17,3.0,medium,up_14+,Q3-Q4,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2023,17,3.0,medium,up_14+,Q4_late,0.0,2.0,2,0.0,1.0
JAX,2023,18,1.0,long,down_14+,Q3-Q4,6.0,2.0,8,0.75,0.25
JAX,2023,18,1.0,long,down_7-13,Q2-Q3,5.0,0.0,5,1.0,0.0
JAX,2023,18,1.0,long,down_7-13,Q4_late,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2023,18,1.0,long,down_1-6,Q1-Q2,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2023,18,1.0,long,down_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2023,18,1.0,long,tied,Q1-Q2,2.0,2.0,4,0.5,0.5
JAX,2023,18,2.0,medium,down_14+,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2023,18,2.0,medium,down_7-13,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2023,18,2.0,medium,down_1-6,Q2-Q3,0.0,2.0,2,0.0,1.0
JAX,2023,18,2.0,long,down_14+,Q3-Q4,3.0,2.0,5,0.6,0.4
JAX,2023,18,2.0,long,tied,Q1-Q2,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2023,18,3.0,short,down_14+,Q3-Q4,0.0,2.0,2,0.0,1.0
JAX,2023,18,3.0,short,down_7-13,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2023,18,3.0,medium,tied,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2023,18,3.0,long,down_14+,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,1,1.0,long,tied,Q1-Q2,1.0,3.0,4,0.25,0.75
JAX,2024,1,1.0,long,up_1-6,Q1-Q2,0.0,2.0,2,0.0,1.0
JAX,2024,1,1.0,long,up_1-6,Q2-Q3,4.0,2.0,6,0.6666666666666666,0.3333333333333333
JAX,2024,1,1.0,long,up_7-13,Q3-Q4,3.0,3.0,6,0.5,0.5
JAX,2024,1,2.0,short,up_1-6,Q2-Q3,0.0,2.0,2,0.0,1.0
JAX,2024,1,2.0,long,up_7-13,Q3-Q4,1.0,1.0,2,0.5,0.5
JAX,2024,1,3.0,long,up_1-6,Q2-Q3,3.0,0.0,3,1.0,0.0
JAX,2024,2,1.0,long,down_7-13,Q2-Q3,2.0,2.0,4,0.5,0.5
JAX,2024,2,1.0,long,down_7-13,Q3-Q4,2.0,4.0,6,0.3333333333333333,0.6666666666666666
JAX,2024,2,1.0,long,down_1-6,2min,3.0,1.0,4,0.75,0.25
JAX,2024,2,1.0,long,down_1-6,Q4_late,3.0,4.0,7,0.42857142857142855,0.5714285714285714
JAX,2024,2,1.0,long,tied,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,2,2.0,medium,down_7-13,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,2,2.0,medium,down_7-13,Q3-Q4,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,2,2.0,medium,down_1-6,Q4_late,3.0,0.0,3,1.0,0.0
JAX,2024,2,2.0,long,down_7-13,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,2,2.0,long,down_1-6,2min,3.0,0.0,3,1.0,0.0
JAX,2024,2,3.0,medium,down_7-13,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,2,3.0,long,down_7-13,Q3-Q4,3.0,0.0,3,1.0,0.0
JAX,2024,3,1.0,long,down_14+,Q2-Q3,5.0,1.0,6,0.8333333333333334,0.16666666666666666
JAX,2024,3,1.0,long,down_14+,Q3-Q4,4.0,3.0,7,0.5714285714285714,0.42857142857142855
JAX,2024,3,1.0,long,down_14+,Q4_late,4.0,4.0,8,0.5,0.5
JAX,2024,3,1.0,long,down_7-13,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,3,1.0,long,down_7-13,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,3,2.0,medium,down_14+,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,3,2.0,medium,down_14+,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,3,2.0,long,down_14+,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,3,2.0,long,down_14+,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,3,2.0,long,down_14+,Q4_late,4.0,0.0,4,1.0,0.0
JAX,2024,3,2.0,long,down_7-13,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,3,2.0,long,down_7-13,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,3,3.0,short,down_14+,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,3,3.0,short,down_7-13,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,3,3.0,long,down_14+,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,3,4.0,short,down_14+,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,3,4.0,short,down_14+,Q3-Q4,0.0,2.0,2,0.0,1.0
JAX,2024,3,4.0,long,down_14+,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,4,1.0,long,down_1-6,Q2-Q3,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,4,1.0,long,down_1-6,Q3-Q4,1.0,5.0,6,0.16666666666666666,0.8333333333333334
JAX,2024,4,1.0,long,tied,Q1-Q2,2.0,4.0,6,0.3333333333333333,0.6666666666666666
JAX,2024,4,1.0,long,up_1-6,Q3-Q4,0.0,2.0,2,0.0,1.0
JAX,2024,4,1.0,long,up_1-6,Q4_late,0.0,4.0,4,0.0,1.0
JAX,2024,4,2.0,medium,down_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,4,2.0,medium,down_1-6,Q3-Q4,1.0,1.0,2,0.5,0.5
JAX,2024,4,2.0,medium,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,4,2.0,long,down_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,4,2.0,long,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,4,2.0,long,up_1-6,Q4_late,3.0,0.0,3,1.0,0.0
JAX,2024,4,3.0,short,up_1-6,Q3-Q4,1.0,1.0,2,0.5,0.5
JAX,2024,4,3.0,medium,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,4,3.0,long,down_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,4,3.0,long,up_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,5,1.0,long,down_7-13,Q1-Q2,5.0,2.0,7,0.7142857142857143,0.2857142857142857
JAX,2024,5,1.0,long,down_7-13,Q2-Q3,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,5,1.0,long,tied,2min,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,5,1.0,long,tied,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,5,1.0,long,up_1-6,Q3-Q4,2.0,2.0,4,0.5,0.5
JAX,2024,5,1.0,long,up_1-6,Q4_late,4.0,1.0,5,0.8,0.2
JAX,2024,5,2.0,medium,down_7-13,Q1-Q2,0.0,2.0,2,0.0,1.0
JAX,2024,5,2.0,medium,down_7-13,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,5,2.0,medium,up_1-6,Q3-Q4,1.0,1.0,2,0.5,0.5
JAX,2024,5,2.0,medium,up_1-6,Q4_late,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,5,2.0,long,up_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,6,1.0,long,down_14+,Q3-Q4,3.0,2.0,5,0.6,0.4
JAX,2024,6,1.0,long,down_14+,Q4_late,5.0,2.0,7,0.7142857142857143,0.2857142857142857
JAX,2024,6,1.0,long,down_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,6,1.0,long,tied,Q1-Q2,2.0,4.0,6,0.3333333333333333,0.6666666666666666
JAX,2024,6,1.0,long,up_1-6,Q1-Q2,0.0,2.0,2,0.0,1.0
JAX,2024,6,2.0,short,tied,Q1-Q2,0.0,2.0,2,0.0,1.0
JAX,2024,6,2.0,medium,down_14+,Q4_late,3.0,0.0,3,1.0,0.0
JAX,2024,6,2.0,long,down_14+,Q4_late,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,6,2.0,long,down_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,6,2.0,long,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,6,2.0,long,up_1-6,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,6,3.0,medium,down_14+,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,6,3.0,medium,down_14+,Q4_late,4.0,0.0,4,1.0,0.0
JAX,2024,7,1.0,long,down_7-13,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,7,1.0,long,down_7-13,Q2-Q3,1.0,3.0,4,0.25,0.75
JAX,2024,7,1.0,long,down_1-6,Q2-Q3,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,7,1.0,long,up_7-13,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,7,1.0,long,up_7-13,Q3-Q4,1.0,3.0,4,0.25,0.75
JAX,2024,7,1.0,long,up_7-13,Q4_late,0.0,3.0,3,0.0,1.0
JAX,2024,7,1.0,long,up_14+,Q3-Q4,0.0,6.0,6,0.0,1.0
JAX,2024,7,2.0,medium,down_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,7,2.0,medium,up_7-13,Q3-Q4,0.0,2.0,2,0.0,1.0
JAX,2024,7,2.0,long,up_14+,Q3-Q4,3.0,0.0,3,1.0,0.0
JAX,2024,7,3.0,short,up_14+,Q4_late,0.0,2.0,2,0.0,1.0
JAX,2024,8,1.0,long,down_7-13,Q2-Q3,1.0,3.0,4,0.25,0.75
JAX,2024,8,1.0,long,down_7-13,Q4_late,7.0,3.0,10,0.7,0.3
JAX,2024,8,1.0,long,down_1-6,Q2-Q3,3.0,1.0,4,0.75,0.25
JAX,2024,8,1.0,long,down_1-6,Q3-Q4,1.0,5.0,6,0.16666666666666666,0.8333333333333334
JAX,2024,8,1.0,long,tied,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,8,2.0,medium,down_7-13,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,8,2.0,medium,down_7-13,Q4_late,3.0,0.0,3,1.0,0.0
JAX,2024,8,2.0,medium,down_1-6,Q3-Q4,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,8,2.0,long,down_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,8,2.0,long,down_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,8,3.0,short,down_1-6,Q3-Q4,1.0,1.0,2,0.5,0.5
JAX,2024,9,1.0,long,down_14+,Q3-Q4,3.0,2.0,5,0.6,0.4
JAX,2024,9,1.0,long,down_7-13,Q1-Q2,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,9,1.0,long,down_7-13,Q2-Q3,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,9,1.0,long,down_7-13,Q4_late,3.0,1.0,4,0.75,0.25
JAX,2024,9,1.0,long,down_1-6,2min,2.0,0.0,2,1.0,0.0
JAX,2024,9,1.0,long,down_1-6,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,9,2.0,medium,down_7-13,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,9,2.0,medium,down_7-13,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,9,2.0,long,down_14+,Q3-Q4,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,9,2.0,long,down_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,9,3.0,medium,down_7-13,Q1-Q2,3.0,0.0,3,1.0,0.0
JAX,2024,10,1.0,long,down_1-6,Q1-Q2,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,10,1.0,long,down_1-6,Q4_late,3.0,1.0,4,0.75,0.25
JAX,2024,10,1.0,long,up_1-6,Q2-Q3,1.0,3.0,4,0.25,0.75
JAX,2024,10,1.0,long,up_1-6,Q3-Q4,0.0,2.0,2,0.0,1.0
JAX,2024,10,2.0,long,down_1-6,Q4_late,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,10,2.0,long,up_1-6,Q2-Q3,3.0,0.0,3,1.0,0.0
JAX,2024,10,3.0,long,up_1-6,Q2-Q3,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,11,1.0,long,down_14+,Q2-Q3,4.0,2.0,6,0.6666666666666666,0.3333333333333333
JAX,2024,11,1.0,long,down_14+,Q3-Q4,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,11,1.0,long,down_14+,Q4_late,0.0,4.0,4,0.0,1.0
JAX,2024,11,1.0,long,tied,Q1-Q2,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,11,2.0,medium,down_14+,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,11,2.0,medium,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,11,2.0,long,down_14+,Q2-Q3,3.0,0.0,3,1.0,0.0
JAX,2024,11,2.0,long,down_14+,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,11,2.0,long,down_14+,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,11,3.0,medium,down_14+,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,11,3.0,medium,down_14+,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,13,1.0,long,down_14+,Q4_late,3.0,1.0,4,0.75,0.25
JAX,2024,13,1.0,long,down_7-13,Q3-Q4,2.0,2.0,4,0.5,0.5
JAX,2024,13,1.0,long,down_7-13,Q4_late,5.0,0.0,5,1.0,0.0
JAX,2024,13,1.0,long,down_1-6,Q2-Q3,0.0,6.0,6,0.0,1.0
JAX,2024,13,1.0,long,down_1-6,Q3-Q4,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,13,1.0,long,tied,Q1-Q2,2.0,2.0,4,0.5,0.5
JAX,2024,13,2.0,medium,down_1-6,Q2-Q3,0.0,4.0,4,0.0,1.0
JAX,2024,13,2.0,long,down_14+,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,13,2.0,long,down_7-13,Q4_late,3.0,1.0,4,0.75,0.25
JAX,2024,13,2.0,long,down_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,13,2.0,long,down_1-6,Q3-Q4,3.0,0.0,3,1.0,0.0
JAX,2024,13,2.0,long,tied,Q1-Q2,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,13,3.0,short,down_14+,Q4_late,0.0,2.0,2,0.0,1.0
JAX,2024,13,3.0,short,down_1-6,Q2-Q3,0.0,2.0,2,0.0,1.0
JAX,2024,13,3.0,medium,down_7-13,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,13,3.0,long,down_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,13,3.0,long,down_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,13,3.0,long,tied,Q1-Q2,3.0,0.0,3,1.0,0.0
JAX,2024,14,1.0,long,down_1-6,Q1-Q2,4.0,2.0,6,0.6666666666666666,0.3333333333333333
JAX,2024,14,1.0,long,down_1-6,Q2-Q3,4.0,1.0,5,0.8,0.2
JAX,2024,14,1.0,long,down_1-6,Q3-Q4,2.0,4.0,6,0.3333333333333333,0.6666666666666666
JAX,2024,14,1.0,long,down_1-6,Q4_late,1.0,4.0,5,0.2,0.8
JAX,2024,14,2.0,medium,down_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,14,2.0,medium,down_1-6,Q3-Q4,4.0,0.0,4,1.0,0.0
JAX,2024,14,2.0,long,down_1-6,Q1-Q2,0.0,3.0,3,0.0,1.0
JAX,2024,14,2.0,long,down_1-6,Q2-Q3,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,14,2.0,long,down_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,14,3.0,short,down_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,14,3.0,medium,down_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,14,3.0,long,down_1-6,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,14,3.0,long,down_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,15,1.0,long,down_7-13,2min,2.0,0.0,2,1.0,0.0
JAX,2024,15,1.0,long,down_1-6,Q4_late,4.0,2.0,6,0.6666666666666666,0.3333333333333333
JAX,2024,15,1.0,long,tied,Q1-Q2,3.0,4.0,7,0.42857142857142855,0.5714285714285714
JAX,2024,15,1.0,long,tied,Q2-Q3,2.0,3.0,5,0.4,0.6
JAX,2024,15,1.0,long,up_1-6,Q2-Q3,4.0,0.0,4,1.0,0.0
JAX,2024,15,1.0,long,up_1-6,Q3-Q4,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,15,1.0,long,up_1-6,Q4_late,0.0,2.0,2,0.0,1.0
JAX,2024,15,2.0,short,tied,Q1-Q2,0.0,2.0,2,0.0,1.0
JAX,2024,15,2.0,short,up_1-6,Q2-Q3,3.0,0.0,3,1.0,0.0
JAX,2024,15,2.0,medium,down_1-6,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,15,2.0,medium,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2024,15,2.0,medium,tied,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,15,2.0,medium,up_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,15,2.0,long,down_1-6,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,15,2.0,long,tied,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,15,2.0,long,tied,Q2-Q3,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,15,2.0,long,up_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,15,3.0,short,tied,Q2-Q3,0.0,2.0,2,0.0,1.0
JAX,2024,15,3.0,medium,down_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,15,3.0,long,tied,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,16,1.0,long,down_1-6,2min,2.0,0.0,2,1.0,0.0
JAX,2024,16,1.0,long,down_1-6,Q2-Q3,3.0,3.0,6,0.5,0.5
JAX,2024,16,1.0,long,down_1-6,Q3-Q4,3.0,3.0,6,0.5,0.5
JAX,2024,16,1.0,long,down_1-6,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,16,1.0,long,tied,Q1-Q2,1.0,6.0,7,0.14285714285714285,0.8571428571428571
JAX,2024,16,2.0,medium,down_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,16,2.0,medium,down_1-6,Q3-Q4,0.0,2.0,2,0.0,1.0
JAX,2024,16,2.0,long,down_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2024,16,2.0,long,down_1-6,Q3-Q4,3.0,0.0,3,1.0,0.0
JAX,2024,16,2.0,long,tied,Q1-Q2,5.0,0.0,5,1.0,0.0
JAX,2024,16,3.0,long,down_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,16,3.0,long,tied,Q1-Q2,4.0,0.0,4,1.0,0.0
JAX,2024,17,1.0,long,tied,Q1-Q2,2.0,2.0,4,0.5,0.5
JAX,2024,17,1.0,long,up_1-6,Q1-Q2,1.0,3.0,4,0.25,0.75
JAX,2024,17,1.0,long,up_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,17,1.0,long,up_1-6,Q3-Q4,0.0,2.0,2,0.0,1.0
JAX,2024,17,1.0,long,up_1-6,Q4_late,2.0,3.0,5,0.4,0.6
JAX,2024,17,1.0,long,up_7-13,Q2-Q3,1.0,3.0,4,0.25,0.75
JAX,2024,17,2.0,medium,up_1-6,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,17,2.0,long,tied,Q1-Q2,0.0,2.0,2,0.0,1.0
JAX,2024,17,2.0,long,up_1-6,Q1-Q2,2.0,2.0,4,0.5,0.5
JAX,2024,17,2.0,long,up_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2024,17,2.0,long,up_7-13,Q2-Q3,3.0,0.0,3,1.0,0.0
JAX,2024,17,3.0,short,up_1-6,Q4_late,0.0,3.0,3,0.0,1.0
JAX,2024,17,3.0,short,up_7-13,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2024,18,1.0,long,down_7-13,Q1-Q2,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,18,1.0,long,down_7-13,Q2-Q3,3.0,2.0,5,0.6,0.4
JAX,2024,18,1.0,long,down_7-13,Q3-Q4,2.0,2.0,4,0.5,0.5
JAX,2024,18,1.0,long,down_7-13,Q4_late,1.0,4.0,5,0.2,0.8
JAX,2024,18,1.0,long,down_1-6,Q4_late,0.0,4.0,4,0.0,1.0
JAX,2024,18,1.0,long,tied,Q1-Q2,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2024,18,2.0,medium,down_7-13,Q1-Q2,1.0,1.0,2,0.5,0.5
JAX,2024,18,2.0,medium,down_7-13,Q3-Q4,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2024,18,2.0,medium,down_7-13,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2024,18,2.0,long,down_7-13,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2024,18,2.0,long,down_7-13,Q4_late,3.0,0.0,3,1.0,0.0
JAX,2024,18,2.0,long,down_1-6,Q4_late,3.0,0.0,3,1.0,0.0
JAX,2024,18,3.0,long,down_7-13,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2025,1,1.0,long,tied,Q1-Q2,3.0,2.0,5,0.6,0.4
JAX,2025,1,1.0,long,tied,Q2-Q3,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2025,1,1.0,long,up_1-6,Q2-Q3,0.0,3.0,3,0.0,1.0
JAX,2025,1,1.0,long,up_7-13,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2025,1,1.0,long,up_7-13,Q4_late,0.0,3.0,3,0.0,1.0
JAX,2025,1,1.0,long,up_14+,Q3-Q4,1.0,4.0,5,0.2,0.8
JAX,2025,1,1.0,long,up_14+,Q4_late,1.0,3.0,4,0.25,0.75
JAX,2025,1,2.0,medium,tied,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2025,1,2.0,long,tied,Q1-Q2,4.0,0.0,4,1.0,0.0
JAX,2025,1,2.0,long,up_14+,Q3-Q4,3.0,0.0,3,1.0,0.0
JAX,2025,1,2.0,long,up_14+,Q4_late,2.0,2.0,4,0.5,0.5
JAX,2025,1,3.0,short,tied,Q2-Q3,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2025,1,3.0,long,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2025,1,3.0,long,up_14+,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2025,2,1.0,long,tied,Q1-Q2,3.0,2.0,5,0.6,0.4
JAX,2025,2,1.0,long,tied,Q2-Q3,1.0,2.0,3,0.3333333333333333,0.6666666666666666
JAX,2025,2,1.0,long,tied,Q3-Q4,1.0,5.0,6,0.16666666666666666,0.8333333333333334
JAX,2025,2,1.0,long,tied,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2025,2,1.0,long,up_1-6,Q1-Q2,2.0,2.0,4,0.5,0.5
JAX,2025,2,1.0,long,up_1-6,Q2-Q3,4.0,0.0,4,1.0,0.0
JAX,2025,2,1.0,long,up_1-6,Q4_late,0.0,4.0,4,0.0,1.0
JAX,2025,2,2.0,short,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2025,2,2.0,short,tied,Q2-Q3,0.0,2.0,2,0.0,1.0
JAX,2025,2,2.0,short,tied,Q3-Q4,1.0,1.0,2,0.5,0.5
JAX,2025,2,2.0,medium,tied,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2025,2,2.0,medium,up_1-6,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2025,2,2.0,medium,up_1-6,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2025,2,2.0,long,tied,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2025,2,2.0,long,up_1-6,Q2-Q3,2.0,2.0,4,0.5,0.5
JAX,2025,2,2.0,long,up_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2025,2,3.0,medium,up_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2025,2,3.0,medium,up_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2025,3,1.0,long,tied,Q1-Q2,3.0,2.0,5,0.6,0.4
JAX,2025,3,1.0,long,tied,Q4_late,2.0,3.0,5,0.4,0.6
JAX,2025,3,1.0,long,up_1-6,Q1-Q2,2.0,0.0,2,1.0,0.0
JAX,2025,3,1.0,long,up_1-6,Q2-Q3,2.0,3.0,5,0.4,0.6
JAX,2025,3,1.0,long,up_1-6,Q3-Q4,2.0,4.0,6,0.3333333333333333,0.6666666666666666
JAX,2025,3,1.0,long,up_1-6,Q4_late,2.0,0.0,2,1.0,0.0
JAX,2025,3,2.0,short,tied,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2025,3,2.0,long,tied,Q1-Q2,3.0,1.0,4,0.75,0.25
JAX,2025,3,2.0,long,up_1-6,Q2-Q3,3.0,0.0,3,1.0,0.0
JAX,2025,3,2.0,long,up_1-6,Q3-Q4,2.0,1.0,3,0.6666666666666666,0.3333333333333333
JAX,2025,3,3.0,short,up_1-6,Q3-Q4,1.0,1.0,2,0.5,0.5
JAX,2025,3,3.0,medium,tied,Q4_late,1.0,1.0,2,0.5,0.5
JAX,2025,3,3.0,long,up_1-6,Q2-Q3,2.0,0.0,2,1.0,0.0
JAX,2025,3,3.0,long,up_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2025,4,1.0,long,down_1-6,Q1-Q2,1.0,3.0,4,0.25,0.75
JAX,2025,4,1.0,long,up_1-6,Q2-Q3,2.0,3.0,5,0.4,0.6
JAX,2025,4,1.0,long,up_1-6,Q3-Q4,1.0,3.0,4,0.25,0.75
JAX,2025,4,1.0,long,up_1-6,Q4_late,2.0,3.0,5,0.4,0.6
JAX,2025,4,1.0,long,up_7-13,Q2-Q3,4.0,1.0,5,0.8,0.2
JAX,2025,4,2.0,short,up_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2025,4,2.0,long,down_1-6,Q1-Q2,0.0,3.0,3,0.0,1.0
JAX,2025,4,2.0,long,up_1-6,Q2-Q3,1.0,1.0,2,0.5,0.5
JAX,2025,4,2.0,long,up_1-6,Q3-Q4,2.0,0.0,2,1.0,0.0
JAX,2025,4,2.0,long,up_1-6,Q4_late,0.0,2.0,2,0.0,1.0
JAX,2025,5,1.0,long,down_14+,Q2-Q3,2.0,3.0,5,0.4,0.6
JAX,2025,5,1.0,long,down_7-13,Q1-Q2,2.0,1.0,3,0.6666666666666666,0.3333333333333333
