passer,season,completion_pct_clean,yards_per_att_clean,td_rate_clean,int_rate_clean,sack_rate_clean,scramble_rate_clean,epa_clean,completion_pct_pressure,yards_per_att_pressure,td_rate_pressure,int_rate_pressure,sack_rate_pressure,scramble_rate_pressure,epa_pressure,plays_clean,plays_pressure
D.Carr,2024,0.6666666666666666,5.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.061891574,0.4,7.4,0.2,0.0,0.2,0.0,-0.30416033,24.0,5.0
D.Jones,2022,0.6120397794062633,6.954000053698565,0.03212174157121828,0.014618241890969164,0.0,0.10742691294742303,0.20998888,0.21262626262626264,0.4851731601731602,0.02727272727272728,0.0101010101010101,0.4816378066378066,0.0,-0.8257482,328.0,91.0
D.Jones,2023,0.6611111111111111,5.865277777777777,0.015277777777777777,0.02361111111111111,0.0,0.11388888888888889,0.043061405,0.06646825396825397,-3.084722222222222,0.0,0.03869047619047619,0.5910714285714286,0.0,-1.446898,114.0,40.0
D.Jones,2024,0.625729321534135,5.987730224250138,0.017190473579925914,0.020493567959005747,0.0,0.06150874775928216,0.040354542,0.2391941391941392,0.2973748473748474,0.015873015873015872,0.023809523809523808,0.4257020757020757,0.0,-0.87181985,222.0,60.0
D.Lock,2024,0.528608342561831,6.151470407284361,0.042328042328042326,0.028915959148517287,0.0,0.07447397563676633,-0.0012964433,0.2606837606837607,-0.35042735042735035,0.05555555555555555,0.05555555555555555,0.3717948717948718,0.0,-1.5699824,107.0,32.0
D.Maye,2024,0.5613453327338417,6.864194157415771,0.04402205637499755,0.032977499017170696,0.0,0.12608582707761914,0.1254305,0.3020408163265306,0.4503401360544218,0.017857142857142856,0.0,0.473469387755102,0.0,-0.9884586,237.0,47.0
D.Mills,2022,0.6277595854221025,6.406030840601523,0.04631541003653808,0.018081803689995797,0.0,0.030471745995939544,0.010269637,0.2689033189033189,1.3045454545454545,0.022727272727272728,0.04343434343434343,0.32961760461760464,0.0,-0.75036526,335.0,84.0
D.Prescott,2022,0.6832559910792613,7.974354137294056,0.0681043533765896,0.03152989890794769,0.0,0.044534934990098037,0.2565248,0.2610119047619048,1.0774801587301588,0.03888888888888889,0.029513888888888888,0.33973214285714287,0.0,-0.67407525,244.0,51.0
D.Prescott,2023,0.6500119087303005,7.575037912351744,0.040853815215622785,0.021196675391468064,0.0,0.054928814776264684,0.26030815,0.2646504729838063,-0.6376663459996793,0.025974025974025972,0.015873015873015872,0.5137285553952221,0.0,-0.86786646,324.0,68.0
D.Prescott,2024,0.6373733079090222,7.012752227930799,0.0337605846534418,0.03132122507122507,0.0,0.03479906337049195,0.087158434,0.31287878787878787,1.4068181818181817,0.025,0.025,0.3643939393939394,0.0,-0.82099086,169.0,39.0
D.Ridder,2022,0.5202380952380952,5.752380952380952,0.03571428571428571,0.0,0.0,0.11904761904761904,0.107603036,0.16666666666666666,0.7833333333333332,0.0,0.0,0.5666666666666667,0.0,-1.0572238,58.0,11.0
D.Ridder,2023,0.6016433041460444,6.14346652518008,0.031312129594920975,0.0199443413729128,0.0,0.048090583804869524,-0.002736379,0.20051020408163264,-1.7433106575963717,0.028571428571428574,0.028571428571428574,0.590702947845805,0.0,-1.1039454,195.0,46.0
D.Ridder,2024,0.652014652014652,5.512820512820513,0.04853479853479853,0.02564102564102564,0.0,0.07417582417582418,0.12565984,0.07142857142857142,-3.4,0.0,0.0,0.5857142857142856,0.0,-1.5372436,53.0,12.0
D.Thompson-Robinson,2023,0.5294117647058824,4.117647058823529,0.0,0.058823529411764705,0.0,0.08823529411764706,-0.37784535,0.1111111111111111,-4.666666666666667,0.0,0.1111111111111111,0.4444444444444444,0.0,-1.589057,34.0,9.0
D.Thompson-Robinson,2024,0.5590816106804479,4.448751076658053,0.0,0.036687123169681306,0.0,0.039001937984496124,-0.27651817,0.15555555555555556,-0.4873015873015873,0.0,0.08095238095238096,0.2698412698412698,0.0,-1.5226989,93.0,23.0
D.Watson,2022,0.5478192007797271,7.675438596491229,0.06664230019493177,0.029605263157894735,0.0,0.11543615984405457,0.2712236,0.1726190476190476,0.36309523809523814,0.047619047619047616,0.0,0.6130952380952381,0.0,-0.5641165,88.0,23.0
D.Watson,2023,0.6108071064485538,7.005089052868658,0.05062974158368895,0.02166903745851114,0.0,0.09984663940256046,0.1288819,0.05397727272727273,-2.51875,0.022727272727272728,0.0,0.5613636363636363,0.0,-1.1496965,137.0,29.0
D.Watson,2024,0.5968421488642077,5.58686927859722,0.020336179343532285,0.01375534188034188,0.0,0.11174954538925126,0.08170798,0.20381652661064428,-0.22051820728291313,0.011904761904761904,0.0,0.46656162464986,0.0,-0.940736,185.0,67.0
D.Webb,2022,0.5555555555555556,4.333333333333333,0.027777777777777776,0.0,0.0,0.05555555555555555,0.077434815,0.42857142857142855,4.0,0.0,0.0,0.0,0.0,-0.44003037,36.0,7.0
E.Stick,2023,0.6468357039785612,7.047330447330448,0.044444444444444446,0.011111111111111112,0.0,0.06883116883116883,0.22934234,0.18055555555555555,-3.055555555555556,0.09722222222222221,0.0,0.5694444444444445,0.0,-2.1766737,112.0,20.0
G.Minshew II,2022,0.5806451612903226,8.838709677419354,0.06451612903225806,0.03225806451612903,0.0,0.0,-0.10208659,0.0,-4.0,0.0,0.0,0.8571428571428571,0.0,-1.1689726,31.0,7.0
G.Minshew II,2023,0.6019873066714169,7.20670453777876,0.059517585901124125,0.017661542944561813,0.0,0.050559104894125594,0.18198322,0.10408163265306122,-0.8510204081632653,0.028571428571428574,0.014285714285714287,0.5510204081632654,0.0,-1.3604964,261.0,48.0
G.Minshew II,2024,0.7124660633484163,7.038011563599799,0.014077425842131725,0.015756302521008403,0.0,0.02564605329311212,0.1770458,0.1875,-0.4166666666666667,0.05787037037037037,0.06944444444444443,0.4490740740740741,0.0,-1.3437902,172.0,44.0
G.Smith,2022,0.6787768261239404,7.72447397361051,0.04517794678586587,0.01331714941887571,0.0,0.06319423301615681,0.18042375,0.2643162393162393,-0.13250915750915748,0.035897435897435895,0.021367521367521368,0.420054945054945,0.0,-0.89396405,421.0,96.0
G.Smith,2023,0.6232980991483117,7.702208580228085,0.026111521266560026,0.016988109461227738,0.0,0.04424386265471537,0.18482074,0.28003663003663004,0.023734907068240416,0.026234567901234566,0.012345679012345678,0.335687152353819,0.0,-0.7845434,279.0,66.0
G.Smith,2024,0.7023180930452357,7.937938461969421,0.03044289006487009,0.014582019963225636,0.0,0.05192586276496433,0.26241788,0.22505772005772007,-0.42342712842712843,0.02997835497835498,0.07296536796536796,0.4525829725829726,0.0,-1.1337675,491.0,102.0
J.Allen,2022,0.56075744618968,6.801322175561286,0.0374972136863881,0.018374051707385042,0.0,0.08538528615073175,0.19984305,0.3130591630591631,2.106036556036556,0.046296296296296294,0.013888888888888888,0.391991341991342,0.0,-0.6473515,343.0,69.0
J.Allen,2023,0.6509009009009009,7.495228781412993,0.04357515410146989,0.03006164058795638,0.0,0.09873755334281649,0.25264272,0.2310185185185185,1.4828703703703703,0.027777777777777776,0.03935185185185185,0.2662037037037037,0.0,-0.5973495,232.0,44.0
J.Allen,2024,0.5323717948717949,6.856089743589743,0.017948717948717947,0.013888888888888888,0.0,0.08952991452991453,0.15786386,0.16458333333333333,2.3777777777777778,0.03125,0.0,0.27361111111111114,0.0,-0.63678,118.0,31.0
J.Brissett,2022,0.6423129792381016,7.677324362587894,0.04143113951862579,0.007157258064516129,0.0,0.06885647038479606,0.27937877,0.2461940836940837,0.9821789321789322,0.0,0.02638888888888889,0.3467893217893218,0.0,-0.8502171,253.0,59.0
J.Brissett,2024,0.6237999037999038,5.6018085618085625,0.015407407407407408,0.0,0.0,0.06717845117845118,0.093507804,0.19126984126984126,-0.13650793650793652,0.016666666666666666,0.016666666666666666,0.36984126984126986,0.0,-0.9431696,115.0,44.0
J.Browning,2023,0.6922548306249494,7.769780544551343,0.03583020136500612,0.023061928325086217,0.0,0.05278716504522955,0.31967807,0.2807142857142857,2.693956043956044,0.04,0.025,0.5215934065934066,0.0,-0.6390009,170.0,38.0
J.Burrow,2022,0.6604865664674278,7.057946666678725,0.05234318535753943,0.019266243189688167,0.0,0.04627625668295525,0.27213812,0.2449298176570904,0.43864620228256596,0.06435786435786435,0.008264462809917356,0.48474353928899383,0.0,-0.7526381,415.0,83.0
J.Burrow,2023,0.654100259939856,6.384733755839631,0.031148881454109656,0.013033195734434124,0.0,0.04205613951862579,0.088641606,0.2714285714285714,0.19781746031746034,0.04285714285714286,0.013888888888888888,0.34523809523809523,0.0,-0.7202819,275.0,56.0
J.Burrow,2024,0.7006592600389143,7.8227652148575055,0.07672819261645092,0.013006330753259744,0.0,0.03332041525775541,0.37452316,0.3045559141712988,1.9990001451539914,0.055159584005737845,0.01282051282051282,0.39973872281564593,0.0,-0.75871664,464.0,110.0
J.Daniels,2024,0.6189028386609032,7.60248800168155,0.037775737775737776,0.006764069264069264,0.0,0.1126105912396235,0.29349387,0.1601190476190476,-0.08050595238095246,0.020833333333333332,0.0125,0.5452380952380952,0.0,-0.7646728,283.0,56.0
J.Dobbs,2022,0.6168478260869565,6.821331521739131,0.015625,0.03736413043478261,0.0,0.059103260869565216,0.31248957,0.25,1.025,0.08333333333333333,0.0,0.26666666666666666,0.0,-1.1080153,55.0,22.0
J.Dobbs,2023,0.5863873833298798,5.645963941647673,0.03626373626373626,0.026349206349206344,0.0,0.07678728120873983,-0.050651103,0.32940476190476187,1.8010714285714287,0.01,0.0225,0.30785714285714283,0.0,-0.71307385,302.0,78.0
J.Driskel,2023,0.5,7.916666666666667,0.08333333333333333,0.0,0.0,0.125,0.20225672,0.125,-3.0,0.0,0.25,0.375,0.0,-1.8418831,24.0,8.0
J.Fields,2022,0.4894974096179866,7.3063020331783015,0.03021669688336355,0.03534794031751435,0.0,0.1956432487703617,0.16081733,0.09715099715099715,-1.993913493913494,0.027065527065527065,0.013888888888888888,0.6801929551929552,0.0,-1.0743078,202.0,69.0
J.Fields,2023,0.568496278903986,7.689621222654113,0.04710322707622032,0.022426825652632106,0.0,0.11064042973830948,0.24091168,0.19361111111111112,-1.7447222222222223,0.059166666666666666,0.029166666666666664,0.5625,0.0,-1.0867617,297.0,71.0
J.Fields,2024,0.6068627450980392,6.904145658263306,0.05812324929971988,0.006666666666666666,0.0,0.10591036414565827,0.27422085,0.21523809523809523,-1.2057142857142857,0.0,0.0,0.4809523809523809,0.0,-0.8370698,136.0,29.0
J.Flacco,2022,0.5972193898360388,5.6094552981482995,0.029197936210131333,0.015677257525083612,0.0,0.006097560975609756,0.043866035,0.30833333333333335,1.9333333333333333,0.0,0.0,0.2583333333333333,0.0,-0.75015867,162.0,36.0
J.Flacco,2023,0.6735449735449736,8.095238095238095,0.06640211640211639,0.02328042328042328,0.0,0.014814814814814815,0.12006318,0.29365079365079366,0.1825396825396827,0.047619047619047616,0.19841269841269837,0.41269841269841273,0.0,-1.3336457,123.0,20.0
J.Flacco,2024,0.6698582433079665,7.516748709488584,0.05535795061465595,0.01875,0.0,0.013346814964610718,0.22786705,0.21904761904761902,-1.8942857142857144,0.0,0.02857142857142857,0.5199999999999999,0.0,-1.3402948,159.0,31.0
J.Garoppolo,2022,0.6627257580382581,7.492275895400896,0.05023211741961742,0.009615384615384616,0.0,0.0,0.2519209,0.29642857142857143,1.4797619047619048,0.0,0.03571428571428571,0.4630952380952381,0.0,-0.84584564,120.0,25.0
J.Garoppolo,2023,0.6250540143462103,7.193040071442975,0.02736726874657909,0.0449111283957019,0.0,0.03697462045919396,-0.048418522,0.0787037037037037,-3.668518518518519,0.0,0.041666666666666664,0.5888888888888889,0.0,-1.6597637,90.0,22.0
J.Garoppolo,2024,0.6216216216216216,7.756756756756757,0.05405405405405406,0.02702702702702703,0.0,0.02702702702702703,0.089774385,0.4444444444444444,4.111111111111111,0.0,0.0,0.3333333333333333,0.0,-0.14070044,37.0,9.0
J.Goff,2022,0.6574771633595163,7.562668268550622,0.043827196768373246,0.015318015318015318,0.0,0.025680202150790386,0.25231308,0.10770975056689343,-0.2124716553287982,0.08095238095238096,0.028571428571428574,0.3106575963718821,0.0,-1.3393124,222.0,48.0
J.Goff,2023,0.7006972282263806,7.59935235283839,0.054968287667224267,0.020945926853276144,0.0,0.01642856810320346,0.27132127,0.2862026862026862,1.7895299145299146,0.034188034188034185,0.033424908424908424,0.3444139194139194,0.0,-0.8115479,416.0,92.0
J.Goff,2024,0.7099817481932875,8.336508568489755,0.07065190556569867,0.03739214308929452,0.0,0.030475730440667325,0.32763097,0.30904761904761907,1.621746031746032,0.014285714285714285,0.030000000000000006,0.34238095238095234,0.0,-0.69590735,303.0,69.0
J.Herbert,2022,0.6637777003802247,6.731350487684444,0.034163086544420976,0.020572225723101016,0.0,0.03903141207597032,0.10237119,0.34759615384615383,2.502485246235246,0.0,0.0,0.3607677045177045,0.0,-0.7042766,477.0,105.0
J.Herbert,2023,0.5998410963139645,7.005374471924859,0.0388908607900856,0.011375661375661376,0.0,0.06183049221808912,0.12177862,0.32037037037037036,0.599074074074074,0.040740740740740744,0.06388888888888888,0.375,0.0,-0.74639535,304.0,63.0
J.Herbert,2024,0.610225556106563,7.814156897423487,0.037354103386712086,0.013553113553113552,0.0,0.05319178471352384,0.14945959,0.28935508935508936,1.0103452103452104,0.02692307692307692,0.008547008547008546,0.4217199467199467,0.0,-0.64918435,372.0,97.0
J.Hurts,2022,0.6424249901479503,8.205183173352054,0.04131099766773391,0.005050505050505051,0.0,0.10872136507810132,0.4327701,0.22380952380952382,0.9047619047619048,0.03333333333333333,0.0,0.5380952380952381,0.0,-0.7239663,200.0,32.0
J.Hurts,2023,0.649419558294651,7.257607481345208,0.0393931864045716,0.012622720897615708,0.0,0.06720117006809524,0.20944293,0.14074074074074075,-0.8481481481481481,0.0,0.0,0.5777777777777778,0.0,-0.9126243,200.0,38.0
J.Hurts,2024,0.6416704700879226,7.902047103690977,0.03863799634273772,0.016547049441786282,0.0,0.11036000764569867,0.41489315,0.18779761904761905,-2.615029761904762,0.025,0.025,0.6443452380952381,0.0,-1.2661834,224.0,48.0
J.Love,2023,0.6522572796010296,6.874733550514801,0.04127352799227799,0.02528354247104247,0.0,0.034986325611325614,0.11707973,0.2863095238095238,1.3976190476190478,0.025,0.020833333333333332,0.3732142857142857,0.0,-0.5300611,272.0,54.0
J.Love,2024,0.6551009800979521,8.044107386304285,0.06175888150231079,0.028776786395180356,0.0,0.05186234661082253,0.31119058,0.3063492063492063,1.3182539682539682,0.0,0.044444444444444446,0.2619047619047619,0.0,-0.9436071,175.0,41.0
J.Stidham,2022,0.5881226053639848,8.41331417624521,0.034482758620689655,0.031130268199233715,0.0,0.16618773946360155,0.2548636,0.3547008547008547,5.179487179487179,0.09401709401709402,0.05555555555555555,0.23076923076923078,0.0,-0.55529606,65.0,22.0
J.Stidham,2023,0.6206896551724138,8.379310344827585,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.2575942,0.18181818181818182,-0.18181818181818182,0.0,0.0,0.45454545454545453,0.0,-0.6737425,29.0,11.0
J.Winston,2022,0.6546474358974359,8.011039886039887,0.04718660968660968,0.04415954415954416,0.0,0.029380341880341877,0.107102014,0.15079365079365079,-2.373015873015873,0.0,0.0,0.49603174603174605,0.0,-1.0981003,107.0,21.0
J.Winston,2024,0.6057083633970427,6.65274493057512,0.047922681389662526,0.05464692278371524,0.0,0.027973713917110146,-0.03889959,0.23769841269841266,1.0876984126984126,0.016666666666666666,0.016666666666666666,0.4378968253968254,0.0,-0.91929847,224.0,45.0
J.Wolford,2022,0.5933333333333333,6.692592592592593,0.018518518518518517,0.03851851851851852,0.0,0.08,-0.04457993,0.3055555555555556,0.13888888888888884,0.0,0.05555555555555555,0.3472222222222222,0.0,-0.96173745,52.0,21.0
K.Allen,2022,0.6410256410256411,5.512820512820513,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,-0.30971792,0.125,-4.0,0.0,0.0,0.625,0.0,-1.3125857,39.0,8.0
K.Cousins,2022,0.6680520938491227,6.869767548328975,0.05288292959346659,0.01860204682975457,0.0,0.02070682808812476,0.17721745,0.2824771524771525,2.0101611351611353,0.015584415584415584,0.01693121693121693,0.3225974025974026,0.0,-0.7377516,505.0,135.0
K.Cousins,2023,0.737361087214379,7.9512475195585415,0.05345480661820291,0.011003117549972491,0.0,0.012345759870058422,0.3130731,0.39081632653061227,2.776417233560091,0.03469387755102041,0.0,0.24160997732426304,0.0,-0.61601526,246.0,62.0
K.Cousins,2024,0.7039392446633826,7.424103448275862,0.04242036124794746,0.027793103448275864,0.0,0.0,0.13399224,0.38349206349206344,3.479047619047619,0.02222222222222222,0.07079365079365078,0.31047619047619046,0.0,-0.6332687,152.0,45.0
K.Murray,2022,0.6269890864284458,6.310048113595025,0.03190312738367658,0.013642697881828317,0.0,0.07430763363257642,0.0641888,0.14500000000000002,-3.378333333333333,0.0,0.03333333333333333,0.5700000000000001,0.0,-1.3715601,228.0,30.0
K.Murray,2023,0.6152754929308824,6.453758672484085,0.0345886083494266,0.027012850773669026,0.0,0.06740099659061106,-0.022268051,0.12222222222222223,-2.5444444444444447,0.0,0.0,0.5888888888888889,0.0,-1.0595787,116.0,17.0
K.Murray,2024,0.6425010237510238,6.827692465192465,0.035723791973791975,0.02454954954954955,0.0,0.05239045864045864,0.15465832,0.22000000000000003,-3.453333333333333,0.0,0.0,0.6733333333333333,0.0,-1.2633959,176.0,28.0
K.Pickett,2022,0.6170750014457265,6.265862975071252,0.003875968992248062,0.01937363347247068,0.0,0.05607549370374267,0.04691571,0.2667989417989418,0.0762566137566137,0.042328042328042326,0.0,0.48048941798941797,0.0,-0.63001126,221.0,45.0
K.Pickett,2023,0.6222069597069597,6.677390109890109,0.0173015873015873,0.022817460317460316,0.0,0.03932844932844933,-0.077804185,0.3056878306878307,1.7570767195767196,0.020833333333333332,0.0,0.3318783068783069,0.0,-0.7556691,146.0,40.0
K.Pickett,2024,0.5833333333333334,6.5,0.041666666666666664,0.041666666666666664,0.0,0.125,0.22285216,0.0,-4.166666666666667,0.0,0.0,0.5,0.0,-1.0534943,24.0,6.0
L.Jackson,2022,0.5848214285714286,8.102678571428571,0.07142857142857142,0.017857142857142856,0.0,0.08035714285714285,0.19378278,0.08333333333333333,-2.6,0.0,0.0,0.6333333333333333,0.0,-0.9233325,44.0,11.0
L.Jackson,2023,0.5808018003572106,7.53999814687752,0.046604882725183476,0.011781952383456144,0.0,0.14502733485080657,0.26163283,0.16456349206349205,-0.926468253968254,0.0,0.0125,0.5676190476190477,0.0,-1.3267951,305.0,62.0
