game_id,season,week,home_team,away_team,home_rest_days,away_rest_days,roof,surface,temp,wind,is_dome
2024_01_GB_PHI,2024,1,PHI,GB,7,7,outdoors,,,,False
2024_01_PIT_ATL,2024,1,ATL,PIT,7,7,closed,fieldturf,,,False
2024_01_ARI_BUF,2024,1,BUF,ARI,7,7,outdoors,a_turf,61.0,20.0,False
2024_01_TEN_CHI,2024,1,CHI,TEN,7,7,outdoors,grass,67.0,8.0,False
2024_01_NE_CIN,2024,1,CIN,NE,7,7,outdoors,fieldturf,66.0,5.0,False
2024_01_HOU_IND,2024,1,IND,HOU,7,7,closed,fieldturf,,,False
2024_01_JAX_MIA,2024,1,MIA,JAX,7,7,outdoors,grass,91.0,10.0,False
2024_01_CAR_NO,2024,1,NO,CAR,7,7,dome,sportturf,,,True
2024_01_MIN_NYG,2024,1,NYG,MIN,7,7,outdoors,fieldturf,64.0,10.0,False
2024_01_LV_LAC,2024,1,LAC,LV,7,7,dome,matrixturf,,,True
2024_01_DEN_SEA,2024,1,SEA,DEN,7,7,outdoors,fieldturf,65.0,7.0,False
2024_01_DAL_CLE,2024,1,CLE,DAL,7,7,outdoors,grass,69.0,17.0,False
2024_01_WAS_TB,2024,1,TB,WAS,7,7,outdoors,grass,93.0,6.0,False
2024_01_LA_DET,2024,1,DET,LA,7,7,dome,fieldturf,,,True
2024_01_NYJ_SF,2024,1,SF,NYJ,7,7,outdoors,grass,76.0,10.0,False
2024_02_BUF_MIA,2024,2,MIA,BUF,4,4,outdoors,grass,86.0,3.0,False
2024_02_LV_BAL,2024,2,BAL,LV,10,7,outdoors,grass,76.0,10.0,False
2024_02_LAC_CAR,2024,2,CAR,LAC,7,7,outdoors,grass,78.0,13.0,False
2024_02_NO_DAL,2024,2,DAL,NO,7,7,closed,matrixturf,,,False
2024_02_TB_DET,2024,2,DET,TB,7,7,dome,fieldturf,,,True
2024_02_IND_GB,2024,2,GB,IND,9,7,outdoors,grass,85.0,7.0,False
2024_02_CLE_JAX,2024,2,JAX,CLE,7,7,outdoors,grass,80.0,12.0,False
2024_02_SF_MIN,2024,2,MIN,SF,7,6,dome,sportturf,,,True
2024_02_SEA_NE,2024,2,NE,SEA,7,7,outdoors,fieldturf,77.0,5.0,False
2024_02_NYJ_TEN,2024,2,TEN,NYJ,7,6,outdoors,grass,80.0,13.0,False
2024_02_NYG_WAS,2024,2,WAS,NYG,7,7,outdoors,grass,82.0,11.0,False
2024_02_LA_ARI,2024,2,ARI,LA,7,7,closed,grass,,,False
2024_02_PIT_DEN,2024,2,DEN,PIT,7,7,outdoors,grass,83.0,4.0,False
2024_02_CIN_KC,2024,2,KC,CIN,10,7,outdoors,grass,89.0,8.0,False
2024_02_CHI_HOU,2024,2,HOU,CHI,7,7,closed,astroturf,,,False
2024_02_ATL_PHI,2024,2,PHI,ATL,10,8,outdoors,grass,71.0,9.0,False
2024_03_NE_NYJ,2024,3,NYJ,NE,4,4,outdoors,fieldturf,75.0,5.0,False
2024_03_NYG_CLE,2024,3,CLE,NYG,7,7,outdoors,grass,76.0,4.0,False
2024_03_CHI_IND,2024,3,IND,CHI,7,7,closed,fieldturf,,,False
2024_03_HOU_MIN,2024,3,MIN,HOU,7,7,dome,sportturf,,,True
2024_03_PHI_NO,2024,3,NO,PHI,7,6,dome,sportturf,,,True
2024_03_LAC_PIT,2024,3,PIT,LAC,7,7,outdoors,grass,72.0,2.0,False
2024_03_DEN_TB,2024,3,TB,DEN,7,7,outdoors,grass,85.0,6.0,False
2024_03_GB_TEN,2024,3,TEN,GB,7,7,outdoors,grass,87.0,7.0,False
2024_03_CAR_LV,2024,3,LV,CAR,7,7,dome,grass,,,True
2024_03_MIA_SEA,2024,3,SEA,MIA,7,10,outdoors,fieldturf,64.0,2.0,False
2024_03_DET_ARI,2024,3,ARI,DET,7,7,closed,grass,,,False
2024_03_BAL_DAL,2024,3,DAL,BAL,7,7,closed,matrixturf,,,False
2024_03_SF_LA,2024,3,LA,SF,7,7,dome,matrixturf,,,True
2024_03_KC_ATL,2024,3,ATL,KC,6,7,closed,fieldturf,,,False
2024_03_JAX_BUF,2024,3,BUF,JAX,11,8,outdoors,a_turf,68.0,5.0,False
2024_03_WAS_CIN,2024,3,CIN,WAS,8,8,outdoors,fieldturf,69.0,5.0,False
2024_04_DAL_NYG,2024,4,NYG,DAL,4,4,outdoors,fieldturf,74.0,3.0,False
2024_04_NO_ATL,2024,4,ATL,NO,7,7,closed,fieldturf,,,False
2024_04_CIN_CAR,2024,4,CAR,CIN,7,6,outdoors,grass,78.0,6.0,False
2024_04_LA_CHI,2024,4,CHI,LA,7,7,outdoors,grass,70.0,16.0,False
2024_04_MIN_GB,2024,4,GB,MIN,7,7,outdoors,grass,71.0,15.0,False
2024_04_JAX_HOU,2024,4,HOU,JAX,7,6,closed,astroturf,,,False
2024_04_PIT_IND,2024,4,IND,PIT,7,7,closed,fieldturf,,,False
2024_04_DEN_NYJ,2024,4,NYJ,DEN,10,7,outdoors,fieldturf,67.0,8.0,False
2024_04_PHI_TB,2024,4,TB,PHI,7,7,outdoors,grass,88.0,9.0,False
2024_04_WAS_ARI,2024,4,ARI,WAS,7,6,closed,grass,,,False
2024_04_NE_SF,2024,4,SF,NE,7,10,outdoors,grass,71.0,5.0,False
2024_04_KC_LAC,2024,4,LAC,KC,7,7,dome,matrixturf,,,True
2024_04_CLE_LV,2024,4,LV,CLE,7,7,dome,grass,,,True
2024_04_BUF_BAL,2024,4,BAL,BUF,7,6,outdoors,grass,68.0,8.0,False
2024_04_TEN_MIA,2024,4,MIA,TEN,8,8,outdoors,grass,86.0,9.0,False
2024_04_SEA_DET,2024,4,DET,SEA,8,8,dome,fieldturf,,,True
2024_05_TB_ATL,2024,5,ATL,TB,4,4,closed,fieldturf,,,False
2024_05_NYJ_MIN,2024,5,MIN,NYJ,7,7,outdoors,grass,59.0,8.0,False
2024_05_CAR_CHI,2024,5,CHI,CAR,7,7,outdoors,grass,74.0,7.0,False
2024_05_BAL_CIN,2024,5,CIN,BAL,7,7,outdoors,fieldturf,81.0,10.0,False
2024_05_BUF_HOU,2024,5,HOU,BUF,7,7,closed,astroturf,,,False
2024_05_IND_JAX,2024,5,JAX,IND,7,7,outdoors,grass,74.0,4.0,False
2024_05_MIA_NE,2024,5,NE,MIA,7,6,outdoors,fieldturf,65.0,2.0,False
2024_05_CLE_WAS,2024,5,WAS,CLE,7,7,outdoors,grass,73.0,5.0,False
2024_05_LV_DEN,2024,5,DEN,LV,7,7,outdoors,grass,73.0,7.0,False
2024_05_ARI_SF,2024,5,SF,ARI,7,7,outdoors,grass,89.0,3.0,False
2024_05_GB_LA,2024,5,LA,GB,7,7,dome,matrixturf,,,True
2024_05_NYG_SEA,2024,5,SEA,NYG,6,10,outdoors,fieldturf,61.0,3.0,False
2024_05_DAL_PIT,2024,5,PIT,DAL,7,10,outdoors,grass,67.0,6.0,False
2024_05_NO_KC,2024,5,KC,NO,8,8,outdoors,grass,70.0,1.0,False
2024_06_SF_SEA,2024,6,SEA,SF,4,4,outdoors,fieldturf,59.0,10.0,False
2024_06_JAX_CHI,2024,6,CHI,JAX,7,7,outdoors,grass,54.0,3.0,False
2024_06_WAS_BAL,2024,6,BAL,WAS,7,7,outdoors,grass,75.0,8.0,False
2024_06_ARI_GB,2024,6,GB,ARI,7,7,outdoors,grass,50.0,4.0,False
2024_06_HOU_NE,2024,6,NE,HOU,7,7,outdoors,fieldturf,53.0,5.0,False
2024_06_TB_NO,2024,6,NO,TB,6,10,dome,sportturf,,,True
2024_06_CLE_PHI,2024,6,PHI,CLE,14,7,outdoors,grass,82.0,10.0,False
2024_06_IND_TEN,2024,6,TEN,IND,13,7,outdoors,grass,80.0,12.0,False
2024_06_LAC_DEN,2024,6,DEN,LAC,7,14,outdoors,grass,65.0,7.0,False
2024_06_PIT_LV,2024,6,LV,PIT,7,7,dome,grass,,,True
2024_06_ATL_CAR,2024,6,CAR,ATL,7,10,outdoors,grass,79.0,9.0,False
2024_06_DET_DAL,2024,6,DAL,DET,7,13,closed,matrixturf,,,False
2024_06_CIN_NYG,2024,6,NYG,CIN,7,7,outdoors,fieldturf,63.0,2.0,False
2024_06_BUF_NYJ,2024,6,NYJ,BUF,8,8,outdoors,fieldturf,49.0,14.0,False
2024_07_DEN_NO,2024,7,NO,DEN,4,4,dome,sportturf,,,True
2024_07_NE_JAX,2024,7,JAX,NE,7,7,outdoors,grass,63.0,12.0,False
2024_07_SEA_ATL,2024,7,ATL,SEA,7,10,closed,fieldturf,,,False
2024_07_TEN_BUF,2024,7,BUF,TEN,6,7,outdoors,a_turf,66.0,12.0,False
2024_07_CIN_CLE,2024,7,CLE,CIN,7,7,outdoors,grass,62.0,8.0,False
2024_07_HOU_GB,2024,7,GB,HOU,7,7,outdoors,grass,72.0,3.0,False
2024_07_MIA_IND,2024,7,IND,MIA,7,14,closed,fieldturf,,,False
2024_07_DET_MIN,2024,7,MIN,DET,14,7,dome,sportturf,,,True
2024_07_PHI_NYG,2024,7,NYG,PHI,7,7,outdoors,fieldturf,71.0,4.0,False
2024_07_LV_LA,2024,7,LA,LV,14,7,dome,matrixturf,,,True
2024_07_CAR_WAS,2024,7,WAS,CAR,7,7,outdoors,grass,76.0,2.0,False
2024_07_KC_SF,2024,7,SF,KC,10,13,outdoors,grass,78.0,3.0,False
2024_07_NYJ_PIT,2024,7,PIT,NYJ,7,6,outdoors,grass,60.0,4.0,False
2024_07_BAL_TB,2024,7,TB,BAL,8,8,outdoors,grass,80.0,8.0,False
2024_07_LAC_ARI,2024,7,ARI,LAC,8,8,closed,grass,,,False
2024_08_MIN_LA,2024,8,LA,MIN,4,4,dome,matrixturf,,,True
2024_08_PHI_CIN,2024,8,CIN,PHI,7,7,outdoors,fieldturf,59.0,6.0,False
2024_08_BAL_CLE,2024,8,CLE,BAL,7,6,outdoors,grass,52.0,4.0,False
2024_08_TEN_DET,2024,8,DET,TEN,7,7,dome,fieldturf,,,True
2024_08_IND_HOU,2024,8,HOU,IND,7,7,closed,astroturf,,,False
2024_08_GB_JAX,2024,8,JAX,GB,7,7,outdoors,grass,84.0,4.0,False
2024_08_ARI_MIA,2024,8,MIA,ARI,7,6,outdoors,grass,82.0,14.0,False
2024_08_NYJ_NE,2024,8,NE,NYJ,7,7,outdoors,fieldturf,53.0,8.0,False
2024_08_ATL_TB,2024,8,TB,ATL,6,7,outdoors,grass,79.0,6.0,False
2024_08_NO_LAC,2024,8,LAC,NO,6,10,dome,matrixturf,,,True
2024_08_BUF_SEA,2024,8,SEA,BUF,7,7,outdoors,fieldturf,55.0,14.0,False
2024_08_CAR_DEN,2024,8,DEN,CAR,10,7,outdoors,grass,76.0,4.0,False
2024_08_KC_LV,2024,8,LV,KC,7,7,dome,grass,,,True
2024_08_CHI_WAS,2024,8,WAS,CHI,7,14,outdoors,grass,58.0,2.0,False
2024_08_DAL_SF,2024,8,SF,DAL,7,14,outdoors,grass,69.0,9.0,False
2024_08_NYG_PIT,2024,8,PIT,NYG,8,8,outdoors,grass,54.0,7.0,False
2024_09_HOU_NYJ,2024,9,NYJ,HOU,4,4,outdoors,fieldturf,71.0,8.0,False
2024_09_DAL_ATL,2024,9,ATL,DAL,7,7,closed,fieldturf,,,False
2024_09_DEN_BAL,2024,9,BAL,DEN,7,7,outdoors,grass,57.0,3.0,False
2024_09_MIA_BUF,2024,9,BUF,MIA,7,7,outdoors,a_turf,54.0,9.0,False
2024_09_NO_CAR,2024,9,CAR,NO,7,7,outdoors,grass,66.0,7.0,False
2024_09_LV_CIN,2024,9,CIN,LV,7,7,outdoors,fieldturf,67.0,7.0,False
2024_09_LAC_CLE,2024,9,CLE,LAC,7,7,outdoors,grass,57.0,10.0,False
2024_09_WAS_NYG,2024,9,NYG,WAS,6,7,outdoors,fieldturf,52.0,6.0,False
2024_09_NE_TEN,2024,9,TEN,NE,7,7,outdoors,grass,75.0,10.0,False
2024_09_CHI_ARI,2024,9,ARI,CHI,7,7,closed,grass,,,False
2024_09_JAX_PHI,2024,9,PHI,JAX,7,7,outdoors,grass,57.0,6.0,False
2024_09_DET_GB,2024,9,GB,DET,7,7,outdoors,grass,50.0,15.0,False
2024_09_LA_SEA,2024,9,SEA,LA,7,10,outdoors,fieldturf,52.0,4.0,False
2024_09_IND_MIN,2024,9,MIN,IND,10,7,dome,sportturf,,,True
2024_09_TB_KC,2024,9,KC,TB,8,8,outdoors,grass,63.0,6.0,False
2024_10_CIN_BAL,2024,10,BAL,CIN,4,4,outdoors,grass,69.0,6.0,False
2024_10_NYG_CAR,2024,10,CAR,NYG,7,7,outdoors,,,,False
2024_10_NE_CHI,2024,10,CHI,NE,7,7,outdoors,grass,60.0,6.0,False
2024_10_BUF_IND,2024,10,IND,BUF,7,7,closed,fieldturf,,,False
2024_10_MIN_JAX,2024,10,JAX,MIN,7,7,outdoors,grass,79.0,7.0,False
2024_10_DEN_KC,2024,10,KC,DEN,6,7,outdoors,grass,57.0,12.0,False
2024_10_ATL_NO,2024,10,NO,ATL,7,7,dome,sportturf,,,True
2024_10_SF_TB,2024,10,TB,SF,6,14,outdoors,grass,85.0,9.0,False
2024_10_PIT_WAS,2024,10,WAS,PIT,7,13,outdoors,grass,57.0,9.0,False
2024_10_TEN_LAC,2024,10,LAC,TEN,7,7,dome,matrixturf,,,True
2024_10_NYJ_ARI,2024,10,ARI,NYJ,7,10,closed,grass,,,False
2024_10_PHI_DAL,2024,10,DAL,PHI,7,7,closed,matrixturf,,,False
2024_10_DET_HOU,2024,10,HOU,DET,10,7,closed,astroturf,,,False
2024_10_MIA_LA,2024,10,LA,MIA,8,8,dome,matrixturf,,,True
2024_11_WAS_PHI,2024,11,PHI,WAS,4,4,outdoors,grass,46.0,9.0,False
2024_11_GB_CHI,2024,11,CHI,GB,7,14,outdoors,grass,54.0,5.0,False
2024_11_JAX_DET,2024,11,DET,JAX,7,7,dome,fieldturf,,,True
2024_11_LV_MIA,2024,11,MIA,LV,6,14,outdoors,grass,80.0,16.0,False
2024_11_LA_NE,2024,11,NE,LA,7,6,outdoors,fieldturf,59.0,9.0,False
2024_11_CLE_NO,2024,11,NO,CLE,7,14,dome,sportturf,,,True
2024_11_IND_NYJ,2024,11,NYJ,IND,7,7,outdoors,fieldturf,62.0,4.0,False
2024_11_BAL_PIT,2024,11,PIT,BAL,7,10,outdoors,grass,52.0,5.0,False
2024_11_MIN_TEN,2024,11,TEN,MIN,7,7,outdoors,grass,66.0,7.0,False
2024_11_ATL_DEN,2024,11,DEN,ATL,7,7,outdoors,grass,55.0,9.0,False
2024_11_SEA_SF,2024,11,SF,SEA,7,14,outdoors,grass,59.0,4.0,False
2024_11_KC_BUF,2024,11,BUF,KC,7,7,outdoors,a_turf,50.0,3.0,False
2024_11_CIN_LAC,2024,11,LAC,CIN,7,10,dome,matrixturf,,,True
2024_11_HOU_DAL,2024,11,DAL,HOU,8,8,closed,matrixturf,,,False
2024_12_PIT_CLE,2024,12,CLE,PIT,4,4,outdoors,grass,36.0,13.0,False
2024_12_KC_CAR,2024,12,CAR,KC,14,7,outdoors,grass,61.0,5.0,False
2024_12_MIN_CHI,2024,12,CHI,MIN,7,7,outdoors,grass,47.0,5.0,False
2024_12_TEN_HOU,2024,12,HOU,TEN,6,7,closed,astroturf,,,False
2024_12_DET_IND,2024,12,IND,DET,7,7,closed,fieldturf,,,False
2024_12_NE_MIA,2024,12,MIA,NE,7,7,outdoors,grass,77.0,6.0,False
2024_12_TB_NYG,2024,12,NYG,TB,14,14,outdoors,fieldturf,50.0,13.0,False
2024_12_DAL_WAS,2024,12,WAS,DAL,10,6,outdoors,grass,55.0,5.0,False
2024_12_DEN_LV,2024,12,LV,DEN,7,7,dome,grass,,,True
2024_12_SF_GB,2024,12,GB,SF,7,7,outdoors,grass,43.0,11.0,False
2024_12_ARI_SEA,2024,12,SEA,ARI,7,14,outdoors,fieldturf,45.0,5.0,False
2024_12_PHI_LA,2024,12,LA,PHI,7,10,dome,matrixturf,,,True
2024_12_BAL_LAC,2024,12,LAC,BAL,8,8,dome,matrixturf,,,True
2024_13_CHI_DET,2024,13,DET,CHI,4,4,dome,fieldturf,,,True
2024_13_NYG_DAL,2024,13,DAL,NYG,4,4,closed,matrixturf,,,False
2024_13_MIA_GB,2024,13,GB,MIA,4,4,outdoors,grass,27.0,10.0,False
2024_13_LV_KC,2024,13,KC,LV,5,5,outdoors,grass,37.0,5.0,False
2024_13_LAC_ATL,2024,13,ATL,LAC,14,6,closed,fieldturf,,,False
2024_13_PIT_CIN,2024,13,CIN,PIT,14,10,outdoors,fieldturf,32.0,9.0,False
2024_13_HOU_JAX,2024,13,JAX,HOU,14,7,outdoors,grass,,,False
2024_13_ARI_MIN,2024,13,MIN,ARI,7,7,dome,sportturf,,,True
2024_13_IND_NE,2024,13,NE,IND,7,7,outdoors,fieldturf,36.0,9.0,False
2024_13_SEA_NYJ,2024,13,NYJ,SEA,14,7,outdoors,fieldturf,37.0,12.0,False
2024_13_TEN_WAS,2024,13,WAS,TEN,7,7,outdoors,grass,42.0,6.0,False
2024_13_TB_CAR,2024,13,CAR,TB,7,7,outdoors,grass,51.0,7.0,False
2024_13_LA_NO,2024,13,NO,LA,14,7,dome,sportturf,,,True
2024_13_PHI_BAL,2024,13,BAL,PHI,6,7,outdoors,grass,41.0,7.0,False
2024_13_SF_BUF,2024,13,BUF,SF,14,7,outdoors,a_turf,28.0,11.0,False
2024_13_CLE_DEN,2024,13,DEN,CLE,8,11,outdoors,grass,48.0,4.0,False
2024_14_GB_DET,2024,14,DET,GB,7,7,dome,fieldturf,,,True
2024_14_NYJ_MIA,2024,14,MIA,NYJ,10,7,outdoors,grass,77.0,12.0,False
2024_14_ATL_MIN,2024,14,MIN,ATL,7,7,dome,sportturf,,,True
2024_14_NO_NYG,2024,14,NYG,NO,10,7,outdoors,fieldturf,54.0,13.0,False
2024_14_CAR_PHI,2024,14,PHI,CAR,7,7,outdoors,grass,55.0,16.0,False
2024_14_CLE_PIT,2024,14,PIT,CLE,7,6,outdoors,grass,49.0,12.0,False
2024_14_LV_TB,2024,14,TB,LV,7,9,outdoors,grass,71.0,4.0,False
2024_14_JAX_TEN,2024,14,TEN,JAX,7,7,outdoors,grass,53.0,9.0,False
2024_14_SEA_ARI,2024,14,ARI,SEA,7,7,closed,grass,,,False
2024_14_BUF_LA,2024,14,LA,BUF,7,7,dome,matrixturf,,,True
2024_14_CHI_SF,2024,14,SF,CHI,7,10,outdoors,grass,65.0,4.0,False
2024_14_LAC_KC,2024,14,KC,LAC,9,7,outdoors,grass,50.0,10.0,False
2024_14_CIN_DAL,2024,14,DAL,CIN,11,8,closed,matrixturf,,,False
2024_15_LA_SF,2024,15,SF,LA,4,4,outdoors,grass,53.0,4.0,False
2024_15_DAL_CAR,2024,15,CAR,DAL,7,6,outdoors,grass,45.0,7.0,False
2024_15_KC_CLE,2024,15,CLE,KC,7,7,outdoors,grass,40.0,18.0,False
2024_15_MIA_HOU,2024,15,HOU,MIA,14,7,closed,astroturf,,,False
2024_15_NYJ_JAX,2024,15,JAX,NYJ,7,7,outdoors,grass,,,False
2024_15_WAS_NO,2024,15,NO,WAS,7,14,dome,sportturf,,,True
2024_15_BAL_NYG,2024,15,NYG,BAL,7,14,outdoors,fieldturf,36.0,6.0,False
2024_15_CIN_TEN,2024,15,TEN,CIN,7,6,outdoors,grass,52.0,12.0,False
2024_15_NE_ARI,2024,15,ARI,NE,7,14,closed,grass,,,False
2024_15_IND_DEN,2024,15,DEN,IND,13,14,outdoors,grass,55.0,15.0,False
2024_15_BUF_DET,2024,15,DET,BUF,10,7,dome,fieldturf,,,True
2024_15_TB_LAC,2024,15,LAC,TB,7,7,dome,matrixturf,,,True
2024_15_PIT_PHI,2024,15,PHI,PIT,7,7,outdoors,grass,37.0,5.0,False
2024_15_GB_SEA,2024,15,SEA,GB,7,10,outdoors,fieldturf,43.0,3.0,False
2024_15_CHI_MIN,2024,15,MIN,CHI,8,8,dome,sportturf,,,True
2024_15_ATL_LV,2024,15,LV,ATL,8,8,dome,grass,,,True
2024_16_DEN_LAC,2024,16,LAC,DEN,4,4,dome,matrixturf,,,True
2024_16_HOU_KC,2024,16,KC,HOU,6,6,outdoors,grass,30.0,5.0,False
2024_16_PIT_BAL,2024,16,BAL,PIT,6,6,outdoors,grass,35.0,15.0,False
2024_16_NYG_ATL,2024,16,ATL,NYG,6,7,closed,fieldturf,,,False
2024_16_ARI_CAR,2024,16,CAR,ARI,7,7,outdoors,grass,37.0,10.0,False
2024_16_DET_CHI,2024,16,CHI,DET,6,7,outdoors,grass,29.0,7.0,False
2024_16_CLE_CIN,2024,16,CIN,CLE,7,7,outdoors,fieldturf,33.0,6.0,False
2024_16_TEN_IND,2024,16,IND,TEN,7,7,closed,fieldturf,,,False
2024_16_LA_NYJ,2024,16,NYJ,LA,7,10,outdoors,fieldturf,23.0,8.0,False
2024_16_PHI_WAS,2024,16,WAS,PHI,7,7,outdoors,grass,32.0,8.0,False
2024_16_MIN_SEA,2024,16,SEA,MIN,7,6,outdoors,fieldturf,48.0,5.0,False
2024_16_NE_BUF,2024,16,BUF,NE,7,7,outdoors,a_turf,14.0,2.0,False
2024_16_JAX_LV,2024,16,LV,JAX,6,7,dome,grass,,,True
2024_16_SF_MIA,2024,16,MIA,SF,7,10,outdoors,grass,73.0,12.0,False
2024_16_TB_DAL,2024,16,DAL,TB,7,7,closed,matrixturf,,,False
2024_16_NO_GB,2024,16,GB,NO,8,8,outdoors,grass,34.0,12.0,False
2024_17_KC_PIT,2024,17,PIT,KC,4,4,outdoors,grass,39.0,2.0,False
2024_17_BAL_HOU,2024,17,HOU,BAL,4,4,closed,astroturf,,,False
2024_17_SEA_CHI,2024,17,CHI,SEA,4,4,outdoors,grass,47.0,5.0,False
2024_17_LAC_NE,2024,17,NE,LAC,6,9,outdoors,fieldturf,40.0,4.0,False
2024_17_DEN_CIN,2024,17,CIN,DEN,6,9,outdoors,fieldturf,60.0,8.0,False
2024_17_ARI_LA,2024,17,LA,ARI,6,6,dome,matrixturf,,,True
2024_17_NYJ_BUF,2024,17,BUF,NYJ,7,7,outdoors,a_turf,54.0,15.0,False
2024_17_TEN_JAX,2024,17,JAX,TEN,7,7,outdoors,grass,72.0,16.0,False
2024_17_LV_NO,2024,17,NO,LV,6,7,dome,sportturf,,,True
2024_17_IND_NYG,2024,17,NYG,IND,7,7,outdoors,fieldturf,54.0,0.0,False
2024_17_DAL_PHI,2024,17,PHI,DAL,7,7,outdoors,grass,62.0,10.0,False
2024_17_CAR_TB,2024,17,TB,CAR,7,7,outdoors,grass,76.0,8.0,False
2024_17_MIA_CLE,2024,17,CLE,MIA,7,7,outdoors,grass,54.0,15.0,False
2024_17_GB_MIN,2024,17,MIN,GB,7,6,dome,sportturf,,,True
2024_17_ATL_WAS,2024,17,WAS,ATL,7,7,outdoors,grass,58.0,10.0,False
2024_17_DET_SF,2024,17,SF,DET,8,8,outdoors,grass,,,False
2024_18_CLE_BAL,2024,18,BAL,CLE,10,6,outdoors,grass,31.0,16.0,False
2024_18_CIN_PIT,2024,18,PIT,CIN,10,7,outdoors,grass,19.0,10.0,False
2024_18_CAR_ATL,2024,18,ATL,CAR,7,7,closed,fieldturf,,,False
2024_18_WAS_DAL,2024,18,DAL,WAS,7,7,closed,matrixturf,,,False
2024_18_CHI_GB,2024,18,GB,CHI,7,10,outdoors,grass,16.0,13.0,False
2024_18_JAX_IND,2024,18,IND,JAX,7,7,closed,fieldturf,,,False
2024_18_BUF_NE,2024,18,NE,BUF,8,7,outdoors,fieldturf,33.0,14.0,False
2024_18_NYG_PHI,2024,18,PHI,NYG,7,7,outdoors,grass,31.0,19.0,False
2024_18_NO_TB,2024,18,TB,NO,7,7,outdoors,grass,68.0,6.0,False
2024_18_HOU_TEN,2024,18,TEN,HOU,7,11,outdoors,grass,35.0,10.0,False
2024_18_SF_ARI,2024,18,ARI,SF,8,6,closed,grass,,,False
2024_18_KC_DEN,2024,18,DEN,KC,8,11,outdoors,grass,28.0,5.0,False
2024_18_SEA_LA,2024,18,LA,SEA,8,10,dome,matrixturf,,,True
2024_18_LAC_LV,2024,18,LV,LAC,7,8,dome,grass,,,True
2024_18_MIA_NYJ,2024,18,NYJ,MIA,7,7,outdoors,fieldturf,34.0,10.0,False
2024_18_MIN_DET,2024,18,DET,MIN,6,7,dome,fieldturf,,,True
2024_19_LAC_HOU,2024,19,HOU,LAC,6,6,closed,astroturf,,,False
2024_19_PIT_BAL,2024,19,BAL,PIT,7,7,outdoors,grass,32.0,12.0,False
2024_19_DEN_BUF,2024,19,BUF,DEN,7,7,outdoors,a_turf,32.0,10.0,False
2024_19_GB_PHI,2024,19,PHI,GB,7,7,outdoors,grass,40.0,6.0,False
2024_19_WAS_TB,2024,19,TB,WAS,7,7,outdoors,grass,58.0,2.0,False
2024_19_MIN_LA,2024,19,LA,MIN,8,8,closed,grass,,,False
2024_20_HOU_KC,2024,20,KC,HOU,13,7,outdoors,grass,23.0,17.0,False
2024_20_WAS_DET,2024,20,DET,WAS,13,6,dome,fieldturf,,,True
2024_20_LA_PHI,2024,20,PHI,LA,7,6,outdoors,grass,34.0,8.0,False
2024_20_BAL_BUF,2024,20,BUF,BAL,7,8,outdoors,a_turf,19.0,4.0,False
2024_21_WAS_PHI,2024,21,PHI,WAS,7,8,outdoors,grass,40.0,11.0,False
2024_21_BUF_KC,2024,21,KC,BUF,8,7,outdoors,grass,31.0,8.0,False
2024_22_KC_PHI,2024,22,PHI,KC,14,14,dome,sportturf,,,True
2025_01_DAL_PHI,2025,1,PHI,DAL,7,7,outdoors,grass,75.0,11.0,False
2025_01_KC_LAC,2025,1,LAC,KC,7,7,dome,,,,True
2025_01_TB_ATL,2025,1,ATL,TB,7,7,closed,fieldturf,,,False
2025_01_CIN_CLE,2025,1,CLE,CIN,7,7,outdoors,grass,63.0,10.0,False
2025_01_MIA_IND,2025,1,IND,MIA,7,7,closed,fieldturf,,,False
2025_01_CAR_JAX,2025,1,JAX,CAR,7,7,outdoors,grass,85.0,3.0,False
2025_01_LV_NE,2025,1,NE,LV,7,7,outdoors,fieldturf,62.0,4.0,False
2025_01_ARI_NO,2025,1,NO,ARI,7,7,dome,sportturf,,,True
2025_01_PIT_NYJ,2025,1,NYJ,PIT,7,7,outdoors,fieldturf,67.0,3.0,False
2025_01_NYG_WAS,2025,1,WAS,NYG,7,7,outdoors,grass,68.0,5.0,False
2025_01_TEN_DEN,2025,1,DEN,TEN,7,7,outdoors,grass,84.0,6.0,False
2025_01_SF_SEA,2025,1,SEA,SF,7,7,outdoors,fieldturf,67.0,6.0,False
2025_01_DET_GB,2025,1,GB,DET,7,7,outdoors,grass,60.0,5.0,False
2025_01_HOU_LA,2025,1,LA,HOU,7,7,dome,matrixturf,,,True
2025_01_BAL_BUF,2025,1,BUF,BAL,7,7,outdoors,a_turf,58.0,8.0,False
2025_01_MIN_CHI,2025,1,CHI,MIN,7,7,outdoors,grass,68.0,6.0,False
2025_02_WAS_GB,2025,2,GB,WAS,4,4,outdoors,grass,65.0,7.0,False
2025_02_CLE_BAL,2025,2,BAL,CLE,7,7,outdoors,grass,82.0,3.0,False
2025_02_JAX_CIN,2025,2,CIN,JAX,7,7,outdoors,fieldturf,85.0,3.0,False
2025_02_NYG_DAL,2025,2,DAL,NYG,10,7,closed,matrixturf,,,False
2025_02_CHI_DET,2025,2,DET,CHI,7,6,dome,fieldturf,,,True
2025_02_NE_MIA,2025,2,MIA,NE,7,7,outdoors,grass,89.0,4.0,False
2025_02_SF_NO,2025,2,NO,SF,7,7,dome,sportturf,,,True
2025_02_BUF_NYJ,2025,2,NYJ,BUF,7,7,outdoors,fieldturf,80.0,3.0,False
