posteam,season,week,off_yards_per_play,off_yards_per_pass_attempt,def_yards_per_play_allowed,def_yards_per_pass_allowed
CLE,2023,13,4.7391305,5.2173915,6.5737705,7.5405407
CLE,2023,14,5.5211267,6.673913,3.9729729,4.3333335
CLE,2023,15,5.626866,7.102041,3.3714285,3.5333333
CLE,2023,16,5.4935064,7.9565215,3.6764705,3.528302
CLE,2023,17,7.37931,10.033334,5.2941175,5.28
CLE,2023,18,4.7115383,5.1875,5.377049,4.939394
CLE,2023,19,4.6285715,5.3461537,8.780488,12.727273
CLE,2024,1,3.2857144,3.142857,4.5084743,4.6571426
CLE,2024,2,4.5692306,4.736842,5.9814816,6.885714
CLE,2024,3,3.4920635,3.6875,5.212121,6.076923
CLE,2024,4,4.2280703,4.3095236,5.09434,4.4615383
CLE,2024,5,3.5932202,3.128205,6.6769233,7.9444447
CLE,2024,6,4.6037736,5.2,6.4827585,9.846154
CLE,2024,7,4.4155846,4.5789475,4.52,5.857143
CLE,2024,8,5.9850745,7.2954545,6.45,7.243902
CLE,2024,9,3.8421052,4.25,6.3703704,7.352941
CLE,2024,11,6.267606,7.4423075,8.482142,8.633333
CLE,2024,12,5.368421,7.193548,5.4117646,7.3714285
CLE,2024,13,6.5176473,7.6666665,6.8135595,8.333333
CLE,2024,14,4.347826,4.4666667,4.483333,5.4827585
CLE,2024,15,4.5254235,3.4390244,4.287671,4.547619
CLE,2024,16,4.3333335,3.5238094,5.9454546,6.361111
CLE,2024,17,3.631579,3.3469388,5.109091,7.617647
CLE,2024,18,4.2777777,4.783784,6.621212,7.0
CLE,2025,1,4.6056337,5.875,2.877551,3.5
CLE,2025,2,4.4722223,4.2156863,4.92,6.3030305
CLE,2025,3,3.9464285,3.3783784,3.85,4.935484
CLE,2025,4,3.90625,4.4736843,5.1666665,6.2222223
CLE,2025,5,4.878788,5.428571,5.8333335,6.4634147
CLE,2025,6,3.3066666,3.1551723,6.090909,7.612903
CLE,2025,7,3.9807692,5.0,3.8421052,3.5
CLE,2025,8,4.018868,4.1282053,6.854839,8.764706
DAL,2022,1,3.8888888,3.7608695,5.8,6.724138
DAL,2022,2,5.8103447,7.25,3.835821,4.2173915
DAL,2022,3,6.661017,6.935484,5.0149255,4.714286
DAL,2022,4,4.894737,7.6896553,4.183099,3.5555556
DAL,2022,5,4.745098,4.0,5.046875,5.8163266
DAL,2022,6,4.921875,4.763158,4.029851,4.5666666
DAL,2022,7,5.8245616,6.892857,5.571429,6.21875
DAL,2022,8,8.072727,8.642858,5.082192,5.121212
DAL,2022,10,5.329114,5.4583335,6.9666667,9.347826
DAL,2022,11,6.542857,9.75,3.3888888,2.9729729
DAL,2022,12,6.3382354,8.580646,5.357143,6.0555553
DAL,2022,13,5.8333335,5.15625,4.521739,4.9512196
DAL,2022,14,5.785714,6.8809524,5.1904764,8.035714
DAL,2022,15,5.364865,7.1764708,7.1857142,7.311111
DAL,2022,16,6.0142856,7.5227275,6.5,8.756098
DAL,2022,17,4.8783784,6.4772725,4.876923,5.404762
DAL,2022,18,2.7575758,3.0952382,5.0,7.4
DAL,2022,19,6.358209,8.540541,4.731707,4.8
DAL,2022,20,4.7,5.525,4.952381,6.2727275
DAL,2023,1,4.818182,5.72,2.6307693,2.4545455
DAL,2023,2,4.8375,6.575,4.7777777,5.6666665
DAL,2023,3,5.5466666,5.6666665,7.5849056,7.4166665
DAL,2023,4,5.787879,6.375,4.6,6.0882354
DAL,2023,5,4.1458335,4.6666665,6.3939395,9.653846
DAL,2023,6,5.8305087,7.105263,4.4590163,5.4651165
DAL,2023,8,6.5,7.414634,4.7,5.3783784
DAL,2023,9,5.8142858,6.5471697,4.9491525,6.625
DAL,2023,10,8.434211,10.630435,3.2037036,2.7567568
DAL,2023,11,4.830769,4.928571,3.2413793,2.1891892
DAL,2023,12,8.490196,10.088235,5.0133333,5.714286
DAL,2023,13,5.3076925,6.0425534,6.4444447,8.071428
DAL,2023,14,5.324324,6.0465117,6.230769,7.5172415
DAL,2023,15,3.4210527,3.2439024,5.709677,5.368421
DAL,2023,16,5.6666665,7.0,6.080645,7.4736843
DAL,2023,17,6.295082,7.878049,6.4615383,8.676471
DAL,2023,18,6.3768115,7.725,3.7708333,4.060606
DAL,2023,19,5.6483517,6.1714287,7.8490567,12.952381
DAL,2024,1,4.5084743,4.6571426,3.2857144,3.142857
DAL,2024,2,5.4307694,6.5111113,8.207547,14.235294
DAL,2024,3,5.7222223,6.4385967,7.8965516,11.058824
DAL,2024,4,5.88,7.607143,4.75,6.756098
DAL,2024,5,5.9333334,7.5333333,3.9649122,4.322581
DAL,2024,6,3.8615384,4.0612245,7.71875,9.8125
DAL,2024,8,5.051724,5.9,7.4603176,9.0
DAL,2024,9,5.135135,4.909091,5.9444447,7.7777777
DAL,2024,10,2.607143,1.53125,5.453125,6.9
DAL,2024,11,4.911392,5.2580647,6.516667,7.263158
DAL,2024,12,5.442623,7.1764708,6.1791043,6.7906976
DAL,2024,13,4.848485,5.3783784,4.1864405,4.585366
DAL,2024,14,5.4576273,4.8285713,6.904762,7.804348
DAL,2024,15,6.0441175,6.862069,4.7,5.0540543
DAL,2024,16,6.056604,7.9444447,5.857143,6.36
DAL,2024,17,4.4666667,4.580645,6.40678,10.368421
DAL,2024,18,5.04,6.3783784,5.0,4.5
DAL,2025,1,5.581818,5.617647,5.1694913,6.2727275
DAL,2025,2,5.759036,6.3157897,7.7846155,9.711111
DAL,2025,3,5.852941,5.7708335,7.0363636,10.344828
DAL,2025,4,6.5074625,7.780488,6.282051,7.695652
DAL,2025,5,7.446429,7.969697,5.2465754,4.7636366
DAL,2025,6,5.6346154,7.6764708,6.66129,7.4814816
DAL,2025,7,6.8333335,8.030303,5.34375,5.925
DAL,2025,8,4.9852943,6.2380953,7.642857,8.233334
DEN,2022,1,6.765625,7.3777776,5.5652175,6.16129
DEN,2022,2,5.484375,5.857143,4.051724,3.7560976
DEN,2022,3,3.8823528,4.390244,5.1346154,5.4242425
DEN,2022,4,6.2291665,7.7419353,5.375,5.3589745
DEN,2022,5,5.463768,6.088889,4.25,4.2765956
DEN,2022,6,4.690909,5.0,3.5783134,3.819672
DEN,2022,7,4.32,4.6875,5.019231,4.0625
DEN,2022,8,5.516667,7.1764708,4.6923075,3.6
DEN,2022,10,4.361111,5.244898,5.116667,6.7105265
DEN,2022,11,5.16129,6.6857142,6.564516,7.8421054
DEN,2022,12,4.3157897,3.325,5.46875,8.3
DEN,2022,13,5.230769,7.8846154,4.1911764,4.804348
DEN,2022,14,4.637681,4.8679247,6.78125,7.7727275
DEN,2022,15,5.0153847,4.7272725,4.0,4.097561
DEN,2022,16,5.2419353,5.571429,6.1904764,8.0
DEN,2022,17,4.651515,4.5116277,6.465517,7.4888887
DEN,2022,18,7.596774,9.4827585,5.2985077,6.361702
DEN,2023,1,4.5614033,4.638889,5.2352943,7.4827585
DEN,2023,2,6.435484,7.5,5.8208957,6.2
DEN,2023,3,6.1525426,7.5384617,10.385715,13.428572
DEN,2023,4,6.638298,7.290323,6.7285714,7.878049
DEN,2023,5,5.4385967,5.45,6.564516,6.030303
DEN,2023,6,3.98,3.8275862,5.8358207,7.0869565
DEN,2023,7,6.163636,6.935484,5.4262295,6.029412
DEN,2023,8,3.6923077,3.7,4.8070173,5.2727275
DEN,2023,10,4.4347825,5.5945945,7.0,6.607143
DEN,2023,11,5.6923075,6.7297297,5.5,5.9736843
DEN,2023,12,5.137931,5.56,3.857143,3.5
DEN,2023,13,4.87931,5.428571,5.6190476,7.5
DEN,2023,14,5.174603,6.1944447,4.223881,4.3125
DEN,2023,15,4.7213116,5.857143,7.0,7.3055553
DEN,2023,16,4.242424,4.7954545,5.2545457,6.6285715
DEN,2023,17,4.8461537,6.0555553,4.854839,5.6578946
DEN,2023,18,4.948276,6.025,5.730159,6.714286
DEN,2024,1,3.347826,3.4081633,5.3103447,6.62069
DEN,2024,2,5.267857,6.1025643,4.327586,5.269231
DEN,2024,3,5.6190476,6.3076925,3.982143,3.3
DEN,2024,4,3.5185184,2.5769231,3.5428572,3.9607842
DEN,2024,5,5.4259257,6.193548,5.030303,5.642857
DEN,2024,6,5.851852,6.357143,4.9027777,5.9736843
DEN,2024,7,6.6271186,5.969697,4.1846156,4.3333335
DEN,2024,8,5.661972,7.1666665,4.733333,5.3095236
DEN,2024,9,4.776119,5.571429,7.4905663,12.772727
DEN,2024,10,4.7272725,5.6060605,4.6153846,5.3469386
DEN,2024,11,6.6666665,8.514286,4.109091,5.1764708
DEN,2024,12,5.0,6.068182,5.0547943,5.220339
DEN,2024,13,6.8135595,8.333333,6.5176473,7.6666665
DEN,2024,15,3.3793104,3.8648648,4.3055553,4.0697675
DEN,2024,16,5.6349206,6.1363635,6.65,8.105263
DEN,2024,17,5.483333,6.025641,6.0240965,7.051724
DEN,2024,18,6.7605634,10.941176,2.969697,3.3043478
DEN,2024,19,5.3333335,6.642857,6.8,8.69697
DEN,2025,1,4.6231885,4.2093024,2.418182,1.8235294
DEN,2025,2,6.0,7.09375,7.0597014,8.210526
DEN,2025,3,5.6595745,5.75,4.7,5.1698112
DEN,2025,4,6.6883116,7.6136365,3.8095238,3.7586207
DEN,2025,5,5.0704226,5.681818,5.611111,5.8
DEN,2025,6,4.509091,5.6969695,1.4385965,0.2413793
DEN,2025,7,5.337662,5.3703704,5.5285716,7.0526314
DEN,2025,8,7.642857,8.233334,4.9852943,6.2380953
DEN,2025,9,4.403226,4.95,3.7222223,4.4680853
DET,2022,1,5.953846,5.5128207,6.4225354,7.181818
DET,2022,2,7.237288,6.324324,5.3783784,6.0545454
DET,2022,3,5.5466666,6.785714,5.753846,6.097561
DET,2022,4,7.7058825,8.790698,9.131147,10.9375
DET,2022,5,4.968254,5.6153846,6.8333335,8.772727
DET,2022,7,5.571429,6.21875,5.8245616,6.892857
DET,2022,8,6.894737,8.051282,7.836066,9.75
DET,2022,9,4.508772,5.269231,5.652174,6.75
DET,2022,10,5.586207,8.1,7.034483,6.3461537
DET,2022,11,5.4666667,6.3461537,5.657534,6.755102
DET,2022,12,4.8235292,5.8974357,5.418919,5.66
DET,2022,13,6.0833335,7.837209,4.785714,4.875
DET,2022,14,6.7246375,8.268292,6.6031747,8.565217
DET,2022,15,5.439394,6.631579,5.52459,7.275
DET,2022,16,6.145161,7.630435,8.921875,11.363636
DET,2022,17,7.567164,7.709677,4.6,3.3125
DET,2022,18,5.4915257,6.25,5.105263,6.322581
DET,2023,1,5.621212,7.142857,5.096774,6.022222
DET,2023,2,6.53125,8.540541,5.9545455,7.5227275
DET,2023,3,5.9180326,7.2352943,2.8153846,3.0434783
DET,2023,4,5.5833335,6.483871,4.2181816,4.8809524
DET,2023,5,6.6666665,7.266667,5.2615385,5.744186
DET,2023,6,5.602941,7.1666665,4.648148,5.275
DET,2023,7,4.6164384,4.2881355,9.333333,11.454545
DET,2023,8,6.177215,6.9473686,3.488889,3.0714285
DET,2023,10,8.770492,10.090909,6.1911764,8.195122
DET,2023,11,5.779661,5.8717947,4.785714,6.9310346
DET,2023,12,5.898734,6.5686274,6.9814816,7.9411764
DET,2023,13,6.3454547,7.5925927,5.5,8.032258
DET,2023,14,4.2380953,3.2564104,5.2,5.8536587
DET,2023,15,7.0,7.3055553,4.7213116,5.857143
DET,2023,16,5.213333,6.0,7.8,9.35
DET,2023,17,6.4615383,8.676471,6.295082,7.878049
DET,2023,18,6.803571,9.424242,6.4,7.4489794
DET,2023,19,6.480769,8.5,7.7272725,9.394737
DET,2023,20,5.8955226,6.173913,6.6885247,6.9583335
DET,2023,21,6.138889,6.0465117,6.515625,8.611111
DET,2024,1,5.9508195,6.677419,5.2297297,5.9607844
DET,2024,2,5.6463413,5.7719297,4.7173915,6.296296
DET,2024,3,5.681818,7.4615383,5.226415,6.0540543
DET,2024,4,8.145833,12.409091,6.531646,6.4603176
DET,2024,6,7.71875,9.8125,3.8615384,4.0612245
DET,2024,7,7.314815,8.5172415,7.226415,7.7297297
DET,2024,8,4.787234,2.652174,5.8591547,6.785714
DET,2024,9,5.0576925,5.9565215,6.5555553,6.875
DET,2024,10,5.4761906,7.806452,3.8153846,5.1842103
DET,2024,11,8.743243,12.675675,3.6170213,4.322581
DET,2024,12,5.5070424,6.35,5.625,5.9
DET,2024,13,5.869565,5.861111,5.101695,5.4583335
DET,2024,14,5.144737,6.72093,6.7954545,9.291667
DET,2024,15,6.9466667,7.83871,8.358209,10.513514
DET,2024,16,7.4375,9.969697,6.4745765,7.7608695
DET,2024,17,6.626866,7.810811,8.050847,9.674418
DET,2024,18,5.969697,6.1714287,4.3114753,3.4
DET,2024,20,8.015385,7.604651,6.802817,9.162162
DET,2025,1,3.859375,4.6511626,5.804348,8.304348
DET,2025,2,8.810345,11.724138,5.296875,5.775
DET,2025,3,6.5692306,7.137931,5.7818184,6.4615383
DET,2025,4,5.1666665,6.2222223,3.90625,4.4736843
DET,2025,5,6.220339,8.821428,5.551724,5.888889
DET,2025,6,5.6037736,6.645161,6.172414,7.2894735
DET,2025,7,5.830769,6.5,3.8181818,3.8181818
DET,2025,9,4.919355,5.714286,4.7818184,4.032258
GB,2022,1,5.745763,5.404762,6.47541,8.151515
GB,2022,2,6.3846154,7.5172415,5.5609756,3.5
GB,2022,3,5.266667,6.888889,4.8474574,5.4565215
GB,2022,4,6.2394366,6.6216216,4.672414,4.16
GB,2022,5,4.9344263,5.0487804,6.107143,7.677419
GB,2022,6,4.0289855,4.4489794,5.62,4.904762
GB,2022,7,5.0434785,5.7058825,5.0555553,5.8
GB,2022,8,6.3174605,6.090909,6.981132,8.533334
GB,2022,9,5.652174,6.75,4.508772,5.269231
GB,2022,10,6.9666667,9.347826,5.329114,5.4583335
GB,2022,11,4.55,5.292683,6.7377048,10.0
GB,2022,12,7.1458335,8.428572,6.423077,6.4
GB,2022,13,5.822581,5.757576,8.367347,9.357142
GB,2022,15,5.353846,6.2727275,3.627907,3.148148
GB,2022,16,4.903226,5.7380953,8.355556,10.888889
GB,2022,17,5.355932,5.5,6.0701756,7.205128
GB,2022,18,5.105263,6.322581,5.4915257,6.25
GB,2023,1,5.483333,8.266666,4.3472223,5.0816326
GB,2023,2,4.8913045,6.0740743,5.805195,6.7894735
GB,2023,3,5.0882354,5.78,4.2,4.605263
GB,2023,4,4.2181816,4.8809524,5.5833335,6.483871
GB,2023,5,5.0,6.2352943,4.6065574,5.3142858
GB,2023,7,5.4262295,6.029412,6.163636,6.935484
GB,2023,8,4.354839,4.6938777,5.1791043,7.4615383
GB,2023,9,6.0615387,7.1666665,3.4,4.3125
GB,2023,10,6.234375,7.0,5.4,5.1538463
GB,2023,11,5.6857142,6.7272725,6.47541,7.2272725
GB,2023,12,6.9814816,7.9411764,5.898734,6.5686274
GB,2023,13,6.0634923,6.6923075,5.5409837,5.5384617
GB,2023,14,4.8656716,4.8809524,6.814815,7.111111
GB,2023,15,5.6491227,6.365854,7.827586,10.69697
GB,2023,16,5.857143,7.266667,6.285714,8.0
GB,2023,17,6.647887,8.617647,4.1568627,4.0789475
GB,2023,18,7.4827585,9.088235,4.173913,5.4583335
GB,2023,19,7.8490567,12.952381,5.6483517,6.1714287
GB,2023,20,5.370968,5.5277777,5.7580647,6.219512
GB,2024,1,7.016949,6.783784,5.6164384,7.5789475
GB,2024,2,5.716418,8.764706,6.5,6.388889
GB,2024,3,6.40678,8.88,4.4716983,4.8863635
GB,2024,4,6.2266665,6.7894735,6.180328,8.393939
GB,2024,5,5.892857,7.37931,4.805195,4.9166665
GB,2024,6,6.4558825,7.8,5.509091,6.25
GB,2024,7,4.946429,5.4166665,3.413793,2.586207
GB,2024,8,6.640625,9.233334,6.964286,8.8529415
GB,2024,9,6.5555553,6.875,5.0576925,5.9565215
GB,2024,11,8.5348835,13.9,5.6666665,6.525
GB,2024,12,4.850746,6.24,5.2608695,6.34375
GB,2024,13,7.3207545,9.785714,5.626866,6.4259257
GB,2024,14,6.7954545,9.291667,5.144737,6.72093
GB,2024,15,6.0491805,8.321428,3.7142856,3.2142856
GB,2024,16,6.0597014,7.2,3.6981132,4.131579
GB,2024,17,4.706897,5.0,6.626866,8.454545
GB,2024,18,5.919355,6.3448277,4.0,4.625
GB,2024,19,5.1355934,5.7222223,5.196429,5.375
GB,2025,1,5.804348,8.304348,3.859375,4.6511626
GB,2025,2,6.655738,8.323529,3.59375,3.8431373
GB,2025,3,3.85,4.935484,3.9464285,3.3783784
GB,2025,4,6.282051,7.695652,6.5074625,7.780488
GB,2025,6,6.9322033,8.75,4.4262295,4.7777777
GB,2025,7,5.0576925,5.787879,4.714286,5.652174
GB,2025,8,7.2539682,9.526316,5.086207,5.05
GB,2025,9,5.857143,6.9736843,4.9074073,4.826087
HOU,2022,1,4.4925375,5.5365853,5.7444444,6.5185184
HOU,2022,2,4.051724,3.7560976,5.484375,5.857143
HOU,2022,3,5.7719297,7.181818,6.0666666,4.96
HOU,2022,4,6.5283017,5.5128207,6.730159,8.45
HOU,2022,5,4.5272727,5.28,5.861111,6.367347
HOU,2022,7,6.2153845,7.047619,7.5660377,8.428572
HOU,2022,8,3.24,3.6285715,6.2280703,3.2
HOU,2022,9,5.3157897,5.464286,5.967213,6.939394
HOU,2022,10,6.45,6.97561,5.5757575,8.608696
HOU,2022,11,2.8113208,3.375,5.1343284,6.964286
HOU,2022,12,3.5,3.893617,4.9852943,5.9148936
HOU,2022,13,4.564516,5.025,5.2586207,5.875
HOU,2022,14,5.1904764,8.035714,5.785714,6.8809524
HOU,2022,15,3.9464285,4.4848485,6.5454545,7.361702
HOU,2022,16,4.5396824,6.2222223,4.6896553,3.5714285
HOU,2022,17,4.1343284,4.571429,5.616667,5.419355
HOU,2022,18,5.5692306,7.1860466,5.6857142,5.4390244
HOU,2023,1,3.774648,4.1538463,4.5254235,6.193548
HOU,2023,2,5.131579,6.519231,6.303571,6.571429
HOU,2023,3,6.535714,9.387096,5.8550725,6.6666665
HOU,2023,4,6.7313433,10.548388,4.017857,3.71875
HOU,2023,5,5.3965516,7.114286,6.178082,8.95
HOU,2023,6,5.0508475,5.9666667,5.5128207,6.4339623
HOU,2023,8,4.017544,4.678571,3.672131,4.825
HOU,2023,9,7.78125,9.844444,5.269841,7.5588236
HOU,2023,10,7.3513513,8.878049,6.4576273,7.106383
HOU,2023,11,6.3636365,7.3333335,5.40678,6.4594593
HOU,2023,12,6.0689654,6.695652,6.5882354,9.384615
HOU,2023,13,5.6190476,7.5,4.87931,5.428571
HOU,2023,14,2.5961537,1.6363636,5.353846,6.6904764
HOU,2023,15,4.7222223,4.8,3.2380953,4.5
HOU,2023,16,3.6764705,3.528302,5.4935064,7.9565215
HOU,2023,17,5.114754,6.029412,3.528302,4.1875
HOU,2023,18,5.464286,8.580646,5.7460318,5.3333335
HOU,2023,19,8.780488,12.727273,4.6285715,5.3461537
HOU,2023,20,4.652174,5.285714,5.2537313,6.2
HOU,2024,1,5.5866666,5.763158,6.8863635,9.625
HOU,2024,2,5.1833334,6.025641,3.1060605,3.7083333
HOU,2024,3,4.774194,5.2941175,4.644068,4.875
HOU,2024,4,6.397059,7.7608695,5.508772,4.6
HOU,2024,5,6.3432837,8.523809,4.677966,5.142857
HOU,2024,6,6.0491805,5.257143,4.6190476,5.8809524
HOU,2024,7,3.413793,2.586207,4.946429,5.4166665
HOU,2024,8,5.3382354,6.8461537,4.9836063,4.6578946
HOU,2024,9,4.364865,4.2391305,5.4444447,5.6764708
HOU,2024,10,3.8153846,5.1842103,5.4761906,7.806452
HOU,2024,11,6.516667,7.263158,4.911392,5.2580647
HOU,2024,12,4.814815,5.95,5.796875,7.0285716
HOU,2024,13,5.6551723,5.9736843,5.4347825,6.1702127
HOU,2024,15,3.893617,3.4375,3.612903,4.0
HOU,2024,16,5.362069,5.8139534,5.5441175,6.3555555
HOU,2024,17,3.9074075,4.2105265,7.0819674,10.6
HOU,2024,18,6.5789475,5.866667,5.180328,7.870968
HOU,2024,19,6.3382354,7.769231,4.8333335,5.861111
HOU,2024,20,5.265625,5.609756,4.7234044,5.870968
HOU,2025,1,4.6491227,5.3235292,5.418182,7.0
HOU,2025,2,5.7826085,6.7419353,4.9315066,4.869565
HOU,2025,3,4.7719297,4.928571,4.4923077,5.0
HOU,2025,4,5.348485,7.0,3.8888888,3.9655173
HOU,2025,5,6.546875,8.142858,5.175,7.7619047
HOU,2025,7,3.6285715,4.0545454,4.8923078,5.742857
HOU,2025,8,6.418919,8.166667,5.0,5.4054055
HOU,2025,9,3.7222223,4.4680853,4.403226,4.95
IND,2022,1,5.7444444,6.5185184,4.4925375,5.5365853
IND,2022,2,4.5416665,4.6857142,5.030303,7.8333335
IND,2022,3,3.8235295,4.1860466,5.196721,6.785714
IND,2022,4,5.7936506,8.02439,5.020408,4.923077
IND,2022,5,4.25,4.2765956,5.463768,6.088889
IND,2022,6,5.736842,6.59322,6.440678,5.321429
IND,2022,7,4.5625,4.7708335,4.6545453,5.2727275
IND,2022,8,6.1320753,7.214286,5.9344263,7.736842
IND,2022,9,2.0166667,1.9047619,3.3606558,3.9117646
IND,2022,10,7.0677967,7.71875,4.753846,5.6585364
IND,2022,11,4.580645,5.138889,5.355932,6.733333
IND,2022,12,4.677419,5.1282053,4.880597,5.0
IND,2022,13,4.521739,4.9512196,5.8333335,5.15625
IND,2022,15,4.3846154,4.6216216,6.0581393,6.703125
IND,2022,16,3.48,2.9166667,4.953125,5.9722223
IND,2022,17,4.5,4.4,6.4590163,7.25
IND,2022,18,5.6857142,5.4390244,5.5692306,7.1860466
IND,2023,1,4.057971,4.9148936,5.0441175,7.0857143
IND,2023,2,6.303571,6.571429,5.131579,6.519231
IND,2023,3,3.892857,3.8367348,5.0555553,5.65
IND,2023,4,5.661017,6.90625,5.9871793,7.2045455
IND,2023,5,7.1666665,8.5,6.232143,7.5555553
IND,2023,6,4.72,5.233333,4.0689654,4.6857142
IND,2023,7,6.80597,10.566667,4.464789,4.3589745
IND,2023,8,5.5373135,4.7727275,7.876923,11.67742
IND,2023,9,3.7222223,4.535714,3.8732395,3.7083333
IND,2023,10,5.0,6.928571,5.0,5.7647057
IND,2023,12,5.7246375,5.4666667,5.321429,4.9210525
IND,2023,13,5.279412,6.375,4.775,5.25
IND,2023,14,4.5833335,5.318182,6.754386,10.37037
IND,2023,15,5.828125,6.34375,4.0,4.733333
IND,2023,16,3.925373,4.3913045,6.4444447,7.029412
IND,2023,17,6.730769,8.76,5.0,5.836735
IND,2023,18,5.7460318,5.3333335,5.464286,8.580646
IND,2024,1,6.8863635,9.625,5.5866666,5.763158
IND,2024,2,6.5,6.388889,5.716418,8.764706
IND,2024,3,6.0784316,7.4545455,4.702381,5.928571
IND,2024,4,5.698413,6.939394,6.029851,7.268293
IND,2024,5,6.5882354,7.38,8.719298,10.911765
IND,2024,6,4.0757575,4.8717947,4.3818183,3.6666667
IND,2024,7,4.75,5.62069,5.029851,5.322581
IND,2024,8,4.9836063,4.6578946,5.3382354,6.8461537
IND,2024,9,4.75,5.3,5.9428573,7.325
IND,2024,10,5.9180326,6.1538463,6.0289855,7.365854
IND,2024,11,4.811594,7.3030305,4.8653846,5.121212
IND,2024,12,5.625,5.9,5.5070424,6.35
IND,2024,13,4.413793,4.8,6.4242425,7.075
IND,2024,15,4.3055553,4.0697675,3.3793104,3.8648648
IND,2024,16,7.387097,9.571428,5.37931,6.675676
IND,2024,17,6.027027,7.804878,8.040816,13.083333
IND,2024,18,5.571429,5.860465,4.8636365,6.1944447
IND,2025,1,5.9714284,8.545455,4.5319147,3.9189188
IND,2025,2,7.0597014,8.210526,6.0,7.09375
IND,2025,3,7.36,9.148149,4.3384614,4.6222224
IND,2025,4,6.072727,7.0857143,6.925373,8.318182
IND,2025,5,5.2295084,6.3142858,4.5538464,4.756098
IND,2025,6,6.375,6.818182,5.714286,6.893617
IND,2025,7,7.3818183,8.055555,6.0135136,6.803279
IND,2025,8,8.076923,7.4,5.1666665,5.595238
IND,2025,9,5.0410957,5.7090907,3.7666667,4.820513
JAX,2022,1,6.0793653,5.7826085,5.710145,6.8297873
JAX,2022,2,5.030303,7.8333335,4.5416665,4.6857142
JAX,2022,3,5.635135,6.585366,5.37931,6.2340426
JAX,2022,4,4.7608695,5.4814816,5.386667,6.6
JAX,2022,5,5.861111,6.367347,4.5272727,5.28
JAX,2022,6,6.440678,5.321429,5.736842,6.59322
JAX,2022,7,6.878788,7.0454545,6.2285714,6.9444447
JAX,2022,8,4.6923075,3.6,5.516667,7.1764708
JAX,2022,9,6.121212,8.59375,5.631579,6.5263157
JAX,2022,10,5.163934,5.5208335,7.9836063,9.275
JAX,2022,12,5.387097,6.9069767,6.147059,7.7894735
JAX,2022,13,4.785714,4.875,6.0833335,7.837209
JAX,2022,14,6.402985,8.522727,5.8095236,5.4444447
JAX,2022,15,7.1857142,7.311111,5.364865,7.1764708
JAX,2022,16,5.4117646,7.25,4.053571,4.8
JAX,2022,17,5.616667,5.419355,4.1343284,4.571429
JAX,2022,18,5.022222,6.151515,4.3333335,5.1714287
JAX,2022,19,5.5211267,5.62,4.720588,5.6595745
JAX,2022,20,5.915254,5.428571,5.6,5.820513
JAX,2023,1,5.0441175,7.0857143,4.057971,4.9148936
JAX,2023,2,4.234375,4.52,6.639344,7.4
JAX,2023,3,5.8550725,6.6666665,6.535714,9.387096
JAX,2023,4,4.9836063,6.5,5.0350876,4.611111
JAX,2023,5,5.8170733,6.574468,7.203704,8.581395
JAX,2023,6,4.0689654,4.6857142,4.72,5.233333
JAX,2023,7,6.3018866,8.0,4.6477275,5.1833334
JAX,2023,8,5.742424,7.8055553,4.142857,4.4693875
JAX,2023,10,4.0925927,4.3333335,7.7192984,9.766666
JAX,2023,11,5.637681,7.857143,6.5833335,7.35
JAX,2023,12,6.5882354,9.384615,6.0689654,6.695652
JAX,2023,13,5.529412,6.869565,6.8194447,8.476191
JAX,2023,14,3.9729729,4.3333335,5.5211267,6.673913
JAX,2023,15,5.4590163,6.2291665,5.7391305,5.645161
JAX,2023,16,4.84127,5.611111,4.8285713,7.0
JAX,2023,17,5.534483,6.448276,2.3396227,1.7692307
JAX,2023,18,5.4848485,6.4444447,6.3461537,5.2413793
JAX,2024,1,5.34,5.88,6.1538463,8.04878
JAX,2024,2,5.9814816,6.885714,4.5692306,4.736842
JAX,2024,3,3.514706,2.8461537,6.59322,8.542857
JAX,2024,4,5.508772,4.6,6.397059,7.7608695
JAX,2024,5,8.719298,10.911765,6.5882354,7.38
JAX,2024,6,4.65,5.181818,6.4827585,7.7352943
JAX,2024,7,6.1,9.363636,5.3636365,6.395349
JAX,2024,8,6.964286,8.8529415,6.640625,9.233334
JAX,2024,9,4.230769,4.5135136,6.150685,7.529412
JAX,2024,10,3.3255813,3.4814816,5.0375,6.1904764
JAX,2024,11,3.6170213,4.322581,8.743243,12.675675
JAX,2024,13,5.4347825,6.1702127,5.6551723,5.9736843
JAX,2024,14,5.140351,6.617647,4.387097,4.2941175
JAX,2024,15,5.3974357,6.0,7.4444447,8.7027025
JAX,2024,16,5.0491805,5.9,4.9692307,6.142857
JAX,2024,17,5.285714,7.269231,5.265625,5.263158
JAX,2024,18,4.8636365,6.1944447,5.571429,5.860465
JAX,2025,1,6.3333335,6.0,4.266667,4.575
JAX,2025,2,5.714286,6.0,5.3846154,6.2916665
JAX,2025,3,4.4923077,5.0,4.7719297,4.928571
JAX,2025,4,5.5,5.5,6.109375,7.780488
JAX,2025,5,5.9074073,7.457143,7.5555553,8.021739
JAX,2025,6,4.029412,4.4,6.8627453,10.068966
JAX,2025,7,4.8378377,4.9473686,4.7413793,5.4117646
JAX,2025,9,4.8289475,6.0,5.4262295,6.3636365
KC,2022,1,7.3939395,8.902439,4.453125,4.5652175
KC,2022,2,6.1538463,6.2777777,5.5068493,6.52
