posteam,season,week,off_yards_per_play,off_yards_per_pass_attempt,def_yards_per_play_allowed,def_yards_per_pass_allowed
KC,2022,3,5.196721,6.785714,3.8235295,4.1860466
KC,2022,4,5.4155846,5.883721,6.3728814,7.037736
KC,2022,5,5.347826,5.8163266,6.631579,6.848485
KC,2022,6,6.344262,7.2340426,6.4428573,7.6363635
KC,2022,7,9.672728,11.27027,6.267606,6.6153846
KC,2022,9,5.445652,6.217949,4.893617,3.0
KC,2022,10,7.9836063,9.275,5.163934,5.5208335
KC,2022,11,7.967213,9.105263,5.6153846,7.081081
KC,2022,12,6.0694447,7.7391305,3.6851852,3.6333334
KC,2022,13,6.462963,7.096774,6.765625,8.388889
KC,2022,14,6.78125,7.7727275,4.637681,4.8679247
KC,2022,15,6.5454545,7.361702,3.9464285,4.4848485
KC,2022,16,5.8235292,7.354839,4.5616436,4.8636365
KC,2022,17,6.465517,7.4888887,4.651515,4.5116277
KC,2022,18,6.5,6.774194,4.1641793,4.6938777
KC,2022,20,5.6,5.820513,5.915254,5.428571
KC,2022,21,5.409091,6.591837,4.904762,5.244898
KC,2022,22,6.8039217,7.6666665,5.739726,7.4761906
KC,2023,1,5.096774,6.022222,5.621212,7.142857
KC,2023,2,6.639344,7.4,4.234375,4.52
KC,2023,3,6.260274,8.073171,3.9803922,3.7586207
KC,2023,4,6.296875,7.0857143,5.827586,5.7619047
KC,2023,5,5.285714,6.3333335,4.9104476,5.285714
KC,2023,6,5.8358207,7.0869565,3.98,3.8275862
KC,2023,7,7.822581,9.911111,5.983333,6.25
KC,2023,8,4.8070173,5.2727275,3.6923077,3.7
KC,2023,9,5.09434,5.7647057,5.034483,4.7894735
KC,2023,11,4.60274,4.2040815,4.72549,4.607143
KC,2023,12,6.464286,7.9473686,6.172414,6.714286
KC,2023,13,5.5409837,5.5384617,6.0634923,6.6923075
KC,2023,14,5.580645,6.0444446,4.7,4.7291665
KC,2023,15,5.706897,6.902439,4.0392156,4.4
KC,2023,16,4.1621623,4.793103,4.22,2.0869565
KC,2023,17,7.352941,7.4242425,3.7042253,4.25
KC,2023,18,4.637931,5.4857144,4.4125,5.1754384
KC,2023,19,5.4533334,7.0465117,4.4745765,4.840909
KC,2023,20,8.5348835,9.6,4.717949,5.326087
KC,2023,21,4.6,5.6363635,6.017857,6.173913
KC,2023,22,5.759494,6.5636363,5.4714284,6.785714
KC,2024,1,7.2244897,9.193548,6.108108,6.576923
KC,2024,2,4.766667,5.1875,5.2459016,6.1707315
KC,2024,3,5.188406,5.8809524,5.672727,7.387097
KC,2024,4,6.0363636,7.147059,4.226415,5.827586
KC,2024,5,6.012987,7.8636365,4.3137255,4.868421
KC,2024,7,5.0151515,5.8125,5.4385967,6.131579
KC,2024,8,5.265625,6.634146,4.3207545,5.9411764
KC,2024,9,4.626506,5.38,5.4615383,5.75
KC,2024,10,4.6153846,5.3469386,4.7272725,5.6060605
KC,2024,11,4.980769,5.1714287,5.3333335,6.822222
KC,2024,12,5.75,6.0851064,5.6949153,6.725
KC,2024,13,5.076923,5.3137255,7.0,8.594595
KC,2024,14,4.7619047,5.2619047,5.0526314,5.9722223
KC,2024,15,4.287671,4.547619,4.5254235,3.4390244
KC,2024,16,5.5441175,6.3555555,5.362069,5.8139534
KC,2024,17,6.59322,8.3,4.9863014,4.5208335
KC,2024,18,2.969697,3.3043478,6.7605634,10.941176
KC,2024,20,4.7234044,5.870968,5.265625,5.609756
KC,2024,21,6.114754,7.885714,5.3428574,6.3157897
KC,2024,22,5.4313726,5.75,5.2089553,9.0
KC,2025,1,5.9827585,6.510638,6.745763,8.292683
KC,2025,2,5.1578946,6.2894735,3.892857,4.2
KC,2025,3,4.828125,5.02439,4.6065574,4.6842103
KC,2025,4,5.6617646,6.585366,6.792453,5.875
KC,2025,5,7.5555553,8.021739,5.9074073,7.457143
KC,2025,6,6.172414,7.2894735,5.6037736,6.645161
KC,2025,7,5.9054055,7.75,3.1666667,3.55
KC,2025,8,6.560606,7.875,5.0,6.0
KC,2025,9,5.293103,5.974359,6.428571,8.966666
LA,2022,1,3.6818182,3.9387755,7.263158,8.736842
LA,2022,2,5.3492064,7.3513513,4.614035,5.757576
LA,2022,3,7.75,9.0,4.5061727,4.887097
LA,2022,4,3.5205479,3.642857,6.6734695,8.642858
LA,2022,5,5.046875,5.8163266,4.745098,4.0
LA,2022,6,5.9508195,7.3235292,4.744186,4.7826085
LA,2022,8,4.090909,4.6666665,7.076923,8.862069
LA,2022,9,3.8333333,4.451613,4.1410255,4.6896553
LA,2022,10,4.355932,4.75,4.671875,5.55
LA,2022,11,5.508197,5.857143,6.0185184,7.34375
LA,2022,12,3.6851852,3.6333334,6.0694447,7.7391305
LA,2022,13,5.0634923,4.8,6.859375,8.0
LA,2022,14,4.7966104,5.575,5.206897,6.304348
LA,2022,15,3.627907,3.148148,5.353846,6.2727275
LA,2022,16,6.1904764,8.0,5.2419353,5.571429
LA,2022,17,5.9148936,5.0,6.951613,7.709677
LA,2022,18,4.6551723,4.15625,5.826087,6.918919
LA,2023,1,5.4615383,8.794871,3.9130435,3.4827585
LA,2023,2,5.012987,5.322034,6.759259,7.923077
LA,2023,3,5.6153846,5.7,4.4428573,4.84
LA,2023,4,5.9871793,7.2045455,5.661017,6.90625
LA,2023,5,4.5272727,4.756098,5.820513,7.72093
LA,2023,6,7.207547,7.8846154,4.8055553,5.826087
LA,2023,7,5.6507936,6.939394,5.8846154,7.714286
LA,2023,8,4.7,5.3783784,6.5,7.414634
LA,2023,9,3.4,4.3125,6.0615387,7.1666665
LA,2023,11,4.637931,5.6969695,4.7868853,5.4390244
LA,2023,12,6.9242425,6.7941175,4.4545455,4.38
LA,2023,13,6.5737705,7.5405407,4.7391305,5.2173915
LA,2023,14,5.630137,6.409091,6.366197,7.037037
LA,2023,15,6.0405407,6.783784,5.12069,6.0731707
LA,2023,16,7.0,9.285714,5.8965516,7.0227275
LA,2023,17,6.5333333,7.5263157,5.80597,6.36
LA,2023,18,4.209677,5.225806,5.263158,6.0333333
LA,2023,19,7.7272725,9.394737,6.480769,8.5
LA,2024,1,5.2297297,5.9607844,5.9508195,6.677419
LA,2024,2,4.7115383,6.0,7.887097,11.807693
LA,2024,3,5.3818183,6.827586,6.5384617,8.552631
LA,2024,4,5.5689654,6.151515,5.1153846,5.1153846
LA,2024,5,4.805195,4.9166665,5.892857,7.37931
LA,2024,7,5.22,6.0,4.2266665,4.2391305
LA,2024,8,6.1904764,8.205882,5.6530614,7.4827585
LA,2024,9,5.382353,6.7727275,5.821918,7.6976743
LA,2024,10,4.880597,5.244898,4.5961537,5.516129
LA,2024,11,8.4375,10.925926,5.3055553,6.311111
LA,2024,12,4.8333335,4.9534883,7.318182,7.269231
LA,2024,13,6.1320753,6.3846154,4.768116,4.95
LA,2024,14,6.3472223,10.666667,8.240741,10.195122
LA,2024,15,4.646154,6.107143,3.6037736,3.764706
LA,2024,16,5.2340426,5.7894735,5.095238,5.7272725
LA,2024,17,4.8679247,6.090909,5.3513513,5.5185184
LA,2024,18,6.1060605,7.0434785,6.3584905,7.0
LA,2024,19,5.979592,6.965517,3.8028169,3.5294118
LA,2024,20,5.742857,5.92,5.85,2.8666666
LA,2025,1,5.418182,7.0,4.6491227,5.3235292
LA,2025,2,7.8070173,8.529411,3.9375,3.6585367
LA,2025,3,5.476923,5.7647057,4.5873017,5.368421
LA,2025,4,6.925373,8.318182,6.072727,7.0857143
LA,2025,5,7.2380953,8.042553,4.9634147,6.7959185
LA,2025,6,4.9591837,5.862069,4.0,3.6923077
LA,2025,7,4.7413793,5.4117646,4.8378377,4.9473686
LA,2025,9,6.0547943,7.852941,5.74359,6.68
LAC,2022,1,5.6666665,8.057143,5.614035,5.818182
LAC,2022,2,5.5068493,6.52,6.1538463,6.2777777
LAC,2022,3,5.37931,6.2340426,5.635135,6.585366
LAC,2022,4,6.730159,8.45,6.5283017,5.5128207
LAC,2022,5,6.970149,6.368421,6.8153844,7.1944447
LAC,2022,6,3.5783134,3.819672,4.690909,5.0
LAC,2022,7,4.768116,5.2280703,6.655738,6.6666665
LAC,2022,9,5.0149255,5.6363635,5.25,4.5925927
LAC,2022,10,4.25,4.7674417,5.6231885,7.733333
LAC,2022,11,5.6153846,7.081081,7.967213,9.105263
LAC,2022,12,4.90625,5.296296,5.71875,6.2727275
LAC,2022,13,5.3013697,5.888889,6.8474574,8.333333
LAC,2022,14,5.7105265,6.428571,4.4693875,4.6969695
LAC,2022,15,5.447761,6.7674417,5.089286,5.1875
LAC,2022,16,4.953125,5.9722223,3.48,2.9166667
LAC,2022,17,6.951613,7.709677,5.9148936,5.0
LAC,2022,18,5.2985077,6.361702,7.596774,9.4827585
LAC,2022,19,4.720588,5.6595745,5.5211267,5.62
LAC,2023,1,5.6973686,5.4,8.539682,10.282609
LAC,2023,2,5.212121,6.288889,5.4126983,6.8965516
LAC,2023,3,7.5555553,9.14,6.0897436,6.4545455
LAC,2023,4,5.355932,6.032258,3.826087,4.0869565
LAC,2023,6,4.4590163,5.4651165,5.8305087,7.105263
LAC,2023,7,5.983333,6.25,7.822581,9.911111
LAC,2023,8,5.415385,7.292683,4.790323,5.625
LAC,2023,9,3.4727273,3.3513513,3.5064936,3.6724138
LAC,2023,10,6.1911764,8.195122,8.770492,10.090909
LAC,2023,11,6.47541,7.2272725,5.6857142,6.7272725
LAC,2023,12,4.2272725,4.7058825,5.4179106,4.8055553
LAC,2023,13,4.118644,5.605263,4.145161,3.7272727
LAC,2023,14,4.223881,4.3125,5.174603,6.1944447
LAC,2023,15,5.174603,6.75,6.0,6.864865
LAC,2023,16,4.1538463,4.4615383,6.4423075,10.173913
LAC,2023,17,4.854839,5.6578946,4.8461537,6.0555553
LAC,2023,18,4.4125,5.1754384,4.637931,5.4857144
LAC,2024,1,6.1153846,5.285714,5.016949,5.75
LAC,2024,2,5.693548,6.2727275,3.4565217,2.586207
LAC,2024,3,3.6888888,4.2,5.5238094,6.742857
LAC,2024,4,4.226415,5.827586,6.0363636,7.147059
LAC,2024,6,4.9027777,5.9736843,5.851852,6.357143
LAC,2024,7,6.269841,8.0,6.207547,7.2413793
LAC,2024,8,6.015873,8.052631,5.382353,5.285714
LAC,2024,9,6.3703704,7.352941,3.8421052,4.25
LAC,2024,10,5.6545453,8.391304,5.6666665,5.4848485
LAC,2024,11,7.016129,8.439024,5.794872,6.7272725
LAC,2024,12,4.75,5.25,6.6271186,7.375
LAC,2024,13,4.3636365,4.4333334,4.5454545,5.85
LAC,2024,14,5.0526314,5.9722223,4.7619047,5.2619047
LAC,2024,15,4.2916665,4.7027025,7.552239,10.266666
LAC,2024,16,6.65,8.105263,5.6349206,6.1363635
LAC,2024,17,5.5584416,6.976744,3.7708333,3.5454545
LAC,2024,18,6.7042255,9.973684,5.638298,6.324324
LAC,2024,19,4.8333335,5.861111,6.3382354,7.769231
LAC,2025,1,6.745763,8.292683,5.9827585,6.510638
LAC,2025,2,6.018868,8.1875,3.353846,3.4791667
LAC,2025,3,4.7,5.1698112,5.6595745,5.75
LAC,2025,4,5.9649124,4.7727275,3.6,3.7333333
LAC,2025,5,5.3492064,5.974359,7.203704,8.580646
LAC,2025,6,6.296875,6.74359,6.089286,5.7777777
LAC,2025,7,6.0135136,6.803279,7.3818183,8.055555
LAC,2025,8,5.9857144,8.058824,3.4893618,3.6111112
LAC,2025,9,5.375,6.6410255,4.681818,4.769231
LV,2022,1,5.614035,5.818182,5.6666665,8.057143
LV,2022,2,5.3114753,6.1707315,5.2125,5.226415
LV,2022,3,6.0,6.4693875,6.8490567,9.0
LV,2022,4,5.375,5.3589745,6.2291665,7.7419353
LV,2022,5,6.631579,6.848485,5.347826,5.8163266
LV,2022,7,7.5660377,8.428572,6.2153845,7.047619
LV,2022,8,3.3454545,3.372093,5.825397,7.451613
LV,2022,9,5.631579,6.5263157,6.121212,8.59375
LV,2022,10,4.753846,5.6585364,7.0677967,7.71875
LV,2022,11,6.564516,7.8421054,5.16129,6.6857142
LV,2022,12,7.4805193,7.769231,6.016129,7.8809524
LV,2022,13,6.8474574,8.333333,5.3013697,5.888889
LV,2022,14,5.206897,6.304348,4.7966104,5.575
LV,2022,15,4.8125,5.1463413,5.095238,3.6764705
LV,2022,16,3.8653846,4.457143,5.3030305,6.25
LV,2022,17,7.5757575,10.368421,7.616667,8.114285
LV,2022,18,4.1641793,4.6938777,6.5,6.774194
LV,2023,1,5.2352943,7.4827585,4.5614033,4.638889
LV,2023,2,6.1538463,7.44,6.2777777,6.8461537
LV,2023,3,5.352941,6.04,5.661017,7.9333334
LV,2023,4,3.826087,4.0869565,5.355932,6.032258
LV,2023,5,4.6065574,5.3142858,5.0,6.2352943
LV,2023,6,5.66129,8.060606,4.7272725,4.756757
LV,2023,7,3.852459,4.1702127,4.880597,5.212121
LV,2023,8,3.488889,3.0714285,6.177215,6.9473686
LV,2023,9,5.661017,8.36,4.3968253,4.1860466
LV,2023,10,4.419355,4.2,5.7936506,6.7608695
LV,2023,11,5.016949,6.0465117,6.3134327,8.04878
LV,2023,12,6.172414,6.714286,6.464286,7.9473686
LV,2023,14,3.8113208,4.0555553,3.2535212,2.6086957
LV,2023,15,6.0,6.864865,5.174603,6.75
LV,2023,16,4.22,2.0869565,4.1621623,4.793103
LV,2023,17,5.0,5.836735,6.730769,8.76
LV,2023,18,5.730159,6.714286,4.948276,6.025
LV,2024,1,5.016949,5.75,6.1153846,5.285714
LV,2024,2,4.423729,5.418605,5.8688526,6.9166665
LV,2024,3,5.55,6.347826,6.362319,7.65
LV,2024,4,5.09434,4.4615383,4.2280703,4.3095236
LV,2024,5,5.030303,5.642857,5.4259257,6.193548
LV,2024,6,4.508197,5.1904764,4.836066,4.3939395
LV,2024,7,4.2266665,4.2391305,5.22,6.0
LV,2024,8,4.3207545,5.9411764,5.265625,6.634146
LV,2024,9,3.677966,4.076923,5.4347825,6.1707315
LV,2024,11,5.2063494,5.7291665,5.6031747,7.324324
LV,2024,12,5.0547943,5.220339,5.0,6.068182
LV,2024,13,7.0,8.594595,5.076923,5.3137255
LV,2024,14,4.5555553,4.9268293,7.118644,8.0
LV,2024,15,3.890625,4.688889,4.5789475,4.5238094
LV,2024,16,4.9692307,6.142857,5.0491805,5.9
LV,2024,17,5.4166665,6.4444447,5.075472,4.904762
LV,2024,18,5.638298,6.324324,6.7042255,9.973684
LV,2025,1,6.5,9.052631,4.9411764,5.3396225
LV,2025,2,3.353846,3.4791667,6.018868,8.1875
LV,2025,3,5.5625,7.5142856,7.5471697,9.136364
LV,2025,4,7.0,6.6363635,4.25,5.285714
LV,2025,5,4.5538464,4.756098,5.2295084,6.3142858
LV,2025,6,4.240741,6.32,3.8793104,3.7209303
LV,2025,7,3.1666667,3.55,5.9054055,7.75
LV,2025,9,5.4262295,6.3636365,4.8289475,6.0
MIA,2022,1,5.385965,6.7222223,5.1509433,5.909091
MIA,2022,2,7.927536,9.039216,8.759259,11.193548
MIA,2022,3,5.4358974,7.7727275,5.5842695,6.042857
MIA,2022,4,6.3,7.794872,6.233333,8.942857
MIA,2022,5,4.7580647,4.388889,6.1320753,8.0
MIA,2022,6,6.189189,7.214286,4.9183674,4.647059
MIA,2022,7,6.114754,7.2894735,5.0147057,5.5416665
MIA,2022,8,7.836066,9.75,6.894737,8.051282
MIA,2022,9,7.66,9.870968,5.3,6.0
MIA,2022,10,7.671875,8.705882,4.885246,5.285714
MIA,2022,12,4.9852943,5.9148936,3.5,3.893617
MIA,2022,13,6.8444443,7.4324327,4.6578946,5.111111
MIA,2022,14,4.4693875,4.6969695,5.7105265,6.428571
MIA,2022,15,6.9827585,6.5882354,6.352113,6.9069767
MIA,2022,16,8.355556,10.888889,4.903226,5.7380953
MIA,2022,17,4.826087,5.840909,4.5636363,4.8055553
MIA,2022,18,4.71875,4.3030305,3.528302,4.5151515
MIA,2022,19,3.3285713,3.7307692,5.9859157,6.7916665
MIA,2023,1,8.539682,10.282609,5.6973686,5.4
MIA,2023,2,6.5,7.75,4.1285715,4.638298
MIA,2023,3,10.385715,13.428572,6.1525426,7.5384617
MIA,2023,4,6.661017,6.142857,8.038462,10.931034
MIA,2023,5,10.096154,9.967742,3.9411764,4.837209
MIA,2023,6,6.903226,8.1875,4.352941,4.372093
MIA,2023,7,5.0833335,5.5277777,5.523077,7.5833335
MIA,2023,8,5.614286,6.591837,4.4,4.40625
MIA,2023,9,5.034483,4.7894735,5.09434,5.7647057
MIA,2023,11,6.3134327,8.04878,5.016949,6.0465117
MIA,2023,12,5.925373,7.15625,2.8909092,2.8888888
MIA,2023,13,6.881356,11.32,4.490909,4.3
MIA,2023,14,5.304348,5.4390244,5.970588,8.047619
MIA,2023,15,5.309091,7.3448277,1.8727273,1.8604652
MIA,2023,16,6.080645,7.4736843,5.6666665,7.0
MIA,2023,17,5.597015,5.340909,9.301887,13.730769
MIA,2023,18,5.7291665,6.0,6.3333335,8.8
MIA,2023,19,4.4745765,4.840909,5.4533334,7.0465117
MIA,2024,1,6.1538463,8.04878,5.34,5.88
MIA,2024,2,4.68,5.2954545,5.952381,7.1
MIA,2024,3,3.6607144,3.7435896,6.413793,7.2972975
MIA,2024,4,3.3454545,3.6666667,4.0,4.7727275
MIA,2024,5,4.894737,5.027027,5.537037,4.388889
MIA,2024,7,5.029851,5.322581,4.75,5.62069
MIA,2024,8,5.890625,6.0,6.290323,8.405405
MIA,2024,9,6.338983,7.6,5.5423727,6.02439
MIA,2024,10,4.5961537,5.516129,4.880597,5.244898
MIA,2024,11,5.6031747,7.324324,5.2063494,5.7291665
MIA,2024,12,5.952381,7.3333335,4.3174605,4.510638
MIA,2024,13,5.626866,6.4259257,7.3207545,9.785714
MIA,2024,14,5.712121,7.0,6.3809524,7.595238
MIA,2024,15,3.612903,4.0,3.893617,3.4375
MIA,2024,16,6.0634923,6.3235292,6.338983,7.2045455
MIA,2024,17,5.109091,7.617647,3.631579,3.3469388
MIA,2024,18,4.9117646,4.4791665,5.984127,6.425
MIA,2025,1,4.5319147,3.9189188,5.9714284,8.545455
MIA,2025,2,6.8846154,8.027027,6.3773584,8.0
MIA,2025,3,4.677966,4.4,6.3157897,7.0625
MIA,2025,4,5.357143,6.7777777,6.706897,7.6285715
MIA,2025,5,4.6792455,5.85,6.790323,5.5454545
MIA,2025,6,6.089286,5.7777777,6.296875,6.74359
MIA,2025,7,3.8421052,3.5,3.9807692,5.0
MIA,2025,8,5.2,7.035714,4.4583335,5.25
MIA,2025,9,5.442623,5.857143,6.296296,7.5555553
MIN,2022,1,6.47541,8.151515,5.745763,5.404762
MIN,2022,2,4.4745765,4.44,7.147059,8.973684
MIN,2022,3,5.753846,6.097561,5.5466666,6.785714
MIN,2022,4,5.1343284,6.2619047,5.862069,7.387097
MIN,2022,5,6.013889,7.25,5.6458335,7.9333334
MIN,2022,6,4.9183674,4.647059,6.189189,7.214286
MIN,2022,8,5.602941,5.404762,5.357143,6.25
MIN,2022,9,4.6307693,5.6976743,4.4,4.2352943
MIN,2022,10,6.179487,6.25,6.75,7.9
MIN,2022,11,3.3888888,2.9729729,6.542857,9.75
MIN,2022,12,5.523077,7.717949,7.5740743,8.878049
MIN,2022,13,4.515625,4.5641026,5.8554215,6.1666665
MIN,2022,14,6.6031747,8.565217,6.7246375,8.268292
MIN,2022,15,6.0581393,6.703125,4.3846154,4.6216216
MIN,2022,16,5.042857,5.2941175,6.671642,7.1
MIN,2022,17,6.0701756,7.205128,5.355932,5.5
MIN,2022,18,6.7887325,10.1470585,5.3265305,4.774194
MIN,2022,19,5.928571,6.775,6.78125,7.909091
MIN,2023,1,5.857143,7.06383,3.7692308,4.6578946
MIN,2023,2,6.8,7.521739,5.733333,6.0
MIN,2023,3,6.0897436,6.4545455,7.5555553,9.14
MIN,2023,4,6.0227275,6.1904764,3.4117646,4.076923
MIN,2023,5,4.9104476,5.285714,5.285714,6.3333335
MIN,2023,6,4.185185,5.2727275,4.3125,4.28125
MIN,2023,7,7.078125,8.590909,6.392157,8.6875
MIN,2023,8,5.1791043,7.4615383,4.354839,4.6938777
MIN,2023,9,5.0136986,6.1875,5.6060605,6.8292685
MIN,2023,10,5.7058825,7.219512,4.5079365,4.787234
MIN,2023,11,5.5,5.9736843,5.6923075,6.7297297
MIN,2023,12,4.745098,5.0,4.9384613,4.9545455
MIN,2023,14,3.2535212,2.6086957,3.8113208,4.0555553
MIN,2023,15,6.328358,7.3846154,5.6865673,6.3404255
MIN,2023,16,7.8,9.35,5.213333,6.0
MIN,2023,17,4.1568627,4.0789475,6.647887,8.617647
MIN,2023,18,6.4,7.4489794,6.803571,9.424242
MIN,2024,1,6.26,7.8461537,3.5294118,3.6122448
MIN,2024,2,7.9411764,9.387096,5.9104476,6.9545455
MIN,2024,3,4.644068,4.875,4.774194,5.2941175
MIN,2024,4,6.180328,8.393939,6.2266665,6.7894735
MIN,2024,5,3.984375,4.891892,3.5774648,3.8245614
MIN,2024,7,7.226415,7.7297297,7.314815,8.5172415
MIN,2024,8,5.6530614,7.4827585,6.1904764,8.205882
MIN,2024,9,5.9428573,7.325,4.75,5.3
MIN,2024,10,5.0375,6.1904764,3.3255813,3.4814816
MIN,2024,11,4.8333335,6.756757,5.3454547,7.1842103
MIN,2024,12,6.953846,8.631579,5.4054055,6.1578946
MIN,2024,13,5.48,5.8461537,5.3421054,5.78
MIN,2024,14,8.226415,9.588235,7.0140843,8.894737
MIN,2024,15,4.633803,5.1190476,4.5238094,4.7027025
MIN,2024,16,5.101695,5.775,6.016667,6.7391305
MIN,2024,17,6.626866,8.454545,4.706897,5.0
MIN,2024,18,4.3114753,3.4,5.969697,6.1714287
MIN,2024,19,3.8028169,3.5294118,5.979592,6.965517
MIN,2025,1,5.019608,5.6538463,5.031746,5.9534883
MIN,2025,2,4.304348,4.8,5.274194,4.5
MIN,2025,3,6.0689654,6.448276,3.2884614,3.8064516
MIN,2025,4,5.1944447,5.851852,6.1764708,7.68
MIN,2025,5,5.8333335,6.4634147,4.878788,5.428571
MIN,2025,7,5.776119,7.0869565,7.625,12.153846
MIN,2025,8,3.4893618,3.6111112,5.9857144,8.058824
MIN,2025,9,4.7818184,4.032258,4.919355,5.714286
NE,2022,1,5.1509433,5.909091,5.385965,6.7222223
NE,2022,2,6.111111,6.9210525,4.1525426,4.236842
NE,2022,3,6.984375,8.121951,7.089286,6.2941175
NE,2022,4,4.672414,4.16,6.2394366,6.6216216
NE,2022,5,6.8333335,8.772727,4.968254,5.6153846
NE,2022,6,6.5,8.361111,4.8235292,5.16
NE,2022,7,5.5531917,6.6875,5.6666665,6.423077
NE,2022,8,4.0833335,4.25,6.672414,7.8139534
NE,2022,9,3.3606558,3.9117646,2.0166667,1.9047619
NE,2022,11,5.0338984,6.0,2.1020408,2.413793
NE,2022,12,7.5740743,8.878049,5.523077,7.717949
NE,2022,13,4.745098,4.9210525,5.279412,6.4054055
NE,2022,14,6.1296296,6.135135,4.6811595,4.5576925
NE,2022,15,5.095238,3.6764705,4.8125,5.1463413
NE,2022,16,5.5,6.0540543,5.679487,6.8
NE,2022,17,4.5636363,4.8055553,4.826087,5.840909
NE,2022,18,5.390625,5.5116277,6.0,7.0
NE,2023,1,4.835443,5.440678,4.2,4.3157897
NE,2023,2,4.1285715,4.638298,6.5,7.75
NE,2023,3,5.188406,6.9666667,2.85,3.4358974
NE,2023,4,4.6,6.0882354,5.787879,6.375
NE,2023,5,3.0588236,3.3636363,4.681818,6.1666665
NE,2023,6,4.7272725,4.756757,5.66129,8.060606
NE,2023,7,6.5,8.393939,5.1363635,5.9130435
NE,2023,8,4.4,4.40625,5.614286,6.591837
NE,2023,9,5.306452,4.8913045,5.6973686,6.627451
NE,2023,10,5.0,5.7647057,5.0,6.928571
NE,2023,12,4.1617646,3.6756756,4.5102043,5.151515
NE,2023,13,4.145161,3.7272727,4.118644,5.605263
NE,2023,14,5.509091,7.34375,4.0454545,4.883721
NE,2023,15,4.0392156,4.4,5.706897,6.902439
NE,2023,16,5.2545457,6.6285715,4.242424,4.7954545
NE,2023,17,5.673077,7.290323,4.287879,5.2647057
NE,2023,18,2.0517242,1.1025641,4.0,3.2857144
NE,2024,1,4.7868853,5.3103447,4.6666665,4.7714286
NE,2024,2,4.6969695,4.09375,5.609375,6.744681
NE,2024,3,2.8958333,2.0857143,5.714286,7.125
NE,2024,4,3.435484,3.6153846,7.322034,9.833333
NE,2024,5,5.537037,4.388889,4.894737,5.027027
NE,2024,6,4.6190476,5.8809524,6.0491805,5.257143
NE,2024,7,5.3636365,6.395349,6.1,9.363636
NE,2024,8,3.90625,5.3513513,5.793103,7.4666667
NE,2024,9,4.609375,5.490196,5.479452,6.9166665
NE,2024,10,5.483333,7.206897,2.4067798,2.0487804
NE,2024,11,5.3055553,6.311111,8.4375,10.925926
NE,2024,12,4.3174605,4.510638,5.952381,7.3333335
NE,2024,13,6.4242425,7.075,4.413793,4.8
NE,2024,15,6.3469386,7.464286,6.285714,6.75
NE,2024,16,5.5735292,6.675,5.586207,5.2352943
NE,2024,17,3.7708333,3.5454545,5.5584416,6.976744
NE,2024,18,5.37931,7.4242425,3.9846153,4.151515
NE,2025,1,4.9411764,5.3396225,6.5,9.052631
NE,2025,2,6.3773584,8.0,6.8846154,8.027027
NE,2025,3,5.197183,6.212766,4.4565215,5.9166665
NE,2025,4,6.866667,9.727273,5.0153847,5.263158
NE,2025,5,6.035714,7.75,5.9508195,7.5641026
NE,2025,6,6.053571,9.354838,5.8039217,7.766667
NE,2025,7,6.274194,7.611111,5.0,5.5384617
NE,2025,8,6.854839,8.764706,4.018868,4.1282053
NE,2025,9,5.1384616,6.1,5.3333335,5.9
NO,2022,1,6.7894735,6.282051,5.9428573,7.135135
NO,2022,2,4.6666665,4.4680853,4.15873,5.3714285
NO,2022,3,6.65625,8.142858,4.983051,5.285714
NO,2022,4,5.862069,7.387097,5.1343284,6.2619047
NO,2022,5,6.3428574,7.703704,7.92,8.354838
NO,2022,6,5.619718,4.6216216,6.462963,6.9069767
NO,2022,7,7.071429,8.288462,5.4262295,6.121212
NO,2022,8,5.825397,7.451613,3.3454545,3.372093
NO,2022,9,4.9591837,5.6571426,4.9076924,5.24
NO,2022,10,4.133333,5.096774,4.8846154,5.15
NO,2022,11,6.0185184,7.34375,5.508197,5.857143
NO,2022,12,4.90566,6.2285714,4.9076924,5.8157897
NO,2022,13,5.321429,7.28125,4.743243,4.981818
NO,2022,15,6.462963,10.190476,4.6,3.5714285
NO,2022,16,4.6226416,6.133333,3.716418,3.7878788
NO,2022,17,4.921875,5.935484,5.90566,6.4736843
NO,2022,18,5.2413793,6.1923075,3.5,2.95
NO,2023,1,5.709677,7.605263,4.8305087,4.65
NO,2023,2,4.8591547,5.0487804,4.2280703,4.375
NO,2023,3,4.2,4.605263,5.0882354,5.78
NO,2023,4,3.3,3.0465117,5.476923,6.825
NO,2023,5,4.681818,6.1666665,3.0588236,3.3636363
NO,2023,6,5.5128207,6.4339623,5.0508475,5.9666667
NO,2023,7,4.6477275,5.1833334,6.3018866,8.0
NO,2023,8,7.876923,11.67742,5.5373135,4.7727275
NO,2023,9,4.9508195,6.0555553,5.75,7.2702703
NO,2023,10,4.5079365,4.787234,5.7058825,7.219512
NO,2023,12,6.742424,7.6,6.508197,8.416667
NO,2023,13,5.5,8.032258,6.3454547,7.5925927
NO,2023,14,4.18,4.0740743,3.835443,3.2325583
NO,2023,15,5.4545455,6.9666667,3.2166667,3.0652175
NO,2023,16,5.8965516,7.0227275,7.0,9.285714
NO,2023,17,4.671642,5.7714286,7.0,8.111111
NO,2023,18,6.060606,7.935484,6.483333,8.805555
NO,2024,1,6.112903,7.9615383,3.509091,3.7692308
NO,2024,2,8.207547,14.235294,5.4307694,6.5111113
