posteam,season,down,distance_bucket,score_diff_bucket,time_bucket,pass_count,run_count,total_plays,pass_rate,run_rate
BUF,2022,1.0,long,up_7-13,Q4_late,4.0,16.0,20,0.2,0.8
BUF,2022,2.0,long,tied,Q1-Q2,20.0,8.0,28,0.7142857142857143,0.2857142857142857
BUF,2023,1.0,long,down_7-13,Q1-Q2,13.0,7.0,20,0.65,0.35
BUF,2023,1.0,long,down_7-13,Q2-Q3,24.0,12.0,36,0.6666666666666666,0.3333333333333333
BUF,2023,1.0,long,down_7-13,Q3-Q4,7.0,14.0,21,0.3333333333333333,0.6666666666666666
BUF,2023,1.0,long,down_1-6,Q2-Q3,9.0,11.0,20,0.45,0.55
BUF,2023,1.0,long,down_1-6,Q4_late,10.0,21.0,31,0.3225806451612903,0.6774193548387096
BUF,2023,1.0,long,tied,Q1-Q2,34.0,38.0,72,0.4722222222222222,0.5277777777777778
BUF,2023,1.0,long,up_1-6,Q1-Q2,16.0,13.0,29,0.5517241379310345,0.4482758620689655
BUF,2023,1.0,long,up_1-6,Q2-Q3,23.0,14.0,37,0.6216216216216216,0.3783783783783784
BUF,2023,1.0,long,up_1-6,Q3-Q4,11.0,10.0,21,0.5238095238095238,0.47619047619047616
BUF,2023,1.0,long,up_1-6,Q4_late,5.0,15.0,20,0.25,0.75
BUF,2023,1.0,long,up_7-13,Q2-Q3,13.0,17.0,30,0.43333333333333335,0.5666666666666667
BUF,2023,1.0,long,up_7-13,Q3-Q4,13.0,14.0,27,0.48148148148148145,0.5185185185185185
BUF,2023,1.0,long,up_14+,Q4_late,3.0,19.0,22,0.13636363636363635,0.8636363636363636
BUF,2023,2.0,medium,tied,Q1-Q2,13.0,9.0,22,0.5909090909090909,0.4090909090909091
BUF,2024,1.0,long,down_7-13,Q1-Q2,11.0,19.0,30,0.36666666666666664,0.6333333333333333
BUF,2024,1.0,long,down_7-13,Q2-Q3,21.0,13.0,34,0.6176470588235294,0.38235294117647056
BUF,2024,1.0,long,down_1-6,Q2-Q3,14.0,17.0,31,0.45161290322580644,0.5483870967741935
BUF,2024,1.0,long,tied,Q1-Q2,19.0,22.0,41,0.4634146341463415,0.5365853658536586
BUF,2024,1.0,long,up_1-6,Q1-Q2,11.0,11.0,22,0.5,0.5
BUF,2024,1.0,long,up_1-6,Q2-Q3,21.0,17.0,38,0.5526315789473685,0.4473684210526316
BUF,2024,1.0,long,up_1-6,Q3-Q4,11.0,24.0,35,0.3142857142857143,0.6857142857142857
BUF,2024,1.0,long,up_1-6,Q4_late,8.0,13.0,21,0.38095238095238093,0.6190476190476191
BUF,2024,1.0,long,up_7-13,Q3-Q4,11.0,13.0,24,0.4583333333333333,0.5416666666666666
BUF,2024,1.0,long,up_14+,Q4_late,4.0,23.0,27,0.14814814814814814,0.8518518518518519
BUF,2025,1.0,long,tied,Q1-Q2,9.0,19.0,28,0.32142857142857145,0.6785714285714286
CAR,2022,1.0,long,down_14+,Q4_late,20.0,4.0,24,0.8333333333333334,0.16666666666666666
CAR,2022,1.0,long,tied,Q1-Q2,23.0,29.0,52,0.4423076923076923,0.5576923076923077
CAR,2022,1.0,long,up_1-6,Q2-Q3,14.0,18.0,32,0.4375,0.5625
CAR,2022,1.0,long,up_1-6,Q3-Q4,9.0,15.0,24,0.375,0.625
CAR,2022,1.0,long,up_7-13,Q4_late,2.0,18.0,20,0.1,0.9
CAR,2022,2.0,long,tied,Q1-Q2,9.0,14.0,23,0.391304347826087,0.6086956521739131
CAR,2023,1.0,long,down_14+,Q3-Q4,12.0,15.0,27,0.4444444444444444,0.5555555555555556
CAR,2023,1.0,long,down_14+,Q4_late,41.0,8.0,49,0.8367346938775511,0.16326530612244897
CAR,2023,1.0,long,down_7-13,Q2-Q3,25.0,27.0,52,0.4807692307692308,0.5192307692307693
CAR,2023,1.0,long,down_7-13,Q3-Q4,8.0,14.0,22,0.36363636363636365,0.6363636363636364
CAR,2023,1.0,long,down_7-13,Q4_late,24.0,17.0,41,0.5853658536585366,0.4146341463414634
CAR,2023,1.0,long,down_1-6,Q2-Q3,16.0,13.0,29,0.5517241379310345,0.4482758620689655
CAR,2023,1.0,long,down_1-6,Q3-Q4,11.0,25.0,36,0.3055555555555556,0.6944444444444444
CAR,2023,1.0,long,tied,Q1-Q2,20.0,33.0,53,0.37735849056603776,0.6226415094339622
CAR,2023,2.0,long,down_1-6,Q3-Q4,16.0,7.0,23,0.6956521739130435,0.30434782608695654
CAR,2024,1.0,long,down_14+,Q2-Q3,16.0,8.0,24,0.6666666666666666,0.3333333333333333
CAR,2024,1.0,long,down_14+,Q3-Q4,14.0,18.0,32,0.4375,0.5625
CAR,2024,1.0,long,down_14+,Q4_late,28.0,9.0,37,0.7567567567567568,0.24324324324324326
CAR,2024,1.0,long,down_7-13,Q1-Q2,9.0,12.0,21,0.42857142857142855,0.5714285714285714
CAR,2024,1.0,long,down_7-13,Q2-Q3,14.0,16.0,30,0.4666666666666667,0.5333333333333333
CAR,2024,1.0,long,tied,Q1-Q2,23.0,31.0,54,0.42592592592592593,0.5740740740740741
CAR,2024,1.0,long,tied,Q2-Q3,8.0,12.0,20,0.4,0.6
CAR,2025,1.0,long,down_14+,Q4_late,13.0,9.0,22,0.5909090909090909,0.4090909090909091
CAR,2025,1.0,long,down_7-13,Q2-Q3,9.0,18.0,27,0.3333333333333333,0.6666666666666666
CAR,2025,1.0,long,tied,Q1-Q2,11.0,9.0,20,0.55,0.45
CHI,2022,1.0,long,down_14+,Q3-Q4,6.0,15.0,21,0.2857142857142857,0.7142857142857143
CHI,2022,1.0,long,down_14+,Q4_late,14.0,11.0,25,0.56,0.44
CHI,2022,1.0,long,down_7-13,Q2-Q3,5.0,15.0,20,0.25,0.75
CHI,2022,1.0,long,down_7-13,Q3-Q4,6.0,17.0,23,0.2608695652173913,0.7391304347826086
CHI,2022,1.0,long,down_1-6,Q1-Q2,8.0,14.0,22,0.36363636363636365,0.6363636363636364
CHI,2022,1.0,long,down_1-6,Q2-Q3,17.0,17.0,34,0.5,0.5
CHI,2022,1.0,long,down_1-6,Q3-Q4,7.0,15.0,22,0.3181818181818182,0.6818181818181818
CHI,2022,1.0,long,tied,Q1-Q2,26.0,32.0,58,0.4482758620689655,0.5517241379310345
CHI,2022,2.0,long,tied,Q1-Q2,10.0,15.0,25,0.4,0.6
CHI,2023,1.0,long,down_7-13,Q4_late,13.0,9.0,22,0.5909090909090909,0.4090909090909091
CHI,2023,1.0,long,down_1-6,Q2-Q3,12.0,13.0,25,0.48,0.52
CHI,2023,1.0,long,down_1-6,Q3-Q4,10.0,14.0,24,0.4166666666666667,0.5833333333333334
CHI,2023,1.0,long,tied,Q1-Q2,35.0,28.0,63,0.5555555555555556,0.4444444444444444
CHI,2023,1.0,long,tied,Q2-Q3,10.0,10.0,20,0.5,0.5
CHI,2023,1.0,long,up_1-6,Q1-Q2,8.0,17.0,25,0.32,0.68
CHI,2023,1.0,long,up_1-6,Q2-Q3,12.0,8.0,20,0.6,0.4
CHI,2023,1.0,long,up_7-13,Q3-Q4,12.0,21.0,33,0.36363636363636365,0.6363636363636364
CHI,2023,1.0,long,up_7-13,Q4_late,3.0,18.0,21,0.14285714285714285,0.8571428571428571
CHI,2024,1.0,long,down_14+,Q3-Q4,13.0,10.0,23,0.5652173913043478,0.43478260869565216
CHI,2024,1.0,long,down_14+,Q4_late,19.0,8.0,27,0.7037037037037037,0.2962962962962963
CHI,2024,1.0,long,down_7-13,Q2-Q3,24.0,17.0,41,0.5853658536585366,0.4146341463414634
CHI,2024,1.0,long,down_7-13,Q3-Q4,11.0,15.0,26,0.4230769230769231,0.5769230769230769
CHI,2024,1.0,long,down_1-6,Q1-Q2,10.0,14.0,24,0.4166666666666667,0.5833333333333334
CHI,2024,1.0,long,down_1-6,Q2-Q3,11.0,17.0,28,0.39285714285714285,0.6071428571428571
CHI,2024,1.0,long,tied,Q1-Q2,9.0,19.0,28,0.32142857142857145,0.6785714285714286
CHI,2025,1.0,long,tied,Q1-Q2,10.0,12.0,22,0.45454545454545453,0.5454545454545454
CIN,2022,1.0,long,down_7-13,Q1-Q2,14.0,6.0,20,0.7,0.3
CIN,2022,1.0,long,down_7-13,Q2-Q3,20.0,15.0,35,0.5714285714285714,0.42857142857142855
CIN,2022,1.0,long,down_7-13,Q3-Q4,13.0,9.0,22,0.5909090909090909,0.4090909090909091
CIN,2022,1.0,long,down_1-6,Q3-Q4,12.0,9.0,21,0.5714285714285714,0.42857142857142855
CIN,2022,1.0,long,down_1-6,Q4_late,12.0,12.0,24,0.5,0.5
CIN,2022,1.0,long,tied,Q1-Q2,45.0,25.0,70,0.6428571428571429,0.35714285714285715
CIN,2022,1.0,long,up_1-6,Q1-Q2,17.0,18.0,35,0.4857142857142857,0.5142857142857142
CIN,2022,1.0,long,up_1-6,Q4_late,9.0,13.0,22,0.4090909090909091,0.5909090909090909
CIN,2022,1.0,long,up_7-13,Q2-Q3,16.0,5.0,21,0.7619047619047619,0.23809523809523808
CIN,2022,1.0,long,up_7-13,Q3-Q4,14.0,9.0,23,0.6086956521739131,0.391304347826087
CIN,2022,1.0,long,up_14+,Q2-Q3,14.0,7.0,21,0.6666666666666666,0.3333333333333333
CIN,2022,1.0,long,up_14+,Q3-Q4,11.0,10.0,21,0.5238095238095238,0.47619047619047616
CIN,2022,2.0,long,tied,Q1-Q2,21.0,4.0,25,0.84,0.16
CIN,2023,1.0,long,down_7-13,Q3-Q4,10.0,14.0,24,0.4166666666666667,0.5833333333333334
CIN,2023,1.0,long,down_7-13,Q4_late,22.0,7.0,29,0.7586206896551724,0.2413793103448276
CIN,2023,1.0,long,down_1-6,Q2-Q3,22.0,20.0,42,0.5238095238095238,0.47619047619047616
CIN,2023,1.0,long,tied,Q1-Q2,37.0,29.0,66,0.5606060606060606,0.4393939393939394
CIN,2023,1.0,long,up_1-6,Q2-Q3,23.0,9.0,32,0.71875,0.28125
CIN,2023,1.0,long,up_1-6,Q3-Q4,13.0,17.0,30,0.43333333333333335,0.5666666666666667
CIN,2024,1.0,long,down_7-13,Q1-Q2,8.0,12.0,20,0.4,0.6
CIN,2024,1.0,long,down_7-13,Q2-Q3,11.0,10.0,21,0.5238095238095238,0.47619047619047616
CIN,2024,1.0,long,tied,Q1-Q2,21.0,24.0,45,0.4666666666666667,0.5333333333333333
CIN,2024,1.0,long,tied,Q2-Q3,25.0,13.0,38,0.6578947368421053,0.34210526315789475
CIN,2024,1.0,long,tied,Q4_late,13.0,16.0,29,0.4482758620689655,0.5517241379310345
CIN,2024,1.0,long,up_1-6,Q1-Q2,12.0,11.0,23,0.5217391304347826,0.4782608695652174
CIN,2024,1.0,long,up_1-6,Q2-Q3,23.0,11.0,34,0.6764705882352942,0.3235294117647059
CIN,2024,1.0,long,up_1-6,Q3-Q4,14.0,14.0,28,0.5,0.5
CIN,2024,1.0,long,up_1-6,Q4_late,7.0,14.0,21,0.3333333333333333,0.6666666666666666
CLE,2022,1.0,long,down_14+,Q4_late,14.0,7.0,21,0.6666666666666666,0.3333333333333333
CLE,2022,1.0,long,down_7-13,Q4_late,12.0,20.0,32,0.375,0.625
CLE,2022,1.0,long,down_1-6,Q2-Q3,10.0,12.0,22,0.45454545454545453,0.5454545454545454
CLE,2022,1.0,long,tied,Q1-Q2,35.0,53.0,88,0.3977272727272727,0.6022727272727273
CLE,2022,1.0,long,tied,Q2-Q3,13.0,18.0,31,0.41935483870967744,0.5806451612903226
CLE,2022,1.0,long,up_1-6,Q2-Q3,12.0,21.0,33,0.36363636363636365,0.6363636363636364
CLE,2022,1.0,long,up_1-6,Q4_late,4.0,19.0,23,0.17391304347826086,0.8260869565217391
CLE,2022,2.0,long,tied,Q1-Q2,19.0,9.0,28,0.6785714285714286,0.32142857142857145
CLE,2023,1.0,long,down_14+,Q3-Q4,14.0,7.0,21,0.6666666666666666,0.3333333333333333
CLE,2023,1.0,long,down_14+,Q4_late,15.0,10.0,25,0.6,0.4
CLE,2023,1.0,long,down_7-13,Q1-Q2,8.0,19.0,27,0.2962962962962963,0.7037037037037037
CLE,2023,1.0,long,down_7-13,Q2-Q3,15.0,6.0,21,0.7142857142857143,0.2857142857142857
CLE,2023,1.0,long,down_1-6,Q2-Q3,12.0,10.0,22,0.5454545454545454,0.45454545454545453
CLE,2023,1.0,long,down_1-6,Q4_late,10.0,14.0,24,0.4166666666666667,0.5833333333333334
CLE,2023,1.0,long,tied,Q1-Q2,23.0,30.0,53,0.4339622641509434,0.5660377358490566
CLE,2023,1.0,long,up_1-6,Q2-Q3,20.0,19.0,39,0.5128205128205128,0.48717948717948717
CLE,2023,1.0,long,up_1-6,Q3-Q4,11.0,18.0,29,0.3793103448275862,0.6206896551724138
CLE,2024,1.0,long,down_14+,Q3-Q4,35.0,19.0,54,0.6481481481481481,0.35185185185185186
CLE,2024,1.0,long,down_14+,Q4_late,45.0,14.0,59,0.7627118644067796,0.23728813559322035
CLE,2024,1.0,long,down_7-13,Q1-Q2,17.0,11.0,28,0.6071428571428571,0.39285714285714285
CLE,2024,1.0,long,down_7-13,Q2-Q3,19.0,15.0,34,0.5588235294117647,0.4411764705882353
CLE,2024,1.0,long,down_7-13,Q3-Q4,15.0,11.0,26,0.5769230769230769,0.4230769230769231
CLE,2024,1.0,long,down_1-6,Q3-Q4,11.0,11.0,22,0.5,0.5
CLE,2024,1.0,long,down_1-6,Q4_late,14.0,10.0,24,0.5833333333333334,0.4166666666666667
CLE,2024,1.0,long,tied,Q1-Q2,19.0,26.0,45,0.4222222222222222,0.5777777777777777
CLE,2024,1.0,long,tied,Q2-Q3,13.0,8.0,21,0.6190476190476191,0.38095238095238093
CLE,2024,2.0,long,down_14+,Q3-Q4,20.0,5.0,25,0.8,0.2
CLE,2024,2.0,long,down_14+,Q4_late,23.0,3.0,26,0.8846153846153846,0.11538461538461539
CLE,2025,1.0,long,down_14+,Q4_late,21.0,9.0,30,0.7,0.3
CLE,2025,1.0,long,tied,Q1-Q2,7.0,17.0,24,0.2916666666666667,0.7083333333333334
DAL,2022,1.0,long,down_7-13,Q3-Q4,7.0,13.0,20,0.35,0.65
DAL,2022,1.0,long,down_1-6,Q1-Q2,11.0,12.0,23,0.4782608695652174,0.5217391304347826
DAL,2022,1.0,long,down_1-6,Q2-Q3,17.0,26.0,43,0.3953488372093023,0.6046511627906976
DAL,2022,1.0,long,tied,Q1-Q2,25.0,46.0,71,0.352112676056338,0.647887323943662
DAL,2022,1.0,long,up_1-6,Q1-Q2,9.0,11.0,20,0.45,0.55
DAL,2022,1.0,long,up_1-6,Q2-Q3,14.0,25.0,39,0.358974358974359,0.6410256410256411
DAL,2022,1.0,long,up_1-6,Q3-Q4,8.0,19.0,27,0.2962962962962963,0.7037037037037037
DAL,2022,1.0,long,up_7-13,Q2-Q3,18.0,10.0,28,0.6428571428571429,0.35714285714285715
DAL,2022,1.0,long,up_7-13,Q4_late,2.0,19.0,21,0.09523809523809523,0.9047619047619048
DAL,2022,2.0,long,tied,Q1-Q2,10.0,12.0,22,0.45454545454545453,0.5454545454545454
DAL,2023,1.0,long,down_14+,Q2-Q3,12.0,11.0,23,0.5217391304347826,0.4782608695652174
DAL,2023,1.0,long,down_14+,Q4_late,19.0,4.0,23,0.8260869565217391,0.17391304347826086
DAL,2023,1.0,long,down_7-13,Q1-Q2,13.0,8.0,21,0.6190476190476191,0.38095238095238093
DAL,2023,1.0,long,down_7-13,Q3-Q4,10.0,11.0,21,0.47619047619047616,0.5238095238095238
DAL,2023,1.0,long,tied,Q1-Q2,36.0,24.0,60,0.6,0.4
DAL,2023,1.0,long,up_1-6,Q2-Q3,28.0,23.0,51,0.5490196078431373,0.45098039215686275
DAL,2023,1.0,long,up_7-13,Q3-Q4,4.0,20.0,24,0.16666666666666666,0.8333333333333334
DAL,2023,1.0,long,up_14+,Q2-Q3,17.0,11.0,28,0.6071428571428571,0.39285714285714285
DAL,2023,1.0,long,up_14+,Q3-Q4,14.0,17.0,31,0.45161290322580644,0.5483870967741935
DAL,2023,1.0,long,up_14+,Q4_late,12.0,27.0,39,0.3076923076923077,0.6923076923076923
DAL,2024,1.0,long,down_14+,Q3-Q4,11.0,14.0,25,0.44,0.56
DAL,2024,1.0,long,down_14+,Q4_late,37.0,13.0,50,0.74,0.26
DAL,2024,1.0,long,down_7-13,Q1-Q2,10.0,16.0,26,0.38461538461538464,0.6153846153846154
DAL,2024,1.0,long,down_7-13,Q2-Q3,19.0,7.0,26,0.7307692307692307,0.2692307692307692
DAL,2024,1.0,long,down_1-6,Q1-Q2,11.0,14.0,25,0.44,0.56
DAL,2024,1.0,long,down_1-6,Q2-Q3,13.0,7.0,20,0.65,0.35
DAL,2024,1.0,long,tied,Q1-Q2,30.0,19.0,49,0.6122448979591837,0.3877551020408163
DAL,2024,1.0,long,up_1-6,Q2-Q3,30.0,11.0,41,0.7317073170731707,0.2682926829268293
DAL,2025,1.0,long,down_7-13,Q2-Q3,15.0,6.0,21,0.7142857142857143,0.2857142857142857
DAL,2025,1.0,long,down_1-6,Q3-Q4,11.0,12.0,23,0.4782608695652174,0.5217391304347826
DEN,2022,1.0,long,down_7-13,Q1-Q2,9.0,11.0,20,0.45,0.55
DEN,2022,1.0,long,down_7-13,Q2-Q3,12.0,14.0,26,0.46153846153846156,0.5384615384615384
DEN,2022,1.0,long,down_1-6,Q2-Q3,19.0,18.0,37,0.5135135135135135,0.4864864864864865
DEN,2022,1.0,long,down_1-6,Q3-Q4,24.0,21.0,45,0.5333333333333333,0.4666666666666667
DEN,2022,1.0,long,down_1-6,Q4_late,18.0,9.0,27,0.6666666666666666,0.3333333333333333
DEN,2022,1.0,long,tied,Q1-Q2,21.0,21.0,42,0.5,0.5
DEN,2022,1.0,long,up_1-6,Q2-Q3,14.0,9.0,23,0.6086956521739131,0.391304347826087
DEN,2022,1.0,long,up_1-6,Q4_late,9.0,17.0,26,0.34615384615384615,0.6538461538461539
DEN,2023,1.0,long,down_14+,Q3-Q4,14.0,8.0,22,0.6363636363636364,0.36363636363636365
DEN,2023,1.0,long,down_14+,Q4_late,15.0,12.0,27,0.5555555555555556,0.4444444444444444
DEN,2023,1.0,long,tied,Q1-Q2,18.0,28.0,46,0.391304347826087,0.6086956521739131
DEN,2023,1.0,long,up_1-6,Q1-Q2,14.0,8.0,22,0.6363636363636364,0.36363636363636365
DEN,2023,1.0,long,up_1-6,Q2-Q3,22.0,17.0,39,0.5641025641025641,0.4358974358974359
DEN,2023,1.0,long,up_1-6,Q3-Q4,2.0,22.0,24,0.08333333333333333,0.9166666666666666
DEN,2024,1.0,long,down_7-13,Q4_late,16.0,6.0,22,0.7272727272727273,0.2727272727272727
DEN,2024,1.0,long,down_1-6,Q2-Q3,17.0,15.0,32,0.53125,0.46875
DEN,2024,1.0,long,tied,Q1-Q2,39.0,33.0,72,0.5416666666666666,0.4583333333333333
DEN,2024,1.0,long,up_1-6,Q2-Q3,14.0,9.0,23,0.6086956521739131,0.391304347826087
DEN,2024,1.0,long,up_7-13,Q2-Q3,18.0,4.0,22,0.8181818181818182,0.18181818181818182
DEN,2024,1.0,long,up_14+,Q4_late,2.0,23.0,25,0.08,0.92
DEN,2024,2.0,long,tied,Q1-Q2,17.0,5.0,22,0.7727272727272727,0.22727272727272727
DEN,2025,1.0,long,down_1-6,Q1-Q2,13.0,11.0,24,0.5416666666666666,0.4583333333333333
DET,2022,1.0,long,down_14+,Q3-Q4,16.0,10.0,26,0.6153846153846154,0.38461538461538464
DET,2022,1.0,long,down_1-6,Q4_late,9.0,14.0,23,0.391304347826087,0.6086956521739131
DET,2022,1.0,long,tied,Q1-Q2,23.0,35.0,58,0.39655172413793105,0.603448275862069
DET,2022,1.0,long,tied,Q2-Q3,17.0,14.0,31,0.5483870967741935,0.45161290322580644
DET,2022,1.0,long,up_1-6,Q2-Q3,17.0,13.0,30,0.5666666666666667,0.43333333333333335
DET,2022,1.0,long,up_1-6,Q3-Q4,6.0,14.0,20,0.3,0.7
DET,2022,1.0,long,up_14+,Q3-Q4,10.0,12.0,22,0.45454545454545453,0.5454545454545454
DET,2023,1.0,long,down_14+,Q4_late,17.0,4.0,21,0.8095238095238095,0.19047619047619047
DET,2023,1.0,long,tied,Q1-Q2,36.0,39.0,75,0.48,0.52
DET,2023,1.0,long,tied,Q2-Q3,15.0,13.0,28,0.5357142857142857,0.4642857142857143
DET,2023,1.0,long,up_1-6,Q1-Q2,18.0,11.0,29,0.6206896551724138,0.3793103448275862
DET,2023,1.0,long,up_1-6,Q2-Q3,29.0,26.0,55,0.5272727272727272,0.4727272727272727
DET,2023,1.0,long,up_1-6,Q3-Q4,14.0,18.0,32,0.4375,0.5625
DET,2023,1.0,long,up_7-13,Q2-Q3,7.0,15.0,22,0.3181818181818182,0.6818181818181818
DET,2023,1.0,long,up_7-13,Q4_late,12.0,19.0,31,0.3870967741935484,0.6129032258064516
DET,2023,2.0,long,tied,Q1-Q2,15.0,5.0,20,0.75,0.25
DET,2023,2.0,long,up_1-6,Q2-Q3,16.0,4.0,20,0.8,0.2
DET,2024,1.0,long,down_7-13,Q2-Q3,14.0,14.0,28,0.5,0.5
DET,2024,1.0,long,down_1-6,Q1-Q2,10.0,16.0,26,0.38461538461538464,0.6153846153846154
DET,2024,1.0,long,tied,Q1-Q2,16.0,28.0,44,0.36363636363636365,0.6363636363636364
DET,2024,1.0,long,up_1-6,Q1-Q2,11.0,11.0,22,0.5,0.5
DET,2024,1.0,long,up_1-6,Q2-Q3,18.0,19.0,37,0.4864864864864865,0.5135135135135135
DET,2024,1.0,long,up_7-13,Q2-Q3,17.0,13.0,30,0.5666666666666667,0.43333333333333335
DET,2024,1.0,long,up_7-13,Q3-Q4,19.0,12.0,31,0.6129032258064516,0.3870967741935484
DET,2024,1.0,long,up_7-13,Q4_late,8.0,12.0,20,0.4,0.6
DET,2024,1.0,long,up_14+,Q3-Q4,10.0,21.0,31,0.3225806451612903,0.6774193548387096
DET,2024,1.0,long,up_14+,Q4_late,6.0,24.0,30,0.2,0.8
DET,2025,1.0,long,tied,Q1-Q2,13.0,17.0,30,0.43333333333333335,0.5666666666666667
DET,2025,1.0,long,up_1-6,Q2-Q3,9.0,12.0,21,0.42857142857142855,0.5714285714285714
GB,2022,1.0,long,down_14+,Q3-Q4,10.0,16.0,26,0.38461538461538464,0.6153846153846154
GB,2022,1.0,long,down_7-13,Q1-Q2,10.0,10.0,20,0.5,0.5
GB,2022,1.0,long,down_7-13,Q2-Q3,13.0,10.0,23,0.5652173913043478,0.43478260869565216
GB,2022,1.0,long,down_7-13,Q3-Q4,10.0,12.0,22,0.45454545454545453,0.5454545454545454
GB,2022,1.0,long,down_7-13,Q4_late,25.0,8.0,33,0.7575757575757576,0.24242424242424243
GB,2022,1.0,long,tied,Q1-Q2,16.0,30.0,46,0.34782608695652173,0.6521739130434783
GB,2022,1.0,long,up_1-6,Q2-Q3,18.0,14.0,32,0.5625,0.4375
GB,2023,1.0,long,down_14+,Q3-Q4,15.0,5.0,20,0.75,0.25
GB,2023,1.0,long,down_14+,Q4_late,17.0,4.0,21,0.8095238095238095,0.19047619047619047
GB,2023,1.0,long,down_1-6,Q2-Q3,18.0,12.0,30,0.6,0.4
GB,2023,1.0,long,down_1-6,Q3-Q4,7.0,15.0,22,0.3181818181818182,0.6818181818181818
GB,2023,1.0,long,down_1-6,Q4_late,10.0,15.0,25,0.4,0.6
GB,2023,1.0,long,tied,Q1-Q2,26.0,39.0,65,0.4,0.6
GB,2023,1.0,long,tied,Q2-Q3,17.0,3.0,20,0.85,0.15
GB,2023,1.0,long,up_1-6,Q2-Q3,13.0,15.0,28,0.4642857142857143,0.5357142857142857
GB,2023,1.0,long,up_1-6,Q4_late,15.0,10.0,25,0.6,0.4
GB,2023,1.0,long,up_14+,Q4_late,4.0,16.0,20,0.2,0.8
GB,2024,1.0,long,down_1-6,Q2-Q3,10.0,17.0,27,0.37037037037037035,0.6296296296296297
GB,2024,1.0,long,down_1-6,Q3-Q4,10.0,17.0,27,0.37037037037037035,0.6296296296296297
GB,2024,1.0,long,tied,Q1-Q2,23.0,42.0,65,0.35384615384615387,0.6461538461538462
GB,2024,1.0,long,up_1-6,Q1-Q2,14.0,17.0,31,0.45161290322580644,0.5483870967741935
GB,2024,1.0,long,up_7-13,Q2-Q3,12.0,23.0,35,0.34285714285714286,0.6571428571428571
GB,2024,1.0,long,up_7-13,Q4_late,6.0,23.0,29,0.20689655172413793,0.7931034482758621
GB,2024,1.0,long,up_14+,Q4_late,4.0,19.0,23,0.17391304347826086,0.8260869565217391
GB,2024,2.0,long,tied,Q1-Q2,14.0,7.0,21,0.6666666666666666,0.3333333333333333
GB,2025,1.0,long,tied,Q1-Q2,11.0,17.0,28,0.39285714285714285,0.6071428571428571
HOU,2022,1.0,long,down_14+,Q3-Q4,14.0,7.0,21,0.6666666666666666,0.3333333333333333
HOU,2022,1.0,long,down_14+,Q4_late,23.0,5.0,28,0.8214285714285714,0.17857142857142858
HOU,2022,1.0,long,down_7-13,Q1-Q2,7.0,18.0,25,0.28,0.72
HOU,2022,1.0,long,down_7-13,Q4_late,24.0,6.0,30,0.8,0.2
HOU,2022,1.0,long,down_1-6,Q2-Q3,15.0,12.0,27,0.5555555555555556,0.4444444444444444
HOU,2022,1.0,long,tied,Q1-Q2,18.0,22.0,40,0.45,0.55
HOU,2022,1.0,long,tied,Q2-Q3,17.0,7.0,24,0.7083333333333334,0.2916666666666667
HOU,2023,1.0,long,down_14+,Q4_late,17.0,4.0,21,0.8095238095238095,0.19047619047619047
HOU,2023,1.0,long,down_7-13,Q1-Q2,9.0,12.0,21,0.42857142857142855,0.5714285714285714
HOU,2023,1.0,long,down_7-13,Q2-Q3,12.0,17.0,29,0.41379310344827586,0.5862068965517241
HOU,2023,1.0,long,down_1-6,Q1-Q2,11.0,17.0,28,0.39285714285714285,0.6071428571428571
HOU,2023,1.0,long,down_1-6,Q2-Q3,15.0,6.0,21,0.7142857142857143,0.2857142857142857
HOU,2023,1.0,long,tied,Q1-Q2,22.0,23.0,45,0.4888888888888889,0.5111111111111111
HOU,2023,1.0,long,tied,Q2-Q3,8.0,12.0,20,0.4,0.6
HOU,2023,1.0,long,up_1-6,Q2-Q3,12.0,20.0,32,0.375,0.625
HOU,2023,1.0,long,up_7-13,Q2-Q3,9.0,11.0,20,0.45,0.55
HOU,2024,1.0,long,down_1-6,Q1-Q2,14.0,11.0,25,0.56,0.44
HOU,2024,1.0,long,down_1-6,Q2-Q3,17.0,18.0,35,0.4857142857142857,0.5142857142857142
HOU,2024,1.0,long,down_1-6,Q4_late,11.0,16.0,27,0.4074074074074074,0.5925925925925926
HOU,2024,1.0,long,tied,Q1-Q2,29.0,23.0,52,0.5576923076923077,0.4423076923076923
HOU,2024,1.0,long,tied,Q2-Q3,9.0,14.0,23,0.391304347826087,0.6086956521739131
HOU,2024,1.0,long,up_1-6,Q2-Q3,18.0,16.0,34,0.5294117647058824,0.47058823529411764
HOU,2024,1.0,long,up_1-6,Q3-Q4,21.0,16.0,37,0.5675675675675675,0.43243243243243246
HOU,2024,1.0,long,up_1-6,Q4_late,7.0,16.0,23,0.30434782608695654,0.6956521739130435
HOU,2024,1.0,long,up_7-13,Q2-Q3,16.0,7.0,23,0.6956521739130435,0.30434782608695654
HOU,2024,1.0,long,up_7-13,Q3-Q4,13.0,10.0,23,0.5652173913043478,0.43478260869565216
HOU,2024,1.0,long,up_7-13,Q4_late,6.0,16.0,22,0.2727272727272727,0.7272727272727273
HOU,2024,2.0,long,tied,Q1-Q2,15.0,6.0,21,0.7142857142857143,0.2857142857142857
HOU,2025,1.0,long,tied,Q1-Q2,12.0,18.0,30,0.4,0.6
IND,2022,1.0,long,down_14+,Q4_late,24.0,8.0,32,0.75,0.25
