posteam,season,start_yardline_bucket,td_prob,fg_prob,punt_prob,turnover_prob,downs_prob,end_half_prob,total_drives
LA,2022,own_20,0.0625,0.0,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.35416666666666663,13
LA,2022,own_10,0.0,0.09523809523809523,0.5428571428571428,0.0,0.0,0.3619047619047619,23
LA,2023,opp_35,0.018055555555555557,0.12982804232804235,0.40773809523809523,0.058333333333333334,0.07175925925925926,0.3142857142857143,92
LA,2023,own_20,0.020833333333333332,0.22916666666666666,0.25,0.25,0.0,0.25,28
LA,2024,opp_35,0.0,0.1181077694235589,0.35482456140350876,0.11065162907268171,0.046553884711779445,0.36986215538847117,99
LA,2024,own_20,0.0,0.4133333333333333,0.48,0.0,0.06666666666666667,0.04,17
LA,2024,own_10,0.041666666666666664,0.16666666666666666,0.5694444444444444,0.05555555555555555,0.0,0.16666666666666666,19
LA,2025,opp_35,0.03333333333333333,0.12222222222222223,0.15,0.15,0.09444444444444444,0.45,28
LA,2025,own_20,0.0,0.0625,0.5625,0.0625,0.0,0.3125,14
LAC,2022,opp_35,0.009259259259259259,0.2064153439153439,0.4265873015873016,0.06591710758377425,0.04519400352733686,0.2466269841269841,102
LAC,2022,own_20,0.0,0.13333333333333333,0.4,0.06666666666666667,0.13333333333333333,0.26666666666666666,15
LAC,2022,own_10,0.0,0.125,0.6666666666666666,0.0625,0.0,0.14583333333333331,15
LAC,2023,opp_35,0.00625,0.1644345238095238,0.3867559523809524,0.1130952380952381,0.08392857142857144,0.24553571428571427,86
LAC,2023,own_20,0.09523809523809523,0.0,0.6547619047619048,0.047619047619047616,0.047619047619047616,0.15476190476190474,23
LAC,2023,own_10,0.0,0.25,0.5047619047619047,0.07619047619047618,0.05714285714285715,0.11190476190476191,25
LAC,2024,opp_35,0.0,0.23333333333333334,0.4074074074074074,0.03425925925925926,0.04814814814814815,0.27685185185185185,89
LAC,2024,own_20,0.06666666666666667,0.12000000000000002,0.4866666666666667,0.12000000000000002,0.11666666666666665,0.09,20
LAC,2024,own_10,0.0,0.24375,0.44999999999999996,0.03125,0.0,0.275,28
LAC,2025,opp_35,0.0,0.24821428571428572,0.27321428571428574,0.06369047619047619,0.03869047619047619,0.3761904761904762,42
LAC,2025,own_10,0.0,0.0,0.47222222222222215,0.2222222222222222,0.0,0.3055555555555555,10
LV,2022,opp_35,0.00980392156862745,0.22679738562091503,0.34673202614379084,0.08643790849673204,0.054411764705882354,0.2758169934640523,88
LV,2022,own_20,0.0,0.08333333333333333,0.3125,0.16666666666666666,0.14583333333333331,0.29166666666666663,13
LV,2023,opp_35,0.010416666666666666,0.21636904761904763,0.4400297619047619,0.11837797619047619,0.03072916666666667,0.18407738095238096,83
LV,2023,own_20,0.0,0.05555555555555555,0.5972222222222222,0.041666666666666664,0.0,0.3055555555555555,21
LV,2023,own_10,0.0,0.08333333333333333,0.5208333333333333,0.3333333333333333,0.0,0.0625,13
LV,2024,opp_35,0.028125,0.16949404761904763,0.3220982142857143,0.13348214285714285,0.05989583333333333,0.2869047619047619,98
LV,2024,own_20,0.041666666666666664,0.125,0.42777777777777776,0.1722222222222222,0.08888888888888889,0.14444444444444446,22
LV,2024,own_10,0.0,0.16666666666666666,0.3958333333333333,0.14583333333333331,0.08333333333333333,0.20833333333333331,13
LV,2025,opp_35,0.0,0.15034013605442179,0.32312925170068024,0.16938775510204082,0.047619047619047616,0.3095238095238095,38
LV,2025,own_20,0.0,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.0,0.38888888888888884,10
MIA,2022,opp_35,0.020168067226890758,0.11330532212885154,0.2831232492997199,0.12191876750700281,0.07549019607843137,0.3859943977591036,89
MIA,2022,own_20,0.0,0.125,0.6666666666666666,0.08333333333333333,0.0625,0.0625,14
MIA,2022,own_10,0.0,0.18333333333333332,0.55,0.1,0.06666666666666667,0.1,19
MIA,2023,opp_35,0.025,0.12003968253968254,0.24766865079365077,0.13392857142857142,0.10768849206349207,0.36567460317460315,90
MIA,2023,own_20,0.0,0.0,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.4666666666666666,15
MIA,2023,own_10,0.0,0.1,0.26666666666666666,0.15,0.06666666666666667,0.4166666666666667,19
MIA,2024,opp_35,0.008403361344537815,0.20490196078431372,0.3065826330532213,0.037815126050420166,0.08739495798319329,0.35490196078431374,86
MIA,2024,own_35,0.0,0.35416666666666663,0.08333333333333333,0.29166666666666663,0.0,0.2708333333333333,14
MIA,2024,own_20,0.0,0.14285714285714285,0.3904761904761905,0.1357142857142857,0.09523809523809523,0.2357142857142857,26
MIA,2025,opp_35,0.020833333333333332,0.11056547619047619,0.40982142857142856,0.18080357142857142,0.07738095238095238,0.2005952380952381,46
MIN,2022,opp_35,0.005555555555555556,0.1419312169312169,0.32923280423280427,0.11600529100529099,0.018055555555555557,0.38921957671957674,111
MIN,2022,own_35,0.0,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.5,12
MIN,2022,own_10,0.05,0.13,0.4533333333333333,0.05,0.0,0.31666666666666665,18
MIN,2023,opp_35,0.02222222222222222,0.1238888888888889,0.32246031746031745,0.2150793650793651,0.06571428571428571,0.25063492063492065,80
MIN,2023,own_20,0.0,0.2708333333333333,0.3020833333333333,0.125,0.041666666666666664,0.2604166666666667,30
MIN,2023,own_10,0.0,0.0625,0.625,0.14583333333333331,0.0,0.16666666666666666,13
MIN,2024,opp_35,0.0,0.219973544973545,0.22460317460317458,0.056084656084656084,0.03148148148148148,0.4678571428571428,84
MIN,2024,own_20,0.025,0.10833333333333334,0.44375,0.15833333333333333,0.0,0.26458333333333334,29
MIN,2024,own_10,0.05555555555555555,0.10833333333333334,0.41944444444444445,0.1416666666666667,0.05555555555555555,0.21944444444444444,23
MIN,2025,opp_35,0.0,0.15056689342403629,0.4602040816326531,0.09342403628117914,0.036281179138321996,0.25952380952380955,38
MIN,2025,own_20,0.0,0.16666666666666666,0.47916666666666663,0.0,0.0,0.35416666666666663,14
NE,2022,opp_35,0.014285714285714287,0.12346938775510205,0.4716836734693878,0.11173469387755101,0.014285714285714287,0.26454081632653065,77
NE,2022,own_20,0.0,0.11666666666666665,0.30833333333333335,0.027777777777777776,0.05555555555555555,0.4916666666666667,24
NE,2022,own_10,0.08333333333333333,0.1,0.24583333333333335,0.13333333333333333,0.08333333333333333,0.35416666666666663,15
NE,2023,opp_35,0.015756302521008403,0.11029411764705882,0.5128151260504202,0.11155462184873949,0.035924369747899164,0.21365546218487394,88
NE,2023,own_35,0.0,0.10666666666666666,0.3733333333333333,0.08,0.17333333333333334,0.26666666666666666,17
NE,2023,own_20,0.0,0.0,0.6666666666666666,0.25,0.0,0.08333333333333333,12
NE,2023,own_10,0.017857142857142856,0.07291666666666666,0.5029761904761905,0.1681547619047619,0.11160714285714285,0.12648809523809523,38
NE,2024,opp_35,0.018229166666666664,0.12916666666666668,0.44419642857142855,0.10850694444444445,0.04997519841269841,0.24992559523809524,95
NE,2024,own_20,0.0,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.4,15
NE,2025,opp_35,0.0,0.12916666666666665,0.3520833333333333,0.0875,0.05208333333333333,0.37916666666666665,37
NO,2022,opp_35,0.028125,0.12061011904761905,0.360639880952381,0.12455357142857143,0.02142857142857143,0.34464285714285714,83
NO,2022,own_20,0.0,0.2638888888888889,0.3611111111111111,0.041666666666666664,0.05555555555555555,0.27777777777777773,19
NO,2022,own_10,0.0,0.0,0.6309523809523808,0.11904761904761904,0.08333333333333333,0.16666666666666666,24
NO,2023,opp_35,0.0,0.178125,0.33348214285714284,0.07671130952380953,0.03645833333333333,0.37522321428571426,84
NO,2023,own_35,0.0,0.16666666666666666,0.3333333333333333,0.0625,0.0,0.4375,13
NO,2023,own_20,0.0,0.08333333333333333,0.4166666666666667,0.0,0.0,0.5,10
NO,2023,own_10,0.025,0.13333333333333333,0.5883333333333333,0.1,0.06666666666666667,0.08666666666666667,33
NO,2024,opp_35,0.015178571428571428,0.17983630952380952,0.3831845238095238,0.08102678571428572,0.11964285714285713,0.22113095238095237,92
NO,2024,own_20,0.0,0.0,0.43333333333333335,0.05,0.0,0.5166666666666666,15
NO,2024,own_10,0.0,0.1111111111111111,0.7222222222222222,0.0,0.0,0.16666666666666666,10
