game,bet_type,side,model,probability,edge,conviction,actual_bet,result
CHI@DET W2,TOTAL,UNDER,CURRENT,0.5132450331125828,-1.0754966887417172,NEGATIVE,False,LOSS
CHI@DET W2,TOTAL,UNDER,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,LOSS
NE@MIA W2,SPREAD,MIA,CURRENT,0.4694835680751174,-5.451643192488264,NEGATIVE,False,LOSS
NE@MIA W2,SPREAD,MIA,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,LOSS
NE@MIA W2,SPREAD,NE,CURRENT,0.5305164319248826,0.6516431924882604,LOW,True,WIN
NE@MIA W2,SPREAD,NE,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,WIN
NE@MIA W2,TOTAL,OVER,CURRENT,0.3837209302325581,-14.027906976744193,NEGATIVE,False,WIN
NE@MIA W2,TOTAL,OVER,NEW_2025,0.43478260869565216,-8.921739130434785,NEGATIVE,False,WIN
NE@MIA W2,TOTAL,UNDER,CURRENT,0.6162790697674418,9.227906976744183,HIGH,True,LOSS
NE@MIA W2,TOTAL,UNDER,NEW_2025,0.5652173913043478,4.121739130434776,MEDIUM,True,LOSS
SF@NO W2,SPREAD,NO,CURRENT,0.4186046511627907,-10.53953488372093,NEGATIVE,False,LOSS
SF@NO W2,SPREAD,NO,NEW_2025,0.2916666666666667,-23.233333333333334,NEGATIVE,False,LOSS
SF@NO W2,SPREAD,SF,CURRENT,0.5813953488372092,5.73953488372092,HIGH,True,WIN
SF@NO W2,SPREAD,SF,NEW_2025,0.7083333333333334,18.433333333333334,HIGH,True,WIN
SF@NO W2,TOTAL,OVER,CURRENT,0.5496688741721855,2.566887417218544,MEDIUM,True,WIN
SF@NO W2,TOTAL,OVER,NEW_2025,0.5423728813559322,1.837288135593218,LOW,True,WIN
SF@NO W2,TOTAL,UNDER,CURRENT,0.4503311258278145,-7.366887417218554,NEGATIVE,False,LOSS
SF@NO W2,TOTAL,UNDER,NEW_2025,0.4576271186440678,-6.637288135593222,NEGATIVE,False,LOSS
BUF@NYJ W2,SPREAD,NYJ,CURRENT,0.4186046511627907,-10.53953488372093,NEGATIVE,False,LOSS
BUF@NYJ W2,SPREAD,NYJ,NEW_2025,0.2916666666666667,-23.233333333333334,NEGATIVE,False,LOSS
BUF@NYJ W2,SPREAD,BUF,CURRENT,0.5813953488372092,5.73953488372092,HIGH,True,WIN
BUF@NYJ W2,SPREAD,BUF,NEW_2025,0.7083333333333334,18.433333333333334,HIGH,True,WIN
BUF@NYJ W2,TOTAL,OVER,CURRENT,0.4867549668874172,-3.7245033112582817,NEGATIVE,False,LOSS
BUF@NYJ W2,TOTAL,OVER,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,LOSS
BUF@NYJ W2,TOTAL,UNDER,CURRENT,0.5132450331125828,-1.0754966887417172,NEGATIVE,False,WIN
BUF@NYJ W2,TOTAL,UNDER,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,WIN
SEA@PIT W2,SPREAD,PIT,CURRENT,0.4694835680751174,-5.451643192488264,NEGATIVE,False,LOSS
SEA@PIT W2,SPREAD,PIT,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,LOSS
SEA@PIT W2,SPREAD,SEA,CURRENT,0.5305164319248826,0.6516431924882604,LOW,True,WIN
SEA@PIT W2,SPREAD,SEA,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,WIN
SEA@PIT W2,TOTAL,OVER,CURRENT,0.4434389140271493,-8.056108597285071,NEGATIVE,False,WIN
SEA@PIT W2,TOTAL,OVER,NEW_2025,0.4576271186440678,-6.637288135593222,NEGATIVE,False,WIN
SEA@PIT W2,TOTAL,UNDER,CURRENT,0.5565610859728507,3.256108597285068,MEDIUM,True,LOSS
SEA@PIT W2,TOTAL,UNDER,NEW_2025,0.5423728813559322,1.837288135593218,LOW,True,LOSS
LA@TEN W2,SPREAD,TEN,CURRENT,0.01,-51.4,NEGATIVE,False,LOSS
LA@TEN W2,SPREAD,TEN,NEW_2025,0.23076923076923078,-29.323076923076925,NEGATIVE,False,LOSS
LA@TEN W2,SPREAD,LA,CURRENT,0.99,46.599999999999994,HIGH,True,WIN
LA@TEN W2,SPREAD,LA,NEW_2025,0.7692307692307693,24.523076923076925,HIGH,True,WIN
LA@TEN W2,TOTAL,OVER,CURRENT,0.5496688741721855,2.566887417218544,MEDIUM,True,WIN
LA@TEN W2,TOTAL,OVER,NEW_2025,0.5423728813559322,1.837288135593218,LOW,True,WIN
LA@TEN W2,TOTAL,UNDER,CURRENT,0.4503311258278145,-7.366887417218554,NEGATIVE,False,LOSS
LA@TEN W2,TOTAL,UNDER,NEW_2025,0.4576271186440678,-6.637288135593222,NEGATIVE,False,LOSS
CAR@ARI W2,SPREAD,ARI,CURRENT,0.4694835680751174,-5.451643192488264,NEGATIVE,False,LOSS
CAR@ARI W2,SPREAD,ARI,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,LOSS
CAR@ARI W2,SPREAD,CAR,CURRENT,0.5305164319248826,0.6516431924882604,LOW,True,WIN
CAR@ARI W2,SPREAD,CAR,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,WIN
CAR@ARI W2,TOTAL,OVER,CURRENT,0.4434389140271493,-8.056108597285071,NEGATIVE,False,WIN
CAR@ARI W2,TOTAL,OVER,NEW_2025,0.4576271186440678,-6.637288135593222,NEGATIVE,False,WIN
CAR@ARI W2,TOTAL,UNDER,CURRENT,0.5565610859728507,3.256108597285068,MEDIUM,True,LOSS
CAR@ARI W2,TOTAL,UNDER,NEW_2025,0.5423728813559322,1.837288135593218,LOW,True,LOSS
DEN@IND W2,SPREAD,IND,CURRENT,0.6785714285714286,15.457142857142859,HIGH,True,WIN
DEN@IND W2,SPREAD,IND,NEW_2025,0.7692307692307693,24.523076923076925,HIGH,True,WIN
DEN@IND W2,SPREAD,DEN,CURRENT,0.3214285714285714,-20.257142857142863,NEGATIVE,False,LOSS
DEN@IND W2,SPREAD,DEN,NEW_2025,0.23076923076923078,-29.323076923076925,NEGATIVE,False,LOSS
DEN@IND W2,TOTAL,OVER,CURRENT,0.5496688741721855,2.566887417218544,MEDIUM,True,WIN
DEN@IND W2,TOTAL,OVER,NEW_2025,0.5423728813559322,1.837288135593218,LOW,True,WIN
DEN@IND W2,TOTAL,UNDER,CURRENT,0.4503311258278145,-7.366887417218554,NEGATIVE,False,LOSS
DEN@IND W2,TOTAL,UNDER,NEW_2025,0.4576271186440678,-6.637288135593222,NEGATIVE,False,LOSS
PHI@KC W2,SPREAD,KC,CURRENT,0.6785714285714286,15.457142857142859,HIGH,True,LOSS
PHI@KC W2,SPREAD,KC,NEW_2025,0.7692307692307693,24.523076923076925,HIGH,True,LOSS
PHI@KC W2,SPREAD,PHI,CURRENT,0.3214285714285714,-20.257142857142863,NEGATIVE,False,WIN
PHI@KC W2,SPREAD,PHI,NEW_2025,0.23076923076923078,-29.323076923076925,NEGATIVE,False,WIN
PHI@KC W2,TOTAL,OVER,CURRENT,0.5151515151515151,-0.8848484848484883,NEGATIVE,False,LOSS
PHI@KC W2,TOTAL,OVER,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,LOSS
PHI@KC W2,TOTAL,UNDER,CURRENT,0.4848484848484848,-3.9151515151515213,NEGATIVE,False,WIN
PHI@KC W2,TOTAL,UNDER,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,WIN
ATL@MIN W2,SPREAD,MIN,CURRENT,0.4186046511627907,-10.53953488372093,NEGATIVE,False,LOSS
ATL@MIN W2,SPREAD,MIN,NEW_2025,0.2916666666666667,-23.233333333333334,NEGATIVE,False,LOSS
ATL@MIN W2,SPREAD,ATL,CURRENT,0.5813953488372092,5.73953488372092,HIGH,True,WIN
ATL@MIN W2,SPREAD,ATL,NEW_2025,0.7083333333333334,18.433333333333334,HIGH,True,WIN
ATL@MIN W2,TOTAL,OVER,CURRENT,0.5496688741721855,2.566887417218544,MEDIUM,True,LOSS
ATL@MIN W2,TOTAL,OVER,NEW_2025,0.5423728813559322,1.837288135593218,LOW,True,LOSS
ATL@MIN W2,TOTAL,UNDER,CURRENT,0.4503311258278145,-7.366887417218554,NEGATIVE,False,WIN
ATL@MIN W2,TOTAL,UNDER,NEW_2025,0.4576271186440678,-6.637288135593222,NEGATIVE,False,WIN
TB@HOU W2,SPREAD,HOU,CURRENT,0.4694835680751174,-5.451643192488264,NEGATIVE,False,LOSS
TB@HOU W2,SPREAD,HOU,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,LOSS
TB@HOU W2,SPREAD,TB,CURRENT,0.5305164319248826,0.6516431924882604,LOW,True,WIN
TB@HOU W2,SPREAD,TB,NEW_2025,0.5,-2.400000000000002,NEGATIVE,False,WIN
TB@HOU W2,TOTAL,OVER,CURRENT,0.3837209302325581,-14.027906976744193,NEGATIVE,False,LOSS
TB@HOU W2,TOTAL,OVER,NEW_2025,0.43478260869565216,-8.921739130434785,NEGATIVE,False,LOSS
TB@HOU W2,TOTAL,UNDER,CURRENT,0.6162790697674418,9.227906976744183,HIGH,True,WIN
