season,week,team,games_played,points_per_game,points_allowed_per_game,point_diff_per_game,home_points_per_game,away_points_per_game,home_points_allowed,away_points_allowed,recent_points,recent_allowed,wins,losses,win_pct
2022,17,PIT,15,17.6,21.266666666666666,-3.6666666666666643,18.714285714285715,16.625,18.857142857142858,23.375,19.0,21.0,7,8,0.4666666666666667
2022,17,NO,15,20.2,21.666666666666668,-1.4666666666666686,23.125,16.857142857142858,21.875,21.428571428571427,20.333333333333332,21.666666666666668,6,9,0.4
2022,17,MIN,15,25.2,24.866666666666667,0.33333333333333215,27.0,22.5,25.22222222222222,24.333333333333332,31.0,27.333333333333332,12,3,0.8
2022,17,SF,15,25.0,15.333333333333334,9.666666666666666,26.75,23.0,15.0,15.714285714285714,35.0,14.666666666666666,11,4,0.7333333333333333
2022,17,TEN,15,17.933333333333334,20.8,-2.866666666666667,18.857142857142858,17.125,19.714285714285715,21.75,17.333333333333332,25.0,7,8,0.4666666666666667
2022,17,MIA,15,24.333333333333332,24.666666666666668,-0.3333333333333357,23.142857142857142,25.375,16.857142857142858,31.5,29.666666666666668,19.333333333333332,8,7,0.5333333333333333
2022,17,GB,15,20.866666666666667,22.266666666666666,-1.3999999999999986,22.571428571428573,19.375,22.142857142857142,22.375,24.0,22.333333333333332,7,8,0.4666666666666667
2022,17,CAR,15,20.866666666666667,22.466666666666665,-1.5999999999999979,22.11111111111111,19.0,19.77777777777778,26.5,25.333333333333332,19.0,6,9,0.4
2022,17,NYJ,15,18.933333333333334,18.8,0.13333333333333286,18.625,19.285714285714285,19.5,18.0,17.0,16.333333333333332,7,8,0.4666666666666667
2022,17,NYG,15,20.733333333333334,22.6,-1.8666666666666671,20.375,21.142857142857142,23.25,21.857142857142858,20.0,33.0,8,6,0.5333333333333333
2022,17,ATL,15,21.0,23.333333333333332,-2.333333333333332,24.857142857142858,17.625,22.571428571428573,24.0,20.0,21.0,5,10,0.3333333333333333
2022,17,CHI,15,20.2,26.2,-6.0,20.375,20.0,24.5,28.142857142857142,17.333333333333332,29.333333333333332,3,12,0.2
2022,17,DEN,15,15.466666666666667,20.266666666666666,-4.799999999999999,16.142857142857142,14.875,16.857142857142858,23.25,22.666666666666668,23.666666666666668,4,11,0.26666666666666666
2022,17,WAS,15,19.0,20.866666666666667,-1.8666666666666671,17.714285714285715,20.125,20.142857142857142,21.5,16.0,17.666666666666668,7,7,0.4666666666666667
2022,18,TB,16,18.5,20.5,-2.0,21.444444444444443,14.714285714285714,22.22222222222222,18.285714285714285,23.333333333333332,24.666666666666668,8,8,0.5
2022,18,IND,16,16.125,24.6875,-8.5625,17.571428571428573,15.0,20.857142857142858,27.666666666666668,12.0,20.333333333333332,4,11,0.25
2022,18,CLE,16,21.6875,22.0625,-0.375,22.5,20.875,20.75,23.375,15.333333333333334,12.333333333333334,7,9,0.4375
2022,18,ARI,16,20.4375,25.6875,-5.25,19.555555555555557,21.571428571428573,28.666666666666668,21.857142857142858,17.666666666666668,23.666666666666668,4,12,0.25
2022,18,JAX,16,24.0,20.875,3.125,22.714285714285715,25.0,19.714285714285715,21.77777777777778,31.666666666666668,27.0,8,8,0.5
2022,18,LAR,16,18.1875,22.8125,-4.625,21.88888888888889,13.428571428571429,22.77777777777778,22.857142857142858,30.333333333333332,19.0,5,11,0.3125
2022,18,DAL,16,28.8125,19.75,9.0625,30.0,27.285714285714285,19.666666666666668,19.857142857142858,40.333333333333336,25.333333333333332,12,4,0.75
2022,18,KC,16,29.0625,22.25,6.8125,25.125,33.0,19.375,25.125,25.666666666666668,14.666666666666666,13,3,0.8125
2022,18,NE,16,21.3125,19.5,1.8125,19.5,23.125,17.875,21.125,17.0,22.333333333333332,8,8,0.5
2022,18,PHI,16,28.4375,20.5,7.9375,27.5,29.375,19.125,21.875,28.333333333333332,21.0,13,3,0.8125
2022,18,BAL,16,20.875,18.0,2.875,19.125,22.625,17.375,18.625,13.333333333333334,11.333333333333334,10,6,0.625
2022,18,CIN,15,26.066666666666666,20.4,5.666666666666668,29.0,24.11111111111111,18.333333333333332,21.77777777777778,30.666666666666668,18.333333333333332,11,4,0.7333333333333333
2022,18,BUF,15,28.0,17.533333333333335,10.466666666666665,31.285714285714285,25.125,17.714285714285715,17.375,27.666666666666668,21.333333333333332,12,3,0.8
2022,18,LV,16,23.875,24.1875,-0.3125,29.142857142857142,19.77777777777778,25.428571428571427,23.22222222222222,30.333333333333332,27.0,6,10,0.375
2022,18,LAC,16,22.6875,22.0625,0.625,21.75,23.625,22.625,21.5,23.666666666666668,13.666666666666666,10,6,0.625
2022,18,DET,16,27.0625,25.6875,1.375,33.111111111111114,19.285714285714285,25.333333333333332,26.142857142857142,38.333333333333336,15.666666666666666,8,8,0.5
2022,18,SEA,16,24.25,24.0625,0.1875,22.5,26.0,20.25,27.875,20.0,19.0,8,8,0.5
2022,18,HOU,16,16.0625,24.3125,-8.25,15.25,16.875,26.375,22.25,13.666666666666666,29.333333333333332,2,13,0.125
2022,18,PIT,16,17.5,20.75,-3.25,18.714285714285715,16.555555555555557,18.857142857142858,22.22222222222222,19.0,21.0,8,8,0.5
2022,18,NO,16,20.1875,20.9375,-0.75,23.125,17.25,21.875,20.0,20.333333333333332,21.666666666666668,7,9,0.4375
2022,18,MIN,16,24.6875,25.875,-1.1875,27.0,21.714285714285715,25.22222222222222,26.714285714285715,31.0,27.333333333333332,12,4,0.75
2022,18,SF,16,25.75,16.5,9.25,26.75,24.75,15.0,18.0,35.0,14.666666666666666,12,4,0.75
2022,18,TEN,16,17.625,21.1875,-3.5625,18.125,17.125,20.625,21.75,16.333333333333332,27.333333333333332,7,9,0.4375
2022,18,MIA,16,24.125,24.5625,-0.4375,23.142857142857142,24.88888888888889,16.857142857142858,30.555555555555557,29.666666666666668,19.333333333333332,8,8,0.5
2022,18,GB,16,22.125,21.9375,0.1875,24.875,19.375,21.5,22.375,27.333333333333332,18.666666666666668,8,8,0.5
2022,18,CAR,16,21.0625,22.9375,-1.875,22.11111111111111,19.714285714285715,19.77777777777778,27.0,25.333333333333332,19.0,6,10,0.375
2022,18,NYJ,16,18.125,19.0625,-0.9375,18.625,17.625,19.5,18.625,17.0,16.333333333333332,7,9,0.4375
2022,18,NYG,16,21.8125,21.8125,0.0,22.333333333333332,21.142857142857142,21.77777777777778,21.857142857142858,26.666666666666668,26.0,9,6,0.5625
2022,18,ATL,16,20.9375,23.0625,-2.125,24.25,17.625,22.125,24.0,21.0,20.666666666666668,6,10,0.375
2022,18,CHI,16,19.5625,27.125,-7.5625,20.375,18.75,24.5,29.75,17.333333333333332,29.333333333333332,3,13,0.1875
2022,18,DEN,16,16.0,20.6875,-4.6875,16.142857142857142,15.88888888888889,16.857142857142858,23.666666666666668,22.666666666666668,23.666666666666668,4,12,0.25
2022,18,WAS,16,18.4375,21.0625,-2.625,16.75,20.125,20.625,21.5,13.666666666666666,19.0,7,8,0.4375
2023,1,TB,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,IND,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,CLE,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,ARI,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,JAX,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,LAR,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,DAL,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,KC,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,NE,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,PHI,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,BAL,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,CIN,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,BUF,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,LV,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,LAC,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,CHI,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,SEA,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,HOU,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,PIT,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,NO,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,MIN,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,SF,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,TEN,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,MIA,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,GB,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,CAR,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,NYJ,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,NYG,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,ATL,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,DET,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,DEN,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,1,WAS,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2023,2,TB,1,20.0,17.0,3.0,24.0,20.0,20.0,17.0,20.0,17.0,1,0,1.0
2023,2,IND,1,21.0,31.0,-10.0,21.0,20.0,31.0,24.0,21.0,31.0,0,1,0.0
2023,2,CLE,1,24.0,3.0,21.0,24.0,20.0,3.0,24.0,24.0,3.0,1,0,1.0
2023,2,ARI,1,16.0,20.0,-4.0,24.0,16.0,20.0,20.0,16.0,20.0,0,1,0.0
2023,2,JAX,1,31.0,21.0,10.0,24.0,31.0,20.0,21.0,31.0,21.0,1,0,1.0
2023,2,LAR,1,30.0,13.0,17.0,24.0,30.0,20.0,13.0,30.0,13.0,1,0,1.0
2023,2,DAL,1,40.0,0.0,40.0,24.0,40.0,20.0,0.0,40.0,0.0,1,0,1.0
2023,2,KC,1,20.0,21.0,-1.0,20.0,20.0,21.0,24.0,20.0,21.0,0,1,0.0
2023,2,NE,1,20.0,25.0,-5.0,20.0,20.0,25.0,24.0,20.0,25.0,0,1,0.0
2023,2,PHI,1,25.0,20.0,5.0,24.0,25.0,20.0,20.0,25.0,20.0,1,0,1.0
2023,2,BAL,1,25.0,9.0,16.0,25.0,20.0,9.0,24.0,25.0,9.0,1,0,1.0
2023,2,CIN,1,3.0,24.0,-21.0,24.0,3.0,20.0,24.0,3.0,24.0,0,1,0.0
2023,2,BUF,1,16.0,22.0,-6.0,24.0,16.0,20.0,22.0,16.0,22.0,0,1,0.0
2023,2,LV,1,17.0,16.0,1.0,24.0,17.0,20.0,16.0,17.0,16.0,1,0,1.0
2023,2,LAC,1,34.0,36.0,-2.0,34.0,20.0,36.0,24.0,34.0,36.0,0,1,0.0
2023,2,CHI,1,20.0,38.0,-18.0,20.0,20.0,38.0,24.0,20.0,38.0,0,1,0.0
2023,2,SEA,1,13.0,30.0,-17.0,13.0,20.0,30.0,24.0,13.0,30.0,0,1,0.0
2023,2,HOU,1,9.0,25.0,-16.0,24.0,9.0,20.0,25.0,9.0,25.0,0,1,0.0
2023,2,PIT,1,7.0,30.0,-23.0,7.0,20.0,30.0,24.0,7.0,30.0,0,1,0.0
2023,2,NO,1,16.0,15.0,1.0,16.0,20.0,15.0,24.0,16.0,15.0,1,0,1.0
2023,2,MIN,1,17.0,20.0,-3.0,17.0,20.0,20.0,24.0,17.0,20.0,0,1,0.0
2023,2,SF,1,30.0,7.0,23.0,24.0,30.0,20.0,7.0,30.0,7.0,1,0,1.0
2023,2,TEN,1,15.0,16.0,-1.0,24.0,15.0,20.0,16.0,15.0,16.0,0,1,0.0
2023,2,MIA,1,36.0,34.0,2.0,24.0,36.0,20.0,34.0,36.0,34.0,1,0,1.0
2023,2,GB,1,38.0,20.0,18.0,24.0,38.0,20.0,20.0,38.0,20.0,1,0,1.0
2023,2,CAR,1,10.0,24.0,-14.0,24.0,10.0,20.0,24.0,10.0,24.0,0,1,0.0
2023,2,NYJ,1,22.0,16.0,6.0,22.0,20.0,16.0,24.0,22.0,16.0,1,0,1.0
2023,2,NYG,1,0.0,40.0,-40.0,0.0,20.0,40.0,24.0,0.0,40.0,0,1,0.0
2023,2,ATL,1,24.0,10.0,14.0,24.0,20.0,10.0,24.0,24.0,10.0,1,0,1.0
2023,2,DET,1,21.0,20.0,1.0,24.0,21.0,20.0,20.0,21.0,20.0,1,0,1.0
2023,2,DEN,1,16.0,17.0,-1.0,16.0,20.0,17.0,24.0,16.0,17.0,0,1,0.0
2023,2,WAS,1,20.0,16.0,4.0,20.0,20.0,16.0,24.0,20.0,16.0,1,0,1.0
2023,3,TB,2,23.5,17.0,6.5,27.0,20.0,17.0,17.0,23.5,17.0,2,0,1.0
2023,3,IND,2,26.0,25.5,0.5,21.0,31.0,31.0,20.0,26.0,25.5,1,1,0.5
2023,3,CLE,2,23.0,14.5,8.5,24.0,22.0,3.0,26.0,23.0,14.5,1,1,0.5
2023,3,ARI,2,22.0,25.5,-3.5,28.0,16.0,31.0,20.0,22.0,25.5,0,2,0.0
2023,3,JAX,2,20.0,19.0,1.0,9.0,31.0,17.0,21.0,20.0,19.0,1,1,0.5
2023,3,LAR,2,26.5,21.5,5.0,23.0,30.0,30.0,13.0,26.5,21.5,1,1,0.5
2023,3,DAL,2,35.0,5.0,30.0,30.0,40.0,10.0,0.0,35.0,5.0,2,0,1.0
2023,3,KC,2,18.5,15.0,3.5,20.0,17.0,21.0,9.0,18.5,15.0,1,1,0.5
2023,3,NE,2,18.5,24.5,-6.0,18.5,20.0,24.5,24.0,18.5,24.5,0,2,0.0
2023,3,PHI,2,29.5,24.0,5.5,34.0,25.0,28.0,20.0,29.5,24.0,2,0,1.0
2023,3,BAL,2,26.0,16.5,9.5,25.0,27.0,9.0,24.0,26.0,16.5,2,0,1.0
2023,3,CIN,2,13.5,25.5,-12.0,24.0,3.0,27.0,24.0,13.5,25.5,0,2,0.0
2023,3,BUF,2,27.0,16.0,11.0,38.0,16.0,10.0,22.0,27.0,16.0,1,1,0.5
2023,3,LV,2,13.5,27.0,-13.5,24.0,13.5,20.0,27.0,13.5,27.0,1,1,0.5
2023,3,LAC,2,29.0,31.5,-2.5,34.0,24.0,36.0,27.0,29.0,31.5,0,2,0.0
2023,3,CHI,2,18.5,32.5,-14.0,20.0,17.0,38.0,27.0,18.5,32.5,0,2,0.0
2023,3,SEA,2,25.0,30.5,-5.5,13.0,37.0,30.0,31.0,25.0,30.5,1,1,0.5
2023,3,HOU,2,14.5,28.0,-13.5,20.0,9.0,31.0,25.0,14.5,28.0,0,2,0.0
2023,3,PIT,2,16.5,26.0,-9.5,16.5,20.0,26.0,24.0,16.5,26.0,1,1,0.5
2023,3,NO,2,18.0,16.0,2.0,16.0,20.0,15.0,17.0,18.0,16.0,2,0,1.0
2023,3,MIN,2,22.5,27.0,-4.5,17.0,28.0,20.0,34.0,22.5,27.0,0,2,0.0
2023,3,SF,2,30.0,15.0,15.0,24.0,30.0,20.0,15.0,30.0,15.0,2,0,1.0
2023,3,TEN,2,21.0,20.0,1.0,27.0,15.0,24.0,16.0,21.0,20.0,1,1,0.5
2023,3,MIA,2,30.0,25.5,4.5,24.0,30.0,20.0,25.5,30.0,25.5,2,0,1.0
2023,3,GB,2,31.0,22.5,8.5,24.0,31.0,20.0,22.5,31.0,22.5,1,1,0.5
2023,3,CAR,2,13.5,22.0,-8.5,17.0,10.0,20.0,24.0,13.5,22.0,0,2,0.0
2023,3,NYJ,2,16.0,23.0,-7.0,22.0,10.0,16.0,30.0,16.0,23.0,1,1,0.5
2023,3,NYG,2,15.5,34.0,-18.5,0.0,31.0,40.0,28.0,15.5,34.0,1,1,0.5
2023,3,ATL,2,24.5,17.0,7.5,24.5,20.0,17.0,24.0,24.5,17.0,2,0,1.0
2023,3,DET,2,26.0,28.5,-2.5,31.0,21.0,37.0,20.0,26.0,28.5,1,1,0.5
2023,3,DEN,2,24.5,26.0,-1.5,24.5,20.0,26.0,24.0,24.5,26.0,0,2,0.0
2023,3,WAS,2,27.5,24.5,3.0,20.0,35.0,16.0,33.0,27.5,24.5,2,0,1.0
2023,4,TB,3,19.333333333333332,19.666666666666668,-0.3333333333333357,19.0,20.0,21.0,17.0,19.333333333333332,19.666666666666668,2,1,0.6666666666666666
2023,4,IND,3,24.666666666666668,23.333333333333332,1.3333333333333357,21.0,26.5,31.0,19.5,24.666666666666668,23.333333333333332,2,1,0.6666666666666666
2023,4,CLE,3,24.333333333333332,10.666666666666666,13.666666666666666,25.5,22.0,3.0,26.0,24.333333333333332,10.666666666666666,2,1,0.6666666666666666
2023,4,ARI,3,24.0,22.333333333333332,1.6666666666666679,28.0,16.0,23.5,20.0,24.0,22.333333333333332,1,2,0.3333333333333333
2023,4,JAX,3,19.0,25.0,-6.0,13.0,31.0,27.0,21.0,19.0,25.0,1,2,0.3333333333333333
2023,4,LAR,3,23.0,20.666666666666668,2.333333333333332,23.0,23.0,30.0,16.0,23.0,20.666666666666668,1,2,0.3333333333333333
2023,4,DAL,3,28.666666666666668,12.666666666666666,16.0,30.0,28.0,10.0,14.0,28.666666666666668,12.666666666666666,2,1,0.6666666666666666
2023,4,KC,3,26.0,13.333333333333334,12.666666666666666,30.5,17.0,15.5,9.0,26.0,13.333333333333334,2,1,0.6666666666666666
2023,4,NE,3,17.333333333333332,19.666666666666668,-2.3333333333333357,18.5,15.0,24.5,10.0,17.333333333333332,19.666666666666668,1,2,0.3333333333333333
2023,4,PHI,3,28.0,19.666666666666668,8.333333333333332,34.0,25.0,28.0,15.5,28.0,19.666666666666668,3,0,1.0
2023,4,BAL,3,23.666666666666668,18.333333333333332,5.333333333333336,22.0,27.0,15.5,24.0,23.666666666666668,18.333333333333332,2,1,0.6666666666666666
2023,4,CIN,3,15.333333333333334,22.333333333333332,-6.999999999999998,21.5,3.0,21.5,24.0,15.333333333333334,22.333333333333332,1,2,0.3333333333333333
2023,4,BUF,3,30.333333333333332,11.666666666666666,18.666666666666664,38.0,26.5,10.0,12.5,30.333333333333332,11.666666666666666,2,1,0.6666666666666666
2023,4,LV,3,15.0,25.666666666666668,-10.666666666666668,18.0,13.5,23.0,27.0,15.0,25.666666666666668,1,2,0.3333333333333333
2023,4,LAC,3,28.666666666666668,29.0,-0.33333333333333215,34.0,26.0,36.0,25.5,28.666666666666668,29.0,1,2,0.3333333333333333
2023,4,CHI,3,15.666666666666666,35.333333333333336,-19.66666666666667,20.0,13.5,38.0,34.0,15.666666666666666,35.333333333333336,0,3,0.0
2023,4,SEA,3,29.0,29.333333333333332,-0.33333333333333215,25.0,37.0,28.5,31.0,29.0,29.333333333333332,2,1,0.6666666666666666
2023,4,HOU,3,22.0,24.333333333333332,-2.333333333333332,20.0,23.0,31.0,21.0,22.0,24.333333333333332,1,2,0.3333333333333333
2023,4,PIT,3,18.666666666666668,23.333333333333332,-4.666666666666664,16.5,23.0,26.0,18.0,18.666666666666668,23.333333333333332,2,1,0.6666666666666666
2023,4,NO,3,17.666666666666668,16.666666666666668,1.0,16.0,18.5,15.0,17.5,17.666666666666668,16.666666666666668,2,1,0.6666666666666666
2023,4,MIN,3,23.0,27.333333333333332,-4.333333333333332,20.5,28.0,24.0,34.0,23.0,27.333333333333332,0,3,0.0
2023,4,SF,3,30.0,14.0,16.0,30.0,30.0,12.0,15.0,30.0,14.0,3,0,1.0
2023,4,TEN,3,15.0,22.333333333333332,-7.333333333333332,27.0,9.0,24.0,21.5,15.0,22.333333333333332,1,2,0.3333333333333333
2023,4,MIA,3,43.333333333333336,23.666666666666668,19.666666666666668,70.0,30.0,20.0,25.5,43.333333333333336,23.666666666666668,3,0,1.0
2023,4,GB,3,26.666666666666668,20.666666666666668,6.0,18.0,31.0,17.0,22.5,26.666666666666668,20.666666666666668,2,1,0.6666666666666666
2023,4,CAR,3,18.0,27.0,-9.0,17.0,18.5,20.0,30.5,18.0,27.0,0,3,0.0
2023,4,NYJ,3,14.0,20.333333333333332,-6.333333333333332,16.0,10.0,15.5,30.0,14.0,20.333333333333332,1,2,0.3333333333333333
2023,4,NYG,3,14.333333333333334,32.666666666666664,-18.33333333333333,0.0,21.5,40.0,29.0,14.333333333333334,32.666666666666664,1,2,0.3333333333333333
2023,4,ATL,3,18.333333333333332,18.0,0.33333333333333215,24.5,6.0,17.0,20.0,18.333333333333332,18.0,2,1,0.6666666666666666
2023,4,DET,3,24.0,21.0,3.0,25.5,21.0,21.5,20.0,24.0,21.0,2,1,0.6666666666666666
2023,4,DEN,3,23.0,40.666666666666664,-17.666666666666664,24.5,20.0,26.0,70.0,23.0,40.666666666666664,0,3,0.0
2023,4,WAS,3,19.333333333333332,28.666666666666668,-9.333333333333336,11.5,35.0,26.5,33.0,19.333333333333332,28.666666666666668,2,1,0.6666666666666666
2023,5,TB,4,21.0,17.0,4.0,19.0,23.0,21.0,13.0,21.333333333333332,17.0,3,1,0.75
2023,5,IND,4,24.25,24.75,-0.5,22.0,26.5,30.0,19.5,22.0,26.333333333333332,2,2,0.5
2023,5,CLE,4,19.0,15.0,4.0,18.0,22.0,11.333333333333334,26.0,18.0,11.333333333333334,2,2,0.5
2023,5,ARI,4,22.0,25.5,-3.5,28.0,16.0,23.5,27.5,24.0,27.333333333333332,1,3,0.25
2023,5,JAX,4,20.0,20.5,-0.5,16.333333333333332,31.0,20.333333333333332,21.0,16.333333333333332,20.333333333333332,2,2,0.5
2023,5,LAR,4,24.5,21.25,3.25,23.0,25.0,30.0,18.333333333333332,22.666666666666668,24.0,2,2,0.5
2023,5,DAL,4,31.0,10.25,20.75,34.0,28.0,6.5,14.0,28.0,13.666666666666666,3,1,0.75
2023,5,KC,4,25.25,15.0,10.25,30.5,20.0,15.5,14.5,28.0,17.0,3,1,0.75
2023,5,NE,4,13.75,24.25,-10.5,18.5,9.0,24.5,24.0,13.333333333333334,29.0,1,3,0.25
2023,5,PHI,4,29.5,22.5,7.0,34.0,25.0,29.5,15.5,31.0,23.333333333333332,4,0,1.0
2023,5,BAL,4,24.75,14.5,10.25,22.0,27.5,15.5,13.5,24.0,11.333333333333334,3,1,0.75
2023,5,CIN,4,12.25,23.5,-11.25,21.5,3.0,21.5,25.5,15.333333333333334,23.333333333333332,1,3,0.25
2023,5,BUF,4,34.75,13.75,21.0,43.0,26.5,15.0,12.5,41.0,11.0,3,1,0.75
2023,5,LV,4,15.5,25.25,-9.75,18.0,14.666666666666666,23.0,26.0,15.0,28.333333333333332,1,3,0.25
2023,5,LAC,4,27.5,26.0,1.5,29.0,26.0,26.5,25.5,28.666666666666668,25.666666666666668,2,2,0.5
2023,5,CHI,4,18.75,34.25,-15.5,24.0,13.5,34.5,34.0,19.333333333333332,36.666666666666664,0,4,0.0
2023,5,SEA,4,27.75,22.75,5.0,25.0,30.5,28.5,17.0,24.666666666666668,20.0,3,1,0.75
2023,5,HOU,4,24.0,19.75,4.25,25.0,23.0,18.5,21.0,29.0,18.0,2,2,0.5
2023,5,PIT,4,15.5,25.0,-9.5,16.5,14.5,26.0,24.0,13.0,27.333333333333332,2,2,0.5
2023,5,NO,4,15.5,19.0,-3.5,12.5,18.5,20.5,17.5,14.0,19.666666666666668,2,2,0.5
2023,5,MIN,4,22.5,23.75,-1.25,20.5,24.5,24.0,23.5,20.666666666666668,20.333333333333332,1,3,0.25
2023,5,SF,4,31.25,14.5,16.75,32.5,30.0,14.0,15.0,31.666666666666668,17.0,4,0,1.0
2023,5,TEN,4,18.0,17.5,0.5,27.0,9.0,13.5,21.5,19.0,18.0,2,2,0.5
2023,5,MIA,4,37.5,29.75,7.75,70.0,26.666666666666668,20.0,33.0,38.0,28.333333333333332,3,1,0.75
2023,5,GB,4,25.0,24.0,1.0,19.0,31.0,25.5,22.5,20.666666666666668,25.333333333333332,2,2,0.5
2023,5,CAR,4,16.75,25.5,-8.75,15.0,18.5,20.5,30.5,19.0,26.0,0,4,0.0
2023,5,NYJ,4,15.5,21.0,-5.5,17.333333333333332,10.0,18.0,30.0,17.333333333333332,18.0,1,3,0.25
2023,5,NYG,4,11.5,30.5,-19.0,1.5,21.5,32.0,29.0,5.0,31.333333333333332,1,3,0.25
2023,5,ATL,4,15.5,19.25,-3.75,24.5,6.5,17.0,21.5,18.666666666666668,19.0,2,2,0.5
2023,5,DET,4,26.5,20.75,5.75,25.5,27.5,21.5,20.0,28.333333333333332,21.0,3,1,0.75
2023,5,DEN,4,25.0,37.5,-12.5,24.5,25.5,26.0,49.0,26.666666666666668,26.666666666666668,1,3,0.25
2023,5,WAS,4,22.25,30.0,-7.75,11.5,33.0,26.5,33.5,18.0,29.0,2,2,0.5
2023,6,TB,4,21.0,17.0,4.0,19.0,23.0,21.0,13.0,21.333333333333332,17.0,3,1,0.75
2023,6,IND,5,24.0,23.0,1.0,22.333333333333332,26.5,25.333333333333332,19.5,22.333333333333332,25.333333333333332,3,2,0.6
2023,6,CLE,4,19.0,15.0,4.0,18.0,22.0,11.333333333333334,26.0,18.0,11.333333333333334,2,2,0.5
2023,6,ARI,5,21.6,27.2,-5.599999999999998,25.333333333333332,16.0,27.0,27.5,25.333333333333332,27.0,1,4,0.2
2023,6,JAX,5,21.0,20.4,0.6000000000000014,16.333333333333332,28.0,20.333333333333332,20.5,16.333333333333332,20.333333333333332,3,2,0.6
2023,6,LAR,5,22.4,21.6,0.7999999999999972,18.5,25.0,26.5,18.333333333333332,22.0,25.333333333333332,2,3,0.4
2023,6,DAL,5,26.8,16.6,10.2,34.0,22.0,6.5,23.333333333333332,26.0,18.333333333333332,3,2,0.6
2023,6,KC,5,25.6,16.0,9.600000000000001,30.5,22.333333333333332,15.5,16.333333333333332,29.333333333333332,17.0,4,1,0.8
2023,6,NE,5,11.0,26.2,-15.2,12.333333333333334,9.0,27.666666666666668,24.0,12.333333333333334,27.666666666666668,1,4,0.2
2023,6,PHI,5,28.2,20.8,7.399999999999999,34.0,24.333333333333332,29.5,15.0,30.333333333333332,24.333333333333332,5,0,1.0
2023,6,BAL,5,21.8,15.0,6.800000000000001,22.0,21.666666666666668,15.5,14.666666666666666,18.0,16.0,3,2,0.6
2023,6,CIN,5,16.6,22.8,-6.199999999999999,21.5,13.333333333333334,21.5,23.666666666666668,25.666666666666668,21.0,2,3,0.4
2023,6,BUF,5,31.8,16.0,15.8,35.333333333333336,26.5,18.333333333333332,12.5,35.333333333333336,18.333333333333332,3,2,0.6
2023,6,LV,5,15.8,22.8,-7.0,17.5,14.666666666666666,18.0,26.0,17.333333333333332,20.0,2,3,0.4
