season,week,team,games_played,points_per_game,points_allowed_per_game,point_diff_per_game,home_points_per_game,away_points_per_game,home_points_allowed,away_points_allowed,recent_points,recent_allowed,wins,losses,win_pct
2022,1,NYG,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2022,1,ATL,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2022,1,CHI,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2022,1,DEN,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2022,1,WAS,0,21.0,21.0,0.0,24.0,20.0,20.0,24.0,21.0,21.0,0,0,0.5
2022,2,TB,1,19.0,3.0,16.0,24.0,19.0,20.0,3.0,19.0,3.0,1,0,1.0
2022,2,IND,1,20.0,20.0,0.0,24.0,20.0,20.0,20.0,20.0,20.0,0,0,0.0
2022,2,CLE,1,26.0,24.0,2.0,24.0,26.0,20.0,24.0,26.0,24.0,1,0,1.0
2022,2,ARI,1,21.0,44.0,-23.0,21.0,20.0,44.0,24.0,21.0,44.0,0,1,0.0
2022,2,JAX,1,22.0,28.0,-6.0,24.0,22.0,20.0,28.0,22.0,28.0,0,1,0.0
2022,2,LAR,1,10.0,31.0,-21.0,10.0,20.0,31.0,24.0,10.0,31.0,0,1,0.0
2022,2,DAL,1,3.0,19.0,-16.0,3.0,20.0,19.0,24.0,3.0,19.0,0,1,0.0
2022,2,KC,1,44.0,21.0,23.0,24.0,44.0,20.0,21.0,44.0,21.0,1,0,1.0
2022,2,NE,1,7.0,20.0,-13.0,24.0,7.0,20.0,20.0,7.0,20.0,0,1,0.0
2022,2,PHI,1,38.0,35.0,3.0,24.0,38.0,20.0,35.0,38.0,35.0,1,0,1.0
2022,2,BAL,1,24.0,9.0,15.0,24.0,24.0,20.0,9.0,24.0,9.0,1,0,1.0
2022,2,CIN,1,20.0,23.0,-3.0,20.0,20.0,23.0,24.0,20.0,23.0,0,1,0.0
2022,2,BUF,1,31.0,10.0,21.0,24.0,31.0,20.0,10.0,31.0,10.0,1,0,1.0
2022,2,LV,1,19.0,24.0,-5.0,24.0,19.0,20.0,24.0,19.0,24.0,0,1,0.0
2022,2,LAC,1,24.0,19.0,5.0,24.0,20.0,19.0,24.0,24.0,19.0,1,0,1.0
2022,2,DET,1,35.0,38.0,-3.0,35.0,20.0,38.0,24.0,35.0,38.0,0,1,0.0
2022,2,SEA,1,17.0,16.0,1.0,17.0,20.0,16.0,24.0,17.0,16.0,1,0,1.0
2022,2,HOU,1,20.0,20.0,0.0,20.0,20.0,20.0,24.0,20.0,20.0,0,0,0.0
2022,2,PIT,1,23.0,20.0,3.0,24.0,23.0,20.0,20.0,23.0,20.0,1,0,1.0
2022,2,NO,1,27.0,26.0,1.0,24.0,27.0,20.0,26.0,27.0,26.0,1,0,1.0
2022,2,MIN,1,23.0,7.0,16.0,23.0,20.0,7.0,24.0,23.0,7.0,1,0,1.0
2022,2,SF,1,10.0,19.0,-9.0,24.0,10.0,20.0,19.0,10.0,19.0,0,1,0.0
2022,2,TEN,1,20.0,21.0,-1.0,20.0,20.0,21.0,24.0,20.0,21.0,0,1,0.0
2022,2,MIA,1,20.0,7.0,13.0,20.0,20.0,7.0,24.0,20.0,7.0,1,0,1.0
2022,2,GB,1,7.0,23.0,-16.0,24.0,7.0,20.0,23.0,7.0,23.0,0,1,0.0
2022,2,CAR,1,24.0,26.0,-2.0,24.0,20.0,26.0,24.0,24.0,26.0,0,1,0.0
2022,2,NYJ,1,9.0,24.0,-15.0,9.0,20.0,24.0,24.0,9.0,24.0,0,1,0.0
2022,2,NYG,1,21.0,20.0,1.0,24.0,21.0,20.0,20.0,21.0,20.0,1,0,1.0
2022,2,ATL,1,26.0,27.0,-1.0,26.0,20.0,27.0,24.0,26.0,27.0,0,1,0.0
2022,2,CHI,1,19.0,10.0,9.0,19.0,20.0,10.0,24.0,19.0,10.0,1,0,1.0
2022,2,DEN,1,16.0,17.0,-1.0,24.0,16.0,20.0,17.0,16.0,17.0,0,1,0.0
2022,2,WAS,1,28.0,22.0,6.0,28.0,20.0,22.0,24.0,28.0,22.0,1,0,1.0
2022,3,TB,2,19.5,6.5,13.0,24.0,19.5,20.0,6.5,19.5,6.5,2,0,1.0
2022,3,IND,2,10.0,22.0,-12.0,24.0,10.0,20.0,22.0,10.0,22.0,0,1,0.0
2022,3,CLE,2,28.0,27.5,0.5,30.0,26.0,31.0,24.0,28.0,27.5,1,1,0.5
2022,3,ARI,2,25.0,33.5,-8.5,21.0,29.0,44.0,23.0,25.0,33.5,1,1,0.5
2022,3,JAX,2,23.0,14.0,9.0,24.0,22.0,0.0,28.0,23.0,14.0,1,1,0.5
2022,3,LAR,2,20.5,29.0,-8.5,20.5,20.0,29.0,24.0,20.5,29.0,1,1,0.5
2022,3,DAL,2,11.5,18.0,-6.5,11.5,20.0,18.0,24.0,11.5,18.0,1,1,0.5
2022,3,KC,2,35.5,22.5,13.0,27.0,44.0,24.0,21.0,35.5,22.5,2,0,1.0
2022,3,NE,2,12.0,17.0,-5.0,24.0,12.0,20.0,17.0,12.0,17.0,1,1,0.5
2022,3,PHI,2,31.0,21.0,10.0,24.0,38.0,7.0,35.0,31.0,21.0,2,0,1.0
2022,3,BAL,2,31.0,25.5,5.5,38.0,24.0,42.0,9.0,31.0,25.5,1,1,0.5
2022,3,CIN,2,18.5,21.5,-3.0,20.0,17.0,23.0,20.0,18.5,21.5,0,2,0.0
2022,3,BUF,2,36.0,8.5,27.5,41.0,31.0,7.0,10.0,36.0,8.5,2,0,1.0
2022,3,LV,2,21.0,26.5,-5.5,23.0,19.0,29.0,24.0,21.0,26.5,0,2,0.0
2022,3,LAC,2,24.0,23.0,1.0,24.0,24.0,19.0,27.0,24.0,23.0,1,1,0.5
2022,3,DET,2,35.5,32.5,3.0,35.5,20.0,32.5,24.0,35.5,32.5,1,1,0.5
2022,3,SEA,2,12.0,21.5,-9.5,17.0,7.0,16.0,27.0,12.0,21.5,1,1,0.5
2022,3,HOU,2,14.5,18.0,-3.5,20.0,9.0,20.0,16.0,14.5,18.0,0,1,0.0
2022,3,PIT,2,18.5,18.5,0.0,14.0,23.0,17.0,20.0,18.5,18.5,1,1,0.5
2022,3,NO,2,18.5,23.0,-4.5,10.0,27.0,20.0,26.0,18.5,23.0,1,1,0.5
2022,3,MIN,2,15.0,15.5,-0.5,23.0,7.0,7.0,24.0,15.0,15.5,1,1,0.5
2022,3,SF,2,18.5,13.0,5.5,27.0,10.0,7.0,19.0,18.5,13.0,1,1,0.5
2022,3,TEN,2,13.5,31.0,-17.5,20.0,7.0,21.0,41.0,13.5,31.0,0,2,0.0
2022,3,MIA,2,31.0,22.5,8.5,20.0,42.0,7.0,38.0,31.0,22.5,2,0,1.0
2022,3,GB,2,17.0,16.5,0.5,27.0,7.0,10.0,23.0,17.0,16.5,1,1,0.5
2022,3,CAR,2,20.0,22.5,-2.5,24.0,16.0,26.0,19.0,20.0,22.5,0,2,0.0
2022,3,NYJ,2,20.0,27.0,-7.0,9.0,31.0,24.0,30.0,20.0,27.0,1,1,0.5
2022,3,NYG,2,20.0,18.0,2.0,19.0,21.0,16.0,20.0,20.0,18.0,2,0,1.0
2022,3,ATL,2,26.5,29.0,-2.5,26.0,27.0,27.0,31.0,26.5,29.0,0,2,0.0
2022,3,CHI,2,14.5,18.5,-4.0,19.0,10.0,10.0,27.0,14.5,18.5,1,1,0.5
2022,3,DEN,2,16.0,13.0,3.0,16.0,16.0,9.0,17.0,16.0,13.0,1,1,0.5
2022,3,WAS,2,27.5,29.0,-1.5,28.0,27.0,22.0,36.0,27.5,29.0,1,1,0.5
2022,4,TB,3,17.0,9.0,8.0,12.0,19.5,14.0,6.5,17.0,9.0,2,1,0.6666666666666666
2022,4,IND,3,13.333333333333334,20.333333333333332,-6.999999999999998,20.0,10.0,17.0,22.0,13.333333333333334,20.333333333333332,1,1,0.3333333333333333
2022,4,CLE,3,28.333333333333332,24.0,4.333333333333332,29.5,26.0,24.0,24.0,28.333333333333332,24.0,2,1,0.6666666666666666
2022,4,ARI,3,20.666666666666668,29.0,-8.333333333333332,16.5,29.0,32.0,23.0,20.666666666666668,29.0,1,2,0.3333333333333333
2022,4,JAX,3,28.0,12.666666666666666,15.333333333333334,24.0,30.0,0.0,19.0,28.0,12.666666666666666,2,1,0.6666666666666666
2022,4,LAR,3,20.333333333333332,23.333333333333332,-3.0,20.5,20.0,29.0,12.0,20.333333333333332,23.333333333333332,2,1,0.6666666666666666
2022,4,DAL,3,15.333333333333334,17.333333333333332,-1.9999999999999982,11.5,23.0,18.0,16.0,15.333333333333334,17.333333333333332,2,1,0.6666666666666666
2022,4,KC,3,29.333333333333332,21.666666666666668,7.666666666666664,27.0,30.5,24.0,20.5,29.333333333333332,21.666666666666668,2,1,0.6666666666666666
2022,4,NE,3,16.666666666666668,23.666666666666668,-7.0,26.0,12.0,37.0,17.0,16.666666666666668,23.666666666666668,1,2,0.3333333333333333
2022,4,PHI,3,28.666666666666668,16.666666666666668,12.0,24.0,31.0,7.0,21.5,28.666666666666668,16.666666666666668,3,0,1.0
2022,4,BAL,3,33.0,25.666666666666668,7.333333333333332,38.0,30.5,42.0,17.5,33.0,25.666666666666668,2,1,0.6666666666666666
2022,4,CIN,3,21.333333333333332,18.333333333333332,3.0,20.0,22.0,23.0,16.0,21.333333333333332,18.333333333333332,1,2,0.3333333333333333
2022,4,BUF,3,30.333333333333332,12.666666666666666,17.666666666666664,41.0,25.0,7.0,15.5,30.333333333333332,12.666666666666666,2,1,0.6666666666666666
2022,4,LV,3,21.333333333333332,25.666666666666668,-4.333333333333336,23.0,20.5,29.0,24.0,21.333333333333332,25.666666666666668,0,3,0.0
2022,4,LAC,3,19.333333333333332,28.0,-8.666666666666668,17.0,24.0,28.5,27.0,19.333333333333332,28.0,1,2,0.3333333333333333
2022,4,DET,3,31.666666666666668,31.0,0.6666666666666679,35.5,24.0,32.5,28.0,31.666666666666668,31.0,1,2,0.3333333333333333
2022,4,SEA,3,15.666666666666666,23.333333333333332,-7.666666666666666,20.0,7.0,21.5,27.0,15.666666666666666,23.333333333333332,1,2,0.3333333333333333
2022,4,HOU,3,16.333333333333332,19.666666666666668,-3.3333333333333357,20.0,14.5,20.0,19.5,16.333333333333332,19.666666666666668,0,2,0.0
2022,4,PIT,3,18.0,22.0,-4.0,14.0,20.0,17.0,24.5,18.0,22.0,1,2,0.3333333333333333
2022,4,NO,3,17.0,22.666666666666668,-5.666666666666668,10.0,20.5,20.0,24.0,17.0,22.666666666666668,1,2,0.3333333333333333
2022,4,MIN,3,19.333333333333332,18.333333333333332,1.0,25.5,7.0,15.5,24.0,19.333333333333332,18.333333333333332,2,1,0.6666666666666666
2022,4,SF,3,15.666666666666666,12.333333333333334,3.333333333333332,27.0,10.0,7.0,15.0,15.666666666666666,12.333333333333334,1,2,0.3333333333333333
2022,4,TEN,3,17.0,28.0,-11.0,22.0,7.0,21.5,41.0,17.0,28.0,1,2,0.3333333333333333
2022,4,MIA,3,27.666666666666668,21.333333333333332,6.333333333333336,20.5,42.0,13.0,38.0,27.666666666666668,21.333333333333332,3,0,1.0
2022,4,GB,3,16.0,15.0,1.0,27.0,10.5,10.0,17.5,16.0,15.0,2,1,0.6666666666666666
2022,4,CAR,3,20.666666666666668,19.666666666666668,1.0,23.0,16.0,20.0,19.0,20.666666666666668,19.666666666666668,1,2,0.3333333333333333
2022,4,NYJ,3,17.333333333333332,27.0,-9.666666666666668,10.5,31.0,25.5,30.0,17.333333333333332,27.0,1,2,0.3333333333333333
2022,4,NYG,3,18.666666666666668,19.666666666666668,-1.0,17.5,21.0,19.5,20.0,18.666666666666668,19.666666666666668,2,1,0.6666666666666666
2022,4,ATL,3,26.666666666666668,27.0,-0.33333333333333215,26.0,27.0,27.0,27.0,26.666666666666668,27.0,1,2,0.3333333333333333
2022,4,CHI,3,17.333333333333332,19.0,-1.6666666666666679,21.0,10.0,15.0,27.0,17.333333333333332,19.0,2,1,0.6666666666666666
2022,4,DEN,3,14.333333333333334,12.0,2.333333333333334,13.5,16.0,9.5,17.0,14.333333333333334,12.0,2,1,0.6666666666666666
2022,4,WAS,3,21.0,27.333333333333332,-6.333333333333332,18.0,27.0,23.0,36.0,21.0,27.333333333333332,1,2,0.3333333333333333
2022,5,TB,4,20.5,17.0,3.5,21.5,19.5,27.5,6.5,21.0,21.666666666666668,2,2,0.5
2022,5,IND,4,14.25,21.25,-7.0,18.5,10.0,20.5,22.0,12.333333333333334,21.666666666666668,1,2,0.25
2022,5,CLE,4,26.25,23.75,2.5,29.5,23.0,24.0,23.5,26.333333333333332,23.666666666666668,2,2,0.5
2022,5,ARI,4,22.0,25.75,-3.75,16.5,27.5,32.0,19.5,19.666666666666668,26.666666666666668,2,2,0.5
2022,5,JAX,4,26.25,16.75,9.5,24.0,27.0,0.0,22.333333333333332,27.666666666666668,13.0,2,2,0.5
2022,5,LAR,4,17.5,23.5,-6.0,20.5,14.5,29.0,18.0,16.666666666666668,27.333333333333332,2,2,0.5
2022,5,DAL,4,17.75,15.5,2.25,16.0,23.0,15.333333333333334,16.0,16.0,15.333333333333334,3,1,0.75
2022,5,KC,4,32.25,24.0,8.25,27.0,34.0,24.0,24.0,28.333333333333332,25.0,3,1,0.75
2022,5,NE,4,18.5,24.5,-6.0,26.0,16.0,37.0,20.333333333333332,22.333333333333332,26.0,1,3,0.25
2022,5,PHI,4,28.75,17.75,11.0,26.5,31.0,14.0,21.5,25.666666666666668,12.0,4,0,1.0
2022,5,BAL,4,29.75,25.0,4.75,29.0,30.5,32.5,17.5,31.666666666666668,30.333333333333332,2,2,0.5
2022,5,CIN,4,22.75,17.5,5.25,23.5,22.0,19.0,16.0,24.666666666666668,16.666666666666668,2,2,0.5
2022,5,BUF,4,28.5,14.5,14.0,41.0,24.333333333333332,7.0,17.0,27.666666666666668,16.0,3,1,0.75
2022,5,LV,4,24.0,25.0,-1.0,27.5,20.5,26.0,24.0,25.666666666666668,25.333333333333332,1,3,0.25
2022,5,LAC,4,23.0,27.0,-4.0,17.0,29.0,28.5,25.5,22.666666666666668,27.0,2,2,0.5
2022,5,DET,4,35.0,35.25,-0.25,38.666666666666664,24.0,37.666666666666664,28.0,38.666666666666664,37.666666666666664,1,3,0.25
2022,5,SEA,4,23.75,28.75,-5.0,20.0,27.5,21.5,36.0,29.333333333333332,29.333333333333332,2,2,0.5
2022,5,HOU,4,18.25,23.25,-5.0,22.0,14.5,27.0,19.5,21.333333333333332,25.666666666666668,0,3,0.0
2022,5,PIT,4,18.5,22.5,-4.0,17.0,20.0,20.5,24.5,17.0,23.333333333333332,1,3,0.25
2022,5,NO,4,19.0,24.0,-5.0,17.5,20.5,24.0,24.0,16.333333333333332,23.333333333333332,1,3,0.25
2022,5,MIN,4,21.5,20.0,1.5,25.5,17.5,15.5,24.5,26.333333333333332,18.666666666666668,3,1,0.75
2022,5,SF,4,17.75,11.5,6.25,25.5,10.0,8.0,15.0,20.333333333333332,9.0,2,2,0.5
2022,5,TEN,4,18.75,25.25,-6.5,22.0,15.5,21.5,29.0,22.666666666666668,20.0,2,2,0.5
2022,5,MIA,4,24.5,22.75,1.75,20.5,28.5,13.0,32.5,18.666666666666668,17.666666666666668,3,1,0.75
2022,5,GB,4,18.75,17.25,1.5,27.0,10.5,17.0,17.5,22.666666666666668,15.333333333333334,3,1,0.75
2022,5,CAR,4,19.5,21.25,-1.75,20.666666666666668,16.0,22.0,19.0,20.666666666666668,22.0,1,3,0.25
2022,5,NYJ,4,19.0,25.25,-6.25,10.5,27.5,25.5,25.0,15.0,23.666666666666668,2,2,0.5
2022,5,NYG,4,19.0,17.75,1.25,18.333333333333332,21.0,17.0,20.0,18.333333333333332,17.0,3,1,0.75
2022,5,ATL,4,25.75,25.25,0.5,24.5,27.0,23.5,27.0,25.333333333333332,23.333333333333332,2,2,0.5
2022,5,CHI,4,16.0,19.25,-3.25,21.0,11.0,15.0,23.5,18.0,16.666666666666668,2,2,0.5
2022,5,DEN,4,16.5,17.0,-0.5,13.5,19.5,9.5,24.5,16.666666666666668,17.0,2,2,0.5
2022,5,WAS,4,18.25,26.75,-8.5,18.0,18.5,23.0,30.5,15.333333333333334,23.666666666666668,1,3,0.25
2022,6,TB,5,20.6,16.6,4.0,21.333333333333332,19.5,23.333333333333332,6.5,21.333333333333332,23.333333333333332,3,2,0.6
2022,6,IND,5,13.8,18.8,-5.0,18.5,10.666666666666666,20.5,17.666666666666668,16.333333333333332,16.666666666666668,2,2,0.4
2022,6,CLE,5,26.6,25.0,1.6000000000000014,29.0,23.0,26.0,23.5,29.0,26.0,2,3,0.4
2022,6,ARI,5,21.0,24.6,-3.6000000000000014,16.666666666666668,27.5,28.0,19.5,16.666666666666668,28.0,2,3,0.4
2022,6,JAX,5,22.2,16.0,6.199999999999999,15.0,27.0,6.5,22.333333333333332,17.0,14.0,2,3,0.4
2022,6,LAR,5,16.0,23.2,-7.199999999999999,17.0,14.5,26.666666666666668,18.0,17.0,26.666666666666668,2,3,0.4
2022,6,DAL,5,18.6,14.4,4.200000000000001,16.0,22.5,15.333333333333334,13.0,16.0,15.333333333333334,4,1,0.8
2022,6,KC,5,31.8,25.0,6.800000000000001,28.5,34.0,26.5,24.0,32.666666666666664,28.0,4,1,0.8
2022,6,NE,5,20.6,19.6,1.0,27.5,16.0,18.5,20.333333333333332,26.333333333333332,21.333333333333332,2,3,0.4
2022,6,PHI,5,27.0,17.6,9.399999999999999,26.5,27.333333333333332,14.0,20.0,24.333333333333332,15.0,5,0,1.0
2022,6,BAL,5,27.6,23.4,4.200000000000003,25.666666666666668,30.5,27.333333333333332,17.5,25.666666666666668,27.333333333333332,3,2,0.6
2022,6,CIN,5,21.6,17.8,3.8000000000000007,23.5,20.333333333333332,19.0,17.0,21.333333333333332,19.0,2,3,0.4
2022,6,BUF,5,30.4,12.2,18.2,39.5,24.333333333333332,5.0,17.0,34.0,10.0,4,1,0.8
2022,6,LV,5,25.0,26.0,-1.0,27.5,23.333333333333332,26.0,26.0,28.0,27.333333333333332,1,4,0.2
2022,6,LAC,5,24.4,27.2,-2.8000000000000007,17.0,29.333333333333332,28.5,26.333333333333332,21.333333333333332,28.333333333333332,3,2,0.6
2022,6,DET,5,28.0,34.0,-6.0,38.666666666666664,12.0,37.666666666666664,28.5,38.666666666666664,37.666666666666664,1,4,0.2
2022,6,SEA,5,25.4,30.8,-5.400000000000002,20.0,29.0,21.5,37.0,24.0,27.333333333333332,2,3,0.4
2022,6,HOU,5,17.2,19.8,-2.6000000000000014,22.0,14.0,27.0,15.0,19.0,20.0,1,3,0.2
2022,6,PIT,5,15.4,25.6,-10.200000000000001,17.0,14.333333333333334,20.5,29.0,12.333333333333334,26.333333333333332,1,4,0.2
2022,6,NO,5,23.0,25.6,-2.6000000000000014,24.666666666666668,20.5,26.666666666666668,24.0,24.666666666666668,26.666666666666668,2,3,0.4
2022,6,MIN,5,23.0,20.4,2.6000000000000014,26.666666666666668,17.5,17.666666666666668,24.5,26.666666666666668,17.666666666666668,4,1,0.8
2022,6,SF,5,21.6,12.2,9.400000000000002,25.5,19.0,8.0,15.0,29.333333333333332,10.333333333333334,3,2,0.6
2022,6,TEN,5,19.2,23.6,-4.400000000000002,22.0,17.333333333333332,21.5,25.0,21.666666666666668,20.0,3,2,0.6
2022,6,MIA,5,23.0,26.2,-3.1999999999999993,20.5,24.666666666666668,13.0,35.0,19.333333333333332,22.0,3,2,0.6
2022,6,GB,5,19.4,19.2,0.1999999999999993,25.333333333333332,10.5,20.333333333333332,17.5,25.333333333333332,20.333333333333332,3,2,0.6
2022,6,CAR,5,18.6,24.4,-5.799999999999997,19.25,16.0,25.75,19.0,17.666666666666668,25.666666666666668,1,4,0.2
2022,6,NYJ,5,23.2,23.6,-0.40000000000000213,20.333333333333332,27.5,22.666666666666668,25.0,20.333333333333332,22.666666666666668,3,2,0.6
2022,6,NYG,5,20.6,18.6,2.0,18.333333333333332,24.0,17.0,21.0,18.333333333333332,17.0,4,1,0.8
2022,6,ATL,5,23.6,24.4,-0.7999999999999972,24.5,23.0,23.5,25.0,21.333333333333332,22.666666666666668,2,3,0.4
2022,6,CHI,5,17.2,21.2,-4.0,21.0,14.666666666666666,15.0,25.333333333333332,21.333333333333332,19.666666666666668,2,3,0.4
2022,6,DEN,5,15.0,16.0,-1.0,12.0,19.5,10.333333333333334,24.5,12.0,10.333333333333334,2,3,0.4
2022,6,WAS,5,18.0,25.6,-7.600000000000001,17.666666666666668,18.5,22.333333333333332,30.5,17.666666666666668,22.333333333333332,1,4,0.2
2022,7,TB,6,20.166666666666668,17.166666666666668,3.0,21.333333333333332,19.0,23.333333333333332,11.0,21.333333333333332,23.333333333333332,3,3,0.5
2022,7,IND,6,17.166666666666668,20.166666666666668,-3.0,23.666666666666668,10.666666666666666,22.666666666666668,17.666666666666668,23.666666666666668,22.666666666666668,3,2,0.5
2022,7,CLE,6,24.666666666666668,27.166666666666668,-2.5,25.5,23.0,29.0,23.5,24.0,28.333333333333332,2,4,0.3333333333333333
2022,7,ARI,6,19.0,23.666666666666668,-4.666666666666668,16.666666666666668,21.333333333333332,28.0,19.333333333333332,16.666666666666668,28.0,2,4,0.3333333333333333
2022,7,JAX,6,23.0,19.0,4.0,15.0,27.0,6.5,25.25,19.0,15.666666666666666,2,4,0.3333333333333333
2022,7,LAR,6,17.333333333333332,21.0,-3.666666666666668,18.75,14.5,22.5,18.0,21.666666666666668,19.666666666666668,3,3,0.5
2022,7,DAL,6,18.333333333333332,16.333333333333332,2.0,16.0,20.666666666666668,15.333333333333334,17.333333333333332,16.0,15.333333333333334,4,2,0.6666666666666666
2022,7,KC,6,29.833333333333332,24.833333333333332,5.0,25.666666666666668,34.0,25.666666666666668,24.0,25.666666666666668,25.666666666666668,4,2,0.6666666666666666
2022,7,NE,6,23.5,18.833333333333332,4.666666666666668,27.5,21.5,18.5,19.0,31.0,17.333333333333332,3,3,0.5
2022,7,PHI,6,26.833333333333332,17.5,9.333333333333332,26.333333333333332,27.333333333333332,15.0,20.0,26.333333333333332,15.0,6,0,1.0
2022,7,BAL,6,26.333333333333332,23.5,2.833333333333332,25.666666666666668,27.0,27.333333333333332,19.666666666666668,25.666666666666668,27.333333333333332,3,3,0.5
2022,7,CIN,6,23.0,19.166666666666668,3.833333333333332,23.5,22.75,19.0,19.25,25.666666666666668,21.333333333333332,3,3,0.5
2022,7,BUF,6,29.333333333333332,13.5,15.833333333333332,39.5,24.25,5.0,17.75,34.333333333333336,10.0,5,1,0.8333333333333334
2022,7,LV,5,25.0,26.0,-1.0,27.5,23.333333333333332,26.0,26.0,28.0,27.333333333333332,1,4,0.2
2022,7,LAC,6,23.5,25.333333333333332,-1.8333333333333321,17.666666666666668,29.333333333333332,24.333333333333332,26.333333333333332,17.666666666666668,24.333333333333332,4,2,0.6666666666666666
2022,7,DET,5,28.0,34.0,-6.0,38.666666666666664,12.0,37.666666666666664,28.5,38.666666666666664,37.666666666666664,1,4,0.2
2022,7,SEA,6,24.333333333333332,27.166666666666668,-2.8333333333333357,19.666666666666668,29.0,17.333333333333332,37.0,19.666666666666668,17.333333333333332,3,3,0.5
2022,7,HOU,5,17.2,19.8,-2.6000000000000014,22.0,14.0,27.0,15.0,19.0,20.0,1,3,0.2
2022,7,PIT,6,16.166666666666668,24.333333333333332,-8.166666666666664,18.0,14.333333333333334,19.666666666666668,29.0,18.0,19.666666666666668,2,4,0.3333333333333333
2022,7,NO,6,23.5,26.333333333333332,-2.833333333333332,25.0,20.5,27.5,24.0,30.0,30.0,2,4,0.3333333333333333
2022,7,MIN,6,23.166666666666668,19.666666666666668,3.5,26.666666666666668,19.666666666666668,17.666666666666668,21.666666666666668,26.666666666666668,17.666666666666668,5,1,0.8333333333333334
2022,7,SF,6,20.333333333333332,14.833333333333334,5.499999999999998,25.5,17.75,8.0,18.25,21.666666666666668,14.666666666666666,3,3,0.5
2022,7,TEN,5,19.2,23.6,-4.400000000000002,22.0,17.333333333333332,21.5,25.0,21.666666666666668,20.0,3,2,0.6
2022,7,MIA,6,21.833333333333332,25.833333333333332,-4.0,19.0,24.666666666666668,16.666666666666668,35.0,19.0,16.666666666666668,3,3,0.5
2022,7,GB,6,17.833333333333332,20.5,-2.666666666666668,21.5,10.5,22.0,17.5,19.666666666666668,26.0,3,3,0.5
2022,7,CAR,6,17.166666666666668,24.333333333333332,-7.166666666666664,19.25,13.0,25.75,21.5,17.666666666666668,25.666666666666668,1,5,0.16666666666666666
