game_id,season,week,away_team,home_team,spread_line,total_line,spread_mean,total_mean,spread_sd,total_sd,spread_raw,spread_raw_sd,total_raw,total_raw_sd,p_home_cover,p_away_cover,p_over,p_under,p_home_cover_centered,p_over_centered,calibration_method,spread_bet,spread_edge,spread_conviction,total_bet,total_edge,total_conviction,actual_home_score,actual_away_score,actual_spread,actual_total,home_covered,spread_result,over_hit,total_result
2025_02_SEA_PIT,2025,2,SEA,PIT,3.5,40.5,3.815902370794737,40.81590237079473,19.35159109096278,19.10238909709678,7.753,10.017184784159669,20.51,9.87,0.7777777777777778,0.2222222222222222,0.4489795918367347,0.5510204081632653,0.4175,0.546,isotonic,HOME,0.25377777777777777,HIGH,UNDER,0.02702040816326523,LOW,17.0,31.0,-14.0,48.0,0.0,0.0,1.0,0.0
2025_02_LA_TEN,2025,2,LA,TEN,-5.5,41.5,-5.527191880880716,41.527191880880714,10.865711007302012,11.112202773341426,-28.398,9.705493083815988,36.879,9.937724035210477,0.01,0.99,0.59375,0.40625,0.587,0.466,isotonic,AWAY,0.46599999999999997,HIGH,OVER,0.06974999999999998,HIGH,19.0,33.0,-14.0,52.0,0.0,1.0,1.0,1.0
2025_02_CAR_ARI,2025,2,CAR,ARI,7.0,45.5,6.703835999999996,45.796164,18.281930368019236,18.529411738020826,-3.895,9.31171171160276,18.149,9.425645813417773,0.051626824241148284,0.9483731757588517,0.4489795918367347,0.5510204081632653,0.4925,0.452,isotonic,AWAY,0.4243731757588517,HIGH,UNDER,0.02702040816326523,LOW,27.0,22.0,5.0,49.0,0.0,1.0,1.0,0.0
2025_02_DEN_IND,2025,2,DEN,IND,-2.5,43.5,-2.4974469481858033,43.502553051814196,9.488001380960672,8.543387863913482,20.6185,13.182335064395836,60.3985,11.871044509646149,0.99,0.010000000000000009,0.99,0.010000000000000009,0.576,0.4975,isotonic,HOME,0.46599999999999997,HIGH,OVER,0.46599999999999997,HIGH,29.0,28.0,1.0,57.0,1.0,1.0,1.0,1.0
2025_02_PHI_KC,2025,2,PHI,KC,-1.5,46.5,-1.2911430344946324,46.708856965505355,16.662957034996516,14.459318236241913,18.289,11.683983866815291,31.918,10.151466692059824,0.99,0.010000000000000009,0.4489795918367347,0.5510204081632653,0.5175,0.474,isotonic,HOME,0.46599999999999997,HIGH,UNDER,0.02702040816326523,LOW,17.0,20.0,-3.0,37.0,0.0,0.0,0.0,1.0
2025_02_ATL_MIN,2025,2,ATL,MIN,3.5,44.5,3.4343482026165404,44.565651797383474,14.679325756831847,12.747276508219624,-7.6945,12.598974948383699,37.8745,10.93196001410543,0.125,0.875,0.59375,0.40625,0.543,0.5145,isotonic,AWAY,0.351,HIGH,OVER,0.06974999999999998,HIGH,6.0,22.0,-16.0,28.0,0.0,1.0,0.0,0.0
2025_02_TB_HOU,2025,2,TB,HOU,2.5,42.5,2.500000000000001,42.50000000000001,18.300856783221928,17.63371132235072,-3.5605,9.150428391610964,15.1325,8.81685566117536,0.2857142857142857,0.7142857142857143,0.4489795918367347,0.5510204081632653,0.4995,0.4245,isotonic,AWAY,0.19028571428571428,HIGH,UNDER,0.02702040816326523,LOW,19.0,20.0,-1.0,39.0,0.0,1.0,0.0,1.0
2025_02_LAC_LV,2025,2,LAC,LV,-3.5,46.5,-3.5010464913833794,46.501046491383384,10.20888896408405,11.522977166835124,-8.402,11.16214119244153,50.832,12.599713330072237,0.4857142857142857,0.5142857142857142,0.99,0.010000000000000009,0.5405,0.486,isotonic,,0.0,,OVER,0.46599999999999997,HIGH,9.0,20.0,-11.0,29.0,0.0,,0.0,0.0
2025_03_MIA_BUF,2025,3,MIA,BUF,12.5,50.5,12.646238444522057,50.64623844452206,20.20011547948478,19.96622367042876,14.721,10.429628900397175,25.767,10.325246292461987,0.4857142857142857,0.5142857142857142,0.4489795918367347,0.5510204081632653,0.4345,0.4985,isotonic,,0.0,,UNDER,0.02702040816326523,LOW,31.0,21.0,10.0,52.0,0.0,,1.0,0.0
2025_03_ATL_CAR,2025,3,ATL,CAR,-5.5,44.5,-5.0009724999999925,44.9990275,19.020868630447552,18.80713586585538,5.8335,9.816861909490221,21.2515,9.700425132436207,0.99,0.010000000000000009,0.4489795918367347,0.5510204081632653,0.518,0.3995,isotonic,HOME,0.46599999999999997,HIGH,UNDER,0.02702040816326523,LOW,30.0,0.0,30.0,30.0,1.0,1.0,0.0,1.0
2025_03_GB_CLE,2025,3,GB,CLE,-8.5,41.5,-8.509885508013307,41.50988550801331,12.489071022071977,11.454086774956302,-19.43,11.961400419683306,39.684,10.97661805840032,0.125,0.875,0.6363636363636364,0.36363636363636365,0.471,0.51,isotonic,AWAY,0.351,HIGH,OVER,0.11236363636363633,HIGH,13.0,10.0,3.0,23.0,1.0,0.0,0.0,0.0
2025_03_HOU_JAX,2025,3,HOU,JAX,1.5,43.5,1.5297778818694254,43.52977788186942,15.811344722212189,15.115350336209131,2.3995,12.063618849665302,33.0905,11.529323906890637,0.4857142857142857,0.5142857142857142,0.4666666666666667,0.5333333333333333,0.5015,0.513,isotonic,,0.0,,UNDER,0.009333333333333305,LOW,17.0,10.0,7.0,27.0,1.0,,0.0,1.0
2025_03_CIN_MIN,2025,3,CIN,MIN,3.0,41.5,2.8959047756456484,41.604095224354346,16.967410160227036,16.027577930055948,-0.169,11.424160319253229,27.724,10.786742974596178,0.4857142857142857,0.5142857142857142,0.4489795918367347,0.5510204081632653,0.5775,0.5395,isotonic,,0.0,,UNDER,0.02702040816326523,LOW,48.0,10.0,38.0,58.0,1.0,,1.0,0.0
2025_03_PIT_NE,2025,3,PIT,NE,-1.5,44.5,-1.4999999999999991,44.50000000000001,16.628782276522834,17.456133707095624,2.73,8.314391138261417,13.207,8.728066853547812,0.7777777777777778,0.2222222222222222,0.4489795918367347,0.5510204081632653,0.511,0.534,isotonic,HOME,0.25377777777777777,HIGH,UNDER,0.02702040816326523,LOW,14.0,21.0,-7.0,35.0,0.0,0.0,0.0,1.0
2025_03_LA_PHI,2025,3,LA,PHI,3.5,45.5,3.4920208993174797,45.50797910068251,13.442023309425306,11.624861678856758,0.828,13.260407836865351,44.834,11.466492227355321,0.4857142857142857,0.5142857142857142,0.6500083021046601,0.3499916978953399,0.457,0.5175,isotonic,,0.0,,OVER,0.12600830210466007,HIGH,33.0,26.0,7.0,59.0,1.0,,1.0,1.0
2025_03_NYJ_TB,2025,3,NYJ,TB,6.5,43.5,6.0806474999999995,43.9193525,17.088860733186507,18.704047368905044,-4.7835,8.782119775430075,17.5815,9.591577438044276,0.01,0.99,0.4489795918367347,0.5510204081632653,0.4825,0.444,isotonic,AWAY,0.46599999999999997,HIGH,UNDER,0.02702040816326523,LOW,29.0,27.0,2.0,56.0,0.0,1.0,1.0,0.0
