game_id,season,week,away_team,home_team,spread_line,total_line,spread_mean,total_mean,p_home_cover,p_over,bet_spread,bet_total,actual_home_score,actual_away_score,spread_sd,total_sd,actual_spread,actual_total,home_covered,over_hit,spread_result,total_result
2024_06_ARI_GB,2024,6,ARI,GB,-5.5,47.0,-5.500000000000001,46.99999999999999,0.44,0.5,AWAY,,34.0,13.0,15.295354269976933,12.677304217123197,21.0,47.0,1.0,,0.0,
2024_06_HOU_NE,2024,6,HOU,NE,6.5,37.5,6.562429737080684,37.56242973708069,0.52,0.4,,UNDER,21.0,41.0,17.044312863498313,16.267409189696256,-20.0,62.0,0.0,1.0,,0.0
2024_06_TB_NO,2024,6,TB,NO,3.5,42.5,3.4999999999999956,42.49999999999999,0.58,0.54,HOME,,27.0,51.0,15.09904707458345,11.688297029676036,-24.0,78.0,0.0,1.0,0.0,
2024_06_CLE_PHI,2024,6,CLE,PHI,-8.5,42.5,-8.5,42.5,0.42,0.52,AWAY,,20.0,16.0,13.200374729576884,14.545657877253722,4.0,36.0,1.0,0.0,0.0,
2024_06_IND_TEN,2024,6,IND,TEN,-3.0,43.0,-2.7855025125628106,43.21449748743717,0.5,0.44,,UNDER,17.0,20.0,14.285352677035846,14.695412564535504,-3.0,37.0,,0.0,,1.0
2024_06_LAC_DEN,2024,6,LAC,DEN,3.0,35.5,2.9148435870698663,35.58515641293014,0.5,0.5,,,16.0,23.0,12.169612888946356,8.170080362013028,-7.0,39.0,0.0,1.0,,
2024_06_PIT_LV,2024,6,PIT,LV,3.0,36.5,3.1336209495101675,36.633620949510174,0.5,0.52,,,13.0,32.0,16.006761960459066,15.042450889994363,-19.0,45.0,0.0,1.0,,
2024_06_ATL_CAR,2024,6,ATL,CAR,6.0,46.0,6.082692574600969,46.08269257460097,0.4,0.5,AWAY,,20.0,38.0,17.02849110028412,16.6832355564021,-18.0,58.0,0.0,1.0,1.0,
2024_06_DET_DAL,2024,6,DET,DAL,3.5,52.5,3.4922324359816175,52.50776756401838,0.5,0.42,,UNDER,9.0,47.0,18.381120529916075,19.25940522393396,-38.0,56.0,0.0,1.0,,0.0
2024_06_CIN_NYG,2024,6,CIN,NYG,3.5,47.0,3.5,47.0,0.46,0.5,,,7.0,17.0,17.421678721429387,13.491368437871104,-10.0,24.0,0.0,0.0,,
2024_06_BUF_NYJ,2024,6,BUF,NYJ,1.0,40.5,1.0000000000000013,40.49999999999999,0.44,0.5,AWAY,,20.0,23.0,11.376211980554018,9.772984307892585,-3.0,43.0,0.0,1.0,1.0,
2024_07_DEN_NO,2024,7,DEN,NO,3.0,37.0,3.0000000000000004,37.0,0.48,0.58,,OVER,10.0,33.0,13.340902986532678,9.797233281744946,-23.0,43.0,0.0,1.0,,1.0
2024_07_TEN_BUF,2024,7,TEN,BUF,-9.0,41.0,-9.000000000000002,41.00000000000001,0.52,0.42,,UNDER,34.0,10.0,12.4806619534984,12.213191469703196,24.0,44.0,1.0,1.0,,0.0
2024_07_CIN_CLE,2024,7,CIN,CLE,5.5,41.5,5.500000000000001,41.5,0.54,0.64,,OVER,14.0,21.0,10.274888275097883,13.030029529904109,-7.0,35.0,0.0,0.0,,0.0
2024_07_HOU_GB,2024,7,HOU,GB,-3.0,48.5,-2.9522594259988786,48.54774057400112,0.42,0.5,AWAY,,24.0,22.0,17.321486717960656,14.33938685157167,2.0,46.0,1.0,0.0,0.0,
2024_07_MIA_IND,2024,7,MIA,IND,-3.0,43.5,-3.0781181407359584,43.57811814073596,0.52,0.5,,,16.0,10.0,15.93704282582602,14.90789523324604,6.0,26.0,1.0,0.0,,
2024_07_DET_MIN,2024,7,DET,MIN,-1.0,50.5,-0.9999999999999932,50.5,0.5,0.54,,,29.0,31.0,13.521077850542383,11.315060032967132,-2.0,60.0,0.0,1.0,,
2024_07_PHI_NYG,2024,7,PHI,NYG,3.0,42.5,3.129574868322051,42.629574868322045,0.58,0.58,HOME,OVER,3.0,28.0,15.114710186045693,15.103373145757372,-25.0,31.0,0.0,0.0,0.0,0.0
2024_07_CAR_WAS,2024,7,CAR,WAS,-9.5,51.5,-9.500000000000007,51.5,0.52,0.46,,,40.0,7.0,18.374077263468063,18.52155494130337,33.0,47.0,1.0,0.0,,
2024_07_KC_SF,2024,7,KC,SF,-2.0,47.0,-1.9999999999999938,47.00000000000001,0.5,0.44,,UNDER,18.0,28.0,17.15820528102172,11.367560510206683,-10.0,46.0,0.0,0.0,,1.0
2024_07_NYJ_PIT,2024,7,NYJ,PIT,2.0,39.0,1.8986625386996894,39.101337461300304,0.5,0.5,,,37.0,15.0,14.762994074755973,10.314456410293518,22.0,52.0,1.0,1.0,,
2024_07_BAL_TB,2024,7,BAL,TB,3.5,50.0,3.5,50.0,0.44,0.52,AWAY,,31.0,41.0,13.542287517435774,13.523646345037749,-10.0,72.0,0.0,1.0,1.0,
2024_07_LAC_ARI,2024,7,LAC,ARI,1.5,44.0,1.4999999999999982,44.0,0.52,0.44,,UNDER,17.0,15.0,13.318956254599671,12.745303302825084,2.0,32.0,1.0,0.0,,1.0
2024_08_PHI_CIN,2024,8,PHI,CIN,-2.5,47.5,-2.370046388336647,47.62995361166335,0.5,0.46,,,17.0,37.0,16.779537243842217,16.957087667572708,-20.0,54.0,0.0,1.0,,
