game_id,season,week,away_team,home_team,spread_line,total_line,spread_mean,total_mean,spread_sd,total_sd,spread_raw,spread_raw_sd,total_raw,total_raw_sd,p_home_cover,p_away_cover,p_over,p_under,p_home_cover_centered,p_over_centered,calibration_method,spread_bet,spread_edge,spread_conviction,total_bet,total_edge,total_conviction,actual_home_score,actual_away_score,actual_spread,actual_total,spread_result,total_result
2022_01_DEN_SEA,2022,1,DEN,SEA,-6.0,44.0,-5.826107986501694,44.17389201349832,14.27690286216176,17.08259683101623,9.39,8.750879955753021,26.67,10.542347935825301,0.9029161597004725,0.09708384029952755,0.412857514207874,0.587142485792126,0.5,0.51,linear,HOME,0.25,HIGH,UNDER,0.063142485792126,HIGH,17.0,16.0,1.0,33.0,1.0,1.0
2022_02_LAC_KC,2022,2,LAC,KC,4.0,52.5,3.9999999999999982,52.49999999999999,10.371234601770212,9.237755271156828,10.73,12.253860616148692,62.03,10.914627799425867,0.5688959668313222,0.43110403316867785,0.8046645274981188,0.1953354725018812,0.5,0.57,linear,HOME,0.04489596683132213,MEDIUM,OVER,0.25,HIGH,27.0,24.0,3.0,51.0,0.0,0.0
2022_02_MIA_BAL,2022,2,MIA,BAL,3.0,44.0,2.986678505656401,44.0133214943436,12.197318512828769,13.341409927076782,0.29,10.543524078788838,38.01,11.555513835394773,0.3940304566784546,0.6059695433215454,0.6403733690255262,0.3596266309744738,0.43,0.47,linear,AWAY,0.08196954332154538,HIGH,OVER,0.1163733690255262,HIGH,38.0,42.0,-4.0,80.0,1.0,1.0
2022_02_NYJ_CLE,2022,2,NYJ,CLE,6.5,38.5,6.3712000000000035,38.62879999999999,18.105193137881738,16.233143458985385,-2.85,9.105355566917746,13.71,8.186934713309983,0.18603836831730514,0.8139616316826949,0.3030495640918329,0.6969504359081671,0.53,0.63,linear,AWAY,0.25,HIGH,UNDER,0.17295043590816706,HIGH,30.0,31.0,-1.0,61.0,1.0,0.0
2022_02_WAS_DET,2022,2,WAS,DET,-1.0,48.5,-0.9472762508809032,48.55272374911911,18.453009216817744,17.641100763267772,2.5,10.817116066678771,28.38,10.390168429818642,0.5887819691606319,0.41121803083936814,0.28686966579216233,0.7131303342078377,0.46,0.44,linear,HOME,0.06478196916063184,HIGH,UNDER,0.18913033420783765,HIGH,36.0,27.0,9.0,63.0,1.0,0.0
2022_02_IND_JAX,2022,2,IND,JAX,-3.0,43.5,-2.5325548027102447,43.96744519728976,18.528082572628758,17.66208205079104,6.51,11.045809160038933,25.09,10.526248144519489,0.7284470324566931,0.27155296754330693,0.39791614767753325,0.6020838523224668,0.55,0.45,linear,HOME,0.20444703245669305,HIGH,UNDER,0.07808385232246673,HIGH,24.0,0.0,24.0,24.0,1.0,1.0
2022_02_TB_NO,2022,2,TB,NO,-2.5,44.0,-2.466320754716979,44.03367924528302,10.360662469919225,11.09291777926802,14.92,11.050502251029135,46.64,11.833444130936691,0.8406609909613179,0.15933900903868214,0.7785895618938485,0.22141043810615146,0.49,0.56,linear,HOME,0.25,HIGH,OVER,0.25,HIGH,10.0,20.0,-10.0,30.0,0.0,0.0
2022_02_CAR_NYG,2022,2,CAR,NYG,-1.0,44.0,-0.7111538461538456,44.288846153846144,16.69564858399355,16.27259416793149,15.1,12.022063050907693,30.94,11.79730477693952,0.7882518050543873,0.2117481949456127,0.5039476611512614,0.49605233884873856,0.42,0.52,linear,HOME,0.25,HIGH,,0.0,,19.0,16.0,3.0,35.0,1.0,
2022_02_NE_PIT,2022,2,NE,PIT,-3.0,40.0,-2.9999999999999973,39.99999999999999,14.737118378043377,15.604134957067329,-12.78,9.011747888173527,24.46,9.541928526246673,0.31672941097755747,0.6832705890224425,0.5174147690502812,0.48258523094971884,0.41,0.43,linear,AWAY,0.1592705890224425,HIGH,,0.0,,14.0,17.0,-3.0,31.0,0.5,
2022_02_ATL_LA,2022,2,ATL,LA,10.5,46.5,10.415,46.585,19.116366678843555,16.97928959055708,-4.81,9.601765462663623,13.69,8.531934130078596,0.08385629246441306,0.9161437075355869,0.07581596320066786,0.9241840367993321,0.47,0.58,linear,AWAY,0.25,HIGH,UNDER,0.25,HIGH,31.0,27.0,4.0,58.0,1.0,0.0
2022_02_SEA_SF,2022,2,SEA,SF,8.5,40.0,7.341703027604633,41.15829697239538,18.04709456085047,15.065054656371151,-11.82,11.015788668996878,22.46,9.224337374576018,0.08313242144498445,0.9168675785550155,0.46866215378009524,0.5313378462199048,0.46,0.46,linear,AWAY,0.25,HIGH,UNDER,0.007337846219904742,LOW,27.0,7.0,20.0,34.0,0.0,1.0
2022_02_CIN_DAL,2022,2,CIN,DAL,-7.5,42.0,-7.499999999999991,42.00000000000001,17.960801763841165,16.984698996449712,-0.82,8.980400881920584,14.2,8.492349498224858,0.7831905671251396,0.21680943287486043,0.1904349501690653,0.8095650498309347,0.58,0.34,linear,HOME,0.25,HIGH,UNDER,0.25,HIGH,20.0,17.0,3.0,37.0,1.0,1.0
2022_02_HOU_DEN,2022,2,HOU,DEN,10.5,46.0,10.5,46.0,16.89299314343412,14.594505187258633,18.33,12.210696130851836,33.25,10.549289075572817,0.4989032176921837,0.5010967823078163,0.47867193754341963,0.5213280624565804,0.45,0.49,linear,,0.0,,,0.0,,16.0,9.0,7.0,25.0,,
2022_02_ARI_LV,2022,2,ARI,LV,5.5,51.5,5.500000000000004,51.50000000000002,16.807272235553278,17.61339263174474,0.83,8.403636117776639,12.39,8.80669631587237,0.27489235186740046,0.7251076481325995,0.020620657754908844,0.9793793422450912,0.44,0.49,linear,AWAY,0.20110764813259951,HIGH,UNDER,0.25,HIGH,23.0,29.0,-6.0,52.0,1.0,0.0
2022_02_CHI_GB,2022,2,CHI,GB,10.5,42.0,10.521415776241362,42.021415776241355,14.399525485378078,12.043160132124523,25.2,10.966312051004204,31.82,9.129490675826336,0.6385740056351701,0.3614259943648299,0.6129042599771812,0.38709574002281877,0.52,0.44,linear,HOME,0.11457400563517006,HIGH,OVER,0.08890425997718121,HIGH,27.0,10.0,17.0,37.0,1.0,0.0
2022_02_TEN_BUF,2022,2,TEN,BUF,10.0,47.5,9.97917139077853,47.52082860922147,11.581620203816383,10.932993530826112,-7.5,12.932517156377562,52.92,12.233298819206533,0.1347127129171377,0.8652872870828623,0.7731841881460462,0.22681581185395383,0.56,0.48,linear,AWAY,0.25,HIGH,OVER,0.24918418814604615,HIGH,41.0,7.0,34.0,48.0,0.0,1.0
2022_02_MIN_PHI,2022,2,MIN,PHI,2.5,49.5,2.5000000000000053,49.5,13.199717710507446,12.90784111821947,2.47,11.527753467176508,43.23,11.272847909911674,0.46234712658403754,0.5376528734159625,0.5576364063894708,0.44236359361052924,0.47,0.44,linear,AWAY,0.013652873415962441,LOW,OVER,0.03363640638947074,MEDIUM,24.0,7.0,17.0,31.0,0.0,0.0
2022_03_PIT_CLE,2022,3,PIT,CLE,4.5,38.0,4.534116613418536,38.03411661341854,13.95440060174623,12.7493051479115,19.58,11.543119162514092,31.3,10.54371850914088,0.7186093643955488,0.2813906356044512,0.7256226293535283,0.2743773706464717,0.53,0.43,linear,HOME,0.19460936439554877,HIGH,OVER,0.20162262935352826,HIGH,29.0,17.0,12.0,46.0,1.0,1.0
2022_03_NO_CAR,2022,3,NO,CAR,-2.0,41.0,-2.028379645710321,41.02837964571032,14.356327400160938,14.703139312418655,-5.39,10.131036472148345,28.79,10.337596432440185,0.45764237484272396,0.542357625157276,0.5724988956102248,0.4275011043897752,0.46,0.43,linear,AWAY,0.018357625157276014,LOW,OVER,0.0484988956102248,MEDIUM,22.0,14.0,8.0,36.0,0.0,0.0
