game_id,season,week,away_team,home_team,spread_line,total_line,spread_mean,total_mean,p_home_cover,p_over,bet_spread,bet_total,actual_home_score,actual_away_score,spread_sd,total_sd,actual_spread,actual_total,home_covered,over_hit,spread_result,total_result
2024_04_DEN_NYJ,2024,4,DEN,NYJ,-8.0,39.5,-7.971799999999998,39.5282,0.53,0.515,,,9.0,10.0,11.227422534134893,10.714370945603852,-1.0,19.0,1.0,0.0,,
2024_04_PHI_TB,2024,4,PHI,TB,1.5,42.0,1.499999999999999,42.0,0.5,0.505,,,33.0,16.0,10.707472857775546,9.933497621683916,17.0,49.0,1.0,1.0,,
2024_04_WAS_ARI,2024,4,WAS,ARI,-3.5,49.0,-3.4999999999999964,49.0,0.52,0.46,,,14.0,42.0,12.011818138816455,10.770467724291272,-28.0,56.0,0.0,1.0,,
2024_04_NE_SF,2024,4,NE,SF,-10.5,41.5,-10.368874999999997,41.63112500000001,0.525,0.465,,,30.0,13.0,11.472167705336904,10.035145084121853,17.0,43.0,1.0,1.0,,
2024_04_KC_LAC,2024,4,KC,LAC,7.0,41.5,6.954124999999998,41.545874999999995,0.48,0.535,,,10.0,17.0,12.932682769223677,10.474210047033377,-7.0,27.0,0.0,0.0,,
2024_04_CLE_LV,2024,4,CLE,LV,2.5,36.5,2.4999999999999982,36.50000000000001,0.505,0.5,,,20.0,16.0,11.509855559475975,10.724643350713347,4.0,36.0,1.0,0.0,,
2024_04_BUF_BAL,2024,4,BUF,BAL,-2.5,46.5,-2.5000000000000004,46.5,0.55,0.525,,,35.0,10.0,13.229587106179844,10.566729626521159,25.0,45.0,1.0,0.0,,
2024_04_TEN_MIA,2024,4,TEN,MIA,-2.5,37.0,-2.499999999999999,36.99999999999999,0.465,0.505,,,12.0,31.0,10.02319310399635,9.522242382968415,-19.0,43.0,0.0,1.0,,
2024_04_SEA_DET,2024,4,SEA,DET,-4.5,46.5,-4.499999999999997,46.5,0.46,0.42,,UNDER,42.0,29.0,11.668709225959827,10.327825279312195,13.0,71.0,1.0,1.0,,0.0
2024_05_TB_ATL,2024,5,TB,ATL,-1.5,44.0,-1.5000000000000013,44.0,0.485,0.485,,,36.0,30.0,12.107203434319587,10.261714038112736,6.0,66.0,1.0,1.0,,
2024_05_NYJ_MIN,2024,5,NYJ,MIN,-2.5,42.0,-2.4862750000000013,42.013724999999994,0.58,0.365,HOME,UNDER,23.0,17.0,12.430309177545624,10.592780336123987,6.0,40.0,1.0,0.0,1.0,1.0
2024_05_CAR_CHI,2024,5,CAR,CHI,-4.0,40.0,-3.9999999999999996,40.00000000000001,0.475,0.52,,,36.0,10.0,11.329155970327179,10.515672826785739,26.0,46.0,1.0,1.0,,
2024_05_BAL_CIN,2024,5,BAL,CIN,2.5,48.5,2.5000000000000036,48.49999999999999,0.515,0.515,,,38.0,41.0,12.563514635642369,10.404691249623895,-3.0,79.0,0.0,1.0,,
2024_05_BUF_HOU,2024,5,BUF,HOU,-1.0,48.0,-0.9999999999999968,48.0,0.51,0.425,,UNDER,23.0,20.0,13.680050255755644,10.441971796552602,3.0,43.0,1.0,0.0,,1.0
2024_05_IND_JAX,2024,5,IND,JAX,-3.5,45.0,-3.4999999999999996,45.0,0.495,0.455,,,37.0,34.0,11.222066431811923,11.03230596928856,3.0,71.0,1.0,1.0,,
2024_05_MIA_NE,2024,5,MIA,NE,1.0,37.0,0.9999999999999994,37.00000000000001,0.5,0.435,,UNDER,10.0,15.0,9.876254350714142,9.463065042574737,-5.0,25.0,0.0,0.0,,1.0
2024_05_CLE_WAS,2024,5,CLE,WAS,-3.0,44.0,-2.96625,44.03375,0.495,0.495,,,34.0,13.0,10.471580512869105,10.363857797051251,21.0,47.0,1.0,1.0,,
2024_05_LV_DEN,2024,5,LV,DEN,-2.5,36.0,-2.487049999999999,36.01294999999999,0.485,0.51,,,34.0,18.0,12.405238864991677,11.547104844830153,16.0,52.0,1.0,1.0,,
2024_05_ARI_SF,2024,5,ARI,SF,-7.5,48.5,-7.4999999999999964,48.5,0.44,0.535,AWAY,,23.0,24.0,12.354301882340419,10.040954884870263,-1.0,47.0,1.0,0.0,0.0,
2024_05_NYG_SEA,2024,5,NYG,SEA,-7.0,42.5,-6.9999999999999964,42.5,0.495,0.445,,UNDER,20.0,29.0,11.252749663971024,10.446711204967812,-9.0,49.0,0.0,1.0,,0.0
2024_05_DAL_PIT,2024,5,DAL,PIT,-3.0,43.5,-3.000000000000002,43.49999999999999,0.505,0.46,,,17.0,20.0,11.066470756298054,9.618668047084274,-3.0,37.0,,0.0,,
2024_05_NO_KC,2024,5,NO,KC,-5.5,43.0,-5.478675000000005,43.02132500000002,0.405,0.465,AWAY,,26.0,13.0,12.850989149453634,10.441917502038358,13.0,39.0,1.0,0.0,0.0,
2024_06_SF_SEA,2024,6,SF,SEA,3.5,49.0,3.4999999999999973,49.0,0.525,0.52,,,24.0,36.0,11.3814542128851,10.153024180016514,-12.0,60.0,0.0,1.0,,
2024_06_JAX_CHI,2024,6,JAX,CHI,1.5,44.5,1.5000000000000018,44.5,0.515,0.505,,,35.0,16.0,11.250243330701785,10.135125800896603,19.0,51.0,1.0,1.0,,
2024_06_WAS_BAL,2024,6,WAS,BAL,-7.0,51.5,-6.999999999999996,51.5,0.53,0.45,,UNDER,30.0,23.0,11.933800735725395,10.897247358851684,7.0,53.0,1.0,1.0,,0.0
2024_06_ARI_GB,2024,6,ARI,GB,-5.5,47.0,-5.500000000000003,46.99999999999998,0.48,0.595,,OVER,34.0,13.0,12.689735024814347,9.743139894305122,21.0,47.0,1.0,,,0.5
2024_06_HOU_NE,2024,6,HOU,NE,6.5,38.5,6.472700000000004,38.52730000000001,0.55,0.46,,,21.0,41.0,10.923623057850358,10.3843695383976,-20.0,62.0,0.0,1.0,,
2024_06_TB_NO,2024,6,TB,NO,3.5,42.5,3.5000000000000018,42.5,0.51,0.48,,,27.0,51.0,12.74942253594256,11.008132221226269,-24.0,78.0,0.0,1.0,,
2024_06_CLE_PHI,2024,6,CLE,PHI,-8.5,42.0,-8.48245,42.01755,0.455,0.555,,OVER,20.0,16.0,9.791012319852326,9.434082427427693,4.0,36.0,1.0,0.0,,0.0
2024_06_IND_TEN,2024,6,IND,TEN,-3.0,42.0,-3.0000000000000013,42.00000000000001,0.395,0.435,AWAY,UNDER,17.0,20.0,10.872900946849464,10.615977345492029,-3.0,37.0,,0.0,0.5,1.0
2024_06_LAC_DEN,2024,6,LAC,DEN,3.0,37.0,3.011100000000003,37.01109999999999,0.565,0.405,HOME,UNDER,16.0,23.0,11.83008135179129,10.680348533170628,-7.0,39.0,0.0,1.0,0.0,0.0
