away,home,pred_score,actual_score,winner_correct,spread_error,total_error,model_spread,actual_margin,model_total,actual_total,spread_bet_correct,week
NO,SEA,16.4-33.4,13-44,True,13.988518552394048,7.28279090690598,17.011481447605952,31,49.71720909309402,57,True,3
DAL,CHI,34.0-21.6,14-31,False,29.242213813998248,10.737005449499108,-12.242213813998246,17,55.73700544949911,45,True,3
ARI,SF,26.4-24.7,15-16,False,2.689252313337965,20.01818462391011,-1.6892523133379649,1,51.01818462391011,31,True,3
KC,NYG,32.6-25.6,22-9,True,5.866968517118976,27.242442596110493,-7.133031482881024,-13,58.24244259611049,31,True,3
DET,BAL,30.6-18.5,38-30,True,4.111823979381141,18.929049694918355,-12.11182397938114,-8,49.070950305081645,68,False,3
SEA,ARI,32.2-27.7,23-20,True,1.437509407751146,16.950614141690117,-4.437509407751146,-3,59.95061414169012,43,True,4
MIN,PIT,23.4-34.1,21-24,True,7.708777018651054,12.469103071513885,10.708777018651054,3,57.469103071513885,45,False,4
WAS,ATL,30.5-22.1,27-34,False,15.267510534236234,8.533105999180009,-8.267510534236234,7,52.46689400081999,61,True,4
NO,BUF,14.8-28.9,19-31,True,2.1791928469305937,6.141536818849694,14.179192846930594,12,43.858463181150306,50,False,4
CLE,DET,19.3-37.2,10-34,True,6.239397418021436,12.546790975515478,17.760602581978564,24,56.54679097551548,44,False,4
CAR,NE,24.0-33.6,13-42,True,19.487426935020252,2.7068684187516894,9.51257306497975,29,57.70686841875169,55,False,4
LAC,NYG,27.0-26.0,18-21,False,3.9566469327180824,14.002881626324388,-0.9566469327180824,3,53.00288162632439,39,True,4
PHI,TB,30.3-27.2,31-25,True,2.934178250195029,1.6158808892041918,-3.065821749804971,-6,57.61588088920419,56,False,4
TEN,HOU,15.0-33.1,0-26,True,7.903776778532642,21.85070637821061,18.09622322146736,26,47.85070637821061,26,False,4
IND,LA,40.0-37.1,20-27,False,9.792649412952406,29.933587312352003,-2.792649412952405,7,76.933587312352,47,True,4
JAX,SF,23.0-24.5,26-21,False,6.580517013191049,0.28961825347879966,1.580517013191049,-5,47.2896182534788,47,False,4
BAL,KC,20.2-39.3,20-37,True,2.1729351547901814,2.4209464807784684,19.17293515479018,17,59.42094648077847,57,False,4
CHI,LV,23.7-18.0,25-24,True,4.631061066809101,7.251310236032623,-5.631061066809101,-1,41.74868976396738,49,True,4
GB,DAL,29.9-40.7,40-40,False,10.854927676850116,9.378925280602232,10.854927676850116,0,70.62107471939777,80,False,4
NYJ,MIA,23.4-30.2,21-27,True,0.9355427942541237,5.685162522296913,6.935542794254124,6,53.68516252229691,48,False,4
CIN,DEN,34.1-35.2,3-28,True,23.9090041305122,38.33254783844703,1.0909958694877977,25,69.33254783844703,31,False,4
SF,LA,23.4-36.9,26-23,False,16.400510983252776,11.24164039343053,13.400510983252776,-3,60.24164039343053,49,True,5
MIN,CLE,20.0-17.9,21-17,True,1.8075503213791633,0.10210492511642855,-2.1924496786208367,-4,37.89789507488357,38,True,5
LV,IND,16.1-41.0,6-40,True,9.128615347641809,11.180599393007277,24.87138465235819,34,57.18059939300728,46,False,5
NYG,NO,28.5-17.9,14-26,False,22.657810693290287,6.385187275008832,-10.657810693290289,12,46.38518727500883,40,False,5
DAL,NYJ,34.3-21.1,37-22,True,1.8189485234074088,3.68664970210709,-13.181051476592591,-15,55.31335029789291,59,True,5
DEN,PHI,29.0-29.5,21-17,False,4.608215171691114,20.452972618231378,0.608215171691114,-4,58.45297261823138,38,False,5
MIA,CAR,27.9-24.6,24-27,False,6.316239235725607,1.4406630996791208,-3.3162392357256074,3,52.44066309967912,51,False,5
HOU,BAL,27.2-18.8,44-10,True,25.692394998995596,7.933508485947243,-8.307605001004404,-34,46.06649151405276,54,False,5
TEN,ARI,15.5-27.7,22-21,False,13.334533806739312,0.2191015068230655,12.334533806739312,-1,43.219101506823066,43,False,5
TB,SEA,28.1-33.6,38-35,False,8.35567437312791,11.284688478265771,5.3556743731279095,-3,61.71531152173423,73,True,5
DET,CIN,35.9-35.2,37-24,True,12.350195539387641,10.114240952268133,-0.6498044606123593,-13,71.11424095226813,61,False,5
WAS,LAC,30.1-33.1,27-10,False,20.10530394347473,26.14545858034529,3.1053039434747314,-17,63.14545858034529,37,False,5
NE,BUF,27.5-28.7,23-20,False,4.102498925172027,13.045426829151928,1.1024989251720263,-3,56.04542682915193,43,True,5
KC,JAX,37.4-24.5,28-31,False,15.6912937345959,2.7676061019889673,-12.6912937345959,3,61.76760610198897,59,True,5
PHI,NYG,28.3-25.6,17-34,False,19.872928525981937,3.139736995202469,-2.8729285259819375,17,54.13973699520247,51,False,6
DEN,NYJ,28.9-21.2,13-11,True,5.647777796341032,26.03289593665415,-7.647777796341032,-2,50.03289593665415,24,True,6
ARI,IND,26.1-41.0,27-31,True,10.846169375937215,9.127609137654844,14.846169375937215,4,67.12760913765484,58,False,6
LAC,MIA,31.5-30.0,29-27,True,0.6179276056555707,5.642597736535386,-1.3820723943444293,-2,61.642597736535386,56,False,6
NE,NO,32.3-18.0,25-19,True,8.302037929096356,6.415750081723019,-14.302037929096356,-6,50.41575008172302,44,False,6
CLE,PIT,19.4-34.1,9-23,True,0.6422138472154728,21.593901514437434,14.642213847215473,14,53.593901514437434,32,True,6
DAL,CAR,37.7-24.6,27-30,False,16.238644048856717,5.356555698738141,-13.238644048856717,3,62.35655569873814,57,False,6
SEA,JAX,31.8-24.4,20-12,True,0.5634292552174784,24.22497681609498,-7.436570744782522,-8,56.22497681609498,32,True,6
LA,BAL,30.2-18.5,17-3,True,2.1183455456150515,28.62801979719439,-11.881654454384948,-14,48.62801979719439,20,True,6
TEN,LV,15.8-17.7,10-20,True,8.070411425596818,3.508058018066656,1.9295885744031824,10,33.508058018066656,30,True,6
CIN,GB,34.2-31.4,18-27,False,11.702749926897077,20.683301855607283,-2.702749926897077,9,65.68330185560728,45,True,6
SF,TB,21.0-27.4,19-30,True,4.8265230963943475,0.6672194478930962,6.1734769036056525,11,48.332780552106904,49,False,6
DET,KC,35.9-39.4,17-30,True,9.395242138441414,28.254211349688873,3.604757861558585,13,75.25421134968887,47,True,6
BUF,ATL,32.3-22.0,14-24,False,20.212328184557705,16.362139531788962,-10.212328184557704,10,54.36213953178896,38,True,6
CHI,WAS,20.4-27.2,25-24,False,7.87846739424519,1.5157671586539294,6.87846739424519,-1,47.48423284134607,49,False,6
PIT,CIN,32.7-35.3,31-33,True,0.7458673671752969,4.009045402751937,2.745867367175297,2,68.00904540275194,64,False,7
LA,JAX,35.4-24.5,35-7,True,17.038047440454662,17.98690985347475,-10.961952559545336,-28,59.98690985347475,42,True,7
NO,CHI,15.3-21.8,14-26,True,5.50020092770077,3.0399205289976123,6.49979907229923,12,36.96007947100239,40,False,7
MIA,CLE,24.8-17.9,6-31,False,31.995055886913356,5.690346139905408,-6.995055886913356,25,42.69034613990541,37,False,7
NE,TEN,32.2-17.1,31-13,True,2.9071209689634117,5.32033897660839,-15.092879031036588,-18,49.32033897660839,44,True,7
LV,KC,15.7-39.5,0-31,True,7.170549284740886,24.263733013018765,23.829450715259114,31,55.263733013018765,31,True,7
PHI,MIN,33.2-24.7,28-22,True,2.4692304410170003,7.912431294611864,-8.469230441017,-6,57.912431294611864,50,False,7
CAR,NYJ,20.7-21.1,13-6,False,7.421472710997251,22.784143579208283,0.4214727109972509,-7,41.78414357920828,19,True,7
NYG,DEN,28.7-35.5,32-33,True,5.73765240236236,0.9124866724535536,6.73765240236236,1,64.08751332754645,65,True,7
IND,LAC,40.1-33.1,38-24,True,6.965688460424227,11.233761951884162,-7.034311539575773,-14,73.23376195188416,62,True,7
WAS,DAL,30.4-40.6,22-44,True,11.755778799144776,5.004345823863105,10.244221200855224,22,71.0043458238631,66,True,7
GB,ARI,30.2-27.6,27-23,True,1.4162453288275674,7.729015787726254,-2.5837546711724326,-4,57.729015787726254,50,False,7
ATL,SF,20.6-24.8,10-20,True,5.80811559675011,15.23626601224531,4.19188440324989,10,45.23626601224531,30,False,7
TB,DET,28.5-37.1,9-24,True,6.410586026197571,32.48383563928806,8.58941397380243,15,65.48383563928806,33,False,7
HOU,SEA,31.5-33.6,19-27,True,5.992108025962484,19.18793540389656,2.007891974037516,8,65.18793540389656,46,False,7
