week,pass,game,away,home,collected_at_utc,kickoff_utc,open_total,adj_total,bet_side,stake,edge_pts,wind_mph,precip_mmph,temp_f,roof_flag,close_total,actual_total,clv_points,result,profit
9,sunday,BAL@MIA,BAL,MIA,2025-10-28T16:14:04.262648+00:00,2025-11-02T18:00:00+00:00,48.68028259277344,45.7,under,5.0,2.9802825927734347,36.014734000000004,0.0,83.12,0,,,,,
9,sunday,CAR@GB,CAR,GB,2025-10-28T16:14:11.522028+00:00,2025-11-02T18:00:00+00:00,44.0,41.0,under,5.0,3.0,48.988986,0.0,50.72,0,,,,,
9,sunday,ATL@NE,ATL,NE,2025-10-28T16:14:16.330838+00:00,2025-11-02T18:00:00+00:00,45.0,42.0,under,5.0,3.0,36.238428,0.0,51.44,0,,,,,
9,sunday,SF@NYG,SF,NYG,2025-10-28T16:14:17.944521+00:00,2025-11-02T18:00:00+00:00,48.5,45.5,under,5.0,3.0,33.106712,0.0,57.2,0,,,,,
9,sunday,SEA@WAS,SEA,WAS,2025-10-28T16:14:31.927455+00:00,2025-11-02T18:00:00+00:00,45.5,42.5,under,5.0,3.0,29.08022,0.0,60.8,0,,,,,
