game_id,season,week,away,home,ol_pass_stress_away,ol_pass_stress_home,ol_chaos_index_away,ol_chaos_index_home,stress_diff,away_ol_continuity_full,home_ol_continuity_full,away_ol_continuity_count,home_ol_continuity_count,away_center_missing,home_center_missing,away_left_tackle_missing,home_left_tackle_missing,stress_z_score,away_score,home_score,margin,total,spread_close,spread_open,total_close,total_open
2024_05_NYJ_MIN,2024,5,NYJ,MIN,0.0,0.0,0,0,0.0,1,1,5,5,0,0,0,0,0.0124276542453082,17,23,-6,40,,,,
2024_05_CAR_CHI,2024,5,CAR,CHI,0.0,-2.775557561562892e-17,2,3,2.775557561562892e-17,0,0,2,2,0,0,0,0,0.6724154201238071,10,36,-26,46,,,,
2024_05_BAL_CIN,2024,5,BAL,CIN,-5.551115123125783e-17,0.0,3,0,-5.551115123125783e-17,0,1,3,5,0,0,0,0,-1.307547877511689,41,38,3,79,,,,
2024_05_BUF_HOU,2024,5,BUF,HOU,0.0,-5.551115123125783e-17,3,4,5.551115123125783e-17,0,0,3,1,0,0,0,0,1.332403186002306,20,23,-3,43,,,,
2024_05_IND_JAX,2024,5,IND,JAX,-2.775557561562892e-17,0.0,5,0,-2.775557561562892e-17,0,1,1,5,0,0,0,0,-0.6475601116331906,34,37,-3,71,,,,
2024_05_MIA_NE,2024,5,MIA,NE,0.0,0.0,2,2,0.0,0,0,3,1,1,1,0,0,0.0124276542453082,15,10,5,25,,,,
2024_05_CLE_WAS,2024,5,CLE,WAS,0.0,-8.326672684688674e-17,2,0,8.326672684688674e-17,0,1,2,5,0,0,0,0,1.9923909518808047,13,34,-21,47,,,,
2024_05_LV_DEN,2024,5,LV,DEN,0.0,-2.775557561562892e-17,0,3,2.775557561562892e-17,1,0,5,2,0,0,0,0,0.6724154201238071,18,34,-16,52,,,,
2024_05_ARI_SF,2024,5,ARI,SF,-1.3877787807814457e-17,-8.326672684688674e-17,1,0,6.938893903907227e-17,0,1,4,5,0,0,0,0,1.6623970689415553,24,23,1,47,,,,
2024_05_NYG_SEA,2024,5,NYG,SEA,-2.775557561562892e-17,-5.551115123125783e-17,0,3,2.775557561562892e-17,1,0,5,3,0,0,0,0,0.6724154201238071,29,20,9,49,,,,
2024_05_DAL_PIT,2024,5,DAL,PIT,-5.551115123125783e-17,0.0,2,1,-5.551115123125783e-17,0,0,3,4,0,0,0,0,-1.307547877511689,20,17,3,37,,,,
2024_05_NO_KC,2024,5,NO,KC,0.0,0.0,1,0,0.0,0,1,4,5,1,0,0,0,0.0124276542453082,13,26,-13,39,,,,
2024_06_SF_SEA,2024,6,SF,SEA,-1.3877787807814457e-17,-4.163336342344337e-17,3,0,2.775557561562892e-17,0,1,3,5,0,0,0,0,0.6724154201238071,36,24,12,60,,,,
2024_06_JAX_CHI,2024,6,JAX,CHI,0.0,0.0,3,3,0.0,0,0,3,3,0,0,0,0,0.0124276542453082,16,35,-19,51,,,,
2024_06_WAS_BAL,2024,6,WAS,BAL,-5.551115123125783e-17,-2.775557561562892e-17,4,3,-2.775557561562892e-17,0,0,1,3,0,0,0,0,-0.6475601116331906,23,30,-7,53,,,,
2024_06_ARI_GB,2024,6,ARI,GB,-4.163336342344337e-17,-5.551115123125783e-17,1,5,1.3877787807814457e-17,0,0,4,1,0,0,0,0,0.3424215371845577,13,34,-21,47,,,,
2024_06_HOU_NE,2024,6,HOU,NE,-5.551115123125783e-17,-5.551115123125783e-17,2,2,0.0,0,0,3,2,0,1,0,0,0.0124276542453082,41,21,20,62,,,,
2024_06_TB_NO,2024,6,TB,NO,-8.326672684688674e-17,-5.551115123125783e-17,3,2,-2.775557561562892e-17,0,0,1,3,0,0,0,0,-0.6475601116331906,51,27,24,78,,,,
2024_06_CLE_PHI,2024,6,CLE,PHI,0.0,-9.714451465470121e-17,3,3,9.714451465470121e-17,0,0,1,2,1,1,0,0,2.322384834820054,16,20,-4,36,,,,
2024_06_IND_TEN,2024,6,IND,TEN,-4.163336342344337e-17,0.0,2,1,-4.163336342344337e-17,0,0,2,0,0,0,0,0,-0.97755399457244,20,17,3,37,,,,
2024_06_LAC_DEN,2024,6,LAC,DEN,-2.775557561562892e-17,0.0,1,3,-2.775557561562892e-17,0,0,2,2,0,0,0,0,-0.6475601116331906,23,16,7,39,,,,
2024_06_PIT_LV,2024,6,PIT,LV,-5.551115123125783e-17,-1.3877787807814457e-17,0,1,-4.163336342344337e-17,1,0,5,4,0,0,0,0,-0.97755399457244,32,13,19,45,,,,
2024_06_ATL_CAR,2024,6,ATL,CAR,0.0,-8.326672684688674e-17,5,1,8.326672684688674e-17,0,0,1,4,0,1,0,0,1.9923909518808047,38,20,18,58,,,,
2024_06_DET_DAL,2024,6,DET,DAL,0.0,0.0,5,4,0.0,0,0,0,2,0,0,0,0,0.0124276542453082,47,9,38,56,,,,
2024_06_CIN_NYG,2024,6,CIN,NYG,0.0,-5.551115123125783e-17,3,0,5.551115123125783e-17,0,1,3,5,0,0,0,0,1.332403186002306,17,7,10,24,,,,
2024_06_BUF_NYJ,2024,6,BUF,NYJ,-1.3877787807814457e-17,0.0,3,1,-1.3877787807814457e-17,0,0,3,4,0,0,0,0,-0.3175662286939411,23,20,3,43,,,,
2024_07_DEN_NO,2024,7,DEN,NO,0.0,0.0,2,1,0.0,0,0,3,4,0,0,0,0,0.0124276542453082,33,10,23,43,,,,
2024_07_NE_JAX,2024,7,NE,JAX,-4.163336342344337e-17,0.0,3,4,-4.163336342344337e-17,0,0,3,1,1,0,0,0,-0.97755399457244,16,32,-16,48,,,,
2024_07_SEA_ATL,2024,7,SEA,ATL,-5.551115123125783e-17,0.0,1,3,-5.551115123125783e-17,0,0,4,2,0,0,0,0,-1.307547877511689,34,14,20,48,,,,
2024_07_TEN_BUF,2024,7,TEN,BUF,0.0,-5.551115123125783e-17,1,3,5.551115123125783e-17,0,0,0,3,0,0,0,0,1.332403186002306,10,34,-24,44,,,,
2024_07_CIN_CLE,2024,7,CIN,CLE,0.0,0.0,1,1,0.0,0,0,4,4,0,0,0,0,0.0124276542453082,21,14,7,35,,,,
2024_07_HOU_GB,2024,7,HOU,GB,0.0,-8.326672684688674e-17,5,0,8.326672684688674e-17,0,1,1,5,0,0,0,0,1.9923909518808047,22,24,-2,46,,,,
2024_07_MIA_IND,2024,7,MIA,IND,0.0,-2.775557561562892e-17,0,0,2.775557561562892e-17,1,1,5,5,1,0,0,0,0.6724154201238071,10,16,-6,26,,,,
2024_07_DET_MIN,2024,7,DET,MIN,0.0,-8.326672684688674e-17,3,0,8.326672684688674e-17,0,1,2,5,0,0,0,0,1.9923909518808047,31,29,2,60,,,,
2024_07_PHI_NYG,2024,7,PHI,NYG,0.0,0.0,3,1,0.0,0,0,1,4,1,0,0,0,0.0124276542453082,28,3,25,31,,,,
2024_07_CAR_WAS,2024,7,CAR,WAS,-5.551115123125783e-17,0.0,4,1,-5.551115123125783e-17,0,0,2,4,1,0,0,0,-1.307547877511689,7,40,-33,47,,,,
2024_07_KC_SF,2024,7,KC,SF,-2.775557561562892e-17,-5.551115123125783e-17,0,3,2.775557561562892e-17,1,0,5,3,0,0,0,0,0.6724154201238071,28,18,10,46,,,,
2024_07_NYJ_PIT,2024,7,NYJ,PIT,-2.775557561562892e-17,-2.775557561562892e-17,0,3,0.0,1,0,5,2,0,0,0,0,0.0124276542453082,15,37,-22,52,,,,
2024_07_BAL_TB,2024,7,BAL,TB,-2.775557561562892e-17,0.0,0,4,-2.775557561562892e-17,1,0,5,1,0,0,0,0,-0.6475601116331906,41,31,10,72,,,,
2024_07_LAC_ARI,2024,7,LAC,ARI,0.0,-3.4694469519536136e-17,1,1,3.4694469519536136e-17,0,0,4,3,0,0,0,0,0.8374123615934318,15,17,-2,32,,,,
2024_08_PHI_CIN,2024,8,PHI,CIN,-1.3877787807814457e-17,0.0,3,0,-1.3877787807814457e-17,0,1,3,5,1,0,0,0,-0.3175662286939411,37,17,20,54,,,,
2024_08_BAL_CLE,2024,8,BAL,CLE,-8.326672684688674e-17,0.0,0,1,-8.326672684688674e-17,1,0,5,3,0,0,0,0,-1.9675356433901885,24,29,-5,53,,,,
2024_08_TEN_DET,2024,8,TEN,DET,0.0,0.0,4,3,0.0,0,0,1,2,0,0,0,0,0.0124276542453082,14,52,-38,66,,,,
2024_08_IND_HOU,2024,8,IND,HOU,0.0,0.0,0,0,0.0,1,1,5,5,0,0,0,0,0.0124276542453082,20,23,-3,43,,,,
2024_08_GB_JAX,2024,8,GB,JAX,0.0,-5.551115123125783e-17,3,3,5.551115123125783e-17,0,0,3,3,0,0,0,0,1.332403186002306,30,27,3,57,,,,
2024_08_ARI_MIA,2024,8,ARI,MIA,-4.163336342344337e-17,0.0,1,0,-4.163336342344337e-17,0,1,3,5,0,1,0,0,-0.97755399457244,28,27,1,55,,,,
2024_08_NYJ_NE,2024,8,NYJ,NE,-2.775557561562892e-17,0.0,1,1,-2.775557561562892e-17,0,0,3,4,0,1,0,0,-0.6475601116331906,22,25,-3,47,,,,
2024_08_ATL_TB,2024,8,ATL,TB,-2.775557561562892e-17,0.0,2,3,-2.775557561562892e-17,0,0,3,3,0,0,0,0,-0.6475601116331906,31,26,5,57,,,,
2024_08_NO_LAC,2024,8,NO,LAC,-8.326672684688674e-17,-2.775557561562892e-17,2,0,-5.551115123125783e-17,0,1,1,5,0,0,0,0,-1.307547877511689,8,26,-18,34,,,,
