away,home,away_OFF_EPA,home_DEF_EPA,home_OFF_EPA,away_DEF_EPA,away_OFF_SR,home_DEF_SR,home_OFF_SR,away_DEF_SR,away_PF,home_PF,away_PF_adj,home_PF_adj,wind_kph,is_dome,away_injury,home_injury
PIT,CIN,0.1306596574888089,0.20862453421068763,-0.027945180212961693,0.013144671597102564,,,,,38.6075,31.622857142857143,38.6075,31.622857142857143,19.8,0,0.0,0.0
LA,JAX,0.019063630627985426,-0.00900814766653284,-0.01129579048384494,-0.022766477664166715,,,,,36.2825,28.71,36.2825,28.71,10.2,0,0.0,0.0
LV,KC,-0.14045539689408815,-0.025135660069783024,0.17421234507450364,0.02358005782381466,,,,,26.845,40.7975,26.845,40.7975,4.6,0,0.0,0.0
MIA,CLE,0.07712734710029029,-0.008779010902794274,-0.17209273466643712,0.20636959925805098,,,,,35.7325,16.3775,30.372625,13.920875,36.0,0,0.0,0.0
NE,TEN,0.12462727440579432,0.04255480178838942,-0.22706524588193483,0.038257921432267195,,,,,36.005,14.94,36.005,14.94,12.6,0,0.0,0.0
NO,CHI,-0.025839429003876438,0.014590980220315214,0.03270283656221757,0.04792373096910176,,,,,22.6625,37.004999999999995,22.6625,37.004999999999995,24.4,0,0.0,0.0
PHI,MIN,-0.008599401549466732,-0.07703841023718076,-0.0705311851787252,0.013676262402088484,,,,,34.905,32.594,34.905,32.594,17.1,1,0.0,0.0
CAR,NYJ,0.04175698625441978,0.1136411675874785,-0.10093436475980876,0.08046987146101561,,,,,34.675,28.557500000000005,34.675,28.557500000000005,19.5,0,0.0,0.0
IND,LAC,0.1966838490686061,0.024212164878234424,-0.0042499733562171025,-0.06020524809561261,,,,,41.45,28.71,41.45,28.71,20.1,1,0.0,0.0
NYG,DEN,-0.09297362043954172,-0.171529067646867,0.04972787205262064,0.015086694617021695,,,,,26.05,29.325000000000003,26.05,29.325000000000003,5.8,0,0.0,0.0
WAS,DAL,0.12217465403479791,0.19104376798511905,0.19012394552780248,0.0789088280706363,,,,,39.5125,44.9,39.5125,44.9,13.3,1,0.0,0.0
GB,ARI,0.14833765337910237,0.01205488332242461,-0.00781432418202812,0.025694459068827058,,,,,36.665,28.387500000000003,36.665,28.387500000000003,10.9,1,0.0,0.0
ATL,SF,0.004117071761467143,0.07093395867469048,0.0048133651706812434,-0.1058563477941059,,,,,24.599000000000004,29.380000000000003,24.599000000000004,29.380000000000003,2.8,0,0.0,0.0
TB,DET,0.13190180400978463,-0.041132414565396055,0.13041213278361802,0.013872368647732378,,,,,40.95,45.605000000000004,40.95,45.605000000000004,18.3,1,0.0,0.0
HOU,SEA,0.06483374757171996,0.03324278168448559,0.11586705885353389,-0.16268903617408043,,,,,34.9185,42.239999999999995,34.9185,42.239999999999995,17.1,0,0.0,0.0
