away,home,away_OFF_EPA,home_DEF_EPA,home_OFF_EPA,away_DEF_EPA,away_OFF_SR,home_DEF_SR,home_OFF_SR,away_DEF_SR,away_PF,home_PF,away_PF_adj,home_PF_adj,wind_kph,is_dome,away_injury,home_injury
BAL,MIA,-0.08817610211652506,-0.00603741043249852,-0.05134582593664325,0.12913632604272524,0.06257787339129893,0.10436229169120068,0.08268757942938983,0.019284553442355717,20.951785714285716,34.525,20.951785714285716,34.525,21.2,0,0.0,0.0
CHI,CIN,0.024523702688731597,0.2457547783633555,0.10425127030551476,-0.07478230245256474,0.057801136414080384,0.0009600400595329649,0.14842301684707918,0.13385579094943098,26.857142857142854,42.175,26.857142857142854,42.175,14.2,0,0.0,0.0
MIN,DET,-0.11252766456518655,-0.141122828957514,0.01988534855027012,0.1279383438099571,0.02110808900047801,0.19849509607635835,0.07817234746826726,0.015259875569707277,26.960714285714285,41.93928571428572,26.960714285714285,41.93928571428572,19.3,1,0.0,0.0
CAR,GB,-0.04248125463394528,0.06291874309614345,0.22864628290048566,0.08836459422693747,0.06653388889760825,0.04219068154402849,0.23031214672466618,0.06550402418600759,28.675,43.8875,28.675,43.8875,13.0,0,0.0,0.0
LAC,TEN,0.1002596662730777,0.08723337589097788,-0.19152546702977186,0.0625903199987,0.11723148822127163,0.06802617461187328,0.0,0.10906483035596513,38.050000000000004,17.6,37.90859449405421,17.6,15.3,0,0.0,0.0
ATL,NE,-0.04081051972716104,-0.1038631954554398,0.1291026083622377,0.020623214909020984,0.07130840027532026,0.14934308203165095,0.13329396999066698,0.037646602049990804,24.889285714285716,38.08125,24.889285714285716,38.08125,19.4,0,0.0,0.0
SF,NYG,0.001169134934268911,0.12084628695869894,0.03775762570391357,0.100609775009755,0.0315755490743935,0.004255039132998921,0.09784087426898325,0.03043698054336862,26.95,34.65625,24.698249999999998,32.40359375,26.3,0,0.0,0.0
IND,PIT,0.2919762445284323,0.10706634273944471,0.12853514899610458,-0.03029093630646035,0.2919762445284323,0.046735694202475225,0.1556791510239367,0.07568634607796013,49.699999999999996,39.2125,49.699999999999996,39.2125,13.3,0,0.0,0.0
DEN,HOU,0.11924675322532075,-0.20980629552884147,0.08915124706689304,-0.06495506347989681,0.1289190809820581,0.21273141774398163,0.1680161647033053,0.11039063442286794,40.74375,39.20178571428571,40.74375,39.20178571428571,12.0,1,0.0,0.0
JAX,LV,-0.023121498187592453,0.02284667265495012,-0.3041533632342471,0.05370377216653388,0.022904142996267304,0.1026367014286171,0.003614223854500766,0.0196814777440575,26.810714285714283,17.6,26.57659391130793,17.6,4.5,1,0.0,0.0
NO,LA,-0.14033350332638994,-0.05851462044906158,0.0439098704443067,-0.037574283324212074,0.02575807768036019,0.0988419194911242,0.058367396945029654,0.08253937694691393,18.9125,42.910714285714285,18.826025538054044,42.910714285714285,5.8,1,0.0,0.0
KC,BUF,0.20370375624932827,-0.04757230335818956,0.1266509362272897,-0.13841733489822386,0.2066029136351062,0.10922352594131539,0.15446142996210224,0.1773038643725516,46.58571428571428,37.21607142857143,44.489357142857145,35.54134821428572,25.9,0,0.0,0.0
SEA,WAS,0.05426906761168798,0.0995256979462897,0.0199041324411535,-0.00993183826040419,0.11238272875939986,0.016523537453965682,0.09020905513207034,0.1045955233193486,38.191071428571426,35.957142857142856,37.77711679470116,35.957142857142856,4.4,0,0.0,0.0
ARI,DAL,-0.024210826760567853,0.08385751116868932,0.1583253727188657,0.05311863520962188,0.02463147495130511,0.05117829052828807,0.15907747335833272,0.02053546542471496,31.423214285714288,48.599999999999994,31.423214285714288,48.599999999999994,11.3,1,0.0,0.0
