away,home,Model spread home-,Spread used (home-),Edge_pts,Model total,Total used,Edge_total_pts
MIN,LAC,9.740137556231549,-3.0,12.740137556231549,56.56836088772327,44.5,12.068360887723273
MIA,ATL,-6.98973893875863,-7.00103759765625,0.01129865889762005,51.00425075806909,51.038818359375,-0.03456760130590908
CHI,BAL,-1.6771149620288681,-6.5,4.822885037971131,39.398028501650536,47.5,-8.101971498349464
BUF,CAR,-6.2444091432103725,7.5,-13.744409143210373,55.477209244054634,47.5,7.9772092440546345
NYJ,CIN,11.827246166788028,11.884634017944336,-0.0573878511563084,58.59529298387256,58.677490234375,-0.08219725050243909
CLE,NE,14.383026267636195,14.363447189331055,0.019579078305140385,52.84222526551187,52.833038330078125,0.009186935433746157
SF,HOU,9.840541747973365,9.782745361328125,0.057796386645240005,56.622659195239656,56.543861389160156,0.07879780607949982
NYG,PHI,5.296225779382794,5.24085807800293,0.05536770137986391,54.3680663672342,54.236854553222656,0.13121181401154303
TB,NO,-9.620488842721757,-9.711870193481445,0.09138135075968812,47.28001835630727,47.265159606933594,0.014858749373672708
DAL,DEN,-4.254714523957697,-4.130588531494141,-0.12412599246355605,74.57971089368029,74.52593994140625,0.05377095227403572
TEN,IND,25.450742707127212,25.38469696044922,0.06604574667799312,57.413696786573574,57.271583557128906,0.14211322944466787
GB,PIT,3.9680667643207386,3.854097366333008,0.11396939798773076,64.33372930202644,64.24714660644531,0.08658269558112863
WAS,KC,8.889938681883672,8.923929214477539,-0.03399053259386697,69.7263716882046,69.68031311035156,0.04605857785303158
