away,home,away_OFF_EPA,home_DEF_EPA,home_OFF_EPA,away_DEF_EPA,away_OFF_SR,home_DEF_SR,home_OFF_SR,away_DEF_SR,away_PF,home_PF,away_PF_adj,home_PF_adj,wind_kph,is_dome,away_injury,home_injury
MIN,LAC,-0.11252766456518655,0.0625903199987,0.1002596662730777,0.1279383438099571,0.02110808900047801,0.10906483035596513,0.11723148822127163,0.015259875569707277,26.960714285714285,38.050000000000004,26.94618472953247,38.050000000000004,6.9,1,0.0,0.0
MIA,ATL,-0.05134582593664325,0.020623214909020984,-0.04081051972716104,-0.00603741043249852,0.08268757942938983,0.037646602049990804,0.07130840027532026,0.10436229169120068,34.525,24.889285714285716,34.525,24.889285714285716,20.5,1,0.0,0.0
CHI,BAL,0.024523702688731597,0.12913632604272524,-0.08817610211652506,-0.07478230245256474,0.057801136414080384,0.019284553442355717,0.06257787339129893,0.13385579094943098,26.857142857142854,20.951785714285716,26.857142857142854,20.951785714285716,12.7,0,0.0,0.0
BUF,CAR,0.1266509362272897,0.08836459422693747,-0.04248125463394528,-0.04757230335818956,0.15446142996210224,0.06550402418600759,0.06653388889760825,0.10922352594131539,37.21607142857143,28.675,37.21607142857143,28.675,15.3,0,0.0,0.0
NYJ,CIN,-0.0849498600396694,0.2457547783633555,0.10425127030551476,0.11311292073229065,0.08041173718885175,0.0009600400595329649,0.14842301684707918,0.02919521268337009,27.225,42.175,27.225,42.175,16.0,0,0.0,0.0
CLE,NE,-0.17026947032299156,-0.1038631954554398,0.1291026083622377,-0.09497634003006955,0.0,0.14934308203165095,0.13329396999066698,0.134922869845164,23.125,38.08125,23.125,38.08125,21.0,0,0.0,0.0
SF,HOU,0.001169134934268911,-0.20980629552884147,0.08915124706689304,0.100609775009755,0.0315755490743935,0.21273141774398163,0.1680161647033053,0.03043698054336862,26.95,39.20178571428571,26.893953926981446,39.20178571428571,13.8,1,0.0,0.0
NYG,PHI,0.03775762570391357,0.055989668203750474,0.14067027764993842,0.12084628695869894,0.09784087426898325,0.026485606218263028,0.14390689122741276,0.004255039132998921,34.65625,39.5875,29.4578125,33.649375,37.8,0,0.0,0.0
TB,NO,0.03763181780032979,-0.037574283324212074,-0.14033350332638994,-0.05116652769980638,0.1568657868067711,0.08253937694691393,0.02575807768036019,0.14599011086304842,33.24375,18.9125,33.24375,18.9125,21.9,1,0.0,0.0
DAL,DEN,0.1583253727188657,-0.06495506347989681,0.11924675322532075,0.08385751116868932,0.15907747335833272,0.11039063442286794,0.1289190809820581,0.05117829052828807,48.599999999999994,40.74375,48.599999999999994,40.74375,10.6,0,0.0,0.0
TEN,IND,-0.19152546702977186,-0.03029093630646035,0.2919762445284323,0.08723337589097788,0.0,0.07568634607796013,0.2919762445284323,0.06802617461187328,17.6,49.699999999999996,17.6,49.699999999999996,18.3,1,0.0,0.0
GB,PIT,0.22864628290048566,0.10706634273944471,0.12853514899610458,0.06291874309614345,0.23031214672466618,0.046735694202475225,0.1556791510239367,0.04219068154402849,43.8875,39.2125,43.8875,39.2125,14.8,0,0.0,0.0
WAS,KC,0.0199041324411535,-0.13841733489822386,0.20370375624932827,0.0995256979462897,0.09020905513207034,0.1773038643725516,0.2066029136351062,0.016523537453965682,35.957142857142856,46.58571428571428,35.957142857142856,46.58571428571428,11.3,0,0.0,0.0
