week,away,home,spread,total,commence_time
6,PHI,NYG,7.454545454545454,40.5,2025-10-10T00:15:00Z
6,DEN,NYJ,7.2272727272727275,43.55,2025-10-12T13:30:00Z
6,SEA,JAX,-0.3181818181818182,47.40909090909091,2025-10-12T17:00:00Z
6,NE,NO,3.4545454545454546,45.72727272727273,2025-10-12T17:00:00Z
6,ARI,IND,-7.136363636363637,46.72727272727273,2025-10-12T17:01:00Z
6,LA,BAL,7.5,44.45454545454545,2025-10-12T17:01:00Z
6,DAL,CAR,3.0,49.5,2025-10-12T17:01:00Z
6,CLE,PIT,-5.636363636363637,38.18181818181818,2025-10-12T17:01:00Z
6,LAC,MIA,4.090909090909091,43.59090909090909,2025-10-12T17:01:00Z
6,TEN,LV,-4.2272727272727275,41.36363636363637,2025-10-12T20:06:00Z
6,CIN,GB,-14.181818181818182,44.45454545454545,2025-10-12T20:26:00Z
6,SF,TB,-3.0,47.5,2025-10-12T20:26:00Z
6,DET,KC,-2.090909090909091,52.81818181818182,2025-10-13T00:20:00Z
6,BUF,ATL,4.409090909090909,49.77272727272727,2025-10-13T23:15:00Z
6,CHI,WAS,-4.5,49.59090909090909,2025-10-14T00:16:00Z
6,PIT,CIN,4.222222222222222,42.94444444444444,2025-10-17T00:16:00Z
6,LA,JAX,3.2857142857142856,46.92857142857143,2025-10-19T12:31:00Z
6,CAR,NYJ,-2.5,44.44444444444444,2025-10-19T17:01:00Z
6,NO,CHI,-6.055555555555555,45.27777777777778,2025-10-19T17:01:00Z
6,MIA,CLE,-2.5555555555555554,41.611111111111114,2025-10-19T17:01:00Z
6,LV,KC,-10.722222222222221,45.833333333333336,2025-10-19T17:01:00Z
6,PHI,MIN,2.888888888888889,42.666666666666664,2025-10-19T17:01:00Z
6,NE,TEN,6.055555555555555,43.22222222222222,2025-10-19T17:01:00Z
6,NYG,DEN,-7.777777777777778,41.0,2025-10-19T20:06:00Z
6,IND,LAC,-0.8888888888888888,48.0,2025-10-19T20:06:00Z
6,GB,ARI,5.3125,45.25,2025-10-19T20:26:00Z
6,WAS,DAL,2.5,52.72222222222222,2025-10-19T20:26:00Z
6,ATL,SF,-4.25,45.5,2025-10-20T00:21:00Z
6,TB,DET,-4.777777777777778,53.0,2025-10-20T23:01:00Z
6,HOU,SEA,-2.888888888888889,42.27777777777778,2025-10-21T02:01:00Z
7,PIT,CIN,5.454545454545454,44.86363636363637,2025-10-17T00:15:00Z
7,LA,JAX,3.0,44.54545454545455,2025-10-19T13:30:00Z
7,CAR,NYJ,1.0454545454545454,41.90909090909091,2025-10-19T17:00:00Z
7,NO,CHI,-4.909090909090909,46.45454545454545,2025-10-19T17:00:00Z
7,MIA,CLE,-2.5454545454545454,37.40909090909091,2025-10-19T17:00:00Z
7,LV,KC,-11.954545454545455,45.45454545454545,2025-10-19T17:00:00Z
7,PHI,MIN,1.6363636363636365,43.77272727272727,2025-10-19T17:00:00Z
7,NE,TEN,7.0,41.90909090909091,2025-10-19T17:00:00Z
7,NYG,DEN,-7.0,40.13636363636363,2025-10-19T20:05:00Z
7,IND,LAC,-1.4090909090909092,48.36363636363637,2025-10-19T20:05:00Z
7,GB,ARI,6.5,44.95454545454545,2025-10-19T20:25:00Z
7,WAS,DAL,1.5,54.77272727272727,2025-10-19T20:25:00Z
7,ATL,SF,-1.7727272727272727,47.04545454545455,2025-10-20T00:20:00Z
7,TB,DET,-5.5,52.54545454545455,2025-10-20T23:00:00Z
7,HOU,SEA,-3.090909090909091,41.0,2025-10-21T02:00:00Z
7,MIN,LAC,-3.0625,42.625,2025-10-24T00:15:00Z
7,MIA,ATL,-5.9375,45.8125,2025-10-26T17:00:00Z
7,CHI,BAL,-6.5,49.2,2025-10-26T17:00:00Z
7,BUF,CAR,7.25,48.375,2025-10-26T17:00:00Z
7,NYJ,CIN,-2.5,42.3125,2025-10-26T17:00:00Z
7,CLE,NE,-7.0,40.375,2025-10-26T17:00:00Z
7,SF,HOU,-1.8125,43.625,2025-10-26T17:00:00Z
7,NYG,PHI,-7.75,41.5625,2025-10-26T17:00:00Z
7,TB,NO,5.3125,47.75,2025-10-26T20:05:00Z
7,DAL,DEN,-4.75,47.6875,2025-10-26T20:25:00Z
7,TEN,IND,-11.875,44.875,2025-10-26T20:25:00Z
7,GB,PIT,3.25,43.5,2025-10-27T00:20:00Z
7,WAS,KC,-5.6875,50.75,2025-10-28T00:15:00Z
