season,week,away_team,home_team,away_pred,home_pred,total_pred,margin_pred,home_win_prob,away_score,home_score,total,margin
2025,3,NO,SEA,10.61351014287266,15.92540159086604,26.5389117337387,5.31189144799338,0.6732,19,56,75,37
2025,3,NYJ,TB,19.111438288211332,27.723646346211716,46.83508463442305,8.612208058000384,0.77525,39,35,74,-4
2025,4,ARI,SEA,18.362320759220893,15.925697997489555,34.28801875671045,-2.4366227617313374,0.4118,32,29,61,-3
2025,4,ATL,WAS,16.182257346349374,24.117101499920384,40.299358846269755,7.93484415357101,0.7549,46,41,87,-5
2025,4,BAL,KC,26.264778314186465,16.114908700830032,42.3796870150165,-10.149869613356433,0.185,26,61,87,35
2025,4,BUF,NO,21.923767574562476,11.40923027123127,33.33299784579374,-10.514537303331206,0.17685,43,25,68,-18
2025,4,CAR,NE,19.66118254737102,13.998981956442542,33.66016450381356,-5.662200590928478,0.3086,25,54,79,29
2025,4,CHI,LV,11.112929671585574,14.338859496332859,25.451789167918434,3.2259298247472845,0.61795,31,36,67,5
2025,4,CIN,DEN,23.262749731423906,25.21592500075793,48.47867473218184,1.9531752693340252,0.564,3,40,43,37
2025,4,CLE,DET,6.5628039753563785,29.075184877129193,35.63798885248557,22.512380901772815,0.9775,10,46,56,36
2025,4,DAL,GB,14.70722754026416,19.34250922619134,34.049736766455496,4.635281685927179,0.64525,56,58,114,2
2025,4,HOU,TEN,12.473227829465609,16.72153470967285,29.19476253913846,4.24830688020724,0.64355,38,0,38,-38
2025,4,IND,LA,17.20956820164994,13.866682101534682,31.076250303184622,-3.3428861001152583,0.38235,26,45,71,19
2025,4,JAX,SF,14.303249747801065,16.70933079476415,31.012580542565214,2.4060810469630844,0.5854,32,35,67,3
2025,4,LAC,NYG,22.594897173499948,15.427085959199498,38.02198313269945,-7.16781121430045,0.2617,24,27,51,3
2025,4,MIA,NYJ,15.56071316433543,19.905278851977563,35.465992016312995,4.344565687642133,0.64725,39,27,66,-12
2025,4,MIN,PIT,18.41651777757047,13.138349286504132,31.5548670640746,-5.278168491066337,0.3172,35,30,65,-5
2025,4,PHI,TB,21.761650312023942,27.72658510335541,49.48823541537935,5.964934791331469,0.6985,43,37,80,-6
2025,5,ARI,TEN,14.843881991581135,9.15519741162415,23.999079403205286,-5.688684579956986,0.3036,21,16,37,-5
2025,5,BAL,HOU,24.506461607619276,12.460308228550828,36.9667698361701,-12.046153379068448,0.1394,10,68,78,58
2025,5,BUF,NE,23.17900914305153,19.870275142505196,43.04928428555672,-3.308734000546334,0.3786,32,23,55,-9
2025,5,CAR,MIA,14.708987145947125,17.62310839485047,32.332095540797596,2.914121248903344,0.598,39,42,81,3
2025,5,CIN,DET,12.061704638967203,26.091171915072586,38.15287655403979,14.029467276105382,0.8933,42,61,103,19
2025,5,CLE,MIN,9.816518194271435,18.815262811472863,28.631781005744298,8.998744617201428,0.78795,29,33,62,4
2025,5,DAL,NYJ,19.86913675809208,16.69288299752256,36.56201975561464,-3.1762537605695194,0.3883,61,38,99,-23
2025,5,DEN,PHI,18.28380298988226,19.079244947825135,37.36304793770739,0.7954419579428738,0.52845,29,29,58,0
2025,5,IND,LV,19.47499291426239,16.03338659659155,35.50837951085394,-3.441606317670839,0.37875,52,6,58,-46
2025,5,JAX,KC,16.697520634631253,19.21179611219427,35.909316746825525,2.514275477563018,0.59135,37,34,71,-3
2025,5,LA,SF,19.607938058231664,18.019767819033152,37.627705877264816,-1.5881702391985115,0.4398,41,38,79,-3
2025,5,LAC,WAS,17.223856012285715,20.26995605697143,37.493812069257146,3.0461000446857156,0.60455,16,33,49,17
2025,5,NO,NYG,12.727091591290106,13.653278967819261,26.380370559109366,0.9261873765291551,0.5294,26,26,52,0
2025,5,SEA,TB,18.6790983198868,20.004362597966587,38.68346091785339,1.3252642780797856,0.5509,59,52,111,-7
2025,6,ARI,IND,13.622152417315398,21.957995366294263,35.58014778360966,8.335842948978865,0.7693,39,43,82,4
2025,6,ATL,BUF,12.460393748903384,21.705374399842185,34.16576814874557,9.244980650938802,0.7961,30,26,56,-4
2025,6,BAL,LA,19.51433095783532,22.405707879401717,41.92003883723704,2.8913769215663976,0.60285,3,23,26,20
2025,6,CAR,DAL,17.141785298803956,25.1239445739764,42.265729872780355,7.982159275172442,0.75755,48,45,93,-3
2025,6,CHI,WAS,19.740208930756875,20.673361604241798,40.41357053499867,0.9331526734849227,0.53215,31,42,73,11
2025,6,CIN,GB,14.420585279914926,20.933861790947475,35.3544470708624,6.513276511032549,0.71885,32,33,65,1
2025,6,CLE,PIT,10.799812008984688,20.138722218969107,30.938534227953795,9.33891020998442,0.79685,9,35,44,26
2025,6,DEN,NYJ,18.35614087722739,16.97845614849042,35.33459702571781,-1.3776847287369698,0.4561,19,11,30,-8
2025,6,DET,KC,29.48712831099201,19.810015931889165,49.297144242881174,-9.677112379102844,0.1953,29,48,77,19
2025,6,JAX,SEA,17.33131007280533,24.385929982377753,41.71724005518308,7.054619909572423,0.73215,24,32,56,8
2025,6,LAC,MIA,14.075038887572957,20.288375560849715,34.363414448422674,6.213336673276759,0.7145,41,33,74,-8
2025,6,LV,TEN,12.669115013373055,9.520010915478013,22.18912592885107,-3.1491040978950426,0.38835,26,16,42,-10
2025,6,NE,NO,18.977708175305114,14.746222833889586,33.7239310091947,-4.231485341415528,0.35585,43,19,62,-24
2025,6,NYG,PHI,14.691088182500103,19.33199367330632,34.023081855806424,4.640905490806219,0.66285,40,23,63,-17
2025,6,SF,TB,18.214631837709515,21.53270712004612,39.74733895775563,3.318075282336604,0.61775,19,42,61,23
