away,home,away_OFF_EPA,home_DEF_EPA,home_OFF_EPA,away_DEF_EPA,away_OFF_SR,home_DEF_SR,home_OFF_SR,away_DEF_SR,away_PF,home_PF,away_PF_adj,home_PF_adj,wind_kph,is_dome,away_injury,home_injury
BAL,MIA,-0.09201223878521124,-0.010330805858985315,-0.05254618184094166,0.1,0.06081316539371263,0.10605465317808502,0.08259692523436067,0.01834519444535048,20.51142857142857,34.57,20.51142857142857,34.57,20.2,0,0.0,0.0
ATL,NE,-0.0402763499586758,-0.1,0.1,0.02249596539005185,0.0718300047174469,0.15146792282157573,0.13262186186422828,0.036061509308502195,25.011428571428574,38.115,25.011428571428574,38.115,18.9,0,0.0,0.0
CAR,GB,-0.04193848198465922,0.06553870855490979,0.1,0.08866996775983904,0.06761281682567757,0.041014967721539314,0.2321570907961807,0.06519152110687904,28.69,44.06,28.69,44.06,10.1,0,0.0,0.0
CHI,CIN,0.024611407311102635,0.1,0.1,-0.07665841976445352,0.057261920950748224,0.0007680320476263718,0.15082987657973454,0.13466807724262,26.685714285714283,42.49,26.685714285714283,42.49,14.8,0,0.0,0.0
DEN,HOU,0.1,-0.1,0.09150571350284219,-0.06378183061787357,0.12935893489330808,0.21490251485517048,0.1703247837602973,0.10934558092816031,40.845,39.51142857142857,40.845,39.51142857142857,13.3,1,0.0,0.0
MIN,DET,-0.1,-0.1,0.016917019683436715,0.1,0.020843655956239496,0.20046237425293328,0.07572405522777614,0.012816396867266194,26.86857142857143,41.85142857142858,26.86857142857143,41.85142857142858,19.3,1,0.0,0.0
IND,PIT,0.1,0.1,0.1,-0.029968137686119833,0.29364725547146653,0.046656657082408716,0.15721147811726666,0.07515073488069123,49.910000000000004,39.22,49.910000000000004,39.22,9.4,0,0.0,0.0
LAC,TEN,0.1,0.08641967570147877,-0.1,0.06511142299872756,0.11799898234076273,0.06843529714924514,0.0,0.10846374142385443,38.14,17.63,37.99859449405421,17.63,13.8,0,0.0,0.0
SF,NYG,0.0009559627616412718,0.1,0.040059263636164244,0.1,0.03159737941836268,0.0036348553903902524,0.09852876924338835,0.030056718045624955,26.86,34.824999999999996,22.331,29.601249999999997,32.0,0,0.0,0.0
JAX,LV,-0.02370241840933949,0.02265624834251172,-0.1,0.05621738329485582,0.022219191391689284,0.10329653508350287,0.002891379083600612,0.018176213561071925,26.74857142857143,17.48,26.51445105416508,17.48,5.0,1,0.0,0.0
NO,LA,-0.1,-0.05858611706419793,0.043426576301406054,-0.03948537778405113,0.026175776237339,0.09939132199467746,0.05791014919345033,0.08383190628210443,18.830000000000002,43.02857142857143,18.743525538054044,43.02857142857143,5.8,1,0.0,0.0
KC,BUF,0.1,-0.04888512329435476,0.1,-0.1,0.2078854888605445,0.10937167192633342,0.15371637166108215,0.1784043031728609,46.86857142857143,37.12285714285714,45.931200000000004,36.3804,25.4,0,0.0,0.0
SEA,WAS,0.05493810054134192,0.1,0.01910431656600299,-0.009097368083662582,0.11295215045722434,0.01564619275406124,0.08954559548166646,0.10456107302064287,38.20285714285715,35.965714285714284,37.78890250898688,35.965714285714284,9.4,0,0.0,0.0
ARI,DAL,-0.025264017424756424,0.08127285253917496,0.1,0.054381220360915,0.024198833767814523,0.052008208753071127,0.15948891806883939,0.02028492135084021,31.48857142857143,48.78,31.48857142857143,48.78,9.1,1,0.0,0.0
