away,home,Model spread home-,Spread used (home-),Edge_pts,Model total,Total used,Edge_total_pts
SF,LA,13.400510983252776,13.413089752197266,-0.012578768944489838,60.24164039343053,60.3100471496582,-0.06840675622767378
MIN,CLE,-2.1924496786208367,-2.119710922241211,-0.07273875637962579,37.897895074883564,37.905303955078125,-0.007408880194560652
LV,IND,24.87138465235819,24.953649520874023,-0.08226486851583203,57.18059939300728,57.09523010253906,0.08536929046821484
NYG,NO,-10.657810693290289,-10.595947265625,-0.06186342766528874,46.38518727500883,46.4947509765625,-0.10956370155366812
DAL,NYJ,-13.181051476592593,-13.169139862060547,-0.011911614532046144,55.31335029789291,55.40974807739258,-0.09639777949966799
DEN,PHI,0.608215171691114,0.46738243103027344,0.14083274066084062,58.45297261823138,58.50963592529297,-0.05666330706159073
MIA,CAR,-3.3162392357256074,-3.299966812133789,-0.016272423591818352,52.44066309967912,52.521202087402344,-0.08053898772322299
HOU,BAL,-8.307605001004404,-8.354595184326172,0.04699018332176763,46.06649151405276,45.9720458984375,0.09444561561525688
TEN,ARI,12.334533806739312,12.243596076965332,0.09093772977398018,43.219101506823066,43.245235443115234,-0.02613393629216887
TB,SEA,5.3556743731279095,5.476737976074219,-0.12106360294630925,61.71531152173423,61.72222900390625,-0.006917482172021039
DET,CIN,-0.6498044606123593,-0.7084541320800781,0.05864967146771882,71.11424095226813,71.04469299316406,0.06954795910407086
WAS,LAC,3.1053039434747314,3.0417652130126953,0.06353873046203606,63.14545858034529,63.1446533203125,0.0008052600327914661
NE,BUF,1.1024989251720265,1.194650650024414,-0.09215172485238754,56.04542682915193,56.106475830078125,-0.061049000926196584
KC,JAX,-12.691293734595899,-12.901575088500977,0.21028135390507785,61.76760610198897,61.804527282714844,-0.03692118072587647
