away,home,Model spread home-,Spread used (home-),Edge_pts,Model total,Total used,Edge_total_pts
BAL,MIA,10.236651619128578,10.185704231262207,0.050947387866370875,37.57168179182855,37.5054817199707,0.06620007185784971
ATL,NE,9.53647749888501,9.587080001831055,-0.05060250294604529,42.70230287202246,42.651527404785156,0.050775467237301086
CAR,GB,10.979643558669153,10.965307235717773,0.014336322951379543,49.06009818620279,49.081947326660156,-0.021849140457369742
CHI,CIN,11.081508498597916,11.197750091552734,-0.11624159295481817,46.707879100792326,46.85936737060547,-0.151488269813143
DEN,HOU,0.5154754220198102,0.4119758605957031,0.1034995614241071,54.20013122230242,54.14565658569336,0.054474636609057825
MIN,DET,11.144770412377238,10.972183227539062,0.17258718483817503,46.0615877690721,46.062355041503906,-0.0007672724318084079
IND,PIT,-5.131240558442539,-5.053102493286133,-0.07813806515640653,58.62680750600112,58.544525146484375,0.08228235951674634
LAC,TEN,-11.709912018451769,-11.66842269897461,-0.041489319477159725,38.11202999705659,38.154415130615234,-0.04238513355864626
SF,NYG,5.8402414588882925,5.91945743560791,-0.07921597671961766,35.687096502127126,35.637325286865234,0.049771215261891655
JAX,LV,-4.6701587453653435,-4.620428085327148,-0.04973066003819504,30.331908765328436,30.33158302307129,0.00032574225714654403
NO,LA,16.0989476614879,16.052921295166016,0.04602636632188606,42.394195587399025,42.46382522583008,-0.06962963843105285
KC,BUF,-3.294628550533637,-3.3057289123535156,0.011100361819878835,54.376696746325024,54.24187088012695,0.1348258661980708
SEA,WAS,-4.765936317811088,-4.62548828125,-0.14044803656108762,45.16884022562532,45.25298309326172,-0.08414286763640177
ARI,DAL,11.807576587998994,11.758415222167969,0.049161365831025705,53.27691714487545,53.2664794921875,0.010437652687947718
