away,home,Model spread home-,Spread used (home-),Edge_pts,Model total,Total used,Edge_total_pts
PHI,NYG,-2.8729285259819375,-2.7308578491210938,-0.14207067686084374,54.13973699520247,53.94996643066406,0.18977056453840646
DEN,NYJ,-7.647777796341032,-7.652364730834961,0.004586934493929107,50.03289593665415,50.10871124267578,-0.07581530602163156
ARI,IND,14.846169375937217,14.84361457824707,0.0025547976901467706,67.12760913765484,67.09738159179688,0.030227545857968607
LAC,MIA,-1.3820723943444293,-1.5019550323486328,0.11988263800420351,61.642597736535386,61.576995849609375,0.06560188692601088
NE,NO,-14.302037929096356,-14.290727615356445,-0.011310313739910427,50.41575008172302,50.344146728515625,0.07160335320739364
CLE,PIT,14.642213847215471,14.696949005126953,-0.05473515791148209,53.593901514437434,53.5549201965332,0.03898131790423065
DAL,CAR,-13.238644048856717,-13.122745513916016,-0.11589853494070113,62.35655569873814,62.3420295715332,0.014526127204938177
SEA,JAX,-7.436570744782522,-7.408847808837891,-0.027722935944630933,56.22497681609498,56.238800048828125,-0.013823232733145119
LA,BAL,-11.881654454384948,-11.68269157409668,-0.1989628802882688,48.62801979719439,48.624298095703125,0.0037217014912656055
TEN,LV,1.9295885744031824,1.866805076599121,0.06278349780406134,33.508058018066656,33.5009880065918,0.007070011474858973
CIN,GB,-2.702749926897077,-2.747896194458008,0.04514626756093065,65.68330185560728,65.61930084228516,0.06400101332212671
SF,TB,6.1734769036056525,6.329216003417969,-0.15573909981231626,48.332780552106904,48.426429748535156,-0.09364919642825242
DET,KC,3.604757861558585,3.505229949951172,0.09952791160741326,75.25421134968887,75.2904052734375,-0.036193923748626844
BUF,ATL,-10.212328184557705,-10.303062438964844,0.09073425440713834,54.36213953178896,54.22673034667969,0.1354091851092747
CHI,WAS,6.87846739424519,6.824161529541016,0.05430586470417431,47.48423284134607,47.547584533691406,-0.06335169234533566
