week,away,home,spread,total,line_type,timestamp
4,LAC,NYG,6.0,43.5,opening,2025-09-28T17:00:00Z
4,WAS,ATL,1.5,45.5,opening,2025-09-28T17:01:00Z
4,NO,BUF,-15.5,47.5,opening,2025-09-28T17:01:00Z
4,CAR,NE,-4.5,42.5,opening,2025-09-28T17:01:00Z
4,TEN,HOU,-7.0,38.5,opening,2025-09-28T17:01:00Z
4,PHI,TB,3.5,43.5,opening,2025-09-28T17:01:00Z
4,IND,LA,-3.5,49.5,opening,2025-09-28T20:06:00Z
4,JAX,SF,-3.5,47.5,opening,2025-09-28T20:06:00Z
4,BAL,KC,2.5,48.5,opening,2025-09-28T20:25:00Z
4,CHI,LV,-1.5,47.5,opening,2025-09-28T20:26:00Z
4,GB,DAL,7.0,47.5,opening,2025-09-29T00:21:00Z
4,NYJ,MIA,-2.5,45.5,opening,2025-09-29T23:15:00Z
4,CIN,DEN,-7.5,44.5,opening,2025-09-30T00:15:00Z
4,SF,LA,-3.0,46.5,opening,2025-10-03T00:16:00Z
4,MIN,CLE,4.5,38.5,opening,2025-10-05T13:31:00Z
4,HOU,BAL,-9.5,45.5,opening,2025-10-05T17:01:00Z
4,MIA,CAR,-1.5,44.5,opening,2025-10-05T17:01:00Z
4,DAL,NYJ,1.5,46.5,opening,2025-10-05T17:01:00Z
4,DEN,PHI,-5.5,43.5,opening,2025-10-05T17:01:00Z
4,LV,IND,-6.0,48.5,opening,2025-10-05T17:01:00Z
4,NYG,NO,2.5,43.5,opening,2025-10-05T17:01:00Z
4,TEN,ARI,-7.5,42.5,opening,2025-10-05T20:06:00Z
4,TB,SEA,-1.5,44.5,opening,2025-10-05T20:06:00Z
4,DET,CIN,7.5,49.5,opening,2025-10-05T20:26:00Z
4,WAS,LAC,-2.5,48.5,opening,2025-10-05T20:26:00Z
4,NE,BUF,-10.0,49.5,opening,2025-10-06T00:21:00Z
4,KC,JAX,3.5,44.5,opening,2025-10-07T00:16:00Z
4,NYJ,MIA,-3.0,44.5,closing,2025-09-29T23:16:00Z
4,CIN,DEN,-7.5,44.5,closing,2025-09-30T00:16:00Z
4,SF,LA,-5.5,47.5,closing,2025-10-03T00:16:00Z
4,MIN,CLE,3.5,36.5,closing,2025-10-05T13:31:00Z
4,DAL,NYJ,2.5,46.5,closing,2025-10-05T17:00:00Z
4,HOU,BAL,-4.5,43.5,closing,2025-10-05T17:01:00Z
4,MIA,CAR,1.5,46.5,closing,2025-10-05T17:01:00Z
4,DEN,PHI,-4.5,43.5,closing,2025-10-05T17:01:00Z
4,LV,IND,-7.0,47.5,closing,2025-10-05T17:01:00Z
4,NYG,NO,-1.5,40.5,closing,2025-10-05T17:01:00Z
4,TEN,ARI,-9.5,41.5,closing,2025-10-05T20:06:00Z
4,TB,SEA,-3.5,44.5,closing,2025-10-05T20:06:00Z
4,DET,CIN,8.5,48.5,closing,2025-10-05T20:26:00Z
4,WAS,LAC,-3.0,47.5,closing,2025-10-05T20:26:00Z
4,NE,BUF,-7.5,49.5,closing,2025-10-06T00:21:00Z
4,KC,JAX,3.5,45.5,closing,2025-10-07T00:16:00Z
5,SF,LA,-8.5,43.5,opening,2025-10-03T00:16:00Z
5,MIN,CLE,4.5,36.5,opening,2025-10-05T13:31:00Z
5,HOU,BAL,2.5,40.5,opening,2025-10-05T17:01:00Z
5,MIA,CAR,1.5,45.5,opening,2025-10-05T17:01:00Z
5,DAL,NYJ,2.5,47.5,opening,2025-10-05T17:01:00Z
5,DEN,PHI,-3.5,43.5,opening,2025-10-05T17:01:00Z
5,LV,IND,-7.0,47.5,opening,2025-10-05T17:01:00Z
5,NYG,NO,-1.5,42.5,opening,2025-10-05T17:01:00Z
5,TEN,ARI,-7.5,42.5,opening,2025-10-05T20:06:00Z
5,TB,SEA,-3.5,44.5,opening,2025-10-05T20:06:00Z
5,DET,CIN,10.5,49.5,opening,2025-10-05T20:26:00Z
5,WAS,LAC,-2.5,47.5,opening,2025-10-05T20:26:00Z
5,NE,BUF,-8.5,49.5,opening,2025-10-06T00:21:00Z
5,KC,JAX,3.5,46.5,opening,2025-10-07T00:16:00Z
5,PHI,NYG,7.0,42.5,opening,2025-10-10T00:16:00Z
5,DEN,NYJ,6.5,43.5,opening,2025-10-12T12:31:00Z
5,ARI,IND,-3.5,47.5,opening,2025-10-12T17:01:00Z
5,LA,BAL,5.5,44.5,opening,2025-10-12T17:01:00Z
5,DAL,CAR,3.5,47.5,opening,2025-10-12T17:01:00Z
5,CLE,PIT,-5.5,38.5,opening,2025-10-12T17:01:00Z
5,SEA,JAX,-1.5,45.5,opening,2025-10-12T17:01:00Z
5,LAC,MIA,5.5,45.5,opening,2025-10-12T17:01:00Z
5,NE,NO,3.5,44.5,opening,2025-10-12T17:01:00Z
5,TEN,LV,-6.5,41.5,opening,2025-10-12T20:06:00Z
5,CIN,GB,-13.5,44.5,opening,2025-10-12T20:26:00Z
5,SF,TB,-2.5,46.5,opening,2025-10-12T20:26:00Z
5,DET,KC,-1.5,48.5,opening,2025-10-13T00:21:00Z
5,BUF,ATL,5.5,50.5,opening,2025-10-13T23:16:00Z
5,CHI,WAS,-5.5,50.5,opening,2025-10-14T00:16:00Z
5,KC,JAX,3.5,45.5,closing,2025-10-07T00:16:00Z
5,PHI,NYG,7.0,41.5,closing,2025-10-10T00:15:00Z
5,DEN,NYJ,7.5,43.5,closing,2025-10-12T12:31:00Z
5,ARI,IND,-5.5,47.5,closing,2025-10-12T17:01:00Z
5,LA,BAL,7.5,45.5,closing,2025-10-12T17:01:00Z
5,DAL,CAR,3.5,49.5,closing,2025-10-12T17:01:00Z
5,CLE,PIT,-5.5,37.5,closing,2025-10-12T17:01:00Z
5,SEA,JAX,1.5,45.5,closing,2025-10-12T17:01:00Z
5,LAC,MIA,4.5,43.5,closing,2025-10-12T17:01:00Z
5,TEN,LV,-4.5,41.5,closing,2025-10-12T20:06:00Z
5,NE,NO,3.5,45.5,closing,2025-10-12T20:25:00Z
5,CIN,GB,-14.5,44.5,closing,2025-10-12T20:26:00Z
5,SF,TB,-3.0,47.5,closing,2025-10-12T20:26:00Z
5,DET,KC,-1.5,49.5,closing,2025-10-13T00:21:00Z
5,BUF,ATL,3.5,48.5,closing,2025-10-13T23:15:00Z
5,CHI,WAS,-3.5,50.5,closing,2025-10-14T00:16:00Z
6,PHI,NYG,7.0,40.5,opening,2025-10-10T00:15:00Z
6,DEN,NYJ,7.5,43.5,opening,2025-10-12T13:30:00Z
6,SEA,JAX,1.5,47.5,opening,2025-10-12T17:00:00Z
6,NE,NO,3.5,45.5,opening,2025-10-12T17:00:00Z
6,ARI,IND,-7.0,46.5,opening,2025-10-12T17:01:00Z
6,LA,BAL,7.5,44.5,opening,2025-10-12T17:01:00Z
6,DAL,CAR,3.0,49.5,opening,2025-10-12T17:01:00Z
6,CLE,PIT,-5.5,37.5,opening,2025-10-12T17:01:00Z
6,LAC,MIA,4.5,44.5,opening,2025-10-12T17:01:00Z
6,TEN,LV,-3.5,41.5,opening,2025-10-12T20:06:00Z
6,CIN,GB,-14.0,44.5,opening,2025-10-12T20:26:00Z
6,SF,TB,-3.0,47.5,opening,2025-10-12T20:26:00Z
6,DET,KC,-2.5,52.5,opening,2025-10-13T00:20:00Z
6,BUF,ATL,4.5,49.5,opening,2025-10-13T23:15:00Z
6,CHI,WAS,-4.5,49.5,opening,2025-10-14T00:16:00Z
6,PIT,CIN,4.5,43.5,opening,2025-10-17T00:16:00Z
6,LA,JAX,3.5,47.5,opening,2025-10-19T12:31:00Z
6,CAR,NYJ,-2.5,45.5,opening,2025-10-19T17:01:00Z
6,NO,CHI,-6.0,45.5,opening,2025-10-19T17:01:00Z
6,MIA,CLE,-2.5,42.5,opening,2025-10-19T17:01:00Z
6,LV,KC,-10.5,45.5,opening,2025-10-19T17:01:00Z
6,PHI,MIN,2.5,42.5,opening,2025-10-19T17:01:00Z
6,NE,TEN,6.0,43.5,opening,2025-10-19T17:01:00Z
6,NYG,DEN,-7.5,41.5,opening,2025-10-19T20:06:00Z
6,IND,LAC,-1.5,47.5,opening,2025-10-19T20:06:00Z
6,GB,ARI,5.5,45.5,opening,2025-10-19T20:26:00Z
6,WAS,DAL,2.5,53.5,opening,2025-10-19T20:26:00Z
6,ATL,SF,-4.5,45.5,opening,2025-10-20T00:21:00Z
6,TB,DET,-4.5,53.5,opening,2025-10-20T23:01:00Z
6,HOU,SEA,-2.5,42.5,opening,2025-10-21T02:01:00Z
6,BUF,ATL,4.5,49.5,closing,2025-10-13T23:15:00Z
6,CHI,WAS,-5.5,49.5,closing,2025-10-14T00:16:00Z
6,PIT,CIN,5.5,42.5,closing,2025-10-17T00:16:00Z
6,LA,JAX,3.0,44.5,closing,2025-10-19T13:31:00Z
6,CAR,NYJ,1.5,43.5,closing,2025-10-19T17:01:00Z
6,NO,CHI,-5.5,45.5,closing,2025-10-19T17:01:00Z
6,MIA,CLE,-2.5,40.5,closing,2025-10-19T17:01:00Z
6,LV,KC,-11.5,45.5,closing,2025-10-19T17:01:00Z
6,PHI,MIN,2.5,42.5,closing,2025-10-19T17:01:00Z
6,NE,TEN,7.0,42.5,closing,2025-10-19T17:01:00Z
6,NYG,DEN,-6.5,40.5,closing,2025-10-19T20:06:00Z
6,IND,LAC,-1.5,48.5,closing,2025-10-19T20:06:00Z
6,GB,ARI,6.5,44.5,closing,2025-10-19T20:26:00Z
6,WAS,DAL,2.5,54.5,closing,2025-10-19T20:26:00Z
6,ATL,SF,-3.5,45.5,closing,2025-10-20T00:21:00Z
6,TB,DET,-5.5,53.5,closing,2025-10-20T23:01:00Z
6,HOU,SEA,-3.5,40.5,closing,2025-10-21T02:01:00Z
7,PIT,CIN,5.5,44.5,opening,2025-10-17T00:15:00Z
7,LA,JAX,3.0,44.5,opening,2025-10-19T13:30:00Z
7,CAR,NYJ,1.5,42.5,opening,2025-10-19T17:00:00Z
7,NO,CHI,-4.5,46.5,opening,2025-10-19T17:00:00Z
7,MIA,CLE,-2.5,37.5,opening,2025-10-19T17:00:00Z
7,LV,KC,-11.5,45.5,opening,2025-10-19T17:00:00Z
7,PHI,MIN,1.5,43.5,opening,2025-10-19T17:00:00Z
7,NE,TEN,7.0,41.5,opening,2025-10-19T17:00:00Z
7,NYG,DEN,-7.0,39.5,opening,2025-10-19T20:05:00Z
7,IND,LAC,-1.5,48.5,opening,2025-10-19T20:05:00Z
7,GB,ARI,6.5,45.5,opening,2025-10-19T20:25:00Z
7,WAS,DAL,2.5,54.5,opening,2025-10-19T20:25:00Z
7,ATL,SF,-2.5,47.5,opening,2025-10-20T00:20:00Z
7,TB,DET,-5.5,52.5,opening,2025-10-20T23:00:00Z
7,HOU,SEA,-3.0,41.5,opening,2025-10-21T02:00:00Z
7,MIN,LAC,-3.0,42.5,opening,2025-10-24T00:15:00Z
7,MIA,ATL,-6.0,45.5,opening,2025-10-26T17:00:00Z
7,CHI,BAL,-6.5,49.5,opening,2025-10-26T17:00:00Z
7,BUF,CAR,7.0,48.5,opening,2025-10-26T17:00:00Z
7,NYJ,CIN,-2.5,42.5,opening,2025-10-26T17:00:00Z
7,CLE,NE,-7.0,40.5,opening,2025-10-26T17:00:00Z
7,SF,HOU,-1.5,43.5,opening,2025-10-26T17:00:00Z
7,NYG,PHI,-7.5,41.5,opening,2025-10-26T17:00:00Z
7,TB,NO,5.5,47.5,opening,2025-10-26T20:05:00Z
7,DAL,DEN,-4.5,47.5,opening,2025-10-26T20:25:00Z
7,TEN,IND,-11.5,44.5,opening,2025-10-26T20:25:00Z
7,GB,PIT,3.5,43.5,opening,2025-10-27T00:20:00Z
7,WAS,KC,-5.5,50.5,opening,2025-10-28T00:15:00Z
7,TB,DET,-6.0,53.5,closing,2025-10-20T23:00:00Z
7,HOU,SEA,-3.0,41.5,closing,2025-10-21T02:00:00Z
7,MIN,LAC,-3.0,44.5,closing,2025-10-24T00:15:00Z
7,MIA,ATL,-7.5,46.5,closing,2025-10-26T17:00:00Z
7,CHI,BAL,-6.5,50.5,closing,2025-10-26T17:00:00Z
7,BUF,CAR,7.5,46.5,closing,2025-10-26T17:00:00Z
7,NYJ,CIN,-6.5,44.5,closing,2025-10-26T17:00:00Z
7,CLE,NE,-6.5,40.5,closing,2025-10-26T17:00:00Z
7,SF,HOU,-1.5,41.5,closing,2025-10-26T17:00:00Z
7,NYG,PHI,-7.0,44.5,closing,2025-10-26T17:00:00Z
7,TB,NO,6.5,47.5,closing,2025-10-26T20:05:00Z
7,DAL,DEN,-3.0,49.5,closing,2025-10-26T20:25:00Z
7,TEN,IND,-14.0,47.5,closing,2025-10-26T20:25:00Z
7,GB,PIT,3.5,44.5,closing,2025-10-27T00:20:00Z
7,WAS,KC,-10.5,48.5,closing,2025-10-28T00:15:00Z
