away,home,Model spread home-,Spread used (home-),Edge_pts,Model total,Total used,Edge_total_pts
BAL,MIA,0.7923827283567665,0.8615550994873047,-0.0691723711305382,31.332295938861265,31.397005081176758,-0.0647091423154933
ATL,NE,11.997429961172605,11.916152954101562,0.08127700707104246,44.03758950854646,43.9376220703125,0.09996743823396059
CAR,GB,7.813982436932858,7.802812576293945,0.011169860638912787,38.889829654366935,38.867523193359375,0.02230646100755962
CHI,CIN,9.029043487762111,8.879453659057617,0.1495898287044941,56.359740742049134,56.314178466796875,0.045562275252258644
DEN,HOU,-3.6579915947032373,-3.5543441772460938,-0.10364741745714356,50.8401961141253,50.858978271484375,-0.018782157359076734
MIN,DET,8.726132968416351,8.828227996826172,-0.10209502840982054,45.17665779032175,45.27314758300781,-0.09648979268606439
IND,PIT,-0.8639089215013326,-0.9500732421875,0.08616432068616742,55.634780761858835,55.61822509765625,0.016555664202584808
LAC,TEN,-14.26597102316062,-14.467862129211426,0.2018911060508053,42.033252051220316,42.08913040161133,-0.05587835039101208
SF,NYG,6.68214975300888,6.754449844360352,-0.07230009135147153,44.477273138132745,44.531463623046875,-0.054190484914130366
JAX,LV,-4.6651841643216985,-4.64919376373291,-0.01599040058878831,30.504222444149317,30.385841369628906,0.11838107452041058
NO,LA,16.070352671460395,16.030067443847656,0.04028522761273834,42.49402962481905,42.45332717895508,0.04070244586397109
KC,BUF,-2.7945259800714704,-2.7456722259521484,-0.04885375411932191,46.41152534608002,46.24909973144531,0.1624256146347065
SEA,WAS,-4.527839051295841,-4.463937759399414,-0.06390129189642657,45.39959565868498,45.398643493652344,0.0009521650326362874
ARI,DAL,12.193755104067904,12.254993438720703,-0.06123833465279915,53.73220406172465,53.69632339477539,0.03588066694926084
