away,home,Model spread home-,Spread used (home-),Edge_pts,Model total,Total used,Edge_total_pts
MIA,BUF,3.684835062993614,3.677400588989258,0.007434474004356151,53.28526897775407,53.268829345703125,0.016439632050946784
GB,CLE,-7.849659431491523,-7.880462646484375,0.030803214992851657,43.41961626432487,43.47807693481445,-0.05846067048958048
IND,TEN,-22.746161201423753,-22.788772583007812,0.042611381584059416,56.89579240194948,56.824607849121094,0.07118455282838454
CIN,MIN,-9.251541275723621,-9.341461181640625,0.08991990591700372,58.68684552718338,58.72265625,-0.035810722816620455
PIT,NE,0.2863463088860269,0.21715545654296875,0.06919085234305816,65.8553037076439,65.71842956542969,0.1368741422142108
LA,PHI,-0.6383720477376736,-0.6691074371337891,0.03073538939611542,59.66692007693469,59.646156311035156,0.020763765899530995
NYJ,TB,5.840349488801852,5.771167755126953,0.06918173367489899,48.95977304768519,48.81984329223633,0.13992975544886121
LV,WAS,13.135565527310622,13.103086471557617,0.03247905575300436,41.341712049424,41.23271179199219,0.10900025743180919
ATL,CAR,4.73041034794845,4.568012237548828,0.1623981103996215,44.55023367245961,44.57803726196289,-0.02780358950327866
HOU,JAX,-7.337666618289748,-7.3047637939453125,-0.032902824344435366,56.276792502775336,56.20233154296875,0.0744609598065864
DEN,LAC,-0.904759140297554,-0.8690071105957031,-0.035752029701850874,67.01208357100683,67.074951171875,-0.06286760086817367
NO,SEA,17.011481447605952,16.997272491455078,0.01420895615087403,49.71720909309402,49.84682846069336,-0.12961936759933934
DAL,CHI,-12.242213813998246,-12.320674896240234,0.07846108224198822,55.73700544949911,55.58376693725586,0.1532385122432487
ARI,SF,-1.6892523133379647,-1.753591537475586,0.06433922413762128,51.018184623910116,51.13251495361328,-0.11433032970316503
KC,NYG,-7.133031482881024,-7.039209365844727,-0.09382211703629739,58.24244259611049,58.19891357421875,0.043529021891743014
DET,BAL,-12.11182397938114,-12.074419021606445,-0.037404957774695546,49.070950305081645,49.094581604003906,-0.023631298922261124
