away,home,Model spread home-,Spread used (home-),Edge_pts,Model total,Total used,Edge_total_pts
WAS,GB,0.9735371509975713,0.8622951507568359,0.11124200024073538,61.72190005130853,61.890342712402344,-0.16844266109381323
JAX,CIN,12.197008139137921,12.231840133666992,-0.03483199452907115,58.48715629211449,58.481422424316406,0.005733867798085157
NYG,DAL,12.141517248757498,12.048622131347656,0.09289511740984224,69.37376128759699,69.4127426147461,-0.038981327149102185
CHI,DET,13.244980601373252,13.235219955444336,0.009760645928915679,60.787933215334895,61.033363342285156,-0.24543012695026079
LA,TEN,-18.38270228185984,-18.347169876098633,-0.035532405761205865,51.54458346751212,51.61387634277344,-0.06929287526131844
NE,MIA,-1.6701211607608908,-1.8574275970458984,0.18730643628500765,62.55268279949718,62.652801513671875,-0.1001187141746982
SF,NO,-5.099751901967882,-5.1546783447265625,0.054926442758680416,41.54091066759683,41.59695816040039,-0.056047492803557475
BUF,NYJ,-6.118355845166124,-6.059915542602539,-0.0584403025635849,48.49252929009443,48.58607482910156,-0.09354553900713114
SEA,PIT,2.056587321707295,1.9343948364257812,0.12219248528151372,66.15919861239212,66.00640869140625,0.1527899209858674
CLE,BAL,1.2496418087015788,1.250265121459961,-0.0006233127583821219,35.820186807518525,35.785179138183594,0.035007669334930824
DEN,IND,7.682216089990667,7.756011962890625,-0.07379587289995815,75.62686355962573,75.71660614013672,-0.08974258051098616
CAR,ARI,3.5699273502580917,3.546184539794922,0.02374281046316984,52.090970363618744,51.936058044433594,0.1549123191851507
PHI,KC,6.545061362081909,6.442478179931641,0.10258318215026829,72.61434224940781,72.66519165039062,-0.050849400982812654
ATL,MIN,4.23181391722932,4.042331695556641,0.18948222167267925,45.38257523600832,45.44586944580078,-0.06329420979245981
TB,HOU,4.558100823959382,4.459056854248047,0.09904396971133522,61.548600720403925,61.532894134521484,0.015706585882441004
LAC,LV,-14.74793677314143,-14.781658172607422,0.03372139946599262,48.61353996094439,48.69652557373047,-0.08298561278608219
